player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
CJ Marable,55264,HB,COAST CAR,12,168,23,11,37.1,330,0,890,0,8,23,543,50.3,29,48,141,2,77,74.7,75.8,89.1,,42.3,71.3,78.5,53.0,59,0,228,31,222,340,0,0,41,199,12,890,543,3.23,5.3,1.03,91
Travis Etienne Jr.,57185,HB,CLEMSON,12,166,44,15,40.2,371,0,923,2,13,44,638,102.4,27,51,140,2,48,74.9,82.0,55.6,,42.8,90.9,81.1,46.6,72,1,588,48,260,219,0,0,58,214,14,923,638,3.84,5.6,2.26,112
Destin Coates,83668,HB,GA STATE,9,166,23,6,19.1,139,0,729,5,1,23,419,33.8,22,39,175,5,31,42.8,63.3,38.8,,38.3,47.2,66.7,57.3,35,1,62,13,117,209,0,0,22,179,7,729,419,2.52,4.4,0.53,133
Carlos Davis,83755,HB,S ALABAMA,11,166,44,11,36.3,243,0,669,1,3,44,377,60.3,21,34,288,1,57,82.3,77.6,17.4,,55.4,60.0,80.0,65.6,40,2,104,11,128,217,0,0,16,177,3,669,377,2.27,4.0,0.81,109
Deon Jackson,57189,HB,DUKE,11,162,35,9,41.1,277,0,674,4,3,35,531,72.8,15,34,154,5,44,41.5,58.9,88.6,76.2,46.1,42.8,63.6,58.8,65,0,81,9,184,198,0,0,15,171,5,674,531,3.28,4.2,0.44,113
Javonte Williams,77803,HB,N CAROLINA,11,157,76,27,56.5,660,1,1168,3,9,76,720,215.4,42,72,245,1,57,81.6,94.3,14.1,,81.6,77.5,95.9,71.5,65,3,276,24,168,183,0,0,30,181,19,1168,720,4.59,7.4,1.64,95
Michael Carter,57337,HB,N CAROLINA,11,157,47,29,62.7,780,0,1245,1,8,47,702,135.1,41,48,245,0,67,90.4,91.7,38.5,,58.0,88.6,91.1,67.8,65,1,267,25,138,175,0,0,30,182,9,1245,702,4.47,7.9,1.93,87
Stevie Scott III,83680,HB,INDIANA,8,156,22,6,19.4,109,1,561,5,4,22,382,37.7,13,43,190,1,2,80.9,67.7,86.3,,29.7,39.9,73.8,77.6,22,1,86,13,168,186,0,0,19,169,10,561,382,2.45,3.6,0.51,154
Jarek Broussard,83656,HB,COLORADO,6,156,43,15,51.7,460,1,889,2,1,43,686,117.3,22,36,143,2,58,70.8,77.2,38.8,,73.1,49.0,80.9,41.1,75,1,65,9,119,192,0,0,14,165,5,889,686,4.4,5.7,0.55,98
Eric Gray,99143,HB,TENNESSEE,9,156,26,6,18.3,139,0,758,1,4,26,401,41.2,19,41,307,3,47,68.1,77.8,85.0,,24.6,81.3,76.3,55.8,33,0,262,31,144,174,0,0,33,187,4,758,401,2.57,4.9,1.82,103
Asher O'Hara,78529,QB,MIDDLE TN,9,122,25,4,13.6,96,0,465,0,1,19,268,35.7,22,51,224,5,88,76.7,77.1,77.8,70.0,,89.2,73.8,60.0,31,1,6,1,1,260,239,34,1,123,7,704,361,2.31,4.5,6.0,26
Khalil Herbert,41668,HB,VA TECH,10,155,42,19,55.3,648,0,1172,1,2,42,734,126.3,34,49,337,1,33,90.4,89.5,45.9,,41.0,61.7,91.3,61.4,76,1,179,10,97,246,0,0,14,165,8,1172,734,4.74,7.6,1.85,121
Greg McCrae,55384,HB,UCF,10,149,25,12,37.2,282,0,758,3,2,25,470,52.3,15,49,323,1,72,80.2,78.1,84.5,,62.9,49.9,82.1,54.4,54,0,98,14,128,168,0,0,19,163,10,758,470,3.15,5.1,0.77,77
Israel Tucker,40566,HB,LA TECH,10,149,27,8,25.2,163,0,648,1,1,27,386,45.6,19,41,208,0,39,90.2,65.7,86.8,,50.4,46.8,71.1,54.3,31,0,59,10,176,175,0,0,14,159,4,648,386,2.59,4.3,0.34,102
Tyler Allgeier,83639,HB,BYU,11,149,43,21,50.9,577,0,1133,1,6,43,704,142.0,32,55,128,1,21,80.1,92.1,86.2,,57.2,75.1,93.1,58.7,86,0,174,14,144,189,0,0,18,163,13,1133,704,4.72,7.6,1.21,126
Ricky Person Jr.,77725,HB,NC STATE,12,148,30,9,36.0,233,2,647,0,2,30,478,62.6,17,34,248,2,18,80.5,71.8,0.0,71.7,52.2,70.7,73.3,47.3,40,4,131,17,128,178,0,0,18,165,4,647,478,3.23,4.4,1.02,129
Tyhier Tyler,82083,QB,ARMY,7,145,28,7,30.3,177,0,570,0,0,27,343,44.0,16,34,114,9,57,34.7,64.5,63.5,75.8,,,61.7,60.0,37,2,0,0,0,259,15,2,0,145,5,585,356,2.42,4.0,,69
Jerrion Ealy,97163,HB,OLE MISS,9,147,40,11,28.7,214,0,745,1,2,40,461,81.3,27,49,226,0,44,90.2,88.6,84.8,,75.0,65.7,90.0,62.3,39,0,155,15,130,187,0,0,18,162,9,745,461,3.14,5.1,1.19,102
Gerrid Doaks,40903,HB,CINCINNATI,9,144,25,8,36.1,243,0,673,0,1,25,389,44.5,17,39,138,2,39,68.7,73.8,84.8,,87.4,66.1,74.1,54.9,72,0,202,14,156,179,0,0,18,158,7,673,389,2.7,4.7,1.29,103
Zamir White,83665,HB,GEORGIA,10,144,27,9,34.9,272,0,779,1,1,27,400,51.9,18,50,173,1,44,79.6,80.4,84.0,,40.1,52.6,81.6,59.3,75,0,37,6,82,159,0,0,8,150,11,779,400,2.78,5.4,0.45,96
Gaej Walker,42531,HB,W KENTUCKY,12,143,15,4,22.6,144,0,638,2,5,15,392,36.1,13,37,346,3,70,57.6,63.6,85.3,,61.8,51.2,66.6,51.9,54,1,87,9,185,196,0,0,15,152,3,638,392,2.74,4.5,0.47,72
Zonovan Knight,97432,HB,NC STATE,12,143,48,8,24.1,190,0,788,2,5,48,486,110.5,26,40,248,2,28,70.7,84.2,37.1,,47.3,63.1,87.1,62.6,36,1,136,20,114,154,0,0,25,163,10,788,486,3.4,5.5,1.19,112
Vincent Davis,99593,HB,PITTSBURGH,11,143,40,10,43.5,285,0,655,0,5,40,399,75.2,21,35,268,1,51,80.0,72.8,86.8,,40.9,64.4,77.0,57.6,74,0,158,24,204,190,0,0,28,167,6,655,399,2.79,4.6,0.77,80
Shai Werts,40384,QB,GA SOUTHRN,11,119,30,13,49.4,381,0,630,0,0,25,321,56.7,21,43,174,10,31,29.4,68.3,88.0,56.9,,,69.9,60.1,41,0,0,0,0,476,142,24,0,119,11,772,404,2.83,5.4,,72
Tyler Goodson,101659,HB,IOWA,8,142,32,11,42.7,330,0,772,2,0,32,463,66.0,20,37,192,1,35,79.6,75.8,87.7,,28.8,60.0,79.2,60.9,80,0,146,16,149,172,0,0,22,158,7,772,463,3.26,5.4,0.98,104
Christian Beal-Smith,55433,HB,WAKE,9,142,30,11,40.3,299,0,742,0,1,30,433,64.3,22,37,339,1,70,79.2,75.7,84.0,,48.4,65.0,75.9,65.5,58,1,42,5,61,162,0,0,6,147,5,742,433,3.05,5.2,0.69,72
Elijah Mitchell,57272,HB,LA LAFAYET,10,141,41,12,43.4,377,0,869,1,6,41,569,120.8,21,43,207,1,20,79.7,85.8,86.5,,74.8,69.1,85.5,58.9,59,0,153,16,122,160,0,0,19,157,8,869,569,4.04,6.2,1.25,121
Joshua Mack,45832,HB,LIBERTY,10,141,17,11,37.9,305,0,805,1,0,17,354,29.2,23,41,206,1,73,76.5,77.7,84.8,,60.9,46.5,80.9,59.6,59,0,11,5,115,175,0,0,8,146,4,805,354,2.51,5.7,0.1,66
Jaret Patterson,77745,HB,BUFFALO,6,140,47,16,55.4,595,1,1074,0,0,47,664,159.2,24,56,126,0,37,90.0,89.9,84.8,,60.6,49.2,88.5,66.1,67,1,0,0,66,162,0,0,0,140,19,1074,664,4.74,7.7,0.0,103
Tank Bigsby,123974,HB,AUBURN,10,138,47,14,39.2,327,0,834,1,2,47,551,131.3,24,50,115,1,32,79.9,84.1,83.1,,36.2,57.3,86.9,56.0,42,0,84,11,111,172,0,0,13,149,5,834,551,3.99,6.0,0.76,102
Sean Tucker,123056,HB,SYRACUSE,9,137,27,7,26.8,168,0,626,2,2,27,479,69.9,17,30,304,1,46,78.7,77.4,84.7,,64.7,47.8,80.2,53.6,40,1,113,8,95,151,0,0,18,145,4,626,479,3.5,4.6,1.19,91
Rodrigues Clark,101068,HB,MEMPHIS,9,136,26,8,27.8,152,0,546,0,2,26,313,44.4,18,30,218,1,58,78.9,71.6,85.3,,57.2,63.8,72.2,49.1,28,0,51,9,105,164,0,0,13,145,2,546,313,2.3,4.0,0.49,77
Trelon Smith,57135,HB,ARKANSAS,10,134,26,9,31.8,226,1,710,2,2,26,303,40.6,19,36,111,4,45,43.7,66.2,17.7,,42.4,55.1,71.2,53.5,83,3,159,22,189,189,0,0,32,156,5,710,303,2.26,5.3,0.84,75
Jermar Jefferson,83740,HB,OREGON ST,6,133,27,11,44.2,379,0,858,0,2,27,488,74.9,19,34,265,3,27,56.9,79.3,86.5,,80.8,64.0,79.4,53.7,82,0,67,9,111,169,0,0,11,142,7,858,488,3.67,6.5,0.6,105
Chuba Hubbard,57373,HB,OKLA STATE,7,133,22,9,32.7,205,0,627,0,3,22,332,44.3,16,35,262,2,22,66.4,71.9,85.5,,72.1,60.1,71.8,61.4,32,0,52,8,104,170,0,0,10,141,5,627,332,2.5,4.7,0.5,104
Demetric Felton Jr.,40568,HB,UCLA,6,132,36,8,26.3,176,0,668,1,6,36,443,91.5,22,42,324,1,86,79.0,79.2,84.9,,53.7,66.5,80.3,64.9,40,0,159,22,135,159,0,0,26,154,5,668,443,3.36,5.1,1.18,45
Javian Hawkins,77704,HB,LOUISVILLE,7,131,33,12,53.9,437,0,811,0,0,33,536,91.9,22,36,210,3,5,56.0,81.1,42.1,,74.8,60.9,82.0,72.2,90,1,127,16,117,156,0,0,18,147,7,811,536,4.09,6.2,1.09,126
Jamal Jones,33919,HB,ARK STATE,11,131,30,5,17.0,98,0,578,2,6,30,372,69.1,16,28,113,3,45,56.0,72.5,83.7,,54.8,52.7,77.3,56.8,25,0,89,17,186,144,0,0,23,148,3,578,372,2.84,4.4,0.48,82
Trey Ragas,42174,HB,LA LAFAYET,11,131,46,11,31.4,238,0,758,0,1,46,550,140.9,26,48,207,1,18,78.8,90.5,29.3,,81.4,74.6,88.9,60.5,47,1,106,9,85,158,0,0,12,140,10,758,550,4.2,5.8,1.25,113
Nelson Smith,57075,FB,NAVY,10,129,25,12,43.0,278,1,646,0,0,25,325,48.8,15,40,237,1,36,77.1,77.0,41.0,,56.4,57.5,77.6,60.8,32,1,0,0,5,256,0,0,0,129,8,646,325,2.52,5.0,0.0,12
Rahjai Harris,123814,HB,E CAROLINA,8,128,21,7,34.0,212,0,623,0,0,21,363,44.4,17,30,156,6,52,30.0,67.8,84.0,,63.3,57.5,68.3,63.3,80,0,34,6,102,155,0,0,8,134,4,623,363,2.84,4.9,0.33,75
Malik Willis,60341,QB,LIBERTY,10,78,40,9,24.0,250,0,478,0,0,21,192,66.3,42,54,206,17,22,20.2,85.7,78.1,75.5,,51.8,83.1,60.0,67,2,0,0,2,322,565,50,0,78,14,1043,503,3.93,8.1,0.0,37
David Bailey,77792,HB,BOSTON COL,10,127,33,2,11.0,55,0,499,1,1,33,387,76.7,11,36,121,1,33,77.4,78.1,85.9,,57.8,66.7,76.9,75.1,34,1,62,8,98,152,0,0,10,135,7,499,387,3.05,3.9,0.63,94
Stephon Huderson,57434,HB,TULANE,12,127,26,12,33.6,254,0,757,2,2,26,356,58.6,23,40,319,4,58,42.8,75.0,85.4,,66.3,54.4,78.0,58.1,47,0,87,7,138,172,0,0,14,134,4,757,356,2.8,6.0,0.63,68
Austin Jones,97183,HB,STANFORD,6,126,13,4,13.3,73,0,550,1,2,13,336,27.2,10,32,300,2,45,77.8,74.7,86.5,,38.4,68.2,77.0,65.9,21,0,146,21,166,146,0,0,24,147,9,550,336,2.67,4.4,0.88,71
Cam'Ron Harris,77728,HB,MIAMI FL,11,125,19,11,56.7,370,0,652,1,3,19,402,49.5,18,40,220,1,21,77.7,70.2,85.3,,53.2,54.6,76.0,47.0,75,1,131,18,177,183,0,0,23,143,10,652,402,3.22,5.2,0.74,104
Otis Anderson,55412,HB,UCF,9,125,27,10,38.3,263,0,687,1,0,27,384,59.7,21,38,323,1,53,69.2,78.0,83.2,,36.7,68.6,78.9,77.7,49,0,79,14,102,140,0,0,17,139,4,687,384,3.07,5.5,0.77,71
Bryant Koback,57266,HB,TOLEDO,6,123,34,8,29.8,155,0,520,1,13,34,338,87.9,17,32,316,0,81,89.0,77.6,84.2,,68.1,69.8,78.0,70.5,27,0,228,24,147,132,0,0,30,147,4,520,338,2.75,4.2,1.55,42
Cameron Carroll,77743,HB,TULANE,12,122,27,11,51.0,383,0,751,2,0,27,378,66.4,21,39,319,1,63,76.6,80.8,84.9,,28.0,42.8,88.7,50.6,65,0,49,4,105,185,0,0,7,126,12,751,378,3.1,6.2,0.47,59
Frank Gore Jr.,121457,HB,SO MISS,10,122,41,11,42.4,300,0,707,0,3,41,445,122.5,20,31,296,1,48,76.6,86.6,83.6,,48.8,67.5,86.8,72.3,73,0,97,9,84,149,0,0,9,131,2,707,445,3.65,5.8,1.15,74
Deuce Vaughn,122624,HB,KANSAS ST,10,121,25,15,51.9,333,0,642,3,9,25,370,71.2,22,31,199,0,66,89.1,89.0,84.9,,18.2,89.1,87.2,62.2,38,0,434,25,144,200,0,0,36,146,7,642,370,3.06,5.3,3.01,54
Mataeo Durant,77719,HB,DUKE,11,120,18,15,58.0,474,0,817,1,1,18,393,47.1,19,39,154,1,36,76.5,75.5,86.8,,38.4,67.2,78.3,43.1,64,1,107,12,122,154,0,0,13,132,8,817,393,3.28,6.8,0.88,79
Keyon Henry-Brooks,98564,HB,VANDERBILT,6,120,19,7,26.8,132,0,492,0,7,19,305,44.7,11,31,333,2,26,66.3,74.5,85.8,,58.2,82.9,69.5,57.2,27,0,258,28,139,128,0,0,33,148,2,492,305,2.54,4.1,1.86,87
Deion Hankins,97310,HB,UTEP,7,120,25,9,37.6,216,0,575,0,0,25,435,74.9,14,36,330,1,43,76.4,79.9,83.5,,81.8,54.3,76.6,66.4,41,0,3,1,33,138,0,0,1,121,9,575,435,3.63,4.8,0.09,77
Chris Rodriguez Jr.,83689,HB,KENTUCKY,9,119,31,12,46.6,366,0,785,0,1,31,468,104.9,17,49,202,0,23,88.7,92.4,83.8,,83.0,52.7,91.6,70.9,79,0,12,1,59,164,0,0,2,120,11,785,468,3.93,6.6,0.2,95
Kenneth Walker III,97199,HB,WAKE,7,119,34,4,24.9,144,0,579,0,0,34,456,107.7,20,42,339,0,62,88.9,87.1,84.0,,64.1,61.3,85.0,56.0,75,0,23,2,30,136,0,0,2,121,13,579,456,3.83,4.9,0.77,56
Isiah Pacheco,83747,HB,RUTGERS,9,116,18,8,44.0,228,0,518,2,2,18,347,44.3,10,22,278,0,80,88.4,66.9,12.6,,57.8,70.7,67.8,53.0,66,2,131,19,126,181,0,0,24,135,3,518,347,2.99,4.5,1.04,34
J.D. King,57374,HB,GA SOUTHRN,7,116,30,5,25.1,154,0,614,0,1,30,389,87.4,12,31,174,0,23,88.7,77.2,83.2,,59.0,61.2,77.7,56.6,62,0,14,3,54,229,0,0,4,119,5,614,389,3.35,5.3,0.26,93
Trey Sermon,57372,HB,OHIO STATE,8,116,33,16,53.1,462,0,870,1,4,33,469,116.9,27,36,260,0,22,88.6,86.1,30.1,,57.9,61.6,88.0,71.8,65,1,95,12,96,139,0,0,15,128,4,870,469,4.04,7.5,0.99,94
Charles Williams,41837,HB,UNLV,6,116,22,6,32.8,161,0,491,3,1,22,327,50.7,14,31,325,1,19,76.5,63.8,87.3,,18.2,44.1,72.1,53.0,49,0,37,12,167,148,0,0,16,128,4,491,327,2.82,4.2,0.22,93
Toa Taua,83722,HB,NEVADA,8,114,34,10,44.5,298,0,669,2,7,34,475,117.8,21,36,239,2,30,66.2,74.1,86.4,51.4,46.4,61.3,80.4,50.9,60,0,214,31,188,133,0,0,35,145,4,669,475,4.17,5.9,1.14,75
Kevin Marks Jr.,55019,HB,BUFFALO,7,113,16,16,50.9,378,0,742,1,0,16,334,40.4,21,35,126,0,36,88.4,81.9,84.1,,80.9,48.1,81.5,74.5,67,0,3,4,68,141,0,0,6,117,7,742,334,2.96,6.6,0.04,74
DeAndre Torrey,83728,HB,N TEXAS,9,113,31,13,47.1,309,0,656,0,1,31,362,87.6,20,39,251,0,60,88.7,90.4,83.0,,72.8,52.3,92.3,59.0,60,0,20,4,111,123,0,0,5,117,6,656,362,3.2,5.8,0.18,53
Teon Dollard,78603,HB,AKRON,6,112,31,12,52.1,347,0,666,0,5,31,442,116.5,21,26,102,1,32,75.4,75.5,83.7,,37.7,62.1,77.4,56.6,59,0,29,10,86,119,0,0,12,122,6,666,442,3.95,5.9,0.34,78
Brock Sturges,83614,HB,TEXAS ST,12,112,28,8,39.1,207,0,530,1,0,28,355,72.7,17,30,314,2,41,62.5,70.6,83.7,,71.9,49.2,73.9,57.0,40,0,106,10,143,129,0,0,15,122,5,530,355,3.17,4.7,0.74,64
Greg Bell,83716,HB,S DIEGO ST,7,112,25,11,45.7,298,0,652,1,3,25,439,90.0,16,32,284,0,35,88.5,83.1,17.3,,77.4,69.4,81.8,59.2,62,1,106,10,57,128,0,0,12,122,6,652,439,3.92,5.8,1.86,77
Jakobi Buchanan,102884,HB,ARMY,11,112,18,4,20.5,98,0,479,0,0,18,248,35.6,8,53,114,0,27,88.4,87.4,85.9,,79.1,60.0,81.5,72.8,40,0,0,0,1,177,0,0,0,112,6,479,248,2.21,4.3,0.0,0
La'Darius Jefferson,83704,HB,W MICHIGAN,6,112,22,5,21.2,133,0,627,0,0,22,380,64.9,18,36,347,2,28,61.8,78.8,84.9,,62.9,58.5,79.0,50.1,43,0,14,3,54,131,0,0,4,115,5,627,380,3.39,5.6,0.26,84
D'Eriq King,26636,QB,MIAMI FL,11,85,26,6,20.6,142,0,392,0,0,18,249,60.6,26,33,220,3,22,78.6,90.6,80.0,88.2,,67.7,75.5,60.2,56,3,16,2,3,328,297,26,2,87,4,689,424,3.82,6.2,5.33,45
Andrew Van Buren,83636,HB,BOISE ST,7,111,16,2,8.9,34,0,382,0,2,16,253,32.6,9,25,120,0,29,88.2,72.4,85.4,,63.8,58.4,75.4,63.2,17,0,93,15,162,145,0,0,17,126,8,382,253,2.28,3.4,0.57,80
SaRodorick Thompson,77777,HB,TEXAS TECH,10,109,27,9,48.4,296,0,612,6,9,27,409,103.9,17,32,315,2,18,75.7,71.9,83.7,,56.2,44.7,78.8,75.2,75,0,124,21,201,127,0,0,31,130,8,612,409,3.75,5.6,0.62,90
Brennan Armstrong,77696,QB,VIRGINIA,9,67,19,7,30.6,207,0,472,0,0,12,201,53.7,21,36,335,2,32,82.9,90.3,87.4,85.2,,53.8,78.8,60.6,60,0,0,0,1,220,205,40,1,67,5,677,322,3.01,6.3,0.0,16
Grayson McCall,98002,QB,COAST CAR,11,77,24,3,11.5,68,0,311,0,0,16,200,54.0,18,33,141,7,27,49.7,92.4,88.4,92.6,,,69.6,60.1,62,0,0,0,0,394,281,30,0,77,7,592,343,3.21,5.5,,37
Corey Taylor II,40707,HB,TULSA,8,107,21,5,23.1,122,0,529,0,0,21,370,67.2,15,32,320,2,29,60.2,74.5,82.3,,57.6,51.6,75.8,59.6,31,0,5,1,60,121,0,0,3,108,4,529,370,3.46,4.9,0.08,77
Dameon Pierce,83659,HB,FLORIDA,12,106,23,4,17.2,86,0,501,3,12,23,318,85.4,9,28,163,1,61,74.9,76.0,85.1,,45.4,49.2,84.1,74.9,38,0,156,17,170,149,0,0,23,123,4,501,318,3.0,4.7,0.92,42
Daetrich Harrington,57129,HB,APP STATE,6,106,29,10,40.9,239,0,585,0,0,29,277,70.2,15,27,108,2,10,60.6,69.7,85.0,,59.2,55.9,69.0,71.0,55,0,15,2,52,117,0,0,2,108,7,585,277,2.61,5.5,0.29,96
Asim Rose,40265,HB,KENTUCKY,11,106,23,11,47.0,313,1,666,0,0,23,411,76.9,20,31,202,3,24,48.0,73.8,31.8,,61.4,66.8,73.2,70.3,72,1,83,10,83,155,0,0,12,116,2,666,411,3.88,6.3,1.0,82
Harrison Waylee,130584,HB,N ILLINOIS,6,105,19,6,27.7,129,0,466,1,1,19,280,47.2,13,22,254,0,23,87.8,77.0,84.2,,22.3,60.3,81.7,54.6,28,0,58,8,91,122,0,0,11,113,1,466,280,2.67,4.4,0.64,81
Kyle Porter,40304,HB,HOUSTON,7,105,22,3,11.8,50,0,424,2,5,22,295,62.7,11,26,182,0,23,87.7,72.6,35.2,,53.5,54.2,76.6,73.4,18,1,95,16,134,128,0,0,19,121,4,424,295,2.81,4.0,0.71,79
Hendon Hooker,60593,QB,VA TECH,8,86,27,14,44.1,320,0,598,0,0,20,270,72.2,26,37,337,6,45,58.4,81.5,85.6,71.5,,80.7,77.6,60.0,53,0,20,1,2,235,127,19,1,87,9,725,339,3.23,6.9,10.0,31
Tyrion Davis-Price,99169,HB,LSU,9,104,18,4,23.5,105,0,446,4,2,18,315,54.1,7,28,211,1,39,74.0,72.6,83.5,,50.4,40.2,80.1,69.3,35,0,47,8,128,128,0,0,13,112,3,446,315,3.03,4.3,0.37,62
Kobe Lewis,77800,HB,C MICHIGAN,6,104,23,4,28.4,135,1,475,1,3,23,285,58.9,9,27,134,0,37,87.9,80.0,0.0,,55.7,72.2,80.3,59.8,69,3,106,17,94,124,0,0,22,121,6,475,285,2.74,4.6,1.13,67
Master Teague III,83734,HB,OHIO STATE,7,104,20,8,43.8,225,0,514,0,1,20,415,76.9,11,27,260,0,17,87.8,73.0,83.6,,51.7,60.1,75.6,37.7,41,1,46,5,66,120,0,0,7,109,8,514,415,3.99,4.9,0.7,86
Chase Brown,77787,HB,ILLINOIS,8,102,20,10,41.3,222,0,538,1,0,20,333,59.9,17,29,187,0,23,87.9,75.0,36.3,,67.6,53.7,78.7,59.2,39,1,64,7,100,182,0,0,10,109,3,538,333,3.26,5.3,0.64,79
Jeff Sims,122496,QB,GA TECH,10,59,27,7,24.5,157,0,384,0,0,15,155,66.8,25,36,176,12,19,27.8,57.0,78.8,48.3,,67.4,70.2,60.1,34,1,0,0,1,328,258,42,0,59,6,642,340,3.37,6.4,0.0,24
Kimani Vidal,123727,HB,TROY,9,101,30,7,34.4,176,0,511,2,9,30,387,117.7,13,26,318,1,6,75.0,76.1,84.1,,46.1,83.9,75.5,49.4,51,0,225,26,168,123,0,0,32,127,4,511,387,3.83,5.1,1.34,91
Calvin Hill,97069,HB,TEXAS ST,12,101,25,5,20.0,107,0,536,0,5,25,288,68.4,20,32,314,0,37,87.5,78.9,83.7,,50.2,74.9,81.2,53.2,37,0,173,24,130,120,0,0,26,125,5,536,288,2.85,5.3,1.33,55
Rhamondre Stevenson,98689,HB,OKLAHOMA,6,101,36,12,42.1,280,0,665,2,7,36,393,140.6,22,30,261,1,47,74.2,90.4,83.1,,80.9,75.1,90.5,57.2,50,0,211,18,91,117,0,0,23,119,7,665,393,3.89,6.6,2.32,51
Ty Chandler,62942,HB,TENNESSEE,10,100,15,5,21.1,96,0,456,1,3,15,266,41.3,13,24,307,0,40,87.4,68.0,30.1,,11.0,62.2,73.4,70.7,21,2,111,16,120,114,0,0,20,116,4,456,266,2.66,4.6,0.93,56
