player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Joshua Kelley,13750,HB,UCLA,11,229,44,9,25.6,271,0,1060,0,0,44,641,51.3,27,60,324,1,33,87.0,78.1,86.4,,50.7,57.3,78.6,63.3,54,0,71,11,146,257,0,0,15,240,12,1060,641,2.8,4.6,0.49,192
Kenneth Gainwell,77737,HB,MEMPHIS,14,229,56,24,50.9,746,1,1466,3,20,56,791,93.8,38,65,218,2,131,80.9,89.0,89.6,,84.6,85.0,85.3,59.8,75,1,610,51,255,314,0,0,59,280,13,1466,791,3.45,6.4,2.39,92
Tre Harbison III,45521,HB,N ILLINOIS,11,229,36,13,28.8,293,0,1016,2,1,36,753,51.8,24,52,254,1,58,86.9,77.6,87.4,,49.4,42.8,79.8,57.6,40,0,47,6,125,267,0,0,8,235,8,1016,753,3.29,4.4,0.38,167
Rodney Smith,26306,HB,MINNESOTA,13,228,45,18,34.1,397,0,1163,0,1,45,802,68.9,30,65,225,1,141,87.0,84.3,84.8,87.3,63.3,61.5,82.0,68.5,64,0,70,7,124,246,0,0,10,235,8,1163,802,3.52,5.1,0.56,86
Kevin Marks Jr.,55019,HB,BUFFALO,13,228,31,10,27.8,285,1,1026,0,0,31,728,41.2,22,55,126,2,52,78.8,69.8,43.4,,42.7,64.4,69.4,59.6,70,1,47,12,81,267,0,0,15,240,8,1026,728,3.19,4.5,0.58,174
Shamari Brooks,61855,HB,TULSA,12,227,42,16,42.3,442,0,1046,2,2,42,667,54.8,25,47,320,0,83,91.5,69.2,9.0,,33.4,50.1,74.7,60.2,64,3,49,9,186,249,0,0,13,236,6,1046,667,2.94,4.6,0.26,143
Kevin Mensah,55106,HB,UCONN,12,225,38,14,32.1,326,0,1017,0,1,38,626,46.6,26,60,146,3,104,70.9,71.5,86.2,,42.4,56.9,72.4,63.2,58,0,91,8,147,257,0,0,12,233,9,1017,626,2.78,4.5,0.62,118
Elijah Collins,83705,HB,MICH STATE,13,221,35,15,39.2,390,0,994,5,8,35,630,51.9,24,50,223,0,52,91.3,72.7,60.1,,78.6,43.5,76.3,59.0,58,1,99,15,194,306,0,0,23,236,5,994,630,2.85,4.5,0.51,168
Jalen Hurts,40291,QB,OKLAHOMA,14,162,44,14,23.6,336,0,918,0,1,33,365,46.7,47,81,261,11,85,47.2,91.8,89.6,90.1,,90.2,79.8,60.1,52,0,25,2,3,439,504,59,2,164,20,1422,526,2.38,6.4,8.33,36
Clyde Edwards-Helaire,57279,HB,LSU,15,214,71,21,44.7,635,0,1419,3,14,71,782,115.5,36,78,211,1,79,87.4,85.0,64.8,,40.2,62.5,91.9,77.6,89,1,453,55,422,263,0,0,64,269,16,1419,782,3.65,6.6,1.07,134
Charles Williams,41837,HB,UNLV,12,212,53,15,43.0,542,1,1260,1,1,53,684,79.6,32,58,325,1,25,85.6,76.6,18.4,,58.5,47.5,80.4,47.6,80,3,54,7,161,267,0,0,11,219,11,1260,684,3.23,5.9,0.34,182
Najee Harris,57121,HB,ALABAMA,13,209,59,17,28.3,347,0,1224,1,11,59,747,106.0,46,82,103,0,116,91.2,88.1,87.6,,51.3,70.9,89.8,86.1,31,0,304,27,249,216,0,0,33,236,13,1224,747,3.57,5.9,1.22,91
Travis Etienne Jr.,57185,HB,CLEMSON,15,207,91,27,51.2,826,0,1614,3,12,91,1049,213.9,47,73,140,3,70,70.1,90.5,86.6,41.3,54.6,77.2,92.4,56.0,90,0,433,37,213,260,0,0,40,244,19,1614,1049,5.07,7.8,2.03,124
Chris Brooks,83644,HB,CAL,13,206,57,11,30.7,280,0,913,0,10,57,691,98.6,29,49,130,0,53,91.1,77.6,87.0,,30.0,65.2,79.6,72.2,54,0,166,22,207,246,0,0,24,228,8,913,691,3.35,4.4,0.8,151
CJ Marable,55264,HB,COAST CAR,12,204,34,13,31.2,339,0,1082,1,7,34,570,47.3,26,67,141,1,87,85.6,78.5,62.2,,47.2,76.5,81.3,47.6,75,1,305,38,224,337,0,0,42,242,11,1085,570,2.79,5.3,1.36,114
Pooka Williams Jr.,77771,HB,KANSAS,11,202,74,17,40.6,423,0,1043,0,14,74,622,118.3,31,48,198,0,41,91.1,86.3,55.2,,70.4,66.6,88.3,55.6,65,2,214,27,189,241,0,0,31,229,3,1043,622,3.08,5.2,1.13,154
Cameron Scarlett,35806,HB,STANFORD,12,201,52,11,30.4,255,0,838,4,6,52,605,77.2,20,52,300,2,93,77.0,74.9,87.2,,84.6,56.6,76.1,58.2,45,0,240,25,242,217,0,0,34,226,7,838,605,3.01,4.2,0.99,107
Josh Johnson,88760,HB,LA MONROE,12,200,59,20,43.3,558,0,1288,1,3,59,817,118.9,36,56,209,3,34,67.7,82.6,25.7,,58.6,59.0,85.8,58.6,53,2,122,13,173,281,0,0,18,213,11,1288,817,4.09,6.4,0.71,166
Ke'Shawn Vaughn,45866,HB,VANDERBILT,12,199,55,12,39.0,401,2,1028,3,8,55,743,103.2,32,55,333,2,60,69.3,77.7,6.1,,67.0,60.9,81.7,50.4,75,5,286,29,223,247,0,0,33,228,9,1028,743,3.73,5.2,1.28,139
Elijah Mitchell,57272,HB,LA LAFAYET,14,198,56,15,28.3,325,0,1147,2,7,56,752,115.0,39,77,207,0,21,91.0,86.9,45.8,,67.1,58.8,87.7,74.7,44,1,70,10,147,213,0,0,13,208,16,1147,752,3.8,5.8,0.48,177
D'Andre Swift,57212,HB,GEORGIA,14,197,40,18,37.5,458,0,1220,0,4,40,700,70.7,39,58,173,3,25,68.0,80.4,86.6,,80.8,68.2,80.3,58.1,47,0,216,24,190,222,0,0,29,221,7,1220,700,3.55,6.2,1.14,160
CJ Verdell,57378,HB,OREGON,14,197,39,14,41.2,503,0,1220,2,3,39,801,80.9,31,56,264,0,36,91.0,77.8,88.3,,25.7,56.6,81.2,57.9,89,0,125,14,187,220,0,0,19,211,8,1220,801,4.07,6.2,0.67,161
Bryant Koback,57266,HB,TOLEDO,12,196,62,15,40.4,479,0,1185,2,2,62,763,122.7,34,55,316,5,101,49.0,73.3,84.9,,45.8,51.8,74.9,56.8,75,1,62,7,134,220,0,0,11,203,12,1185,763,3.89,6.0,0.46,95
Toa Taua,83722,HB,NEVADA,13,196,41,13,31.6,255,0,806,4,8,41,560,61.9,22,40,239,1,49,76.9,68.5,63.2,60.4,53.6,53.6,73.0,56.3,27,1,185,30,291,222,0,0,37,226,6,806,560,2.86,4.1,0.64,128
Tra Minter,57401,HB,S ALABAMA,12,194,56,15,33.2,351,0,1057,1,13,56,717,113.3,32,45,288,1,74,88.2,81.4,87.4,,69.6,77.7,80.1,57.9,49,0,207,31,196,279,0,0,36,225,5,1057,717,3.7,5.4,1.06,115
Benny LeMay,57184,HB,CHARLOTTE,11,193,49,15,37.5,403,1,1074,1,5,49,671,89.0,31,50,136,1,52,85.0,79.9,87.1,,64.4,67.8,81.2,51.0,65,1,235,18,178,289,0,0,22,211,9,1074,671,3.48,5.6,1.32,140
Ray Davis,101072,HB,TEMPLE,12,192,46,10,27.2,256,0,941,4,2,46,651,78.6,27,52,306,1,59,90.9,80.5,86.9,,65.6,49.9,84.8,54.9,55,0,181,15,176,223,0,0,23,207,8,941,651,3.39,4.9,1.03,132
George Holani,72154,HB,BOISE ST,14,191,44,13,34.4,350,1,1016,2,15,44,673,95.8,23,49,120,3,65,67.4,75.7,20.4,,41.1,65.2,78.1,57.2,50,3,205,26,157,250,0,0,34,217,7,1016,673,3.52,5.3,1.31,124
Justin Henderson,78560,HB,LA TECH,13,187,39,15,45.1,474,0,1051,1,5,39,696,77.6,26,58,208,3,63,67.3,70.6,86.9,,66.5,66.6,70.3,54.3,75,0,200,24,152,242,0,0,28,211,15,1051,696,3.72,5.6,1.32,113
Larry Rountree III,57308,HB,MISSOURI,12,187,36,8,22.7,190,0,838,3,2,36,544,55.3,24,45,229,2,74,74.9,69.4,85.6,,60.1,51.2,70.8,55.8,41,0,70,13,114,223,0,0,16,200,9,838,544,2.91,4.5,0.61,111
Salvon Ahmed,57472,HB,WASHINGTON,12,187,30,9,29.9,302,0,1009,3,4,30,648,57.8,21,50,340,1,103,84.2,76.5,55.4,,23.8,46.0,85.4,61.5,89,1,95,17,239,228,0,0,21,204,11,1009,648,3.47,5.4,0.4,80
Anthony Jones,45670,HB,FIU,12,186,33,6,23.3,200,0,859,6,3,33,577,57.0,16,40,166,1,49,83.5,72.5,51.5,47.3,89.0,37.8,74.8,68.9,65,1,123,10,135,250,0,0,19,196,9,859,577,3.1,4.6,0.91,137
J.D. King,57374,HB,GA SOUTHRN,12,185,43,9,24.4,198,0,810,2,1,43,606,77.1,16,47,174,0,35,90.8,76.7,86.1,,43.3,37.9,77.8,64.3,31,0,14,2,76,406,0,0,4,187,8,810,606,3.28,4.4,0.18,150
Breece Hall,97636,HB,IOWA STATE,12,184,57,13,34.9,313,0,891,3,5,56,648,103.8,28,48,193,0,48,90.8,77.3,86.4,60.0,63.4,61.8,78.5,82.5,75,2,252,23,217,224,7,1,27,207,9,898,662,3.58,4.9,1.16,134
Alex Fontenot,57186,HB,COLORADO,11,185,43,12,28.4,248,0,873,1,3,43,521,61.1,29,48,143,3,37,66.7,77.8,88.5,,80.2,62.0,79.4,48.6,32,1,122,27,197,234,0,0,33,212,5,873,521,2.82,4.7,0.62,146
Frankie Hickson,45679,HB,LIBERTY,13,184,34,16,40.2,406,0,1009,5,1,34,597,58.2,23,54,206,1,105,90.8,81.2,85.0,,69.6,41.1,84.8,60.6,66,0,96,11,148,199,0,0,20,195,12,1009,597,3.24,5.5,0.65,78
Jonathan Ward,25859,HB,C MICHIGAN,12,184,41,11,32.0,354,1,1105,2,12,41,617,80.8,27,59,134,6,58,44.1,76.5,21.6,,44.1,72.3,77.3,64.4,86,2,343,36,221,219,0,0,44,220,15,1105,617,3.35,6.0,1.55,121
Gerold Bright,34612,HB,UTAH ST,13,183,47,9,24.5,221,0,902,2,13,47,521,78.4,24,61,329,3,59,67.3,75.8,85.2,,58.0,67.4,77.9,57.6,67,0,230,35,282,230,0,0,41,218,9,902,521,2.85,4.9,0.82,124
Bryce Perkins,35299,QB,VIRGINIA,14,132,37,10,26.3,267,0,666,0,0,23,338,44.6,29,57,335,8,44,44.6,64.0,68.3,58.5,,54.3,70.2,60.0,67,3,0,0,1,316,349,51,1,132,11,1015,641,3.5,5.5,0.0,44
Rakeem Boyd,40492,HB,ARKANSAS,12,182,34,12,42.8,484,0,1130,3,5,34,646,68.9,26,41,111,0,66,90.8,80.4,85.9,60.4,72.7,60.6,82.1,57.5,86,0,160,19,189,211,0,0,26,201,8,1130,646,3.55,6.2,0.85,114
Lynn Bowden,61361,QB,KENTUCKY,13,167,55,25,50.9,762,0,1342,6,11,48,699,125.4,46,68,202,10,109,41.2,73.0,91.1,30.6,62.1,63.7,87.2,65.3,61,0,345,30,173,464,154,14,57,197,13,1496,769,4.25,8.3,1.99,45
Kobe Lewis,77800,HB,C MICHIGAN,14,180,43,15,45.9,486,0,1059,3,4,43,522,67.1,29,47,134,5,53,43.7,71.2,87.2,,31.4,58.5,74.3,58.4,75,0,164,23,189,213,0,0,31,203,12,1059,522,2.9,5.9,0.87,124
Kadin Remsberg,83598,TE,AIR FORCE,13,179,40,13,24.9,264,0,1060,0,2,40,434,56.0,36,70,101,3,33,63.4,71.5,71.7,,67.5,49.1,74.1,59.6,29,1,24,3,83,559,0,0,4,182,8,1060,434,2.42,5.9,0.29,58
Taven Birdow,57046,HB,AIR FORCE,13,179,21,4,12.9,108,0,840,1,0,21,454,29.6,14,49,101,3,37,63.5,72.8,55.4,,76.9,43.0,69.8,72.4,41,1,16,1,23,385,0,0,2,180,7,840,454,2.54,4.7,0.7,10
Deshawn McClease,45736,HB,VA TECH,13,178,24,14,42.6,360,0,846,1,4,24,533,44.4,20,35,337,1,74,83.2,68.9,87.2,,69.5,59.4,70.6,51.3,45,0,70,11,159,306,0,0,16,189,7,846,533,2.99,4.8,0.44,102
Stevie Scott III,83680,HB,INDIANA,11,178,23,10,32.2,272,0,845,1,2,23,529,36.4,20,56,190,0,33,90.7,77.3,51.8,,64.1,65.5,77.4,80.5,57,1,211,26,177,229,0,0,29,204,10,845,529,2.97,4.7,1.19,145
Michael Carter,57337,HB,N CAROLINA,13,177,49,18,49.2,493,0,1003,1,5,49,671,103.4,26,41,245,1,78,84.3,84.6,84.9,,82.0,71.9,84.0,55.5,60,0,154,21,165,208,0,0,24,198,3,1003,671,3.79,5.7,0.93,92
Sincere McCormick,97119,HB,UTSA,12,176,36,15,48.9,482,1,986,1,10,36,668,87.7,26,45,331,2,62,74.2,75.4,52.8,,80.2,72.8,74.3,55.7,54,1,187,23,191,242,0,0,26,199,8,986,668,3.8,5.6,0.98,114
Ronnie Rivers,57208,HB,FRESNO ST,12,176,45,12,39.7,356,0,896,2,18,45,510,82.6,21,43,169,2,45,79.4,76.3,87.7,,55.1,71.6,78.0,62.9,55,0,365,45,285,256,0,0,56,221,13,896,510,2.9,5.1,1.28,122
Asher O'Hara,78529,QB,MIDDLE TN,12,119,53,9,21.6,254,1,686,0,0,28,350,69.2,44,66,224,7,82,59.4,80.4,88.9,65.4,,,86.1,60.0,53,1,0,0,0,302,491,57,0,119,9,1177,781,4.44,6.7,,27
Miles Reed,52077,HB,HAWAII,15,174,42,17,38.8,352,0,908,1,0,42,478,65.2,36,54,180,2,48,72.9,75.9,56.9,,72.3,38.0,78.2,59.2,31,1,16,3,107,231,0,0,5,177,8,908,478,2.75,5.2,0.15,110
Jordan Mason,62946,HB,GA TECH,12,174,76,16,42.9,388,0,905,0,0,76,761,183.6,31,47,176,2,51,75.6,86.9,85.4,,71.7,63.9,84.3,74.7,48,0,39,7,86,266,0,0,10,181,7,905,761,4.37,5.2,0.45,117
Isaiah Spiller,99146,HB,TEXAS A&M,13,173,28,12,45.4,434,0,957,2,4,28,725,66.4,23,54,312,2,45,74.6,72.7,58.7,,48.2,59.8,76.5,64.9,85,1,203,29,247,251,0,0,37,202,10,957,725,4.19,5.5,0.82,128
Jaylon Bester,61430,HB,MIAMI OH,11,172,35,8,37.1,271,0,730,2,1,35,413,47.0,16,39,221,3,45,63.5,67.0,84.2,,68.7,58.0,66.9,50.3,59,0,59,12,70,197,0,0,15,184,14,730,413,2.4,4.2,0.84,127
Deon Jackson,57189,HB,DUKE,12,170,32,4,15.0,97,0,648,1,3,32,482,52.0,11,36,154,2,45,73.4,64.4,86.8,55.6,39.3,55.3,69.6,48.1,32,0,194,21,195,269,0,0,33,191,6,648,482,2.84,3.8,0.99,104
Marcel Murray,83618,HB,ARK STATE,11,170,27,10,28.9,231,0,799,1,6,27,463,48.6,26,39,113,1,90,82.7,75.6,85.1,,57.2,63.2,78.0,48.6,57,0,125,15,199,194,0,0,18,185,6,799,463,2.72,4.7,0.63,74
Isiah Pacheco,83747,HB,RUTGERS,11,169,24,8,29.4,214,0,729,2,2,24,559,47.3,17,33,278,0,40,90.6,73.4,84.3,60.6,50.2,63.9,75.3,48.6,57,0,83,13,123,235,0,0,18,182,7,729,559,3.31,4.3,0.67,124
Moe Neal,39882,HB,SYRACUSE,12,169,23,13,40.0,342,0,855,1,5,23,447,37.4,22,38,304,0,63,90.5,74.4,86.2,,59.1,65.2,76.1,53.7,45,0,242,29,208,194,0,0,31,198,7,855,447,2.64,5.1,1.16,100
Bilal Ally,27061,HB,UMASS,12,168,35,10,37.6,323,0,860,3,2,35,443,55.8,19,44,216,0,51,90.5,76.6,84.4,,68.6,47.3,79.1,72.2,63,0,32,7,132,192,0,0,11,175,7,860,443,2.64,5.1,0.24,117
Treyvon Hughes,39807,HB,UTEP,12,166,31,8,29.5,201,0,682,0,0,31,519,58.0,13,43,330,0,60,90.5,79.9,50.5,,83.1,51.9,79.1,50.9,42,1,2,1,52,258,0,0,1,167,12,682,519,3.13,4.1,0.04,105
Javonte Williams,77803,HB,N CAROLINA,13,165,56,13,33.9,318,0,934,0,5,56,692,140.6,36,59,245,2,88,72.2,89.6,84.4,,56.6,81.3,88.3,60.1,40,0,176,17,119,196,0,0,17,182,5,937,692,4.19,5.7,1.48,68
Jamie Newman,44948,QB,WAKE,12,128,26,6,24.4,174,0,548,0,0,21,365,46.8,13,40,339,5,70,65.3,85.1,73.7,85.7,,,66.1,60.3,50,2,0,0,0,415,164,32,0,128,6,712,466,2.91,4.5,,47
Jason Huntley,45693,HB,NEW MEX ST,12,159,52,23,57.8,635,1,1098,3,6,52,601,111.9,34,57,242,4,7,54.3,80.9,52.9,,52.0,64.7,86.1,57.7,57,1,180,37,230,210,0,0,48,196,9,1098,601,3.78,6.9,0.78,148
SaRodorick Thompson,77777,HB,TEXAS TECH,12,159,41,8,28.0,214,0,763,1,8,41,453,70.9,20,52,315,3,15,63.3,77.3,85.4,,68.9,71.5,79.8,67.7,58,0,152,38,301,171,0,0,42,197,12,763,453,2.85,4.8,0.5,141
Cade Carney,45124,HB,WAKE,11,158,29,7,23.0,142,2,618,0,0,29,475,52.8,14,32,339,1,58,80.7,75.3,24.9,,81.2,55.7,74.4,66.4,27,3,31,7,87,234,0,0,7,165,5,618,475,3.01,3.9,0.36,98
Jatarvious Whitlow,61156,HB,AUBURN,11,155,46,11,36.0,272,1,753,3,2,46,453,87.1,18,47,115,6,51,29.6,63.9,45.7,,53.5,41.3,67.3,61.0,39,1,106,6,129,199,3,1,13,161,10,756,454,2.91,4.8,0.82,100
Drake Anderson,83729,HB,NWESTERN,12,155,32,4,12.3,79,0,641,4,1,32,413,55.0,14,32,256,3,58,59.6,65.4,84.5,,43.7,40.0,69.5,62.1,31,0,19,5,105,218,0,0,10,160,3,641,413,2.66,4.1,0.18,95
Kennedy Brooks,57371,HB,OKLAHOMA,13,155,51,16,39.2,396,0,1011,2,4,51,549,118.1,34,51,261,0,75,90.3,82.1,86.5,,74.2,45.5,89.2,54.4,48,0,79,10,163,296,0,0,13,165,6,1011,549,3.54,6.5,0.48,79
Shakif Seymour,40052,HB,TOLEDO,12,154,33,11,30.1,223,0,741,3,2,33,486,65.0,18,37,316,1,92,80.7,72.2,84.4,,62.9,53.6,74.1,65.5,35,0,124,16,145,168,0,0,19,170,5,741,486,3.16,4.8,0.86,62
DK Billingsley,57432,HB,TROY,12,154,28,12,39.2,353,0,901,5,6,28,533,65.7,25,48,318,1,31,81.0,69.7,55.0,,24.7,46.6,79.4,56.6,70,1,211,25,307,178,0,0,40,179,10,901,533,3.46,5.9,0.69,114
Shai Werts,40384,QB,GA SOUTHRN,11,132,28,7,24.9,211,0,589,0,0,24,408,56.2,31,40,174,10,44,56.4,56.5,39.8,50.8,,57.8,62.1,60.2,64,5,0,0,1,503,259,21,1,132,5,848,484,3.16,5.5,0.0,73
Darius Anderson,45958,HB,TCU,12,153,43,10,35.3,293,0,830,0,5,43,595,106.7,21,33,305,0,30,90.3,80.0,85.0,,29.6,68.8,82.0,57.5,77,1,128,22,164,198,0,0,26,175,6,830,595,3.89,5.4,0.78,122
Tre Siggers,57347,HB,N TEXAS,10,152,35,15,47.4,403,0,850,2,0,35,619,87.4,23,44,251,3,88,59.8,78.9,83.2,,78.0,49.2,80.6,66.1,53,0,60,11,121,164,0,0,15,163,6,850,619,4.07,5.6,0.5,63
Spencer Brown,57441,HB,UAB,11,151,32,5,23.0,132,0,574,0,2,32,403,58.9,15,33,321,1,51,80.6,71.1,83.0,,71.2,63.1,69.8,53.1,42,0,16,3,43,183,0,0,3,154,5,574,403,2.67,3.8,0.37,99
Juwan Washington,39354,HB,S DIEGO ST,9,151,13,5,19.2,97,0,504,0,2,13,271,16.0,13,29,284,0,50,90.2,69.2,86.2,,61.2,75.7,67.0,58.5,30,0,100,17,97,175,0,0,22,168,2,504,271,1.79,3.3,1.03,95
Dan Ellington,82121,QB,GA STATE,13,118,25,10,36.3,293,0,646,0,0,21,278,41.9,23,39,175,6,29,66.0,73.5,89.8,71.5,,57.0,65.0,60.1,64,2,0,0,0,494,161,32,0,118,6,807,350,2.33,5.4,,66
Connor Slomka,44054,FB,ARMY,12,149,11,4,17.9,118,0,658,0,0,11,342,16.9,8,37,114,2,43,69.0,75.0,0.0,,68.6,56.9,72.1,71.8,38,2,0,0,3,261,0,0,0,149,8,658,342,2.3,4.4,0.0,0
David Bailey,77792,HB,BOSTON COL,13,148,31,11,45.3,384,1,848,0,4,31,611,91.5,17,36,121,1,96,80.0,80.3,85.8,73.1,56.1,68.7,79.4,52.5,74,1,97,10,85,187,0,1,14,158,7,848,616,4.13,5.7,1.14,51
Zach Charbonnet,97630,HB,MICHIGAN,13,149,27,6,20.4,148,0,726,2,1,27,434,51.9,21,44,222,1,43,80.2,70.7,85.2,,64.1,38.4,74.8,57.8,41,0,30,8,139,178,0,0,14,157,11,726,434,2.91,4.9,0.22,105
Shaq Vann,28243,HB,E MICHIGAN,10,149,27,11,33.6,240,0,715,4,4,27,479,62.3,22,35,160,1,92,80.2,70.1,86.6,,60.5,33.1,78.2,60.7,35,0,65,11,188,218,0,0,15,160,8,715,479,3.21,4.8,0.35,57
John Rhys Plumlee,97602,QB,OLE MISS,9,130,39,15,51.1,545,0,940,0,0,31,461,84.6,29,45,226,6,50,49.3,76.0,86.2,60.1,,,78.6,60.0,75,0,0,0,0,302,127,17,0,130,12,1067,531,3.61,7.3,,62
