player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Darius Pinnix Jr.,57192,HB,E CAROLINA,10,56,10,2,33.8,75,0,222,0,0,10,179,47.0,5,14,156,0,5,83.0,76.9,83.7,,81.8,80.9,72.7,66.3,48,0,172,12,91,109,0,0,12,68,3,222,179,3.2,4.0,1.89,50
Zach Wilson,82096,QB,BYU,9,31,9,4,30.9,107,0,140,0,0,2,47,9.8,13,18,128,2,13,60.7,80.5,86.0,78.8,,46.3,67.9,60.0,36,0,0,0,2,222,206,24,0,31,2,346,171,3.11,6.3,0.0,7
Dom Williams,57256,HB,KANSAS,11,55,6,1,10.0,23,0,231,2,0,6,154,30.0,3,13,198,0,18,83.1,72.7,81.5,,82.3,31.7,77.4,59.1,23,0,4,1,54,60,0,0,3,56,0,231,154,2.8,4.2,0.07,36
Jamie Newman,44948,QB,WAKE,6,51,4,5,34.5,99,0,285,0,0,3,190,21.9,11,17,339,1,32,69.8,81.1,67.7,79.3,,60.0,67.7,60.2,27,1,0,0,1,175,2,4,0,51,4,287,202,3.67,5.2,0.0,15
Armond Weh-Weh,45717,HB,ARK STATE,9,55,4,1,16.3,40,0,245,0,0,4,147,18.4,4,14,113,0,25,82.9,65.1,81.2,,27.3,53.8,68.8,56.6,40,0,37,3,57,69,0,0,4,58,0,245,147,2.67,4.5,0.65,30
Jason Shelley,60581,QB,UTAH,9,44,19,4,46.7,113,0,182,0,0,14,161,116.4,7,12,328,5,26,50.2,67.9,85.1,64.8,,60.0,66.4,60.1,40,0,0,0,1,193,60,11,0,44,3,242,199,3.62,4.4,0.0,12
Deondre Francois,46585,QB,FLORIDA ST,11,42,7,0,0.0,0,0,73,0,0,4,72,16.3,5,10,167,5,17,81.9,70.9,72.9,68.3,62.2,42.9,67.7,60.2,32,3,0,0,5,321,107,12,0,42,3,180,107,1.98,3.3,0.0,8
Artavis Pierce,45749,HB,OREGON ST,9,54,10,7,74.8,305,0,408,0,5,10,255,102.7,10,13,265,0,21,82.7,73.1,83.0,,68.8,76.4,72.0,56.2,80,0,149,15,75,72,0,0,18,69,4,408,255,4.72,7.6,1.99,31
Anthony Brown,40316,QB,BOSTON COL,12,44,6,3,63.3,95,0,105,1,0,4,66,13.0,5,16,121,5,4,73.0,66.8,80.1,65.4,,52.1,61.3,60.0,43,2,36,2,5,431,45,10,3,46,1,150,92,1.7,2.8,7.2,7
Jarrett Stidham,13725,QB,AUBURN,13,30,3,0,0.0,0,0,71,0,0,0,36,0.0,4,12,115,6,5,60.8,57.8,72.7,61.0,,50.6,45.6,60.7,18,5,0,0,3,376,92,23,0,30,3,163,101,1.91,3.1,0.0,16
Clayton Thorson,46501,QB,NWESTERN,14,37,5,0,0.0,0,0,45,0,0,1,21,1.5,4,21,256,4,0,66.1,73.8,90.2,71.0,,,67.1,60.7,27,0,0,0,0,409,82,16,0,37,9,127,70,1.32,2.4,,9
Jabir Daughtry-Frye,45722,HB,TROY,13,53,7,7,64.7,240,0,371,1,3,7,175,44.0,11,13,318,0,19,83.5,68.2,83.8,,79.7,77.7,62.3,54.1,74,0,235,22,87,102,0,0,24,75,2,371,175,3.3,7.0,2.7,32
Jake Bentley,40788,QB,S CAROLINA,12,29,5,1,11.3,22,0,47,0,0,2,51,12.1,5,15,289,2,5,74.5,73.6,80.3,73.7,,54.3,57.1,60.2,22,2,0,0,1,329,147,24,0,29,2,194,138,2.6,3.7,0.0,9
Hasaan Klugh,46434,QB,CHARLOTTE,10,38,7,3,24.8,56,0,161,0,0,6,120,49.9,10,18,136,2,6,46.3,62.9,57.4,74.0,,,53.2,60.1,20,1,0,0,0,143,65,15,0,38,2,226,165,3.11,4.3,,18
Marcus McElroy Jr.,52041,HB,COLO STATE,12,52,10,4,41.9,85,0,203,0,1,10,141,53.3,7,7,144,0,8,82.7,62.2,80.7,,19.1,71.7,63.1,59.7,27,0,56,4,43,60,0,0,4,56,0,203,141,2.71,3.9,1.3,42
Jeremy Banks,83769,HB,TENNESSEE,7,52,9,2,20.5,38,0,185,0,0,9,129,42.1,4,10,307,3,20,24.4,66.2,0.0,,76.4,67.2,65.8,58.1,23,1,10,1,11,57,0,0,1,53,3,185,129,2.48,3.6,0.91,32
Cordale Grundy,83586,QB,UTSA,9,30,6,0,0.0,0,0,79,0,0,4,58,25.8,13,15,331,2,6,70.2,73.2,56.9,70.4,,56.7,69.3,60.4,26,3,0,0,1,160,189,22,0,30,1,268,132,2.54,5.2,0.0,8
Tyree Jackson,46481,QB,BUFFALO,14,29,6,0,0.0,0,0,14,0,0,1,16,1.9,9,23,126,9,0,56.2,68.6,83.4,64.5,,54.3,72.2,60.1,55,1,0,0,1,488,231,23,0,29,7,245,123,2.37,4.7,0.0,8
Travis Levy,57164,HB,BOSTON COL,12,52,4,3,27.3,59,0,216,2,5,4,110,27.2,7,14,121,0,31,82.8,60.0,83.9,,52.0,61.0,59.8,61.4,29,0,154,18,128,85,0,0,26,70,2,216,110,2.12,4.2,1.2,19
Lucious Stanley,57439,HB,UAB,14,51,10,5,36.3,98,0,270,0,0,10,154,54.9,10,14,321,0,19,82.4,62.3,79.3,,55.4,67.8,62.0,57.0,24,0,11,4,24,71,0,0,7,55,1,270,154,3.02,5.3,0.46,31
Terence Williams,45819,HB,HOUSTON,8,51,3,4,35.8,86,0,240,0,0,3,142,15.5,7,11,182,1,22,59.4,66.3,81.0,,71.6,37.3,69.1,55.7,31,0,24,3,32,67,0,0,3,54,1,240,142,2.78,4.7,0.75,28
Tony Poljan,40148,QB,C MICHIGAN,12,43,6,0,0.0,0,0,181,0,0,5,100,23.3,12,15,134,9,25,39.5,46.6,53.4,31.2,65.1,80.1,66.3,65.4,14,3,125,7,25,206,51,8,13,50,1,232,126,2.47,4.5,5.0,10
Ahmari Davis,83727,HB,NEW MEXICO,8,51,5,2,16.7,31,0,186,0,0,5,121,22.4,8,17,241,0,5,82.4,74.3,78.7,,51.1,55.7,73.4,77.4,16,0,0,2,31,71,0,0,3,53,4,186,121,2.37,3.6,0.0,45
Xzaviar Campbell,13959,HB,UNLV,12,51,10,3,23.8,64,0,269,0,0,10,154,55.9,8,14,325,0,6,82.9,72.9,81.4,,45.8,58.6,74.9,62.5,28,0,22,3,40,110,0,0,3,54,0,269,154,3.02,5.3,0.55,45
Cam Thomas,60340,QB,ARMY,8,51,8,5,43.6,136,0,312,0,0,8,191,58.7,8,14,114,2,12,36.1,61.0,44.3,73.4,,,59.1,60.0,52,1,0,0,0,125,0,0,0,51,3,312,191,3.75,6.1,,32
Otis Anderson,55412,HB,UCF,12,51,9,2,17.4,48,0,276,3,4,9,151,57.4,10,15,323,1,26,58.6,65.8,83.8,,87.7,58.7,71.6,55.1,30,0,230,16,161,178,0,0,33,67,4,276,151,2.96,5.4,1.43,24
Mason Fine,46629,QB,N TEXAS,13,33,3,0,0.0,0,0,102,0,0,1,30,2.8,4,8,251,11,7,44.8,90.7,82.0,91.2,62.2,57.0,51.7,60.1,13,2,0,0,0,346,76,18,0,33,2,178,77,1.51,3.5,,17
Willie Parker,40315,HB,E MICHIGAN,11,51,4,3,42.9,112,1,261,0,0,4,113,16.7,6,7,160,0,16,82.6,60.8,0.0,,62.0,62.9,61.7,56.1,50,1,16,2,24,66,0,0,2,53,1,261,113,2.22,5.1,0.67,35
Ty Storey,35344,QB,ARKANSAS,10,38,10,4,26.6,73,0,158,0,0,5,100,33.7,12,13,111,7,23,39.8,63.3,86.7,59.6,,54.1,66.6,60.1,23,1,-5,1,3,230,116,13,2,39,1,274,170,3.33,5.4,-1.67,6
Taven Birdow,57046,HB,AIR FORCE,10,50,5,2,30.1,77,0,256,0,0,5,120,23.5,4,13,101,0,12,82.6,65.3,84.9,,84.0,62.7,64.8,58.4,50,0,9,1,15,153,0,0,2,51,1,256,120,2.4,5.1,0.6,6
Zahneer Shuler,57333,HB,NEW MEXICO,12,50,7,2,44.5,102,0,229,1,0,7,203,53.6,5,13,241,1,2,59.0,59.4,0.0,,31.7,45.7,60.9,77.9,67,1,5,3,30,104,0,0,4,53,3,229,203,4.06,4.6,0.17,48
Ryan Agnew,33451,QB,S DIEGO ST,12,23,6,0,0.0,0,0,39,0,0,1,37,7.0,9,14,284,4,0,61.3,64.1,77.9,62.5,,,60.6,60.0,32,2,0,0,0,340,230,27,0,23,0,269,123,2.46,5.4,,2
Trey Smith,27042,HB,LOUISVILLE,7,50,9,2,25.5,67,0,263,2,2,9,136,49.9,8,17,210,1,25,60.5,65.1,14.6,,62.4,43.5,72.6,55.9,52,2,74,10,73,64,0,0,14,60,4,263,136,2.72,5.3,1.01,22
Brian Herrien,41129,HB,GEORGIA,14,50,7,4,25.5,75,0,294,0,1,7,174,48.0,8,15,173,1,8,61.9,72.8,81.9,,46.0,69.9,72.8,56.5,24,0,42,8,49,70,0,0,8,58,3,294,174,3.48,5.9,0.86,38
N'Kosi Perry,60446,QB,MIAMI FL,11,28,8,2,22.7,57,0,83,0,0,4,71,35.0,12,15,220,6,3,52.6,69.6,86.1,67.3,,54.3,64.0,60.5,41,1,-15,1,0,224,168,22,1,29,1,251,160,3.2,5.0,,9
Kaleb Barker,46494,QB,TROY,6,40,7,3,25.9,91,0,238,0,0,4,64,16.0,11,16,318,4,7,56.2,72.5,46.9,72.6,62.2,56.7,64.5,60.0,75,2,0,0,1,132,113,10,0,40,3,351,77,1.54,7.0,0.0,24
Quentin Harris,26084,QB,DUKE,12,42,7,2,21.2,43,0,125,0,0,6,78,25.9,7,16,154,3,22,48.3,55.5,81.7,54.2,,79.7,55.8,60.2,28,0,24,1,2,125,78,7,1,43,5,203,121,2.47,4.1,12.0,2
Amare Jones,77742,HB,TULANE,12,49,9,3,35.7,71,0,199,1,0,9,122,41.5,6,12,319,2,22,56.8,62.4,80.8,,68.2,61.4,62.0,57.9,33,0,53,5,41,64,0,0,7,54,4,199,122,2.49,4.1,1.29,27
David Blough,46508,QB,PURDUE,13,27,3,1,9.6,22,0,92,0,0,1,33,4.4,8,17,273,5,10,58.8,73.0,81.7,73.9,,78.6,52.3,60.0,22,1,7,1,5,311,138,22,1,28,3,230,96,1.96,4.7,1.4,1
Brenden Brady,83795,HB,UTSA,9,49,6,4,37.1,82,0,221,0,1,6,135,33.8,8,14,331,0,11,82.0,62.7,81.6,46.8,41.7,64.1,66.4,48.0,27,0,44,8,79,52,0,0,14,57,1,221,135,2.76,4.5,0.56,35
Sean McGrew,40698,HB,WASHINGTON,13,49,4,3,30.4,69,0,227,0,2,4,111,24.7,3,8,340,0,22,82.6,78.0,82.3,,77.9,78.2,73.8,66.0,30,0,110,6,40,61,0,0,7,55,1,227,111,2.27,4.6,2.75,25
Jarrion Street,42887,HB,UAB,9,48,9,4,33.6,90,0,268,0,0,9,136,45.5,8,11,321,1,17,59.5,62.8,79.3,,25.5,69.7,64.4,57.7,32,0,26,8,51,63,0,0,10,56,1,268,136,2.83,5.6,0.51,29
Jawon Pass,40916,QB,LOUISVILLE,11,21,5,2,26.5,71,0,78,0,0,3,90,61.2,10,14,210,16,9,25.8,46.4,64.3,46.3,,,56.2,60.0,49,3,0,0,0,187,190,27,0,21,2,268,174,3.63,5.6,,8
Jon Wassink,34650,QB,W MICHIGAN,9,33,7,1,9.8,16,0,57,0,0,2,38,7.0,6,19,347,4,1,54.0,79.2,76.8,80.2,,,57.9,60.0,18,1,0,0,0,315,107,15,0,33,6,164,97,2.02,3.4,,20
Malik Rosier,46550,QB,MIAMI FL,8,29,14,4,37.2,140,0,212,0,0,4,78,37.1,14,19,220,1,8,67.8,59.4,52.9,48.8,,60.0,77.3,60.6,62,2,0,0,1,173,164,19,0,29,6,376,169,3.52,7.8,0.0,12
Christian Beal-Smith,55433,HB,WAKE,10,48,7,5,65.5,148,0,226,0,0,7,196,58.3,6,9,339,0,15,82.1,65.3,80.4,,87.9,51.0,64.9,63.6,52,0,6,1,29,77,0,0,2,49,0,226,196,4.08,4.7,0.21,32
Jalen Hurd,45752,WR,BAYLOR,12,48,7,2,25.8,54,1,209,9,12,7,128,43.3,5,18,118,0,35,83.5,76.8,2.1,,21.9,76.9,71.0,65.9,37,6,946,69,451,286,0,0,106,117,3,209,128,2.67,4.4,2.1,13
Trevor Lawrence,77632,QB,CLEMSON,15,36,8,0,0.0,0,0,156,0,0,5,86,32.3,11,15,140,4,9,61.8,90.7,89.0,90.6,,,60.7,60.1,32,1,-12,1,0,335,110,11,1,37,1,266,125,2.66,5.7,,26
Tua Tagovailoa,60326,QB,ALABAMA,15,23,8,1,5.1,15,0,54,0,0,3,30,17.0,12,22,103,4,7,51.7,90.9,88.8,90.8,,53.5,63.7,60.6,44,3,0,0,3,325,240,24,0,23,5,294,152,3.23,6.3,0.0,10
Drew Lock,39517,QB,MISSOURI,13,34,6,4,29.6,77,0,185,0,0,4,69,23.9,11,19,229,8,9,44.1,88.1,83.6,84.7,,,71.7,60.0,27,3,0,0,0,492,75,13,0,34,6,260,115,2.45,5.5,,19
Tez Parks,30060,HB,SO MISS,5,47,6,1,14.2,18,0,127,2,2,6,103,31.9,2,7,296,0,19,82.0,59.0,81.4,,71.5,53.0,59.7,57.0,18,0,98,8,89,63,0,0,10,55,0,127,103,2.19,2.7,1.1,25
Shawn Robinson,60551,QB,TCU,7,37,15,3,27.4,71,0,176,0,0,10,102,74.5,10,13,305,7,4,30.2,60.8,85.4,58.4,,60.0,62.6,60.3,36,0,0,0,1,181,83,9,0,37,3,259,141,3.07,5.6,0.0,28
Austin Vaughn,45871,HB,LA MONROE,12,46,9,2,30.6,71,0,232,0,5,9,179,100.9,5,18,209,1,7,58.4,66.8,81.4,,83.3,75.2,64.8,54.1,56,0,76,8,57,79,0,0,8,54,2,232,179,3.89,5.0,1.33,39
John Moten IV,27945,HB,NWESTERN,9,46,3,2,52.0,106,0,204,0,0,3,196,23.7,2,9,256,0,18,81.8,65.9,81.2,,81.0,61.7,66.1,53.9,77,0,52,8,64,63,0,0,11,54,3,204,196,4.26,4.4,0.81,28
Kilton Anderson,27546,QB,COAST CAR,9,40,9,5,41.9,140,0,273,0,0,8,106,53.0,12,14,141,3,16,79.1,73.5,34.8,69.4,,,72.3,60.1,59,4,0,0,0,180,61,6,0,40,1,334,149,3.24,7.3,,15
Nathan Cottrell,45980,FB,GA TECH,13,46,10,6,39.1,141,0,361,0,0,10,127,56.3,13,21,176,1,12,57.8,69.5,69.1,,67.7,55.3,78.4,53.4,34,1,12,3,39,405,0,0,4,49,4,361,127,2.76,7.8,0.31,18
Tyrrell Pigrome,46511,QB,MARYLAND,11,35,7,4,40.7,98,0,170,0,0,5,121,49.4,5,11,215,5,13,26.9,66.0,82.8,68.9,,60.0,57.4,60.0,42,0,0,0,1,161,71,11,0,35,1,241,138,3.0,5.2,0.0,13
A.J. Turner,28484,HB,S CAROLINA,8,46,8,5,36.8,107,0,291,0,1,8,165,59.8,13,15,289,1,15,60.9,73.5,81.0,,14.2,74.8,74.2,55.5,30,0,75,8,70,58,0,0,9,54,2,291,165,3.59,6.3,1.07,31
Logan Wright,57218,HB,GA SOUTHRN,13,46,7,4,34.6,106,0,306,1,0,7,192,63.5,8,18,174,0,15,81.8,77.9,85.2,,62.6,35.8,83.8,63.7,59,0,0,0,29,256,0,0,3,46,3,306,192,4.17,6.7,0.0,31
Isaiah Floyd,83612,HB,ARIZONA ST,12,45,5,4,35.9,75,0,209,0,1,5,124,33.7,5,11,110,0,14,81.7,68.8,79.3,,33.9,66.5,68.1,72.3,23,0,31,4,41,50,0,0,5,49,1,209,124,2.76,4.6,0.76,31
Evan Owens,40072,HB,UNLV,12,45,9,3,34.9,103,1,295,0,0,9,175,71.4,8,15,325,0,4,82.3,75.6,0.0,,78.4,68.0,77.8,56.5,41,2,39,4,26,83,0,0,4,49,1,295,175,3.89,6.6,1.5,41
Jeremy Smith,32243,HB,LOUISVILLE,8,45,8,5,58.5,134,0,229,0,0,8,137,49.7,10,11,210,0,25,81.3,64.1,81.9,,30.0,63.5,66.6,57.0,40,0,15,4,32,62,0,0,6,49,0,229,137,3.04,5.1,0.47,15
Martell Irby,83784,HB,UCLA,11,45,8,1,8.3,16,0,192,0,1,8,109,41.1,5,11,324,0,20,81.6,64.0,80.8,,84.7,60.0,63.7,63.8,16,0,60,8,87,55,0,0,13,53,1,192,109,2.42,4.3,0.69,25
Tre Walker,34289,FB,NAVY,13,45,9,5,41.6,144,0,346,0,0,9,219,95.2,16,21,237,1,13,56.0,63.1,66.3,,74.8,62.0,68.0,55.2,46,1,19,1,38,395,0,0,3,46,1,346,219,4.87,7.7,0.5,10
Bryce Carpenter,82101,QB,COAST CAR,7,36,3,3,23.6,68,0,199,0,0,2,91,14.0,14,13,141,5,17,25.9,66.6,82.2,72.8,62.2,,55.1,60.0,27,0,0,0,0,150,89,9,0,36,0,288,133,2.96,6.4,,12
Breck Turner,34682,HB,E MICHIGAN,10,45,3,2,30.8,52,0,169,1,2,3,77,15.8,4,8,160,0,11,81.6,56.9,79.0,,38.2,59.4,57.5,59.0,31,0,72,9,50,51,0,0,11,54,2,169,77,1.71,3.8,1.44,34
Ricky Slade,83742,HB,PENN STATE,9,45,3,2,33.8,88,0,260,0,1,3,152,29.4,6,13,266,3,10,31.4,59.7,79.0,,83.1,57.6,60.2,50.4,61,0,12,1,37,70,0,0,1,46,6,260,152,3.38,5.8,0.32,34
Solomon Vault,47647,HB,NWESTERN,9,44,2,0,0.0,0,0,69,2,0,2,64,5.6,1,3,256,0,16,81.4,52.7,81.7,,72.7,45.6,54.1,60.0,10,0,13,8,89,49,0,0,13,52,0,69,64,1.45,1.6,0.15,26
Isaiah Green,60442,QB,MARSHALL,10,25,6,0,0.0,0,0,48,0,0,2,42,13.4,8,8,214,3,3,65.0,71.1,78.5,70.4,,52.7,60.4,60.0,15,1,0,0,2,296,100,19,1,25,1,148,106,2.41,3.4,0.0,12
Tyler Wiegers,35825,QB,E MICHIGAN,12,22,4,1,10.6,17,0,31,0,0,3,28,17.4,4,10,160,12,2,27.9,64.2,87.2,64.8,,74.2,53.4,60.2,19,1,0,0,2,234,130,22,0,22,1,161,94,2.14,3.7,0.0,7
Devonte Lee,83721,HB,NEVADA,11,44,8,3,28.3,53,0,187,0,2,8,107,51.7,6,19,239,2,18,31.6,66.2,81.3,,76.6,65.5,64.7,58.6,20,0,3,3,25,56,0,0,3,47,7,187,107,2.43,4.3,0.12,26
Evan Orth,27348,QB,S ALABAMA,10,35,7,5,49.0,125,0,214,0,0,6,85,41.6,7,12,288,2,18,60.3,73.3,64.2,76.4,62.2,,54.1,60.0,59,3,0,0,0,276,41,9,0,35,1,255,109,2.48,5.8,,14
J.D. King,57374,HB,OKLA STATE,10,43,10,2,24.8,38,0,153,1,5,10,129,91.8,5,9,262,0,6,81.4,67.2,0.0,,61.8,64.5,72.8,47.2,21,2,92,6,57,88,0,0,8,49,0,153,129,3.0,3.6,1.61,34
Daevon Vigilant,40173,HB,NEW MEXICO,9,43,4,1,13.1,24,0,183,1,0,4,110,22.2,6,15,241,1,7,55.5,70.3,78.1,,54.8,53.6,70.7,59.3,24,0,31,3,16,52,0,0,4,46,2,183,110,2.56,4.3,1.94,36
Javonte Williams,77803,HB,N CAROLINA,7,43,10,2,17.0,38,0,224,1,5,10,144,98.5,7,16,245,0,25,81.3,77.0,80.9,,73.6,66.5,76.5,72.6,22,0,58,8,45,66,0,0,11,51,5,224,144,3.35,5.2,1.29,17
Joseph Saucier,83600,FB,AIR FORCE,11,43,5,3,41.2,112,0,272,0,6,5,124,64.7,8,12,101,1,7,61.6,67.1,50.9,87.3,69.2,72.0,65.1,55.9,48,2,146,6,64,220,0,0,10,49,2,272,124,2.88,6.3,2.28,20
Daniel Young,57425,HB,TEXAS,13,42,5,1,19.6,30,0,153,0,1,5,126,41.9,2,7,311,2,6,29.5,59.3,78.9,,53.7,55.2,57.5,81.3,30,0,-1,1,21,71,0,0,2,43,0,153,126,3.0,3.6,-0.05,36
Kamari Pleasant,40696,HB,WASHINGTON,11,42,11,5,44.4,95,0,214,0,0,11,108,62.9,6,11,340,0,18,81.3,70.2,81.2,,49.7,69.7,69.8,60.7,23,0,18,3,22,69,0,0,3,45,2,214,108,2.57,5.1,0.82,23
Madre London,45936,HB,TENNESSEE,11,42,9,3,51.5,105,0,204,0,0,9,142,69.2,5,10,307,2,17,30.8,57.8,80.5,,62.4,60.3,57.9,57.4,43,0,5,2,17,59,0,0,2,44,3,204,142,3.38,4.9,0.29,24
Fred Payton,82102,QB,COAST CAR,7,32,5,2,22.8,39,0,110,0,0,5,81,39.6,9,11,141,7,5,16.9,63.8,34.4,71.9,,,52.3,60.3,24,2,0,0,0,124,61,9,0,32,0,171,129,3.15,4.2,,15
Clinton Lynch,45642,FB,GA TECH,13,41,8,2,21.4,44,0,206,0,0,8,68,27.6,6,16,176,1,18,56.2,77.2,88.1,,62.9,82.8,70.4,61.3,25,0,209,7,89,477,0,0,9,48,2,206,68,1.66,5.0,2.35,11
Frank Boyd III,57270,HB,LIBERTY,5,41,8,4,30.1,68,0,226,0,0,8,135,64.2,8,15,206,0,19,81.0,78.0,77.5,,37.6,55.0,76.7,60.0,20,0,0,0,10,42,0,0,0,41,3,226,135,3.29,5.5,0.0,22
James Cook,83666,HB,GEORGIA,13,41,9,7,65.8,187,0,284,0,2,9,160,87.6,10,13,173,1,2,55.9,72.0,0.0,,72.6,80.0,71.1,46.7,36,2,89,8,28,59,0,0,9,49,2,284,160,3.9,6.9,3.18,36
Jordan Love,40306,QB,UTAH ST,13,34,3,1,18.2,20,0,68,0,0,2,29,5.0,3,15,329,5,2,68.5,83.5,72.2,82.6,,,62.2,60.0,21,3,0,0,0,342,42,7,0,34,7,110,65,1.59,2.7,,26
Justin Fields,82118,QB,GEORGIA,12,27,11,2,21.5,62,0,157,0,0,4,64,33.9,10,20,173,1,0,57.7,90.1,80.8,82.8,,,77.7,60.0,47,1,-10,1,0,113,132,13,1,28,4,289,159,3.98,7.2,,21
Seth Boomer,77643,QB,TULSA,8,24,9,2,17.5,32,0,44,1,0,4,40,27.8,9,10,320,6,10,30.8,50.1,75.5,48.2,62.2,,56.9,60.1,30,1,0,0,0,320,139,16,0,24,1,183,104,2.6,4.6,,8
Chance Bell,57396,HB,S DIEGO ST,5,40,6,3,28.6,54,0,189,1,0,6,97,33.8,6,7,284,0,7,80.8,68.9,80.9,,82.4,59.2,68.2,57.7,20,0,34,3,21,44,0,0,4,43,0,189,97,2.43,4.7,1.62,31
Ty Gangi,27234,QB,NEVADA,12,30,2,3,31.9,69,1,150,0,0,2,45,10.0,9,14,239,7,4,55.4,66.8,81.0,66.3,,47.2,58.1,60.1,29,3,0,0,2,310,66,10,0,30,3,216,60,1.5,5.4,0.0,23
M.J. Rivers II,82129,QB,ILLINOIS,8,26,8,0,0.0,0,0,72,0,0,6,56,49.7,5,6,187,3,4,63.7,68.2,83.5,68.3,,54.3,60.5,60.0,12,0,0,0,1,158,72,14,0,26,0,144,105,2.63,3.6,0.0,20
Tre King,57430,HB,TEXAS TECH,6,40,10,2,21.9,35,0,160,0,0,10,92,47.9,5,12,315,1,12,55.9,66.3,82.1,,68.6,65.3,65.5,61.2,18,0,48,8,75,65,0,0,10,48,1,160,92,2.3,4.0,0.64,26
Matt Geiger,60733,HB,DOMINION,3,39,15,3,26.2,53,0,202,1,0,15,127,122.1,6,13,263,0,17,80.7,84.2,76.7,,58.5,37.5,85.0,,20,0,3,1,16,39,0,0,2,40,3,202,127,3.26,5.2,0.19,21
Kene Nwangwu,40547,HB,IOWA STATE,10,39,16,1,15.3,24,0,157,0,1,16,129,137.1,5,7,193,0,9,82.1,68.8,78.4,,34.6,65.0,68.4,59.6,24,0,11,2,27,52,0,0,2,41,0,157,129,3.31,4.0,0.41,27
Deltron Sands,33981,HB,AKRON,11,39,4,1,11.8,16,0,136,0,0,4,76,18.6,5,6,102,1,2,29.1,62.9,80.0,,76.0,66.4,58.8,65.6,16,0,7,3,26,53,0,0,4,42,0,136,76,1.95,3.5,0.27,35
Mike Collins,60549,QB,TCU,9,24,8,1,12.2,16,0,67,1,0,6,43,44.8,5,12,305,5,2,52.4,56.7,43.2,58.4,,,55.7,60.3,16,2,0,0,0,110,64,15,0,24,3,131,61,1.56,3.4,,12
Colin Wilson,57278,HB,LOUISVILLE,8,39,3,4,52.4,109,0,208,0,1,3,94,22.4,6,13,210,1,20,54.7,65.2,0.0,,56.2,63.2,65.8,70.0,32,1,22,4,52,53,0,0,6,43,1,208,94,2.41,5.3,0.42,17
Ryan Finley,46426,QB,NC STATE,13,31,1,0,0.0,0,0,42,0,0,0,11,0.0,0,13,248,5,0,64.2,89.9,68.4,89.2,81.4,45.6,60.6,60.0,9,3,0,0,3,434,48,8,0,31,1,90,35,0.9,2.3,0.0,15
Ronald Cleveland,37707,WR,AIR FORCE,7,39,7,5,65.5,112,0,171,0,2,7,99,42.3,10,12,101,0,6,86.0,72.1,87.3,,,76.9,64.3,60.2,40,0,241,15,86,272,0,0,26,54,2,171,99,2.54,4.4,2.8,15
Nathan Elliott,34526,QB,N CAROLINA,10,36,0,0,0.0,0,0,41,0,0,0,39,0.0,3,7,245,5,16,65.2,61.8,77.7,61.7,62.2,53.5,56.6,60.2,12,1,0,0,4,280,12,3,1,36,0,53,42,1.08,1.4,0.0,6
Brady White,25506,QB,MEMPHIS,14,21,0,0,0.0,0,0,-7,0,0,0,6,0.0,4,5,218,4,4,69.4,78.5,62.3,80.3,,50.6,51.1,61.1,12,4,-12,1,4,534,97,17,1,22,1,90,48,1.26,2.4,-3.0,5
Andre Nunez,60430,QB,LA LAFAYET,14,23,5,1,15.1,18,0,57,0,0,2,23,8.3,3,6,207,5,2,63.5,75.0,79.6,74.9,62.2,,57.5,60.0,18,2,-1,1,0,386,62,15,1,24,3,119,69,1.82,3.1,,11
Dejonte O'Neal,46001,HB,FRESNO ST,11,38,5,1,19.0,26,0,137,0,3,5,96,41.2,3,5,169,2,14,36.3,63.6,80.7,,62.7,67.4,60.6,62.0,26,0,107,11,47,56,0,0,13,49,1,137,96,2.53,3.6,2.28,21
Rocky Lombardi,60452,QB,MICH STATE,7,32,6,2,41.0,71,0,139,0,0,6,86,50.4,7,12,223,4,4,55.9,58.0,45.2,57.9,,54.3,60.5,60.2,47,2,0,0,0,127,34,6,0,32,0,173,92,2.42,4.6,,11
Caleb Huntley,57156,HB,BALL ST,6,38,6,2,32.1,60,0,187,1,1,6,137,58.7,4,11,117,0,12,80.8,69.4,80.1,,43.2,51.3,74.2,57.7,42,0,17,5,47,48,0,0,7,43,0,187,137,3.61,4.9,0.36,26
Grayson Muehlstein,30311,QB,TCU,5,36,3,2,55.9,38,2,61,0,0,3,20,4.6,3,9,305,3,7,43.6,48.5,31.7,47.8,,,55.9,60.8,21,3,0,0,0,142,7,2,0,36,0,68,23,0.61,1.8,,18
Trace Christian,57190,HB,E CAROLINA,8,38,2,3,41.4,67,0,162,0,0,2,74,9.7,4,10,156,1,4,52.2,59.9,78.1,,55.1,54.3,61.2,59.0,26,0,18,2,27,41,0,0,3,40,1,162,74,1.95,4.3,0.67,34
