player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Josh Hicks,45862,HB,RUTGERS,5,70,16,8,48.3,209,0,433,0,0,16,267,87.2,12,1,278,1,27,66.0,76.7,82.6,,53.6,52.7,75.3,60.1,49,0,0,0,18,77,0,0,0,70,2,433,267,3.81,6.2,0.0,0
Orville Reynolds,12554,HB,WAKE,9,69,10,2,31.2,53,0,170,0,2,10,135,29.3,4,2,339,0,17,84.6,62.6,82.5,,73.1,59.9,61.9,57.7,36,0,28,11,69,86,0,0,13,80,0,170,135,1.96,2.5,0.41,0
Dareyon Chance,15690,HB,W MICHIGAN,13,69,16,3,18.1,58,0,321,3,0,16,209,65.5,8,1,347,0,4,84.5,66.3,81.8,,60.3,42.3,70.1,72.0,22,0,19,5,73,92,0,0,10,74,1,321,209,3.03,4.7,0.26,0
Algernon Brown,12260,HB,BYU,9,68,15,3,17.6,57,0,324,1,8,15,184,75.9,9,1,128,2,8,49.9,69.5,83.6,,80.4,69.3,68.9,54.8,25,0,139,14,95,107,0,0,19,82,0,324,184,2.71,4.8,1.46,0
Zach Terrell,12086,QB,W MICHIGAN,13,33,6,3,14.4,55,0,68,0,0,1,40,3.6,13,0,347,7,0,56.7,77.6,89.5,74.6,63.8,61.3,66.9,60.0,41,0,18,1,2,424,314,35,1,34,3,382,137,2.01,5.6,9.0,0
Terrell Newby,45689,HB,NEBRASKA,13,67,5,2,20.9,62,0,297,1,0,5,196,19.5,3,0,238,2,8,48.0,68.2,82.4,,33.0,55.1,70.9,65.6,43,0,45,8,54,102,0,0,11,75,5,297,196,2.93,4.4,0.83,0
Elijah Hood,11997,HB,N CAROLINA,8,67,15,3,22.7,60,0,264,1,0,15,153,49.6,7,0,245,1,23,65.1,59.2,82.3,,79.4,43.4,61.8,55.1,23,1,-2,2,96,100,0,0,6,69,4,264,153,2.28,3.9,-0.02,0
Kelsey Young,11400,HB,STANFORD,13,66,8,4,25.4,83,0,327,1,1,8,198,38.0,12,0,300,2,41,48.1,59.0,82.7,,68.5,55.7,58.5,68.0,34,0,31,5,34,91,0,0,6,71,0,327,198,3.0,5.0,0.91,0
I'Tavius Mathers,16897,HB,OLE MISS,12,66,22,2,31.4,90,0,287,2,2,22,219,110.6,7,0,226,2,38,48.4,61.4,82.5,,57.7,59.1,61.8,59.5,56,0,49,6,86,107,0,0,11,72,3,287,219,3.32,4.3,0.57,1
Bryce Petty,9536,QB,BAYLOR,12,48,5,3,21.2,53,0,151,0,0,3,52,6.8,5,0,118,7,9,59.1,83.0,82.8,86.3,,,47.8,60.0,21,3,0,0,0,425,99,18,0,48,6,250,89,1.35,3.8,,0
Shane Carden,10001,QB,E CAROLINA,13,40,8,2,12.1,35,0,132,1,0,5,49,14.9,9,1,156,8,3,60.5,80.6,71.1,81.3,,55.1,53.6,60.1,19,5,0,1,2,359,158,26,2,41,6,290,93,1.41,4.4,0.0,0
Jarveon Williams,45938,HB,UTSA,8,65,5,5,40.6,127,0,313,0,3,5,174,27.1,11,0,331,0,28,84.2,66.1,20.8,,48.8,79.3,63.9,57.9,39,1,124,14,80,99,0,0,15,79,3,313,174,2.68,4.8,1.55,0
Romar Morris,11415,HB,N CAROLINA,12,64,3,2,14.1,39,0,277,3,10,3,118,28.2,11,0,245,1,15,67.0,64.7,83.0,,33.1,58.7,67.2,68.9,20,0,176,21,136,120,0,0,27,85,4,277,118,1.84,4.3,1.29,0
Austin Robinson,38520,QB,UTSA,8,55,8,2,15.2,54,1,193,0,0,7,90,20.8,13,1,331,9,13,23.2,39.0,67.9,31.7,,56.7,61.2,60.1,53,2,0,0,1,167,162,9,0,55,1,355,154,2.41,5.5,0.0,0
Crusoe Gongbay,14783,HB,NEW MEXICO,5,64,4,4,41.1,146,0,355,0,0,4,116,11.3,5,0,241,0,7,84.1,67.9,80.9,,19.8,55.1,67.9,57.3,69,0,0,0,9,124,0,0,0,64,3,355,116,1.81,5.5,0.0,0
Taquan Mizzell Sr.,45675,HB,VIRGINIA,12,64,6,2,11.1,31,0,280,6,4,6,132,20.0,7,1,335,1,9,69.1,66.3,28.8,,76.1,74.6,63.0,50.3,16,1,271,39,127,106,0,0,54,103,2,280,132,2.06,4.4,2.13,0
Sony Michel,27589,HB,GEORGIA,8,64,17,4,32.5,133,0,409,0,4,17,144,66.5,12,0,173,2,29,46.3,75.6,82.0,,80.9,86.5,70.1,59.2,75,0,106,7,36,73,0,0,8,71,5,409,144,2.25,6.4,2.94,0
Darrel Williams,13014,HB,LSU,12,64,12,3,18.3,56,0,306,0,3,12,170,56.9,8,0,211,0,13,84.0,73.2,82.1,,75.5,69.1,71.2,63.5,22,0,63,6,35,82,0,0,6,70,3,306,170,2.66,4.8,1.8,0
Tyler Cain,16643,HB,LA MONROE,12,63,11,1,7.5,16,0,214,2,13,11,150,53.4,3,0,209,0,29,84.0,57.0,85.2,,49.1,56.7,57.0,58.1,16,0,257,44,264,80,0,0,53,107,0,214,150,2.38,3.4,0.97,0
Gerard Wicks,45772,HB,WASH STATE,9,63,12,4,31.9,74,0,232,1,2,12,118,33.6,4,0,341,0,1,83.8,65.3,83.0,,80.2,56.1,66.9,64.5,24,1,66,15,169,79,0,0,21,78,4,232,118,1.87,3.7,0.39,0
C.J. Davidson,17429,HB,CLEMSON,12,63,4,1,13.1,32,0,245,1,5,4,108,21.4,4,0,140,1,32,64.8,63.6,81.4,,70.2,71.3,59.3,64.8,32,0,60,9,51,89,0,0,11,72,3,245,108,1.71,3.9,1.18,0
Deontae Cooper,19676,HB,WASHINGTON,14,62,7,3,22.2,63,0,284,0,1,7,125,20.7,7,0,340,1,20,66.3,66.3,82.1,60.6,79.8,76.1,63.3,55.5,33,0,155,16,94,95,0,0,16,78,0,284,125,2.02,4.6,1.65,0
Adonis Ameen-Moore,51555,HB,SYRACUSE,11,62,4,5,38.3,129,0,337,0,2,4,220,31.8,13,1,304,0,16,83.7,69.2,81.0,,30.8,61.5,69.4,75.3,53,0,22,5,50,86,0,0,9,67,1,337,220,3.55,5.4,0.44,0
Martez Walker,37976,HB,C MICHIGAN,11,62,5,2,15.1,40,0,265,1,0,5,158,19.6,8,0,134,0,29,83.9,60.7,82.7,,25.5,41.2,64.5,60.0,22,0,10,3,39,64,0,0,6,65,1,265,158,2.55,4.3,0.26,0
Trevor Knight,12009,QB,OKLAHOMA,10,42,8,5,28.1,110,0,266,0,0,4,40,8.9,13,1,261,3,6,68.9,63.3,69.6,62.9,,86.1,57.6,60.1,31,2,4,1,2,334,126,20,1,43,5,392,102,1.65,6.3,2.0,0
Paul James,16836,HB,RUTGERS,4,62,23,3,29.7,109,0,367,0,4,23,284,187.4,10,0,278,2,13,43.8,84.5,82.6,,81.9,65.4,84.1,60.0,56,0,120,4,52,66,0,0,7,66,5,367,284,4.58,5.9,2.31,0
Spencer McInnis,20451,HB,MIAMI OH,10,62,5,0,0.0,0,0,239,0,2,5,142,22.9,7,0,221,1,8,64.7,67.4,82.7,,69.6,77.3,62.1,61.6,14,0,99,8,45,85,0,0,12,70,0,239,142,2.29,3.9,2.2,0
Gus Edwards,46027,HB,MIAMI FL,11,61,15,5,39.2,136,0,347,0,1,15,222,92.4,12,1,220,1,21,63.1,80.3,81.7,,21.2,66.1,79.1,60.5,40,0,44,2,23,69,0,0,2,63,6,347,222,3.64,5.7,1.91,0
Tanner McEvoy,11288,QB,WISCONSIN,14,46,11,7,35.4,207,0,395,0,0,4,119,22.5,17,1,349,4,13,36.7,72.1,84.9,59.7,,,76.9,60.0,62,0,0,0,0,251,190,15,0,46,6,585,243,3.98,9.6,,0
Cole Stoudt,10142,QB,CLEMSON,13,44,7,0,0.0,0,0,86,0,0,4,64,13.2,6,0,140,6,14,66.3,52.1,87.7,52.9,,,51.3,60.3,18,0,0,0,0,283,112,17,0,44,1,198,143,2.34,3.2,,0
Shaq Thompson,9458,LB,WASHINGTON,6,61,15,7,49.0,225,0,459,1,1,15,233,95.5,11,0,340,0,18,83.9,73.0,79.3,,81.3,49.6,73.1,59.0,57,1,53,3,28,77,0,0,4,64,2,459,233,3.82,7.5,1.89,0
Dallas Rivers,26604,HB,VANDERBILT,9,60,2,0,0.0,0,0,218,0,0,2,113,6.2,5,0,333,0,5,83.5,56.0,82.4,,74.9,51.2,56.9,46.5,12,0,7,1,55,71,0,0,3,61,2,218,113,1.88,3.6,0.13,0
Darius Jackson,10850,HB,E MICHIGAN,12,60,3,3,32.4,96,0,296,3,3,3,143,18.1,5,0,160,1,30,65.4,63.4,86.7,,45.5,61.4,67.2,51.7,47,0,144,19,139,189,0,0,28,79,1,296,143,2.38,4.9,1.04,0
Barry Sanders,38317,HB,STANFORD,13,60,4,6,48.0,153,0,319,0,1,4,137,17.0,6,0,300,0,26,83.5,65.5,81.6,,36.4,77.3,64.0,60.0,44,0,47,7,25,61,0,0,8,67,0,319,137,2.28,5.3,1.88,0
John Wolford,46454,QB,WAKE,12,40,3,0,0.0,0,0,73,0,1,3,47,11.5,0,1,339,5,8,64.7,59.4,61.4,62.3,,92.3,46.5,60.0,9,3,24,1,1,267,98,20,1,41,0,171,97,1.62,2.9,24.0,0
Drake Johnson,23121,HB,MICHIGAN,6,60,11,7,39.3,142,0,361,0,0,11,211,63.4,11,1,222,1,17,63.4,71.1,81.8,66.4,54.4,56.2,69.8,57.6,32,0,11,1,32,71,0,0,1,61,4,361,211,3.52,6.0,0.34,0
Corey Grant,9827,HB,AUBURN,13,60,7,6,31.3,114,0,364,0,3,7,167,39.8,15,1,115,0,22,83.7,71.9,82.4,,81.5,68.3,71.3,57.3,24,0,92,10,56,116,0,0,11,70,3,364,167,2.78,6.1,1.64,0
Jeff Driskel,10841,QB,FLORIDA,9,49,9,2,12.9,32,0,193,0,0,9,101,37.9,5,0,163,3,25,71.9,60.3,71.8,59.3,,,60.1,60.1,18,1,0,0,0,189,56,11,0,49,4,249,151,2.52,4.2,,0
Tyler Rogers,46638,QB,NEW MEX ST,12,50,4,3,20.6,60,0,211,0,0,4,42,6.6,6,0,242,10,2,34.9,56.4,89.6,57.6,,87.9,46.7,60.2,27,2,11,1,1,391,80,10,1,51,2,291,53,0.88,4.9,11.0,0
Mikel Horton,28579,HB,KENTUCKY,11,59,9,8,52.0,159,0,306,0,0,9,154,38.5,9,0,202,2,28,42.0,59.4,0.5,,71.2,32.6,62.6,70.1,27,1,-2,2,41,75,0,0,3,61,2,306,154,2.61,5.2,-0.05,0
JD Sprague,39102,QB,OHIO,10,39,16,4,20.2,72,0,198,1,0,11,91,65.8,14,1,259,4,6,71.1,69.3,72.0,66.6,,57.6,66.0,60.0,25,1,0,0,1,178,159,20,0,39,3,357,182,3.08,6.1,0.0,0
James Knapke,46506,QB,BOWL GREEN,14,32,5,2,16.7,42,0,90,0,0,4,58,22.7,8,0,122,6,1,59.7,60.1,62.1,62.4,,50.8,46.4,60.5,27,7,0,0,3,444,162,27,0,32,2,252,118,2.0,4.3,0.0,0
Marcus Outlow,28054,HB,BOSTON COL,12,59,13,3,26.7,65,0,243,0,0,13,135,42.5,8,1,121,0,22,83.5,63.8,83.1,,48.2,72.9,60.5,56.5,27,0,103,11,63,82,0,0,13,70,0,243,135,2.29,4.1,1.63,0
Micah Reed,22104,HB,UCF,4,59,8,1,8.1,18,0,223,0,0,8,138,29.2,7,1,323,1,8,63.8,57.4,82.5,,77.5,68.0,56.0,55.0,18,0,46,5,29,69,0,0,6,64,0,223,138,2.34,3.8,1.59,0
Curtis Samuel,11795,HB,OHIO STATE,14,58,15,7,37.2,144,0,387,0,5,15,183,91.5,15,0,260,1,14,63.9,82.2,82.1,,61.0,72.2,77.7,93.9,34,0,95,11,57,89,0,0,12,69,6,387,183,3.16,6.7,1.67,0
Reggie Bonnafon,47542,QB,LOUISVILLE,10,36,12,3,18.0,54,0,140,0,0,5,82,31.6,14,0,210,5,3,34.7,71.4,55.7,71.6,,,63.2,60.0,36,3,0,0,0,207,160,21,0,36,5,300,162,2.84,5.3,,0
Sefo Liufau,12064,QB,COLORADO,12,34,4,1,17.6,39,0,97,0,0,4,93,30.4,6,0,143,7,14,46.0,69.2,90.0,69.5,,91.2,50.1,60.2,39,0,14,2,2,377,124,23,2,36,0,221,114,2.0,3.9,7.0,0
Austin Appleby,12316,QB,PURDUE,10,43,7,5,48.7,149,0,240,0,0,5,132,34.9,11,1,273,8,3,28.8,56.9,74.9,59.4,,60.0,49.5,60.0,62,3,7,1,1,214,66,13,1,44,5,306,171,3.05,5.5,7.0,0
Deshaun Watson,11767,QB,CLEMSON,8,46,17,1,6.7,17,0,208,0,0,15,135,95.7,6,0,140,0,15,80.0,88.7,84.1,86.0,,,72.6,60.5,17,0,0,0,0,166,46,10,0,46,5,254,181,3.23,4.5,,0
D.J. May,50101,HB,WYOMING,6,56,14,3,38.1,99,0,260,0,3,14,134,63.6,6,2,351,1,49,69.1,66.5,0.0,,23.5,74.6,68.0,59.8,58,1,144,8,40,60,0,0,9,64,2,260,134,2.39,4.6,3.6,0
Jordon James,15280,HB,UCLA,13,56,3,3,22.8,53,0,232,0,0,3,112,9.1,8,0,324,1,10,63.6,63.9,82.5,,54.5,62.4,64.6,58.0,20,0,86,10,80,102,0,0,12,66,1,232,112,2.0,4.1,1.08,0
Jamie Gilmore,16391,HB,TEMPLE,12,56,8,2,22.4,51,0,228,1,2,8,159,41.1,6,0,306,0,13,83.2,66.6,82.4,,18.4,65.8,68.0,82.2,31,0,166,13,82,72,0,0,15,69,1,228,159,2.84,4.1,2.02,0
Taylor Heinicke,9896,QB,DOMINION,12,17,3,1,5.1,17,0,11,0,0,1,12,3.9,14,0,263,3,0,69.6,87.9,89.4,88.0,,,57.2,60.0,35,0,2,1,0,296,323,38,2,18,2,334,74,1.35,6.1,,0
Brendan Douglas,45680,HB,GEORGIA,8,55,2,3,19.5,45,0,231,0,0,2,116,7.5,6,0,173,0,22,82.9,56.5,81.7,,47.4,54.6,57.4,60.1,15,0,-5,1,31,65,0,0,2,56,2,231,116,2.11,4.2,-0.16,0
Anthony Scott,45935,HB,E CAROLINA,13,55,7,3,30.6,82,0,268,0,0,7,117,24.8,7,1,156,0,14,83.4,70.7,81.7,,76.1,59.3,69.7,66.8,38,0,22,5,43,82,0,0,6,60,3,268,117,2.13,4.9,0.51,0
Napoleon Maxwell,28508,HB,FIU,6,55,11,3,18.9,48,0,254,1,3,11,143,61.7,6,1,166,1,12,61.3,64.7,80.8,,35.6,33.9,69.3,58.5,18,0,87,4,40,70,0,0,6,59,1,254,143,2.6,4.6,2.18,0
Andrew Buie,20009,HB,W VIRGINIA,12,55,9,3,25.9,60,0,232,2,1,9,136,39.9,5,0,343,0,8,83.1,59.2,21.4,,36.9,46.4,65.0,67.6,26,1,74,7,96,92,0,0,10,62,2,232,136,2.47,4.2,0.77,0
Gunner Kiel,24708,QB,CINCINNATI,13,43,4,3,23.6,60,0,174,0,0,4,61,13.2,12,0,138,7,7,51.9,74.9,49.0,76.9,,,54.1,60.5,24,4,0,0,0,242,80,11,0,43,1,254,72,1.33,4.7,,0
Gerald Howse,12392,HB,GA STATE,7,54,4,0,0.0,0,0,157,0,1,4,103,17.0,4,0,175,0,18,82.8,55.8,80.9,,73.1,54.5,54.8,58.3,11,0,6,2,45,67,0,0,3,56,1,157,103,1.91,2.9,0.13,0
Dane Evans,46560,QB,TULSA,12,28,2,1,7.0,16,0,110,0,0,1,35,4.5,5,0,320,1,4,71.8,59.8,82.8,60.2,,,51.4,60.5,16,2,0,0,0,420,119,26,0,28,3,229,76,1.41,4.2,,0
Michael Cummings,19940,QB,KANSAS,12,42,3,0,0.0,0,0,65,0,0,3,34,5.8,4,0,198,12,7,41.2,45.1,86.8,48.1,,,44.4,60.0,18,0,0,0,0,247,83,12,0,42,4,148,57,1.06,2.7,,0
Delton Williams,45637,HB,MICH STATE,12,54,19,4,49.1,155,0,316,0,1,19,171,111.1,7,1,223,0,31,83.3,77.8,82.6,,67.2,60.9,78.7,55.6,80,0,32,3,43,86,0,0,3,57,5,316,171,3.17,5.9,0.74,0
Terry Baggett,15692,HB,ARMY,12,54,12,8,56.8,227,0,400,0,0,12,221,89.3,11,0,114,1,8,62.0,76.9,64.2,,80.2,49.5,75.0,72.9,41,2,7,1,45,420,0,0,4,55,2,400,221,4.09,7.4,0.16,0
Greg Bryant,23276,HB,NOTRE DAME,11,54,10,5,33.2,96,0,289,0,2,10,178,65.9,7,1,258,1,10,61.3,67.8,4.0,,77.0,61.9,68.9,54.8,27,1,50,6,52,75,0,0,6,60,3,289,178,3.3,5.4,0.96,0
Josh Bell,15476,HB,UTEP,13,53,4,4,38.5,97,0,252,1,2,4,136,24.8,4,0,330,2,9,61.1,66.0,85.7,,82.8,52.0,67.0,70.6,37,0,64,9,98,158,0,0,14,62,4,252,136,2.57,4.8,0.65,0
Shai McKenzie,39247,HB,VA TECH,5,53,15,3,26.0,70,0,269,0,0,15,185,98.8,8,0,337,0,15,82.8,81.9,80.5,,79.4,53.7,79.8,60.0,39,0,0,0,20,56,0,0,0,53,3,269,185,3.49,5.1,0.0,0
Trevorris Johnson,45761,HB,TCU,11,53,11,7,47.0,142,0,302,0,1,11,145,60.8,14,0,305,2,4,37.6,69.2,79.9,,58.7,58.2,69.5,55.4,28,0,23,1,33,62,0,0,1,54,4,302,145,2.74,5.7,0.7,0
Jake Rudock,10825,QB,IOWA,12,23,3,0,0.0,0,0,68,0,0,1,19,3.6,11,0,192,5,0,59.0,71.1,70.1,73.9,,,49.9,60.0,21,2,0,0,0,326,225,29,0,23,3,293,69,1.33,5.6,,0
Tony Creecy,10279,HB,NC STATE,13,52,5,4,35.1,99,0,282,0,0,5,128,22.0,8,0,248,0,3,82.7,66.0,82.9,,56.1,58.4,67.1,62.2,44,1,16,4,48,70,0,0,5,56,2,282,128,2.46,5.4,0.33,0
Jordan Wilkins,26618,HB,OLE MISS,13,52,15,5,56.2,205,0,365,1,0,15,182,99.1,6,0,226,0,23,82.5,66.3,82.1,41.1,37.2,51.0,70.9,65.5,73,0,6,1,55,97,0,0,3,53,1,365,182,3.5,7.0,0.11,0
Byron Marshall,11076,WR,OREGON,15,52,17,9,56.0,219,0,391,7,13,17,193,88.4,13,1,264,2,12,57.0,75.6,68.3,,75.5,74.6,71.0,75.4,53,3,1002,74,380,317,0,0,102,126,1,391,193,3.71,7.5,2.64,0
Rashad Hall,19402,HB,UTAH ST,12,52,4,2,18.1,36,0,199,1,0,4,109,15.8,3,2,329,0,12,82.6,61.1,81.9,,58.2,43.6,64.9,59.4,20,0,0,1,41,99,0,0,6,53,2,199,109,2.1,3.8,0.0,0
Chandler Whitmer,13323,QB,UCONN,12,26,1,1,11.9,26,0,60,0,0,0,12,0.0,7,0,146,6,3,39.7,57.1,73.2,59.7,,,50.3,60.0,26,1,0,0,0,193,159,26,0,26,2,219,47,0.9,4.2,,0
JoJo Natson,12739,WR,UTAH ST,13,52,7,12,76.7,376,0,490,1,2,7,107,18.3,16,0,329,2,11,53.2,70.8,0.0,,,67.1,76.5,65.5,66,5,494,49,280,197,0,0,77,101,3,490,107,2.06,9.4,1.76,0
George Naufahu,16785,HB,UNLV,8,52,8,2,14.0,30,0,214,2,1,8,123,38.7,4,0,325,0,17,82.5,64.8,82.2,,63.2,37.4,68.9,57.3,15,0,5,3,39,61,0,0,6,55,1,214,123,2.37,4.1,0.13,0
Kent Myers,30603,QB,UTAH ST,7,40,10,6,47.9,184,0,301,0,0,8,82,41.0,14,0,329,6,9,24.6,72.1,68.8,70.3,63.8,54.3,66.0,60.1,60,1,0,0,1,224,83,12,0,40,5,384,121,2.33,7.4,0.0,0
Christian Hackenberg,10685,QB,PENN STATE,13,21,1,0,0.0,0,0,10,0,0,0,8,0.0,4,0,266,10,0,48.5,47.2,68.4,52.5,,45.1,32.9,61.3,17,3,0,0,4,358,180,31,1,21,0,190,70,1.35,3.7,0.0,0
Michael Brewer,19619,QB,VA TECH,13,25,7,0,0.0,0,1,44,0,1,2,26,11.6,10,1,337,5,2,67.2,69.0,61.0,68.9,,83.8,56.4,60.5,31,4,35,2,2,418,199,26,2,27,1,243,134,2.63,4.8,17.5,0
Isaac Bennett,38824,HB,PITTSBURGH,13,51,11,3,25.7,70,0,272,2,2,11,170,68.8,7,0,268,2,29,40.2,66.2,83.3,,85.6,50.8,67.4,60.4,29,0,130,12,89,79,0,0,17,63,2,272,170,3.33,5.3,1.46,1
Terrel Hunt,17224,QB,SYRACUSE,5,34,16,4,29.7,97,0,186,0,0,10,102,88.2,11,1,304,4,1,45.1,73.9,36.9,70.9,,55.2,70.4,60.0,36,3,0,0,1,147,141,17,1,34,6,327,179,3.51,6.4,0.0,0
Connor Cook,10734,QB,MICH STATE,13,41,1,0,0.0,0,0,85,0,0,1,41,2.4,3,1,223,6,17,43.5,77.4,81.5,79.8,,,46.8,60.0,13,1,0,0,0,470,39,10,0,41,2,124,53,1.04,2.4,,0
Colin Reardon,22806,QB,KENT STATE,11,40,2,2,21.4,49,0,161,0,0,1,52,3.3,7,0,201,4,6,69.0,53.4,68.0,52.6,,,59.9,60.0,34,2,0,0,0,217,68,10,0,40,2,229,86,1.72,4.6,,0
D.J. Howard,13489,HB,CLEMSON,10,50,7,2,19.0,37,0,195,1,4,7,99,38.2,4,0,140,0,25,82.3,62.6,80.9,,69.3,53.6,63.8,57.7,20,0,23,7,64,66,0,0,8,57,3,195,99,1.98,3.9,0.36,0
Joe Gray,16729,QB,S JOSE ST,11,35,4,3,24.2,50,0,133,0,0,3,28,6.9,7,0,285,10,0,32.2,75.7,87.7,76.9,,,55.0,60.0,18,0,0,0,0,252,74,15,0,35,3,207,72,1.44,4.1,,0
Adam Choice,46003,HB,CLEMSON,6,50,8,3,30.7,67,0,218,0,3,8,119,44.4,7,0,140,0,13,82.6,68.6,79.6,,57.7,81.4,65.2,57.8,34,0,90,9,48,66,0,0,10,59,1,218,119,2.38,4.4,1.88,0
Rob Bolden,14307,QB,E MICHIGAN,6,40,4,1,24.7,48,0,149,0,0,3,64,12.0,4,1,160,5,14,30.1,34.0,59.7,33.6,,,49.8,60.0,48,2,0,0,0,107,45,10,0,40,0,194,79,1.58,3.9,,0
Dylan Thompson,9696,QB,S CAROLINA,13,38,4,0,0.0,0,0,35,0,0,3,29,5.7,4,0,289,7,1,54.6,73.2,67.4,75.6,,67.7,46.3,62.0,20,3,21,2,9,429,83,12,2,40,4,118,40,0.8,2.4,2.33,0
Geoffrey Whiteside,14813,TE,NAVY,13,49,5,7,41.4,153,0,370,2,0,5,134,24.4,16,0,237,1,8,39.2,70.9,88.2,,77.3,59.5,68.9,65.1,38,0,88,7,82,379,0,0,13,56,3,370,134,2.73,7.6,1.07,0
Tyler Rouse,45827,HB,BOSTON COL,13,49,7,1,19.6,42,0,214,1,0,7,126,34.0,6,0,121,0,18,82.3,63.7,82.5,,45.6,52.9,67.1,59.8,42,0,44,4,52,71,0,0,5,53,3,214,126,2.57,4.4,0.85,0
Jeff Wilson Jr.,29413,HB,N TEXAS,9,49,14,2,16.8,38,0,226,1,4,14,126,85.7,6,0,251,3,22,26.0,61.3,80.5,,82.7,62.2,60.4,56.7,20,0,41,5,36,64,0,0,6,54,1,226,126,2.57,4.6,1.14,0
Luke Rubenzer,28165,QB,CAL,11,46,6,2,14.7,32,0,197,0,0,6,89,24.7,8,0,130,1,29,61.9,50.9,32.0,28.9,,59.8,66.8,60.0,17,1,9,1,2,66,21,3,1,47,3,218,110,2.24,4.4,4.5,0
Buddy Howell,12888,HB,FAU,3,49,4,2,14.9,37,0,248,0,0,4,123,20.5,7,0,165,1,7,58.7,68.4,80.3,,85.4,52.4,64.6,82.1,22,0,0,0,21,75,0,0,0,49,1,248,123,2.51,5.1,0.0,0
Charles Perkins,13590,FB,GA TECH,11,49,3,9,51.7,229,0,443,1,0,3,165,19.4,17,0,176,0,10,82.1,76.8,64.2,,76.0,50.3,78.4,66.1,63,1,84,3,65,341,0,0,7,52,0,443,165,3.37,9.0,1.29,0
Anthony Meray,14427,HB,KENT STATE,9,49,3,2,40.0,60,0,150,1,0,3,125,14.2,2,0,201,0,17,82.1,67.5,81.6,,75.0,51.7,68.5,59.2,43,0,28,5,43,74,0,0,8,54,1,150,125,2.55,3.1,0.65,0
Logan Woodside,46517,QB,TOLEDO,12,40,8,0,0.0,0,0,103,1,0,5,48,15.0,3,0,316,9,3,29.6,70.2,79.7,76.2,,57.6,37.4,60.2,14,2,0,0,1,405,45,9,1,40,3,148,67,1.37,3.0,0.0,0
Bubba Poole,16621,HB,UTAH,12,49,7,4,34.5,76,0,220,0,1,7,112,30.0,7,1,328,2,7,39.0,63.4,82.2,,69.6,75.3,59.8,56.5,24,0,93,12,56,96,0,0,14,61,3,220,112,2.29,4.5,1.66,0
Justin Stockton,45705,HB,TEXAS TECH,12,48,8,9,74.5,295,0,396,1,3,8,153,58.4,9,2,315,1,7,60.5,62.7,0.0,,26.0,53.7,66.7,58.8,75,1,76,12,50,54,0,0,13,60,4,396,153,3.19,8.3,1.52,0
Justice Hayes,18629,HB,MICHIGAN,12,48,4,2,15.5,33,0,213,3,1,4,105,18.5,9,1,222,0,18,82.0,61.4,83.5,,77.8,43.5,65.5,60.0,18,0,65,11,121,59,0,0,17,59,0,213,105,2.19,4.4,0.54,0
Thomas Sirk,22589,QB,DUKE,12,48,3,4,54.2,128,0,236,0,0,3,91,11.8,5,0,154,3,9,26.0,65.0,77.8,65.1,,59.9,62.2,60.0,50,0,0,0,1,68,0,0,0,48,9,236,91,1.9,4.9,0.0,0
Marquez Grayson,45794,HB,E CAROLINA,12,47,7,4,38.7,111,0,287,0,0,7,148,44.1,8,1,156,1,10,65.6,65.0,81.2,,79.9,58.2,61.4,79.2,42,0,9,3,27,74,0,0,3,50,5,287,148,3.15,6.1,0.33,0
Jameis Winston,9434,QB,FLORIDA ST,13,24,8,2,23.5,48,0,45,0,0,5,32,27.8,7,0,167,9,0,71.2,83.0,74.9,80.9,,,66.8,60.0,28,2,0,0,0,365,159,23,0,24,3,204,152,3.23,4.3,,0
Duvall Smith,12394,FB,GA STATE,10,47,1,1,30.8,32,0,104,2,0,1,72,3.0,2,0,175,1,28,57.9,45.7,81.9,,73.9,36.0,46.6,59.0,32,0,28,4,59,60,0,0,8,51,3,104,72,1.53,2.2,0.47,0
Arkeel Newsome,45733,HB,UCONN,12,47,8,3,30.2,58,0,192,1,2,8,114,41.8,7,0,146,3,12,26.5,62.3,81.9,,79.2,60.2,61.5,55.6,22,0,155,11,42,60,0,0,15,58,0,192,114,2.43,4.1,3.69,0
Nick Arbuckle,16351,QB,GA STATE,12,30,8,1,10.1,17,0,75,0,0,7,48,37.3,6,1,175,8,1,51.2,82.2,64.0,83.6,63.8,57.2,53.7,60.0,21,3,0,0,0,300,93,17,0,30,2,168,117,2.49,3.6,,0
Kendal Thompson,11451,QB,UTAH,7,31,5,3,19.1,49,0,150,0,0,5,64,33.3,9,0,328,1,11,60.9,73.6,81.2,73.8,,,64.2,60.0,18,1,0,0,0,106,106,15,0,31,1,256,96,2.09,5.6,,0
Anthony Maddie,21288,QB,N ILLINOIS,9,40,7,2,24.7,48,0,142,0,0,5,77,24.1,7,0,254,2,18,79.0,58.5,80.0,53.7,,,60.9,60.0,27,0,0,0,0,103,52,6,0,40,1,194,133,2.89,4.2,,0
