player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Jeremy McNichols,11917,HB,BOISE ST,12,238,49,21,52.4,705,0,1346,0,8,49,832,68.9,33,64,120,3,115,74.1,83.1,88.3,,66.9,90.2,79.4,59.4,88,0,462,51,284,283,0,0,56,289,20,1346,832,3.5,5.7,1.63,98
Peyton Barber,10927,HB,AUBURN,13,237,31,9,18.1,184,1,1016,2,6,31,487,30.7,21,75,115,1,128,91.6,78.9,53.0,,50.0,56.5,77.3,86.4,36,1,112,11,141,318,0,0,15,248,13,1016,487,2.05,4.3,0.79,86
Paul Perkins,10783,HB,UCLA,13,236,73,17,39.9,532,0,1333,2,13,73,844,115.6,31,71,324,1,104,91.5,86.7,87.6,,71.3,63.9,89.4,50.0,82,0,247,30,263,264,0,0,41,266,14,1333,844,3.58,5.6,0.94,120
DeAndre Washington,10777,HB,TEXAS TECH,13,230,55,25,43.1,642,0,1491,2,12,55,801,86.1,49,75,315,3,44,73.2,77.5,44.8,,80.4,61.0,80.0,77.6,80,2,389,41,418,335,0,0,56,271,14,1491,801,3.48,6.5,0.93,151
Don Jackson,11150,HB,NEVADA,13,229,25,13,37.6,408,0,1084,2,0,25,630,29.1,26,53,239,2,57,79.4,63.7,53.4,,76.6,52.5,63.5,59.9,62,1,78,7,110,288,0,0,12,236,9,1084,630,2.75,4.7,0.71,146
Dalvin Cook,11796,HB,FLORIDA ST,12,229,56,34,62.9,1066,0,1696,4,12,56,915,107.4,53,74,167,3,95,72.8,88.5,88.9,,49.5,62.5,90.2,75.6,94,0,244,24,196,277,0,0,29,253,19,1696,915,4.0,7.4,1.24,123
Marteze Waller,17499,HB,FRESNO ST,12,228,34,12,36.1,337,0,934,3,2,34,624,39.7,25,50,169,0,93,91.4,70.5,86.2,,64.8,52.3,73.7,54.4,64,0,155,20,234,276,0,0,26,248,5,934,624,2.74,4.1,0.66,124
Devine Redding,45841,HB,INDIANA,13,227,26,14,38.8,393,0,1012,1,2,26,476,24.6,31,52,190,0,74,91.5,69.0,87.1,,66.2,54.5,69.3,58.8,66,0,83,12,157,267,0,0,17,239,9,1012,476,2.1,4.5,0.53,144
Mike Warren,45751,HB,IOWA STATE,12,227,20,15,38.6,517,0,1339,1,2,20,667,26.8,32,68,193,5,43,55.9,65.8,57.2,,66.3,57.8,66.4,55.8,76,1,70,14,201,272,0,0,21,241,5,1339,667,2.94,5.9,0.35,162
Samaje Perine,11869,HB,OKLAHOMA,13,226,50,21,43.1,584,0,1354,1,4,50,802,79.8,42,68,261,2,114,78.9,80.8,87.9,,84.6,61.7,79.2,68.2,72,0,104,14,189,328,0,0,18,240,16,1354,802,3.55,6.0,0.55,90
Myles Gaskin,45914,HB,WASHINGTON,13,226,61,19,46.9,610,0,1300,0,2,61,878,105.5,29,61,340,1,128,86.8,91.2,85.6,,80.5,52.1,90.9,59.8,86,0,18,6,135,246,0,0,8,232,14,1300,878,3.88,5.8,0.13,91
Travis Greene,17162,HB,BOWL GREEN,14,223,54,21,38.9,504,0,1295,0,10,54,658,75.5,44,73,122,1,123,89.2,83.6,61.3,,74.6,65.6,84.7,74.5,52,1,237,27,262,261,0,0,29,250,15,1295,658,2.95,5.8,0.9,76
Elijah Hood,11997,HB,N CAROLINA,14,219,49,25,45.8,672,0,1467,0,5,49,897,95.3,40,78,245,4,70,61.7,84.9,58.6,,81.0,63.4,85.1,63.1,67,1,72,13,190,329,0,0,14,232,17,1467,897,4.1,6.7,0.38,141
Sony Michel,27589,HB,GEORGIA,13,219,48,18,46.2,536,0,1160,2,15,48,725,85.1,30,52,173,2,79,86.8,80.1,88.0,,61.2,73.6,78.5,58.1,66,0,259,26,165,253,0,0,33,245,8,1160,725,3.31,5.3,1.57,133
Qadree Ollison,45934,HB,PITTSBURGH,13,212,19,14,42.7,481,0,1127,3,2,19,602,26.4,25,61,268,2,156,77.6,66.4,88.7,,48.0,45.3,69.4,58.2,71,0,77,14,170,258,0,0,21,226,11,1127,602,2.84,5.3,0.45,46
Chris Swain,11002,FB,NAVY,13,211,19,9,22.4,230,0,1025,1,0,19,560,23.8,18,71,237,2,34,76.9,65.8,61.2,,50.8,39.7,65.0,67.1,52,1,12,1,36,496,0,0,4,212,10,1025,560,2.65,4.9,0.33,9
Elijah McGuire,11943,HB,LA LAFAYET,12,211,33,12,33.3,355,0,1067,0,6,33,447,34.0,24,64,207,0,47,91.3,73.6,89.1,49.5,46.7,86.3,70.3,73.8,88,0,288,32,176,291,0,0,36,243,13,1067,447,2.12,5.1,1.64,154
Marlon Mack,11898,HB,USF,12,208,48,20,42.3,587,0,1387,2,3,48,684,74.9,43,57,327,3,101,77.5,82.7,50.5,,86.3,59.5,82.1,68.5,59,2,111,16,130,304,0,0,19,224,8,1387,684,3.29,6.7,0.85,88
Darius Jackson,10850,HB,E MICHIGAN,12,208,28,19,46.3,505,0,1090,2,12,28,501,42.1,34,57,160,2,84,77.5,66.7,60.2,56.9,80.9,60.4,66.5,69.1,63,1,201,21,293,275,0,0,30,229,14,1090,501,2.41,5.2,0.69,113
James Butler,45966,HB,NEVADA,13,208,57,20,47.8,652,0,1364,1,1,57,860,111.5,38,61,239,1,43,85.3,86.3,50.3,,83.6,55.5,85.1,60.7,91,1,44,7,99,255,0,0,12,215,10,1364,860,4.13,6.6,0.44,147
Deshaun Watson,11767,QB,CLEMSON,15,153,25,13,31.0,364,0,791,0,0,18,261,20.1,35,62,140,6,58,85.4,85.7,78.2,85.0,,56.0,68.1,60.8,63,2,0,0,4,525,383,54,0,153,12,1174,402,1.94,5.7,0.0,32
Demario Richard,27031,HB,ARIZONA ST,12,207,46,18,38.5,423,0,1098,6,9,46,653,72.3,30,52,110,3,89,69.5,75.7,88.0,,70.6,62.0,77.0,69.2,61,0,320,33,265,281,0,0,45,240,7,1098,653,3.15,5.3,1.21,106
Jacobi Owens,45647,HB,AIR FORCE,14,205,15,11,30.2,319,0,1055,1,0,15,511,18.2,24,59,101,4,56,58.6,68.1,91.0,,69.5,36.9,66.7,64.6,65,0,0,0,46,586,0,0,1,205,7,1055,511,2.49,5.1,0.0,36
Conor Hundley,16449,HB,AKRON,13,204,27,11,25.5,231,0,905,1,1,27,589,38.3,28,51,102,0,82,91.2,80.4,87.4,,86.7,58.3,77.0,71.7,32,0,70,7,116,330,0,0,10,211,10,905,589,2.89,4.4,0.6,106
Joseph Yearby,46026,HB,MIAMI FL,13,203,48,14,32.7,325,0,995,1,6,48,562,66.1,31,44,220,0,51,91.1,76.3,87.5,,73.2,62.8,76.3,63.5,42,0,273,23,190,235,0,0,34,226,6,995,562,2.77,4.9,1.44,127
Brandon Burks,11306,HB,TROY,12,202,26,10,40.1,409,1,1020,5,7,26,673,47.6,23,47,318,2,66,77.7,68.0,87.4,,65.1,52.1,71.0,64.1,92,1,304,29,264,241,0,0,41,231,7,1020,673,3.33,5.0,1.15,109
Zack Langer,16743,HB,TULSA,11,201,11,6,20.2,156,0,772,0,0,11,518,13.8,15,62,320,3,100,66.9,62.4,84.1,,90.1,63.0,60.1,61.8,46,1,61,4,69,219,0,0,4,205,18,772,518,2.58,3.8,0.88,73
Matt Breida,12271,HB,GA SOUTHRN,13,201,30,27,60.3,978,0,1623,0,0,30,725,53.0,44,67,174,2,75,76.3,80.7,86.1,,66.2,60.7,78.7,58.5,87,1,6,3,38,338,0,0,4,204,17,1623,725,3.61,8.1,0.16,97
Travon McMillian,45711,HB,VA TECH,13,200,24,13,34.6,363,0,1050,3,1,24,466,27.5,25,53,337,1,73,85.1,71.6,85.7,,78.3,55.7,71.4,59.8,63,0,64,12,93,254,0,0,17,212,7,1050,466,2.33,5.3,0.69,109
Kenneth Dixon,10768,HB,LA TECH,11,197,54,17,49.2,524,1,1064,2,16,54,645,98.8,28,59,208,4,88,60.7,81.5,12.2,,73.0,75.6,80.8,60.0,65,3,480,35,202,252,0,0,44,232,19,1064,645,3.27,5.4,2.38,81
Paul Harris,45792,HB,HAWAII,12,197,21,13,37.2,419,0,1126,0,6,21,477,31.0,33,46,180,2,56,76.3,69.3,86.8,,45.7,64.3,69.9,57.3,95,0,151,14,154,220,0,0,16,211,6,1126,477,2.42,5.7,0.98,125
Shock Linwood,45820,HB,BAYLOR,12,197,60,24,44.2,586,0,1326,0,2,60,697,106.5,43,66,118,2,98,76.1,85.3,20.2,,80.8,64.4,84.1,65.3,79,2,71,9,115,245,0,0,9,206,10,1326,697,3.54,6.7,0.62,68
Jordan Howard,10784,HB,INDIANA,9,196,33,20,37.3,452,0,1213,1,5,33,723,67.7,35,67,190,1,53,87.4,88.0,85.8,,85.0,63.6,85.7,60.1,37,0,106,11,101,219,0,0,14,207,9,1213,723,3.69,6.2,1.05,134
Dare Ogunbowale,12329,HB,WISCONSIN,13,194,36,10,25.7,211,1,821,5,12,36,420,45.2,24,33,349,0,140,90.9,72.2,28.0,60.0,86.8,69.3,70.9,70.8,35,2,299,36,235,229,0,0,48,230,7,821,420,2.16,4.2,1.27,45
Ray Lawry,45939,HB,DOMINION,11,194,40,17,41.0,470,0,1147,2,3,40,607,62.6,36,55,263,3,28,67.5,71.6,87.3,,56.7,56.1,74.2,57.1,57,0,153,21,214,235,0,0,28,215,11,1147,607,3.13,5.9,0.71,142
Chase Price,11479,HB,S DIEGO ST,14,190,32,12,29.4,298,0,1012,0,1,32,510,43.6,24,52,284,2,120,75.2,71.1,3.0,,37.1,74.2,69.8,56.5,56,2,118,13,74,228,0,0,16,203,6,1012,510,2.68,5.3,1.59,58
Kalif Phillips,12116,HB,CHARLOTTE,11,189,62,16,36.9,358,0,969,0,2,62,621,106.2,29,58,136,1,73,84.3,78.3,86.5,,58.8,64.1,78.2,54.7,39,0,79,9,117,226,0,0,12,198,5,969,621,3.29,5.1,0.68,71
Anthone Taylor,18041,HB,BUFFALO,11,188,25,6,14.9,124,0,835,2,3,25,471,34.2,20,38,126,0,44,90.9,68.0,87.0,,74.9,54.2,68.4,58.2,29,0,101,17,152,202,0,0,22,205,3,835,471,2.51,4.4,0.66,121
Alex Gardner,28346,HB,FIU,12,186,22,8,21.3,162,0,760,4,19,22,392,35.1,20,53,166,1,51,85.2,72.0,87.6,,74.4,86.2,67.7,56.3,36,0,442,60,235,235,0,0,66,246,9,760,392,2.11,4.1,1.88,128
Kenneth Farrow,10988,HB,HOUSTON,12,184,29,16,41.0,391,0,954,0,5,29,467,44.5,24,44,182,1,42,74.7,75.2,55.5,,77.8,58.1,72.3,86.3,44,1,118,10,139,284,0,0,10,194,12,954,467,2.54,5.2,0.85,116
Jordan Canzeri,18311,HB,IOWA,12,184,12,13,40.8,400,0,981,2,6,12,386,18.5,22,50,192,3,45,66.1,69.0,88.6,,62.4,67.0,68.1,58.3,75,0,210,20,137,212,0,0,26,204,12,981,386,2.1,5.3,1.53,136
Jalen Richard,11395,HB,SO MISS,13,184,33,15,43.8,483,0,1104,1,10,33,605,66.1,27,48,296,4,49,58.3,76.3,86.8,,65.4,62.1,78.4,60.0,64,0,285,30,224,212,0,0,34,214,14,1104,605,3.29,6.0,1.27,116
Arkeel Newsome,45733,HB,UCONN,13,183,26,8,32.3,259,0,801,4,12,26,456,41.5,20,37,146,1,88,84.2,69.8,88.2,,74.4,81.2,64.9,59.0,90,0,465,45,229,225,0,0,58,228,6,801,456,2.49,4.4,2.03,62
Greg Ward,12258,QB,HOUSTON,14,131,40,14,30.6,368,0,672,1,0,28,345,56.3,44,68,182,8,32,62.7,82.7,89.9,73.8,,29.8,78.8,60.1,47,1,0,0,3,494,529,52,2,131,21,1201,613,3.35,6.6,0.0,37
Saquon Barkley,45791,HB,PENN STATE,11,182,60,21,53.2,576,0,1082,4,7,60,695,126.7,34,51,266,2,90,75.1,81.4,87.0,,61.1,57.3,83.6,56.8,56,0,162,20,160,214,0,0,30,202,7,1082,695,3.82,5.9,1.01,82
De'Veon Smith,45671,HB,MICHIGAN,12,180,44,9,30.7,232,0,755,2,8,44,516,74.9,15,31,222,1,137,83.3,77.9,54.9,,51.0,63.2,80.1,77.4,60,1,159,19,191,210,0,0,24,199,5,755,516,2.87,4.2,0.83,38
Kareem Hunt,11841,HB,TOLEDO,9,179,43,15,41.6,405,0,974,2,5,43,597,84.3,27,52,316,1,93,90.7,78.7,84.1,,83.7,47.3,80.7,60.4,41,0,45,11,135,193,0,0,15,190,12,974,597,3.34,5.4,0.33,68
Karson Roberts,17721,QB,AIR FORCE,14,174,18,8,30.2,226,0,737,0,0,17,355,19.8,17,43,101,9,49,33.7,61.9,72.8,70.8,,91.7,50.8,60.0,51,2,20,1,2,680,11,4,1,175,10,748,365,2.05,4.2,10.0,11
Quinton Flowers,46580,QB,USF,13,128,35,11,29.1,310,0,693,0,0,19,253,29.3,35,57,327,4,60,64.2,78.1,65.1,69.6,,51.1,75.9,60.0,67,3,0,0,2,480,372,48,0,128,12,1065,405,2.3,6.1,0.0,16
Robert Lowe,19368,HB,TEXAS ST,11,174,21,13,40.2,362,0,901,3,3,21,570,41.2,26,42,314,1,65,83.4,66.6,58.4,,69.0,44.3,71.5,55.1,59,1,146,17,202,282,0,0,27,191,7,901,570,3.28,5.2,0.72,86
Jarveon Williams,45938,HB,UTSA,11,172,41,14,46.7,488,0,1045,1,2,41,521,72.0,28,50,331,0,76,90.7,66.8,85.4,,42.2,53.1,68.7,67.2,85,1,67,9,148,257,0,0,11,181,8,1045,521,3.03,6.1,0.45,68
Jordan Johnson,12146,HB,BUFFALO,12,172,32,11,37.7,308,1,816,0,0,32,402,41.3,19,45,126,1,35,82.7,71.1,45.1,,81.3,57.7,69.9,64.1,48,2,69,9,91,196,0,0,11,181,12,816,402,2.34,4.7,0.76,112
Ito Smith,45932,HB,SO MISS,14,171,46,23,59.1,667,0,1128,6,18,46,630,107.2,31,43,296,2,24,74.9,82.8,87.3,,71.0,78.5,81.8,60.9,75,0,513,49,236,208,0,0,60,220,10,1128,630,3.68,6.6,2.17,122
Dalyn Dawkins,39541,HB,COLO STATE,12,170,21,11,28.7,254,0,886,2,4,21,414,31.4,28,38,144,4,81,55.2,66.2,86.7,,56.2,66.2,65.5,66.0,42,0,182,24,164,203,0,0,34,194,2,886,414,2.44,5.2,1.11,72
Justin Davis,12202,HB,USC,13,168,30,14,36.5,323,1,884,2,10,30,504,64.5,24,49,326,1,98,82.6,85.6,50.0,,49.0,66.5,88.0,60.3,43,1,189,18,160,192,0,0,23,186,7,884,504,3.0,5.3,1.18,70
Markell Jones,45858,HB,PURDUE,12,168,19,11,38.0,331,0,871,1,4,19,374,25.3,18,40,273,4,57,56.0,71.7,85.8,,63.9,60.5,74.0,61.4,68,1,240,34,231,214,0,0,44,202,10,871,374,2.23,5.2,1.04,99
Michael Gordon,17823,HB,ARK STATE,13,166,33,15,43.8,465,0,1051,0,5,33,541,68.8,28,42,113,1,67,82.1,70.6,84.9,,48.7,64.5,71.5,56.1,73,0,86,14,155,237,0,0,19,180,9,1062,541,3.26,6.4,0.55,87
Chris Hairston,18101,HB,E CAROLINA,12,166,19,12,42.0,318,0,758,1,8,19,427,35.6,23,40,156,1,51,82.9,70.6,58.2,,62.1,58.7,71.7,78.9,45,1,191,29,258,246,0,0,31,195,8,758,427,2.57,4.6,0.74,93
L.A. Ramsby,28400,HB,GA SOUTHRN,13,166,22,10,30.1,246,0,817,0,2,22,425,36.1,20,56,174,2,66,71.7,71.6,85.4,,64.5,62.5,71.0,55.5,46,0,14,4,40,255,0,0,4,170,13,817,425,2.56,4.9,0.35,78
Devante Mays,11994,HB,UTAH ST,13,165,24,12,40.9,401,0,981,0,0,24,470,41.2,26,45,329,0,50,90.5,77.1,85.0,,76.2,51.3,76.8,43.6,61,0,9,1,67,198,0,0,2,166,9,981,470,2.85,5.9,0.13,102
Joe Hubener,46389,QB,KANSAS ST,13,145,15,14,37.7,287,0,662,0,0,12,281,16.0,21,56,199,7,51,57.3,58.2,70.7,57.7,,54.8,58.8,60.6,34,2,0,0,3,381,100,20,0,145,13,762,312,1.89,4.6,0.0,24
D'Angelo Brewer,45951,HB,TULSA,11,164,25,10,27.3,230,0,841,1,5,25,378,38.8,23,38,320,1,86,81.8,69.3,84.8,,83.0,64.8,67.2,57.5,48,0,106,14,134,181,0,0,16,178,6,841,378,2.3,5.1,0.79,61
D'Andre Ferby,27392,HB,W KENTUCKY,13,164,27,4,14.7,96,0,654,2,2,27,363,37.1,13,48,346,0,91,90.4,66.2,41.7,,70.4,47.8,68.7,55.8,35,1,33,9,138,178,0,0,12,173,10,654,363,2.21,4.0,0.24,65
Taquan Mizzell Sr.,45675,HB,VIRGINIA,12,163,15,6,23.0,154,0,671,5,22,15,370,35.3,19,31,335,4,73,66.7,73.8,39.1,,80.6,91.2,64.6,48.4,36,3,721,75,327,258,0,0,99,238,4,671,370,2.27,4.1,2.2,64
Jamauri Bogan,30634,HB,W MICHIGAN,13,162,17,15,51.6,548,0,1063,0,0,17,454,28.9,28,65,347,2,38,81.5,73.0,83.5,,65.4,50.5,72.0,70.4,76,0,15,3,55,190,0,0,5,165,16,1063,454,2.8,6.6,0.27,113
Rushel Shell,12053,HB,W VIRGINIA,13,161,20,8,25.6,181,0,706,0,3,20,319,25.9,17,41,343,2,43,71.6,71.7,88.0,,90.1,52.2,72.4,75.9,43,0,107,15,153,232,0,0,18,176,8,706,319,1.98,4.4,0.7,108
Thomas Sirk,22589,QB,DUKE,12,146,19,8,28.9,244,0,764,1,0,15,335,23.6,24,45,154,3,36,73.5,69.0,89.8,69.1,,56.8,60.4,60.3,73,0,0,0,2,427,80,15,0,146,8,844,393,2.44,5.2,0.0,34
Ke'Shawn Vaughn,45866,HB,ILLINOIS,11,157,28,9,41.9,301,0,718,5,4,28,472,55.6,12,29,187,2,41,71.1,58.4,17.2,,66.0,43.4,62.3,47.4,78,2,120,16,147,191,0,0,26,173,6,718,472,3.01,4.6,0.82,104
Rodney Smith,26306,HB,MINNESOTA,12,157,20,7,24.5,164,0,670,1,5,20,429,39.5,14,30,225,0,84,90.3,70.7,86.8,,68.6,68.1,69.6,63.1,37,0,124,16,146,200,0,0,20,173,2,670,429,2.73,4.3,0.85,64
C.J. Prosise,10724,HB,NOTRE DAME,11,156,43,19,49.7,508,0,1023,2,5,43,442,74.7,36,50,258,4,59,52.7,79.3,85.8,,67.9,57.0,83.2,68.7,91,0,308,26,186,209,0,0,32,182,11,1023,442,2.83,6.6,1.66,91
Jeff Wilson Jr.,29413,HB,N TEXAS,10,155,28,13,34.8,289,1,831,4,5,28,452,57.6,27,48,251,5,80,39.5,68.0,17.2,,79.2,35.9,73.9,60.1,38,3,77,12,158,217,0,0,19,167,1,831,452,2.92,5.4,0.49,65
Anthony Wales,45945,HB,W KENTUCKY,10,154,23,19,41.8,453,0,1085,2,12,23,457,57.4,33,56,346,2,96,71.5,75.9,86.9,,42.5,63.4,78.4,73.5,47,0,225,27,206,166,0,0,29,181,9,1085,457,2.97,7.0,1.09,45
Jasen Oden Jr.,17007,HB,COLO STATE,12,154,23,7,25.1,189,0,752,0,1,23,390,37.5,16,44,144,2,80,70.3,69.6,86.6,,78.5,64.0,68.0,57.4,42,0,50,8,76,176,0,0,8,162,6,752,390,2.53,4.9,0.66,62
Jarvion Franklin,30845,HB,W MICHIGAN,13,153,16,11,36.7,265,0,722,0,7,16,411,36.3,18,32,347,3,42,61.1,63.4,12.8,,69.1,74.2,62.1,47.5,54,2,184,17,134,191,0,0,23,170,5,722,411,2.69,4.7,1.37,101
Ronald Jones,34001,HB,USC,14,153,34,16,48.2,474,0,983,2,2,34,573,84.3,27,44,326,2,71,63.4,78.7,85.1,,51.4,35.1,81.6,60.0,74,0,39,7,88,159,0,0,9,160,8,983,573,3.75,6.4,0.44,82
Doroland Dorceus,45790,HB,MEMPHIS,13,153,36,4,13.7,90,0,657,3,10,36,355,65.1,16,40,218,1,79,80.6,70.4,86.2,,73.7,55.9,70.8,70.0,35,0,217,11,168,210,0,0,16,164,8,657,355,2.32,4.3,1.29,44
Xavier Jones,45742,HB,SMU,12,152,30,8,29.7,191,0,644,2,7,30,397,53.4,16,32,287,5,65,42.6,67.8,84.9,,74.0,64.2,66.9,59.3,35,0,215,29,113,197,0,0,35,181,10,644,397,2.61,4.2,1.9,58
