player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Ito Smith,45932,HB,SO MISS,13,248,51,18,42.6,603,0,1414,3,8,51,742,61.3,42,72,296,3,84,74.7,79.5,88.4,,75.8,60.2,82.2,66.2,89,0,392,40,298,382,0,0,54,288,13,1414,742,2.99,5.7,1.32,149
Royce Freeman,45747,HB,OREGON,12,243,53,22,37.2,547,0,1472,2,7,53,823,78.8,50,82,264,2,89,80.4,82.4,86.4,,51.2,60.0,82.1,77.3,59,0,165,15,160,322,0,0,18,258,16,1472,823,3.39,6.1,1.03,151
Terry Swanson,45948,HB,TOLEDO,13,242,39,21,42.5,576,0,1356,1,6,39,759,53.9,41,65,316,2,104,79.4,75.0,85.3,,82.7,72.4,72.2,59.2,71,0,194,20,164,260,0,0,23,262,14,1356,759,3.14,5.6,1.18,138
Derrius Guice,45664,HB,LSU,12,237,44,13,29.6,371,0,1255,0,4,44,758,60.2,27,65,211,2,130,87.5,88.1,54.4,,68.9,81.4,85.8,51.2,59,1,124,18,97,307,0,0,21,255,11,1255,758,3.2,5.3,1.28,96
Aeris Williams,45850,HB,MISS STATE,13,236,30,10,22.5,249,0,1106,1,5,30,640,37.7,18,56,227,1,93,87.3,72.8,87.8,,62.9,56.7,73.9,66.2,59,0,142,16,220,397,0,0,21,252,6,1106,640,2.71,4.7,0.65,143
Jarvion Franklin,30845,HB,W MICHIGAN,12,235,47,16,37.0,452,0,1222,1,0,47,679,56.6,32,66,347,2,53,79.3,70.6,52.3,27.6,70.1,46.8,72.6,76.6,72,1,35,5,169,270,0,0,6,240,11,1222,679,2.89,5.2,0.21,182
TaQuon Marshall,39457,QB,GA TECH,11,202,35,15,43.4,541,0,1053,0,0,24,431,25.4,30,84,176,12,101,31.7,59.7,88.7,58.0,,,58.7,60.0,78,0,0,0,0,559,194,30,0,202,17,1247,566,2.44,5.4,,13
Rodney Smith,26306,HB,MINNESOTA,12,228,43,10,24.6,240,0,976,1,2,43,718,57.6,26,49,225,3,51,74.8,67.3,86.3,,76.6,61.6,66.5,56.7,51,1,105,18,138,295,0,0,20,246,3,976,718,3.15,4.3,0.76,154
Dalyn Dawkins,39541,HB,COLO STATE,13,226,50,20,44.1,617,0,1398,2,9,50,743,77.0,41,65,144,2,45,79.4,80.9,88.1,,29.4,75.2,82.0,66.1,76,0,310,26,250,261,0,0,32,252,8,1398,743,3.29,6.2,1.24,178
Nick Chubb,45783,HB,GEORGIA,15,223,53,23,45.8,615,0,1344,0,2,53,839,91.2,42,61,173,0,73,91.4,92.0,86.5,,58.7,64.1,90.3,62.0,55,0,30,4,67,266,0,0,5,227,15,1344,839,3.76,6.0,0.45,148
Myles Gaskin,45914,HB,WASHINGTON,13,222,44,24,46.0,633,0,1377,0,12,44,792,82.9,40,75,340,2,118,78.6,82.3,87.2,,65.7,78.0,80.3,49.4,69,0,232,19,169,254,0,0,24,241,21,1377,792,3.57,6.2,1.37,103
Saquon Barkley,45791,HB,PENN STATE,13,218,39,19,56.6,720,0,1272,5,14,39,772,69.0,29,59,266,0,75,91.3,84.4,87.3,72.7,57.2,86.2,84.3,59.3,92,0,625,54,321,307,0,0,65,272,18,1272,772,3.54,5.8,1.95,135
Jordan Ellis,30806,HB,VIRGINIA,13,215,41,9,21.4,180,0,841,3,8,41,545,52.6,17,53,335,0,91,91.3,73.3,88.2,,77.1,61.0,71.7,65.6,25,1,136,21,188,290,0,0,27,236,7,841,545,2.53,3.9,0.72,115
Alexander Mattison,45817,HB,BOISE ST,14,213,40,14,35.5,387,1,1089,4,6,40,687,61.6,29,55,120,2,87,86.5,75.7,60.0,,67.6,61.0,77.8,59.1,70,1,289,28,252,264,0,0,33,241,12,1089,687,3.23,5.1,1.15,125
Lexington Thomas,45774,HB,UNLV,12,213,44,19,49.2,663,0,1348,1,3,44,741,74.0,39,66,325,0,61,91.2,79.5,58.7,,65.7,55.7,82.0,55.0,62,1,143,8,161,325,0,0,11,221,17,1348,741,3.48,6.3,0.89,151
Zack Moss,40341,HB,UTAH,13,213,64,21,36.2,420,0,1161,2,11,64,753,109.6,40,72,328,2,80,78.2,82.1,88.6,,73.5,58.6,84.5,72.8,58,0,243,29,254,349,0,0,35,242,10,1161,753,3.54,5.5,0.96,133
Arion Worthman,25439,QB,AIR FORCE,10,200,13,8,27.3,260,0,899,0,0,11,258,7.1,27,63,101,18,40,29.7,55.3,88.4,55.2,,89.8,53.6,60.0,52,0,24,1,4,558,53,12,1,201,13,952,309,1.46,4.5,6.0,79
Caleb Huntley,57156,HB,BALL ST,12,210,21,10,26.4,263,0,998,1,3,21,675,35.7,21,47,117,2,55,77.2,77.4,85.1,,69.1,53.9,76.9,56.3,52,0,26,6,98,240,0,0,8,216,3,998,675,3.21,4.8,0.27,155
Dontrell Hilliard,45691,HB,TULANE,12,209,39,16,42.1,458,0,1088,1,2,39,659,59.9,24,59,319,0,39,91.3,76.4,4.1,50.8,65.1,64.8,77.6,58.2,75,4,109,7,117,319,0,0,8,216,12,1088,659,3.15,5.2,0.93,169
Josh Adams,45662,HB,NOTRE DAME,13,206,44,17,56.0,802,0,1431,2,3,44,1019,106.2,29,56,258,0,108,91.1,76.1,87.1,,69.6,52.4,78.0,68.4,84,0,101,13,212,289,0,0,20,219,9,1431,1019,4.95,6.9,0.48,97
KirVonte Benson,13449,FB,GA TECH,11,203,40,8,25.4,264,0,1041,1,0,40,667,64.1,19,48,176,3,52,67.0,67.3,61.9,,62.3,46.6,67.1,64.9,65,1,16,2,41,470,0,0,5,205,6,1041,667,3.29,5.1,0.39,11
Lamar Jackson,46416,QB,LOUISVILLE,13,151,50,29,41.9,737,0,1270,0,0,33,607,87.9,61,91,210,12,60,38.0,87.1,66.8,75.3,,47.2,86.8,60.0,75,3,0,0,2,352,488,51,0,151,18,1758,904,4.48,8.7,0.0,77
L.J. Scott,45940,HB,MICH STATE,12,201,36,11,29.7,266,0,897,2,5,36,618,57.0,20,46,223,5,137,51.8,64.8,55.9,,58.2,62.2,65.8,52.2,44,1,146,20,184,257,0,0,24,221,8,897,618,3.07,4.5,0.79,62
Emmanuel Reed,33882,HB,BUFFALO,12,200,19,7,20.2,169,0,836,2,1,19,406,19.2,20,39,126,3,69,67.9,63.1,49.6,,25.3,51.9,66.8,55.9,55,1,116,11,153,232,0,0,15,211,9,836,406,2.03,4.2,0.76,128
Demario Richard,27031,HB,ARIZONA ST,12,198,27,11,32.2,331,0,1027,0,3,27,562,41.3,23,66,110,0,75,91.0,81.1,48.2,,66.0,59.3,80.7,84.2,63,1,67,8,163,246,0,0,12,206,12,1027,562,2.84,5.2,0.41,123
Nyheim Hines,48103,HB,NC STATE,13,196,37,15,44.2,491,0,1111,2,9,37,737,77.9,26,48,248,0,17,91.4,76.7,88.7,,77.3,58.2,79.1,50.0,83,0,152,26,192,247,0,0,33,222,12,1111,737,3.76,5.7,0.79,177
D'Ernest Johnson,45734,HB,USF,12,195,38,9,27.5,224,0,815,1,5,38,515,55.7,23,47,327,0,88,91.5,73.6,85.8,,81.2,62.2,71.7,71.6,50,0,140,9,161,278,0,0,14,204,7,815,515,2.64,4.2,0.87,101
J.K. Dobbins,57366,HB,OHIO STATE,14,194,31,20,46.4,649,0,1400,0,1,31,824,62.9,38,62,260,1,55,84.5,82.0,86.5,,54.0,63.1,85.0,60.1,77,0,135,22,205,294,0,0,26,216,7,1400,824,4.25,7.2,0.66,136
AJ Ouellette,45974,HB,OHIO,13,194,19,10,30.4,306,0,1007,0,0,19,500,24.0,22,58,259,3,45,66.7,65.7,89.1,,81.8,64.0,64.7,51.7,63,0,97,10,117,254,0,0,13,204,7,1007,500,2.58,5.2,0.83,148
Cam Akers,57206,HB,FLORIDA ST,13,193,41,13,38.4,390,0,1015,1,5,41,707,80.6,29,55,167,2,47,76.1,87.4,86.7,87.3,66.0,72.9,84.9,50.8,63,0,116,16,114,207,0,0,18,209,7,1015,707,3.66,5.3,1.02,142
Aaron Duckworth,45803,HB,IDAHO,12,193,27,14,35.9,365,0,1016,1,4,27,591,45.9,28,47,185,2,118,77.3,71.7,86.5,,42.6,59.0,73.2,72.2,74,0,187,14,168,219,0,0,16,207,4,1016,591,3.06,5.3,1.11,67
Ralph Webb,45802,HB,VANDERBILT,12,192,14,9,29.5,242,0,820,4,1,14,423,16.1,18,39,333,4,81,57.9,55.5,88.5,,67.2,45.3,57.4,64.1,38,0,188,13,221,219,0,0,21,205,10,820,423,2.2,4.3,0.85,110
Patrick Laird,28219,HB,CAL,11,191,39,17,40.6,456,1,1124,2,9,39,626,66.7,33,58,130,5,64,63.0,72.9,87.4,,42.4,63.2,76.4,56.3,73,1,321,45,301,218,0,0,53,236,8,1124,626,3.28,5.9,1.07,124
Justin Crawford,29310,HB,W VIRGINIA,12,191,22,15,32.5,343,0,1057,2,2,22,505,31.9,35,59,343,3,72,65.9,66.0,86.2,,78.4,44.9,67.9,52.3,42,1,38,8,171,205,0,0,11,199,7,1057,505,2.64,5.5,0.22,103
John Kelly Jr.,34761,HB,TENNESSEE,11,189,38,13,38.0,296,0,778,3,14,38,609,74.1,21,38,307,1,35,84.5,76.3,20.8,60.4,70.3,69.7,77.3,56.9,38,2,299,37,195,220,0,0,45,226,9,778,609,3.22,4.1,1.53,144
Larry Rose III,39604,HB,NEW MEX ST,12,188,36,14,34.7,322,0,928,6,12,36,533,55.8,28,52,242,1,1,86.0,70.6,63.1,,51.4,67.5,73.1,61.6,40,1,522,56,356,232,0,0,79,244,10,928,533,2.84,4.9,1.47,183
Rodney Anderson,35170,HB,OKLAHOMA,14,188,30,22,46.1,535,0,1161,2,5,30,731,66.4,34,47,261,0,102,90.8,80.3,86.3,,73.7,72.5,79.9,54.8,58,0,281,17,177,263,0,0,21,205,13,1161,731,3.89,6.2,1.59,83
Shai Werts,40384,QB,GA SOUTHRN,11,145,20,9,24.6,211,0,540,0,0,16,361,27.3,31,44,174,12,34,29.0,54.0,50.5,54.4,,81.8,55.3,60.1,42,4,30,1,2,478,318,43,1,146,3,858,557,2.96,4.6,15.0,81
Ish Witter,45834,HB,MISSOURI,13,188,24,13,27.4,286,0,1042,0,1,24,561,37.5,35,60,229,1,90,83.9,75.1,84.5,,80.5,71.0,71.4,76.5,52,0,87,11,116,210,0,0,12,199,6,1042,561,2.98,5.5,0.75,98
Jeff Wilson Jr.,29413,HB,N TEXAS,11,188,37,20,51.0,615,0,1207,0,7,37,661,73.0,38,69,251,5,66,57.5,77.2,49.4,,59.7,73.2,77.7,47.9,66,1,165,24,148,221,0,0,25,212,16,1207,661,3.52,6.4,1.11,119
Quinton Flowers,46580,QB,USF,12,128,27,15,25.4,297,0,637,0,0,21,267,34.2,53,66,327,7,66,60.2,81.1,68.3,76.9,,,72.3,60.2,44,4,0,0,0,528,532,57,0,128,11,1169,430,2.32,6.3,,35
Marquis Young,45950,HB,UMASS,12,183,31,15,53.7,529,0,986,5,10,31,514,53.1,27,40,216,1,75,84.2,62.1,59.0,,62.9,49.5,65.8,56.5,95,1,274,34,244,216,0,0,42,217,9,986,514,2.81,5.4,1.12,83
Xavier Jones,45742,HB,SMU,13,183,41,18,47.2,511,0,1082,1,5,41,556,70.9,31,51,287,2,91,74.1,75.8,85.6,,80.0,58.6,76.6,56.7,58,0,84,14,175,197,0,0,17,197,9,1082,556,3.04,5.9,0.48,85
Jalin Moore,27976,HB,APP STATE,11,183,29,16,44.5,460,0,1034,1,3,29,528,47.3,28,50,108,0,12,90.8,70.5,49.4,,90.6,57.6,69.3,65.6,58,1,164,12,123,230,0,0,19,195,12,1034,528,2.89,5.7,1.33,171
Alex Gardner,28346,HB,FIU,13,181,22,7,22.0,174,0,791,3,4,22,391,28.5,20,38,166,0,50,90.8,66.6,86.9,,78.4,48.4,67.1,60.4,34,0,65,16,146,238,0,0,22,197,6,791,391,2.16,4.4,0.45,131
Ian Eriksen,45798,HB,E MICHIGAN,12,180,23,8,27.1,216,0,796,1,2,23,456,32.5,17,39,160,1,74,83.5,68.8,86.4,,33.8,58.1,71.1,49.0,71,0,122,15,143,204,0,0,20,195,8,796,456,2.53,4.4,0.85,101
Keion Davis,35011,HB,MARSHALL,13,179,27,10,40.9,332,0,812,1,3,27,370,31.3,18,40,214,1,33,84.1,67.8,86.0,58.9,74.6,59.3,68.4,49.1,68,0,134,19,166,213,0,0,22,198,6,812,370,2.07,4.5,0.81,145
Boston Scott,39462,HB,LA TECH,13,179,41,17,36.3,377,0,1038,0,11,41,698,101.4,32,56,208,0,49,90.8,88.0,86.9,,53.2,68.0,90.2,62.9,45,0,183,21,184,241,0,0,24,200,8,1038,698,3.9,5.8,0.99,105
Darius Tice,45699,HB,USF,12,177,30,10,33.0,311,2,941,0,1,30,521,51.0,25,55,327,1,68,83.0,77.1,14.9,,90.6,59.2,72.5,88.1,54,3,13,2,81,246,0,0,3,179,11,941,521,2.94,5.3,0.16,108
Jonathan Ward,25859,HB,C MICHIGAN,13,176,35,15,46.9,463,1,988,5,21,35,696,97.6,25,40,134,2,68,75.3,74.9,63.4,48.3,73.4,67.2,75.7,80.9,79,2,494,51,299,254,0,0,79,227,10,988,696,3.95,5.6,1.65,96
Wesley Fields,34554,HB,GA SOUTHRN,12,174,29,11,33.7,268,0,795,1,1,29,390,36.3,17,44,174,3,26,63.9,66.4,35.8,,70.2,56.2,68.9,57.4,48,2,71,11,133,475,0,0,13,185,5,795,390,2.24,4.6,0.53,123
Kelly Bryant,34897,QB,CLEMSON,14,131,36,5,12.5,104,0,507,0,0,25,344,50.1,28,53,140,6,79,61.7,79.4,89.6,79.7,,60.0,64.3,60.0,47,2,0,0,1,405,325,42,0,131,11,832,464,2.68,4.8,0.0,33
Trayveon Williams,45775,HB,TEXAS A&M,12,173,17,7,34.8,278,0,799,9,2,17,479,27.3,14,30,312,2,59,73.8,58.3,85.3,,70.7,31.5,63.7,61.0,72,0,192,20,173,221,0,0,34,193,8,799,479,2.77,4.6,1.11,111
Glenn Smith,45723,WR,GA STATE,12,169,15,6,24.8,148,0,596,7,5,15,391,21.5,14,31,175,0,40,84.2,64.8,58.3,24.4,66.1,61.4,67.6,71.3,41,1,361,46,274,231,0,0,63,215,3,596,391,2.31,3.5,1.32,129
LaJuan Hunt,30469,HB,UTAH ST,13,169,23,7,32.6,270,0,828,2,2,23,473,35.3,16,37,329,2,66,73.3,69.9,85.6,,51.2,58.9,72.4,64.6,65,0,190,29,237,235,0,0,32,198,11,828,473,2.8,4.9,0.8,103
Jon Hilliman,45826,HB,BOSTON COL,13,167,28,5,24.4,155,0,636,6,3,28,415,40.3,13,33,121,3,80,63.3,67.6,88.1,57.7,42.3,52.8,70.7,70.1,45,0,154,24,182,208,0,0,33,191,5,636,415,2.49,3.8,0.85,83
Matt Colburn II,34388,HB,WAKE,13,166,12,14,44.0,398,0,904,0,1,12,436,19.3,28,46,339,0,35,90.5,69.5,87.2,,81.8,49.3,71.4,68.0,76,1,67,11,195,270,0,0,11,177,7,904,436,2.63,5.4,0.34,131
Ryan Nall,45753,HB,OREGON ST,11,166,22,10,33.9,273,0,806,2,6,22,520,45.7,19,45,265,3,70,63.8,76.6,85.4,,69.9,73.0,74.9,64.6,75,0,248,26,142,207,0,0,34,192,8,806,520,3.13,4.9,1.75,95
Karan Higdon,38565,HB,MICHIGAN,13,164,29,13,42.9,426,1,994,2,6,29,588,73.0,27,42,222,2,119,71.7,75.3,46.4,,60.0,43.9,79.5,58.6,77,2,114,8,131,183,0,0,13,172,11,994,588,3.59,6.1,0.87,43
Gus Edwards,46027,HB,RUTGERS,12,164,33,7,26.9,192,0,713,2,2,33,574,69.2,14,38,278,2,28,72.1,77.9,85.3,,36.8,60.3,79.3,62.8,74,0,103,13,119,199,0,0,17,177,6,713,574,3.5,4.3,0.87,136
Derrick Gore,32342,HB,LA MONROE,12,164,29,7,23.1,135,1,584,1,4,29,396,45.0,14,38,209,3,30,62.2,66.2,85.1,,82.8,54.1,66.5,57.6,26,1,156,13,163,232,0,0,14,177,6,584,396,2.41,3.6,0.96,134
Kelton Moore,34571,HB,NEVADA,12,162,23,9,31.8,273,0,856,1,5,23,453,43.3,19,46,239,1,36,81.7,72.4,86.5,75.7,76.4,59.9,72.2,66.0,66,0,189,19,207,214,2,1,26,181,4,858,456,2.8,5.3,0.91,123
Travis Homer,45859,HB,MIAMI FL,13,163,31,16,47.9,465,0,970,4,8,31,661,87.4,31,44,220,1,38,81.9,74.4,56.3,,66.9,58.1,78.4,55.4,64,2,219,18,229,220,0,0,26,181,8,970,661,4.06,6.0,0.96,125
Shaun Wilson,45993,HB,DUKE,13,162,23,9,34.1,279,1,818,3,11,23,346,36.7,19,46,154,2,38,76.3,67.3,20.0,46.7,54.7,64.0,70.9,44.9,65,4,262,36,176,230,0,0,42,198,6,818,346,2.14,5.0,1.49,115
Tyler Nevens,52262,HB,S JOSE ST,11,162,17,6,16.8,112,0,667,0,0,17,390,24.7,15,35,285,4,63,50.4,68.3,82.9,,67.6,57.4,67.2,75.5,21,0,55,4,90,174,0,0,5,166,1,667,390,2.41,4.1,0.61,98
Nick Fitzgerald,46497,QB,MISS STATE,12,150,23,17,39.5,402,0,936,0,0,20,409,36.4,32,67,227,2,50,82.3,75.8,71.6,66.2,62.2,,77.2,60.1,45,3,0,0,0,440,81,10,0,150,14,1017,435,2.72,6.4,,75
Tyler King,57284,HB,MARSHALL,11,158,33,15,46.6,382,0,820,0,2,33,503,65.5,27,38,214,4,36,50.8,75.3,84.7,,52.5,65.8,75.3,63.2,90,0,97,12,117,172,0,0,17,170,7,820,503,3.18,5.2,0.83,121
Ryquell Armstead,45810,HB,TEMPLE,13,157,18,9,37.0,230,0,621,1,4,18,353,28.9,16,30,306,3,48,61.1,68.6,85.5,,81.2,59.4,68.4,58.1,56,0,75,14,152,201,0,0,17,171,5,621,353,2.25,4.0,0.49,107
Patrick Taylor,40448,HB,MEMPHIS,12,157,24,11,38.6,338,0,875,2,1,24,480,43.4,27,44,218,0,95,90.3,69.3,86.2,,59.0,50.6,72.7,61.3,66,0,148,19,176,203,0,0,26,176,13,875,480,3.06,5.6,0.84,61
Sony Michel,27589,HB,GEORGIA,14,157,36,23,56.2,707,0,1259,1,3,36,632,95.1,34,53,173,2,30,70.5,85.2,85.5,,74.6,56.8,85.6,58.4,75,1,64,8,120,177,0,0,16,165,16,1259,632,4.03,8.0,0.53,113
Kalen Ballage,45741,HB,ARIZONA ST,13,157,13,9,26.0,174,0,669,2,5,13,387,25.1,15,37,110,0,59,90.4,65.3,87.2,,65.0,55.0,67.8,55.3,35,0,91,20,224,214,0,0,32,177,6,669,387,2.46,4.3,0.41,95
Darnell Woolfolk,45756,HB,ARMY,10,157,12,7,22.8,185,0,812,0,0,12,446,21.7,14,50,114,0,32,90.4,74.3,88.6,,65.9,56.5,71.6,67.1,44,0,0,0,6,275,0,0,0,157,14,812,446,2.84,5.2,0.0,5
Jordan Wilkins,26618,HB,OLE MISS,12,155,32,16,47.7,482,1,1010,2,11,32,518,79.0,29,43,226,1,90,81.2,84.3,21.9,,76.9,82.6,83.2,56.2,64,2,244,27,167,178,0,0,31,182,9,1010,518,3.34,6.5,1.46,62
J.T. Barrett IV,46387,QB,OHIO STATE,14,127,15,8,20.5,184,0,657,0,0,7,237,10.3,26,57,260,5,46,87.0,81.4,74.2,75.4,,,75.4,60.0,37,3,0,0,0,424,239,27,0,127,12,896,366,2.38,5.8,,66
Jordan Chunn,45727,HB,TROY,10,153,15,9,35.9,275,0,767,2,8,15,396,32.9,16,38,318,3,36,62.1,66.9,85.7,,81.0,64.6,66.2,63.1,74,0,204,28,236,199,0,0,35,181,10,767,396,2.59,5.0,0.86,110
Jordan Mims,57209,HB,FRESNO ST,14,151,13,5,15.0,94,0,628,2,4,13,322,22.0,10,33,169,2,58,71.1,70.2,84.6,,62.5,63.5,68.4,83.9,24,0,143,14,111,181,0,0,19,165,6,628,322,2.13,4.2,1.29,90
Duke Catalon,35290,HB,HOUSTON,12,149,13,8,32.5,207,0,637,6,3,13,384,25.1,17,38,182,2,47,73.1,64.1,49.2,,67.3,35.7,72.2,61.3,52,1,86,15,176,192,0,0,23,164,8,637,384,2.58,4.3,0.49,99
Josh Cleveland,41604,HB,BOWL GREEN,12,147,29,12,41.6,331,1,796,1,5,29,461,67.1,23,34,122,4,35,48.2,60.7,38.3,,35.1,57.1,62.4,66.9,72,1,101,12,131,165,0,0,14,159,4,796,461,3.14,5.4,0.77,104
Jeremy Cox,46004,HB,DOMINION,9,146,34,8,34.3,215,0,626,1,8,34,524,90.8,14,27,263,4,43,49.9,64.8,85.4,,45.6,60.0,67.3,48.7,75,0,179,20,181,221,0,0,23,166,4,626,524,3.59,4.3,0.99,102
Alex Barnes,35859,HB,KANSAS ST,13,146,23,14,48.8,400,0,819,1,0,23,458,47.8,25,38,199,0,63,90.1,76.2,85.5,74.3,74.9,49.2,73.3,84.0,75,1,29,5,86,222,0,0,9,151,7,819,458,3.14,5.6,0.34,82
J.J. Taylor,25512,HB,ARIZONA,13,145,32,12,45.8,383,0,836,0,5,32,393,63.9,20,37,109,2,28,69.0,71.3,47.3,,71.1,68.0,68.6,75.7,79,3,45,12,131,244,0,0,13,157,5,836,393,2.71,5.8,0.34,117
Chris High,29096,HB,NAVY,11,145,30,4,15.6,97,0,620,1,0,30,419,59.8,9,31,237,0,26,90.2,62.5,57.9,,33.2,30.8,61.2,69.6,37,1,0,0,14,459,0,0,1,145,2,620,419,2.89,4.3,0.0,25
Khalil Tate,40237,QB,ARIZONA,11,132,33,23,58.1,856,0,1259,0,0,32,457,83.9,44,59,109,4,15,59.0,91.0,66.0,80.9,,,86.3,60.0,82,2,0,0,0,390,215,12,0,132,12,1474,637,4.42,10.2,,107
Darrel Williams,13014,HB,LSU,13,144,21,10,35.6,292,0,820,0,4,21,428,44.5,22,45,211,0,73,90.1,80.8,88.0,,52.4,80.5,78.8,62.7,77,1,331,23,112,234,0,0,26,167,9,820,428,2.97,5.7,2.96,65
