player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
T.Y. Hilton,7092,WR,IND,16,13.3,5,55.2,,0,0,0,4.2,3,49,14,1,81.2,82.8,78.9,,77.8,0.2,1,6,87,0.0,0,654,1,69,94.6,619,27.4,179,78.9,125,5,72.5,474,1124,386,5.6,16.3,1.82
A.J. Green,6156,WR,CIN,16,13.8,6,69.9,,0,0,1,3.4,3,64,7,1,87.1,48.5,90.5,,90.7,0.3,2,3,80,0.0,0,578,4,86,93.4,540,19.9,115,121.2,123,10,79.6,460,1297,337,3.9,15.1,2.4
Amari Cooper,9437,WR,OAK,16,10.6,14,58.5,,0,0,2,20.0,18,45,23,1,27.3,54.3,71.2,69.4,71.1,0.0,0,3,68,0.2,1,608,4,72,95.6,581,17.3,105,93.2,123,6,82.6,502,1070,383,5.3,14.9,1.84
Randall Cobb,6216,WR,GB,16,7.5,12,64.2,,0,0,0,11.2,10,43,12,0,42.2,85.3,67.3,33.1,66.9,0.4,3,0,53,0.3,2,715,2,79,89.2,638,86.2,616,99.9,123,6,8.1,58,829,452,5.7,10.5,1.3
Golden Tate,5585,WR,DET,16,5.9,30,74.4,,0,0,0,6.3,6,50,11,1,78.5,68.2,77.4,61.6,75.8,0.3,2,2,43,0.1,1,679,2,90,95.1,646,55.7,378,101.7,121,6,43.6,296,813,544,6.0,9.0,1.26
Kamar Aiken,6671,WR,BLT,16,12.5,8,62.0,,0,0,0,5.1,4,53,3,1,77.8,50.4,78.5,66.5,77.8,0.8,5,4,48,0.2,1,621,1,75,94.5,587,20.8,129,86.2,121,5,78.4,487,944,214,2.9,12.6,1.61
Jordan Matthews,8677,WR,PHI,16,9.0,13,70.8,,0,0,2,9.6,9,44,24,2,47.9,33.5,65.5,,64.5,0.2,1,2,78,0.0,0,608,4,85,94.4,574,92.6,563,111.0,120,8,6.9,42,997,436,5.1,11.7,1.74
Jeremy Maclin,4942,WR,KC,15,10.6,4,72.5,,0,0,2,1.1,1,50,16,2,90.8,29.2,77.9,,79.8,0.4,2,2,61,0.0,0,543,5,87,92.8,504,31.7,172,115.6,120,8,67.8,368,1088,356,4.1,12.5,2.16
Gary Barnidge,4455,TE,CLV,16,10.2,7,66.4,,0,0,0,8.1,7,52,8,0,62.0,81.9,74.6,37.7,78.8,31.3,213,2,40,6.9,47,681,5,79,86.8,591,59.3,404,112.1,119,9,6.9,47,1043,364,4.6,13.2,1.76
Travis Benjamin,7100,WR,CLV,16,12.7,8,58.6,,0,0,1,8.1,6,39,8,1,57.4,66.8,67.0,,67.5,0.0,0,3,61,0.0,0,629,2,68,93.3,587,11.3,71,89.2,116,5,88.6,557,966,324,4.8,14.2,1.65
Greg Olsen,3647,TE,CAR,16,10.8,1,67.0,,0,0,0,4.9,4,52,5,1,84.7,51.6,89.1,80.0,90.6,30.4,177,0,52,10.8,63,583,6,77,84.2,491,45.3,264,118.2,115,7,14.9,87,1104,362,4.7,14.3,2.25
Rob Gronkowski,5567,TE,NE,15,10.9,11,63.7,,0,0,2,5.3,4,52,19,0,77.2,84.2,90.7,69.3,88.6,26.7,166,1,76,12.1,75,621,10,72,81.8,508,40.1,249,127.3,113,11,32.9,204,1176,546,7.6,16.3,2.31
Jordan Reed,7866,TE,WAS,14,6.6,16,78.4,,0,0,2,3.3,3,55,32,3,86.6,24.7,88.2,73.7,90.6,43.1,197,1,32,8.5,39,457,12,87,84.9,388,36.1,165,131.7,111,11,19.5,89,952,486,5.6,10.9,2.45
Pierre Garcon,4519,WR,WAS,16,10.8,4,66.7,,0,0,2,6.5,5,44,32,0,66.3,84.0,74.6,,75.0,0.0,0,5,39,0.0,0,543,6,72,93.0,505,19.7,107,86.8,108,6,80.3,436,777,183,2.5,10.8,1.54
Anquan Boldin,1369,WR,SF,14,8.3,9,64.5,,0,0,0,5.5,4,35,28,1,74.4,48.1,72.0,,70.5,0.0,0,2,51,0.0,0,521,1,69,95.8,499,64.5,336,91.2,107,4,35.1,183,789,301,4.4,11.4,1.58
Zach Ertz,7816,TE,PHI,15,9.2,5,70.8,,0,0,0,8.5,7,39,24,1,66.9,51.3,82.1,58.2,79.6,62.8,336,5,60,4.1,22,535,2,75,89.2,477,32.1,172,81.2,106,2,4.5,24,853,320,4.3,11.4,1.79
Benjamin Watson,1753,TE,NO,16,9.3,1,72.5,,0,0,1,8.6,7,42,20,1,60.4,49.6,75.1,71.8,76.3,46.6,293,2,46,12.6,79,629,5,74,82.5,519,37.7,237,107.7,102,6,14.6,92,825,263,3.6,11.1,1.59
Donte Moncrief,8725,WR,IND,16,10.9,5,64.0,,0,0,0,5.9,4,40,14,0,66.7,81.1,72.0,,71.2,0.0,0,3,33,0.0,0,562,0,64,94.5,531,14.2,80,93.5,100,6,85.8,482,733,262,4.1,11.5,1.38
Jason Witten,1384,TE,DAL,16,7.4,2,77.0,,0,0,0,0.0,0,36,9,1,90.6,50.4,66.4,77.4,64.3,39.8,246,5,35,11.3,70,618,7,77,82.7,511,55.8,345,85.1,100,3,1.8,11,713,228,3.0,9.3,1.4
Travis Kelce,7844,TE,KC,16,5.7,16,72.7,,0,0,0,7.7,6,40,16,2,65.6,28.0,73.7,59.9,77.0,48.1,273,1,42,10.4,59,568,6,72,84.2,478,38.0,216,112.1,99,5,13.4,76,875,541,7.5,12.2,1.83
Allen Hurns,8931,WR,JAX,15,12.7,8,64.6,,0,0,0,4.5,3,48,15,1,73.6,46.3,78.8,70.1,78.6,1.0,6,4,80,0.3,2,612,0,64,94.4,578,37.4,229,116.2,99,10,61.4,376,1031,346,5.4,16.1,1.78
John Brown,8726,WR,ARZ,15,15.0,6,65.7,,0,0,0,7.1,5,49,1,1,66.9,47.5,80.1,73.7,79.9,0.0,0,4,68,0.4,2,548,3,65,91.6,502,36.7,201,105.7,99,7,63.3,347,1003,332,5.1,15.4,2.0
Doug Baldwin,6615,WR,SEA,16,10.1,18,78.8,,0,0,0,2.5,2,47,29,1,90.6,60.8,87.6,71.8,86.2,4.3,23,2,80,0.4,2,541,0,78,95.7,518,79.7,431,142.8,99,14,15.7,85,1069,433,5.6,13.7,2.06
Danny Woodhead,4914,HB,SD,16,0.7,19,83.3,,0,0,0,4.8,4,39,27,0,80.3,90.3,72.6,42.4,90.8,0.0,0,1,61,9.8,47,479,0,80,82.7,396,8.6,41,115.9,96,6,9.8,47,755,731,9.1,9.4,1.91
Willie Snead IV,8999,WR,NO,15,10.9,14,72.6,,0,0,0,5.5,4,44,20,2,75.9,29.8,74.1,67.8,73.3,0.5,3,1,63,0.2,1,548,3,69,93.1,510,31.9,175,111.9,95,3,67.2,368,984,335,4.9,14.3,1.93
Theo Riddick,7980,HB,DET,16,0.7,36,85.1,,0,0,1,2.4,2,32,11,0,90.0,65.0,82.8,72.3,94.1,4.1,17,1,34,23.7,98,414,2,80,72.5,300,6.8,28,103.8,94,3,3.1,13,697,663,8.3,8.7,2.32
Marvin Jones Jr.,7158,WR,CIN,16,12.8,12,69.9,,0,0,1,4.4,3,33,7,0,79.6,81.7,72.8,,73.8,0.0,0,3,47,0.0,0,549,6,65,93.4,513,14.0,77,97.8,93,4,86.0,472,816,302,4.6,12.6,1.59
Alshon Jeffery,7048,WR,CHI,9,15.5,4,58.7,,0,0,0,3.6,2,43,6,0,87.9,79.8,92.0,,92.1,0.0,0,3,50,0.0,0,295,4,54,95.3,281,26.4,78,88.5,92,4,73.6,217,807,197,3.6,14.9,2.87
Devonta Freeman,8738,HB,ATL,15,2.8,16,79.3,,0,0,0,8.8,7,21,2,1,62.2,59.3,68.1,72.8,70.9,0.0,0,2,44,17.5,81,464,1,73,77.8,361,3.4,16,94.7,92,3,9.9,46,578,445,6.1,7.9,1.6
Sammy Watkins,8639,WR,BUF,13,17.8,5,65.9,,0,0,1,6.3,4,41,4,0,64.5,80.6,89.8,,89.6,0.0,0,2,63,0.0,0,419,5,60,93.1,390,12.2,51,128.8,91,9,87.8,368,1047,180,3.0,17.5,2.68
Terrance Williams,7855,WR,DAL,16,13.8,2,57.1,,0,0,0,8.8,5,36,9,0,61.3,82.8,69.9,,69.4,0.2,1,4,42,0.0,0,548,2,52,92.9,509,10.4,57,80.8,91,3,89.4,490,840,275,5.3,16.2,1.65
James Jones,3694,WR,GB,16,15.7,4,56.2,,0,0,1,9.1,5,39,12,1,62.6,41.2,69.6,,69.8,0.1,1,5,65,0.0,0,709,5,50,89.0,631,8.2,58,97.1,89,8,91.7,650,890,245,4.9,17.8,1.41
Ted Ginn Jr.,3625,WR,CAR,15,17.2,1,49.4,,0,0,0,17.0,9,36,5,0,28.3,88.3,70.4,,69.2,0.0,0,5,74,0.0,0,415,1,44,94.7,393,8.7,36,91.9,89,10,91.1,378,739,239,5.4,16.8,1.88
Martavis Bryant,8753,WR,PIT,11,14.9,7,56.8,0.0,0,1,1,18.0,11,26,25,1,28.9,40.7,69.5,62.4,67.7,0.0,0,3,88,0.2,1,404,1,50,90.8,367,12.1,49,94.2,88,6,87.9,355,765,350,7.0,15.3,2.08
Nate Washington,2832,WR,HST,14,12.2,1,53.4,,0,0,0,17.5,10,33,13,0,29.2,79.0,65.3,,63.9,0.2,1,0,49,0.0,0,501,0,47,94.6,474,37.3,187,92.9,88,4,62.3,312,658,167,3.6,14.0,1.39
Davante Adams,8688,WR,GB,13,10.5,6,56.8,,0,0,0,16.7,10,20,12,0,29.6,82.5,57.7,69.7,57.4,0.0,0,1,40,0.2,1,522,3,50,89.3,466,10.3,54,71.4,88,1,89.5,467,483,145,2.9,9.7,1.04
Michael Floyd,7019,WR,ARZ,15,16.0,5,59.1,,0,0,1,7.1,4,40,1,0,61.7,80.0,81.7,,81.1,0.0,0,2,60,0.0,0,444,4,52,92.6,411,29.1,129,104.8,88,6,70.9,315,849,220,4.2,16.3,2.07
Rueben Randle,7065,WR,NYG,16,11.1,8,65.5,,0,0,1,5.0,3,35,21,0,75.3,80.1,63.9,,63.2,0.0,0,4,72,0.0,0,651,1,57,93.5,609,14.9,97,106.3,87,8,85.1,554,797,202,3.5,14.0,1.31
Keenan Allen,7857,WR,SD,8,8.0,9,77.9,,0,0,0,6.9,5,34,27,0,69.2,51.6,79.2,,78.8,0.3,1,2,38,0.0,0,359,3,67,93.3,335,17.8,64,107.6,86,4,81.9,294,725,249,3.7,10.8,2.16
Julian Edelman,5156,WR,NE,9,7.6,15,71.8,,0,0,0,10.3,7,38,19,1,55.5,55.4,84.7,70.2,82.9,0.3,1,2,59,0.8,3,370,3,61,92.4,342,50.5,187,113.5,85,7,49.2,182,692,315,5.2,11.3,2.02
Richard Rodgers,8733,TE,GB,16,6.9,7,70.7,,0,0,0,3.3,2,27,12,0,83.5,80.5,71.0,59.8,70.9,19.0,102,1,61,8.6,46,536,3,58,82.3,441,59.9,321,114.4,82,8,8.4,45,510,231,4.0,8.8,1.16
Coby Fleener,7038,TE,IND,16,8.3,2,66.7,,0,0,0,6.9,4,23,14,0,67.9,79.9,64.5,75.7,61.3,44.5,235,4,57,10.4,55,528,1,54,85.4,451,45.3,239,74.7,81,3,8.7,46,491,172,3.2,9.1,1.09
Tavon Austin,7789,WR,SL,16,7.7,19,64.2,,0,0,0,7.1,4,21,26,1,53.5,75.7,69.5,73.0,63.1,0.2,1,1,66,0.2,1,445,2,52,93.3,415,21.3,95,95.3,81,5,75.5,336,473,345,6.6,9.1,1.14
Danny Amendola,4717,WR,NE,14,7.0,11,81.3,,0,0,1,3.0,2,32,19,0,86.7,66.6,78.4,,79.2,0.2,1,1,41,0.0,0,438,3,65,94.3,413,83.6,366,107.7,80,3,16.0,70,648,262,4.0,10.0,1.57
Robert Woods,7822,WR,BUF,14,10.9,3,59.5,,0,0,2,7.8,4,28,4,2,63.2,26.3,61.8,62.3,61.0,0.6,3,2,37,0.2,1,478,7,47,92.5,442,30.8,147,82.9,79,3,68.6,328,552,146,3.1,11.7,1.25
Jacob Tamme,4441,TE,ATL,15,8.2,8,75.6,,0,0,4,1.7,1,31,2,0,89.5,80.3,66.9,49.0,68.2,42.4,229,4,41,8.9,48,540,5,59,85.7,463,37.2,201,83.1,78,1,11.1,60,657,220,3.7,11.1,1.42
Stefon Diggs,9579,WR,MIN,13,11.0,13,67.5,,0,0,2,3.7,2,31,18,2,80.1,25.8,77.7,,78.5,0.2,1,3,40,0.0,0,421,4,52,94.3,397,15.4,65,98.4,77,4,84.3,355,720,300,5.8,13.8,1.81
Heath Miller,2247,TE,PIT,15,5.8,2,77.9,,0,0,0,1.6,1,29,25,0,90.1,80.8,70.4,68.0,69.5,80.0,477,1,27,17.1,102,596,4,60,76.5,456,17.3,103,98.9,77,2,2.3,14,535,226,3.8,8.9,1.17
Andre Johnson,1319,WR,IND,16,10.8,2,53.9,0.0,0,1,0,12.8,6,31,14,0,45.3,78.4,66.2,,64.2,1.2,6,3,35,0.0,0,490,1,41,94.7,464,56.5,277,75.7,76,4,42.2,207,503,165,4.0,12.3,1.08
Martellus Bennett,4375,TE,CHI,11,6.0,8,69.7,,0,0,1,7.0,4,24,6,2,67.2,25.1,73.0,61.9,66.3,55.7,230,3,24,14.3,59,413,2,53,81.6,337,21.3,88,81.0,76,3,21.1,87,439,233,4.4,8.3,1.3
Markus Wheaton,7860,WR,PIT,16,14.5,4,57.9,,0,0,1,8.3,4,32,25,0,61.9,80.2,69.9,,70.3,0.0,0,3,72,0.0,0,501,2,44,92.4,463,71.5,358,96.9,76,5,28.3,142,749,168,3.8,17.0,1.62
Charles Clay,6326,TE,BUF,13,7.2,16,68.0,,0,0,0,8.9,5,26,4,1,60.6,52.0,73.2,69.7,70.2,57.0,252,2,40,12.4,55,442,4,51,81.4,360,33.7,149,90.3,75,3,7.7,34,528,236,4.6,10.4,1.47
Julius Thomas,6281,TE,JAX,12,8.8,4,61.3,,0,0,0,11.5,6,25,15,0,43.5,79.2,63.2,71.1,62.7,36.8,153,3,34,4.3,18,416,0,46,90.9,378,44.2,184,84.0,75,5,18.5,77,455,146,3.2,9.9,1.2
Antonio Gates,1609,TE,SD,11,8.6,6,74.7,,0,0,0,5.1,3,33,27,0,76.3,80.3,77.9,41.7,77.5,10.3,40,1,40,2.1,8,389,1,56,90.0,350,68.1,265,116.0,75,5,21.6,84,630,234,4.2,11.3,1.8
Shane Vereen,6208,HB,NYG,16,1.7,9,79.7,,0,0,0,7.8,5,23,21,0,64.6,90.2,64.9,84.1,71.5,0.3,1,1,37,10.5,38,363,0,59,83.5,303,7.2,26,106.9,74,4,4.4,16,495,430,7.3,8.4,1.63
Jamison Crowder,9538,WR,WAS,16,6.1,3,79.7,,0,0,0,6.3,4,34,32,1,71.4,89.1,71.0,,71.3,1.0,5,1,44,0.0,0,486,1,59,93.8,456,76.7,373,104.1,74,2,22.0,107,604,339,5.7,10.2,1.32
Owen Daniels,3043,TE,DEN,16,7.1,4,63.0,,0,0,0,9.8,5,27,10,0,62.4,78.8,65.6,67.6,65.9,77.1,398,4,37,11.4,59,516,0,46,84.1,434,15.5,80,75.0,73,3,7.0,36,517,268,5.8,11.2,1.19
Brian Hartline,5031,WR,CLV,12,9.6,1,63.0,,0,0,0,13.2,7,30,8,1,41.8,47.9,68.2,,66.8,0.5,2,3,41,0.0,0,387,1,46,92.8,359,32.3,125,76.5,73,2,66.9,259,523,167,3.6,11.4,1.46
Darren Sproles,2347,HB,PHI,16,1.0,5,75.3,,0,0,0,6.8,4,19,24,0,69.3,90.8,65.4,78.9,66.6,0.3,1,1,35,7.8,23,295,0,55,86.8,256,11.2,33,85.9,73,1,8.5,25,388,374,6.8,7.1,1.52
Cole Beasley,7330,WR,DAL,16,4.9,7,73.2,,0,0,1,7.1,4,31,9,1,66.6,56.0,64.3,,64.4,0.0,0,1,30,0.0,0,441,2,52,92.5,408,86.4,381,112.2,71,5,12.9,57,536,315,6.1,10.3,1.31
Duke Johnson Jr.,9510,HB,CLV,16,1.2,26,87.1,,0,0,0,4.7,3,23,8,1,77.6,78.9,71.5,43.3,83.6,0.0,0,0,52,18.2,81,445,1,61,76.6,341,11.2,50,108.0,70,2,7.2,32,534,486,8.0,8.8,1.57
Kenny Britt,4953,WR,SL,16,16.6,7,51.4,,0,0,1,12.2,5,29,26,0,47.3,77.6,72.6,,73.3,0.0,0,4,60,0.0,0,387,3,36,94.3,365,7.2,28,76.0,70,3,92.8,359,681,116,3.2,18.9,1.87
Harry Douglas,4398,WR,TEN,14,12.2,0,51.4,,0,0,0,5.3,2,22,31,0,72.9,42.7,60.1,78.2,59.3,0.4,2,1,51,0.6,3,470,2,36,91.9,432,25.7,121,73.0,70,2,72.8,342,411,138,3.8,11.4,0.95
Steve Smith,837,WR,BLT,7,10.7,12,65.7,,0,0,1,8.0,4,28,3,1,64.8,79.9,90.3,,89.9,0.4,1,3,50,0.0,0,250,1,46,92.4,231,32.8,82,93.2,70,3,66.4,166,670,261,5.7,14.6,2.9
Brandon LaFell,5602,WR,NE,11,14.1,3,53.6,,0,0,0,21.3,10,22,19,0,28.1,78.2,58.0,,56.3,0.0,0,2,54,0.0,0,435,0,37,94.5,411,23.7,103,65.8,69,0,76.3,332,515,238,6.4,13.9,1.25
Jared Cook,5012,TE,SL,16,9.3,2,56.5,0.0,0,1,1,18.8,9,19,26,2,29.9,22.9,57.4,59.0,56.7,42.2,178,2,49,7.8,33,422,4,39,85.8,362,43.1,182,66.2,69,0,7.8,33,481,193,4.9,12.3,1.33
Malcom Floyd,2044,WR,SD,15,19.9,0,44.1,,0,0,0,9.1,3,20,27,1,53.2,27.5,61.7,,59.2,0.0,0,5,70,0.0,0,559,0,30,94.3,527,18.4,103,57.3,68,3,81.6,456,561,93,3.1,18.7,1.06
Jimmy Graham,5619,TE,SEA,11,9.1,4,70.6,,0,0,0,4.0,2,29,29,0,78.2,79.1,79.0,48.5,82.9,53.5,198,1,45,6.8,25,370,3,48,90.8,336,30.5,113,101.7,68,2,15.4,57,605,224,4.7,12.6,1.8
Dez Bryant,5549,WR,DAL,9,14.2,4,45.6,,0,0,1,18.4,7,18,9,0,32.5,76.6,68.7,,67.0,0.0,0,6,51,0.0,0,311,2,31,94.2,293,19.9,62,42.6,68,3,80.1,249,401,136,4.4,12.9,1.37
Mike Wallace,5007,WR,MIN,16,11.6,3,57.4,0.0,0,1,1,9.3,4,27,18,0,56.7,78.3,59.0,,60.9,0.2,1,2,34,0.0,0,492,4,39,94.1,463,33.7,166,76.4,68,2,65.9,324,473,175,4.5,12.1,1.02
Cecil Shorts,6266,WR,HST,11,7.9,7,62.7,,0,0,0,10.6,5,27,13,1,52.3,30.0,62.8,,63.5,0.5,2,1,42,0.0,0,380,1,42,94.2,358,85.5,325,88.2,67,2,13.7,52,484,223,5.3,11.5,1.35
Roddy White,2244,WR,ATL,16,10.5,1,64.2,0.0,0,1,2,4.4,2,27,2,0,77.0,82.1,62.6,75.6,60.4,0.8,5,4,25,0.3,2,630,8,43,93.0,586,14.9,94,67.1,67,1,84.1,530,506,117,2.7,11.8,0.86
Tyler Lockett,9502,WR,SEA,16,13.6,8,76.1,,0,0,1,5.6,3,31,29,0,71.9,73.9,76.0,,75.8,0.9,4,1,49,0.0,0,442,3,51,95.9,424,32.8,145,130.4,67,6,65.2,288,664,259,5.1,13.0,1.57
Jermaine Kearse,7428,WR,SEA,16,12.1,7,74.2,,0,0,0,7.5,4,32,29,1,64.5,49.5,67.7,,65.6,0.2,1,1,50,0.0,0,512,0,49,96.3,493,13.7,70,126.1,66,5,86.1,441,685,227,4.6,14.0,1.39
Tyler Eifert,7802,TE,CIN,13,8.6,6,78.8,,0,0,0,11.9,7,38,7,0,53.4,79.7,87.5,68.7,90.1,69.1,317,0,31,16.3,75,459,2,52,78.0,358,14.4,66,145.1,66,13,11.8,54,615,247,4.8,11.8,1.72
Charles Sims,8704,HB,TB,16,2.8,13,80.0,,0,0,0,1.9,1,24,30,1,87.9,61.2,85.5,87.8,90.7,0.9,3,2,56,19.9,67,337,0,52,73.0,246,5.6,19,110.1,65,4,10.7,36,557,503,9.7,10.7,2.26
Marques Colston,3197,WR,NO,13,8.8,4,69.2,,0,0,0,10.0,5,26,20,0,49.1,79.0,62.8,73.5,62.8,0.7,3,3,53,0.5,2,416,1,45,92.8,386,68.0,283,94.4,65,4,31.3,130,520,196,4.4,11.6,1.35
Eric Ebron,8645,TE,DET,14,6.2,4,72.3,,0,0,1,11.3,6,27,11,0,48.9,79.0,65.1,50.1,65.7,36.6,162,1,55,7.4,33,443,3,47,88.7,393,56.0,248,116.0,65,5,6.1,27,537,299,6.4,11.4,1.37
Giovani Bernard,7818,HB,CIN,16,0.1,15,75.4,,0,0,0,9.3,5,18,7,1,57.2,84.7,71.2,54.4,61.4,0.8,3,1,45,27.8,108,388,1,49,68.0,264,5.9,23,88.7,65,0,4.4,17,472,484,9.9,9.6,1.79
Jordan Cameron,6254,TE,MIA,16,11.0,2,54.7,,0,0,1,7.9,3,21,17,1,63.7,29.1,61.8,65.5,59.7,45.6,225,4,29,15.2,75,493,6,35,80.3,396,43.6,215,62.4,64,3,7.3,36,386,86,2.5,11.0,0.97
Kyle Rudolph,6195,TE,MIN,16,8.8,5,76.6,,0,0,0,3.9,2,25,18,0,75.2,79.2,71.2,50.8,68.6,48.2,229,3,47,10.3,49,475,0,49,85.5,406,40.8,194,104.6,64,5,8.4,40,495,210,4.3,10.1,1.22
Dorial Green-Beckham,9473,WR,TEN,16,14.1,4,50.8,,0,0,1,8.6,3,30,31,0,61.9,77.3,71.1,66.3,70.6,0.2,1,3,47,0.2,1,432,1,32,94.0,406,9.5,41,82.0,63,4,90.3,390,549,147,4.6,17.2,1.35
Steve Johnson,4538,WR,SD,10,6.2,5,73.8,,0,0,1,10.0,5,29,27,1,54.1,33.3,63.2,70.2,64.6,0.5,2,2,34,0.2,1,406,5,45,91.9,373,85.0,345,100.2,61,3,14.5,59,497,279,6.2,11.0,1.33
Devin Funchess,9474,WR,CAR,16,13.9,3,50.8,,0,0,0,20.5,8,24,5,1,28.6,27.5,72.3,,72.5,0.0,0,2,52,0.0,0,247,1,31,93.9,232,13.8,34,90.4,61,5,86.2,213,473,109,3.5,15.3,2.04
Bilal Powell,6278,HB,NYJ,11,0.8,17,78.3,,0,0,1,6.0,3,21,22,1,70.0,44.0,67.3,78.2,67.0,0.7,2,0,25,9.6,26,272,1,47,86.8,236,16.9,46,104.7,60,2,10.7,29,388,436,9.3,8.3,1.64
