player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
K.D. Cannon,12241,WR,BAYLOR,11,13.6,11,60.3,,0,0,0,7.6,6,38,118,0,71.2,75.5,73.1,,73.1,0.0,0,6,62,0.0,0,429,1,73,94.9,407,16.1,69,96.2,121,11,83.9,360,992,376,5.2,13.6,2.44
Austin Carr,12215,WR,NWESTERN,12,10.8,8,70.0,,0,0,1,4.5,4,60,256,0,83.1,76.4,91.6,,91.9,0.0,0,3,58,0.0,0,422,1,84,95.5,403,97.6,412,124.9,120,12,2.4,10,1196,411,4.9,14.2,2.97
Isaiah Ford,11991,WR,VA TECH,12,13.9,5,58.0,,0,0,0,9.2,7,50,337,0,66.3,76.2,79.9,,81.1,0.0,0,1,47,0.0,0,420,0,69,95.7,402,1.7,7,99.7,119,7,98.3,413,949,268,3.9,13.8,2.36
Allen Lazard,48135,WR,IOWA STATE,12,13.9,5,59.0,,0,0,2,9.2,7,56,193,0,67.8,79.7,84.3,,83.9,0.2,1,3,67,0.0,0,419,7,69,93.6,392,31.5,132,96.7,117,7,68.3,286,1018,285,4.1,14.8,2.6
Christian Kirk,47546,WR,TEXAS A&M,12,8.3,11,65.0,,0,0,0,7.3,6,32,312,1,72.1,61.0,71.1,,71.2,0.0,0,1,69,0.0,0,417,1,76,96.2,401,93.3,389,108.2,117,9,2.6,11,841,519,6.8,11.1,2.1
Marcus Kemp,12137,WR,HAWAII,13,15.0,16,60.3,,0,0,0,5.4,4,43,180,0,77.3,75.4,77.9,,79.0,0.2,1,5,63,0.0,0,493,3,70,92.9,458,4.5,22,91.7,116,7,95.1,469,1036,284,4.1,14.8,2.26
Scott Miller,47481,WR,BOWL GREEN,12,9.8,5,63.8,,0,0,0,6.3,5,41,122,0,76.4,79.9,74.7,62.1,75.0,0.0,0,5,72,0.2,1,445,1,74,93.7,417,97.1,432,100.8,116,10,2.9,13,968,529,7.1,13.1,2.32
Ryan Switzer,11888,WR,N CAROLINA,12,7.4,9,78.4,,0,0,0,3.2,3,45,245,1,88.8,68.5,78.9,61.9,80.0,0.0,0,0,75,0.3,1,387,1,91,94.6,366,88.4,342,117.9,116,5,10.9,42,1026,547,6.0,11.3,2.8
James Washington,47792,WR,OKLA STATE,12,14.1,10,53.9,,0,0,0,8.8,6,49,262,0,66.4,75.6,79.4,66.8,79.1,0.4,2,2,91,0.2,1,451,2,62,96.9,437,12.2,55,109.4,115,9,86.9,392,1201,477,7.7,19.4,2.75
Corey Davis,11760,WR,W MICHIGAN,12,11.9,10,72.2,,0,0,0,8.8,8,52,347,0,63.0,76.5,90.2,,89.7,0.0,0,0,62,0.0,0,369,1,83,95.7,353,26.8,99,148.3,115,17,73.2,270,1284,560,6.7,15.5,3.64
Mike Williams,11762,WR,CLEMSON,12,13.0,19,70.5,,0,0,0,7.1,6,52,140,2,73.3,34.8,90.3,,90.1,0.0,0,4,50,0.0,0,339,1,79,94.1,319,5.3,18,117.0,112,10,94.7,321,1110,307,3.9,14.1,3.48
KeeSean Johnson,39587,WR,FRESNO ST,12,11.2,17,60.6,,0,0,0,9.6,7,35,169,0,65.4,80.3,72.7,61.9,71.4,0.0,0,3,53,0.2,1,486,2,66,94.7,460,5.6,27,89.0,109,6,94.0,457,773,307,4.7,11.7,1.68
Carlos Henderson,11837,WR,LA TECH,11,16.1,37,57.8,,0,0,0,6.0,4,48,208,0,74.0,79.1,85.0,,85.0,0.0,0,6,83,0.0,0,357,5,63,97.5,348,4.5,16,112.7,109,16,95.2,340,1199,578,9.2,19.0,3.45
Fred Ross,12091,WR,MISS STATE,12,10.0,4,63.0,,0,0,0,8.1,6,41,227,1,65.6,68.8,77.6,,77.2,0.0,0,3,60,0.0,0,391,0,68,93.4,365,54.5,213,113.7,108,12,45.3,177,873,334,4.9,12.8,2.39
Devin Gray,48301,WR,CINCINNATI,12,13.1,3,54.2,,0,0,0,12.1,8,38,138,0,54.8,76.1,67.6,64.4,67.7,0.0,0,4,82,0.2,1,444,1,58,96.8,430,9.7,43,80.7,107,5,90.1,400,860,308,5.3,14.8,2.0
Josh Atkinson,48293,WR,TULSA,12,12.2,7,62.3,,0,0,0,4.3,3,48,320,1,82.2,51.8,76.0,,77.3,0.0,0,3,64,0.0,0,445,1,66,94.4,420,1.3,6,100.6,106,7,98.7,439,927,272,4.1,14.0,2.21
Thomas Sperbeck,47487,WR,BOISE ST,12,12.8,10,68.6,,0,0,0,10.0,8,56,120,2,62.1,38.4,86.3,,85.9,0.0,0,1,54,0.0,0,357,0,72,97.2,347,73.7,263,131.2,105,9,25.8,92,1193,494,6.9,16.6,3.44
Adam Breneman,47346,TE,UMASS,12,9.3,0,66.7,,0,0,0,2.8,2,45,216,1,87.6,52.7,86.7,71.9,90.6,44.8,217,5,58,4.5,22,484,4,70,92.1,446,41.7,202,94.9,105,8,1.7,8,800,254,3.6,11.4,1.79
Tanner Gentry,12170,WR,WYOMING,12,17.5,3,60.2,,0,0,0,6.1,4,48,351,2,76.7,32.3,87.6,,89.2,0.0,0,2,54,0.0,0,336,2,62,93.8,315,41.7,140,125.5,103,11,58.3,196,1132,189,3.0,18.3,3.59
Michael Gallup,26075,WR,COLO STATE,12,13.3,14,68.0,,0,0,0,5.4,4,49,144,2,79.1,34.0,91.1,,91.4,0.4,1,0,65,0.0,0,264,0,70,97.7,258,14.0,37,141.4,103,11,85.6,226,1164,528,7.5,16.6,4.51
Jerome Lane,26262,WR,AKRON,12,15.2,7,60.2,,0,0,1,6.1,4,44,102,2,72.1,29.4,74.0,,73.4,0.2,1,6,91,0.0,0,446,4,62,92.2,411,2.0,9,88.5,103,6,97.8,436,1016,323,5.2,16.4,2.47
Emanuel Thompson,47761,WR,TROY,12,7.5,18,70.6,,0,0,0,1.4,1,38,318,2,91.5,31.1,65.8,72.0,66.5,0.0,0,1,31,0.5,2,400,7,72,93.8,375,2.8,11,103.1,102,5,97.3,389,734,372,5.2,10.2,1.96
Kalib Woods,48013,WR,FAU,12,12.7,3,66.7,,0,0,0,9.3,7,41,165,0,60.7,75.2,74.3,46.3,75.8,0.5,2,1,46,0.0,0,388,2,68,97.2,377,8.0,31,95.0,102,1,91.5,355,935,178,2.6,13.8,2.48
Devin Ross,47687,WR,COLORADO,12,10.1,4,64.4,,0,0,0,12.2,9,34,143,0,59.2,53.0,67.6,62.1,68.3,0.0,0,2,61,0.2,1,453,1,65,95.8,434,97.8,443,95.2,101,5,1.8,8,758,325,5.0,11.7,1.75
TJ Rahming,47767,WR,DUKE,12,8.0,6,69.3,,0,0,0,5.4,4,35,154,0,78.7,75.5,69.0,,69.4,0.0,0,4,51,0.0,0,415,0,70,95.7,397,9.4,39,77.2,101,1,89.9,373,742,472,6.7,10.6,1.87
JoJo Natson,12739,WR,AKRON,12,16.4,12,58.0,,0,0,1,12.1,8,33,102,1,56.4,65.8,69.1,,70.1,0.0,0,4,50,0.0,0,416,6,58,91.3,380,88.7,369,102.0,100,10,10.6,44,838,270,4.7,14.4,2.21
Drew Wolitarsky,47637,WR,MINNESOTA,12,9.2,3,61.0,,0,0,1,6.2,4,42,225,0,75.1,77.7,82.8,62.6,83.4,0.0,0,7,35,0.3,1,332,2,61,95.8,318,85.2,283,73.2,100,5,14.8,49,787,317,5.2,12.9,2.47
Andy Isabella,47448,WR,UMASS,12,12.1,13,62.0,,0,0,0,6.1,4,37,216,1,76.0,56.4,74.6,65.4,73.0,0.9,4,4,55,0.2,1,440,5,62,95.7,421,64.3,283,93.8,100,7,34.5,152,801,277,4.5,12.9,1.9
Sergio Bailey II,26284,WR,E MICHIGAN,12,17.5,5,55.0,,0,0,0,8.3,5,34,160,0,60.8,75.0,76.4,60.9,76.3,0.0,0,3,57,0.3,1,392,1,55,94.4,370,4.8,19,88.7,100,6,95.2,373,798,180,3.3,14.5,2.16
Dede Westbrook,11865,WR,OKLAHOMA,12,11.9,20,75.5,,0,0,0,5.1,4,50,261,1,85.0,65.7,91.5,61.0,91.7,0.3,1,2,88,0.3,1,362,2,74,95.0,344,13.3,48,148.2,98,16,86.2,312,1459,742,10.0,19.7,4.24
John Ross,11764,WR,WASHINGTON,12,12.8,13,73.5,,0,0,0,2.7,2,48,340,2,88.5,42.9,89.9,,89.2,0.3,1,0,70,0.0,0,326,3,72,95.1,310,10.1,33,148.0,98,16,89.6,292,1060,325,4.5,14.7,3.42
DeAngelo Yancey,11930,WR,PURDUE,12,15.3,4,50.5,,0,0,0,5.8,3,37,273,0,75.9,73.8,64.1,,64.5,0.2,1,7,88,0.0,0,580,1,49,94.0,545,4.5,26,89.3,97,10,95.3,553,951,317,6.5,19.4,1.74
Jonathan Giles,47416,WR,TEXAS TECH,12,11.6,4,71.1,,0,0,0,6.8,5,47,315,1,73.6,52.9,83.1,31.5,83.2,0.2,1,0,64,0.0,0,408,3,69,93.9,383,96.3,393,150.7,97,13,3.4,14,1158,512,7.4,16.8,3.02
Zach Pascal,12303,WR,DOMINION,12,13.3,6,64.9,,0,0,0,6.0,4,44,263,0,76.2,79.4,79.4,,79.5,0.0,0,0,53,0.0,0,351,2,63,94.0,330,48.7,171,122.1,97,8,49.0,172,893,270,4.3,14.2,2.71
Calvin Ridley,48262,WR,ALABAMA,12,10.2,7,64.6,,0,0,0,10.1,7,35,103,0,62.5,77.6,73.5,65.3,72.3,1.4,5,2,51,0.3,1,369,2,62,96.2,355,25.5,94,101.5,96,7,72.1,266,691,328,5.3,11.1,1.95
Corey Willis,25319,WR,C MICHIGAN,12,12.0,22,71.9,,0,0,0,5.5,4,43,134,1,79.2,53.7,85.2,,86.5,0.0,0,3,85,0.0,0,416,2,69,95.2,396,51.2,213,124.5,96,9,48.3,201,1021,369,5.3,14.8,2.58
Tre'Quan Smith,48228,WR,UCF,12,12.7,12,58.9,,0,0,0,6.7,4,33,323,0,74.0,74.4,69.0,,68.2,0.0,0,1,72,0.0,0,448,1,56,96.4,432,10.9,49,100.9,95,5,89.1,399,834,326,5.8,14.9,1.93
Chance Allen,47789,WR,HOUSTON,12,15.3,3,58.9,,0,0,0,1.8,1,43,182,1,90.1,50.5,70.1,60.5,70.1,0.0,0,4,50,0.2,1,526,3,56,96.0,505,12.9,68,90.3,95,6,86.9,457,812,241,4.3,14.5,1.61
Ishmael Zamora,12252,WR,BAYLOR,9,8.8,7,61.1,,0,0,0,13.4,9,33,118,3,50.2,23.3,65.8,,65.3,0.0,0,1,81,0.0,0,369,1,58,93.8,346,4.9,18,107.6,95,7,94.9,350,786,388,6.7,13.6,2.27
Nicholas Norris,47533,WR,W KENTUCKY,12,10.5,9,70.5,,0,0,1,11.8,9,48,346,2,56.7,37.4,82.7,,83.3,0.0,0,1,87,0.0,0,338,3,67,97.0,328,97.3,329,144.4,95,13,2.7,9,1102,534,8.0,16.4,3.36
Malik Turner,48078,WR,ILLINOIS,11,12.2,4,51.1,,0,0,0,9.4,5,34,187,1,62.9,46.4,78.3,,77.7,0.0,0,3,68,0.0,0,292,0,48,94.9,277,43.5,127,84.2,94,6,56.5,165,712,256,5.3,14.8,2.57
N'Keal Harry,48297,WR,ARIZONA ST,12,10.6,11,61.7,,0,0,0,7.9,5,33,110,0,69.6,50.8,69.8,,67.1,0.2,1,2,37,0.0,0,527,2,58,94.3,497,4.0,21,91.6,94,5,95.8,505,659,325,5.6,11.4,1.33
Josh Knight,23034,WR,MARSHALL,12,9.2,9,66.0,,0,0,0,8.8,6,28,214,0,66.6,74.8,65.0,,65.2,0.0,0,2,65,0.0,0,358,1,62,93.3,334,100.0,358,93.9,94,5,0.0,0,631,290,4.7,10.2,1.89
Keeon Johnson,12234,WR,VIRGINIA,12,10.7,5,52.7,,0,0,0,12.5,7,26,335,0,54.3,73.8,59.3,,59.2,0.3,1,5,34,0.0,0,392,2,49,96.4,378,85.2,334,55.7,93,3,14.5,57,476,104,2.1,9.7,1.26
Travis Rudolph,47997,WR,FLORIDA ST,12,13.1,13,57.6,,0,0,1,5.4,3,38,167,0,78.0,74.2,72.5,,72.7,0.4,2,2,58,0.0,0,445,6,53,94.2,419,36.6,163,102.9,92,7,62.7,279,807,253,4.8,15.2,1.93
Jalen McCleskey,47668,WR,OKLA STATE,12,8.6,10,75.0,,0,0,0,5.5,4,34,262,1,78.0,64.0,69.5,,69.9,0.0,0,1,52,0.0,0,421,1,69,96.4,406,95.5,402,120.1,92,7,3.3,14,766,373,5.4,11.1,1.89
Evan Engram,11778,TE,OLE MISS,11,9.0,7,70.7,,0,0,0,8.5,6,37,226,0,67.6,74.9,82.1,57.3,80.5,30.2,139,1,63,18.9,87,461,0,65,77.4,357,59.7,275,127.4,92,8,0.4,2,926,402,6.2,14.2,2.59
JuJu Smith-Schuster,11817,WR,USC,12,10.7,9,68.5,,0,0,0,6.0,4,34,326,0,76.0,75.6,70.1,,71.0,0.0,0,1,67,0.0,0,383,2,63,97.1,372,15.9,61,122.6,92,9,82.8,317,781,362,5.7,12.4,2.1
Austin Duke,47632,WR,CHARLOTTE,12,8.3,8,64.8,,0,0,0,4.8,3,31,136,0,79.7,67.1,69.6,,71.4,0.0,0,1,76,0.0,0,394,2,59,94.2,371,93.1,367,103.0,91,4,6.6,26,803,472,8.0,13.6,2.16
Tavares Martin Jr.,48314,WR,WASH STATE,12,9.3,9,67.0,,0,0,0,7.6,5,37,341,0,70.8,75.6,65.5,,64.8,0.0,0,2,50,0.0,0,531,0,61,93.8,498,0.4,2,106.8,91,7,99.6,529,708,348,5.7,11.6,1.42
Sebastian Smith,48067,WR,OHIO,11,14.3,5,54.9,,0,0,0,3.8,2,35,259,0,82.5,73.9,78.1,,79.3,0.0,0,2,53,0.0,0,338,3,50,93.8,317,0.6,2,91.1,91,4,99.4,336,825,171,3.4,16.5,2.6
Thomas Owens,48148,WR,FIU,12,13.7,6,51.6,,0,0,0,9.6,5,30,166,0,57.4,81.3,64.7,,64.0,0.0,0,7,46,0.0,0,439,2,47,95.0,417,5.9,26,68.6,91,7,94.1,413,652,184,3.9,13.9,1.56
Mason Schreck,12007,TE,BUFFALO,12,8.5,4,64.8,,0,0,0,7.8,5,33,126,0,69.3,74.5,72.7,63.5,70.9,33.3,145,3,75,11.5,50,435,1,59,85.3,371,62.8,273,86.8,91,4,1.4,6,651,269,4.6,11.0,1.75
Stacy Coley,11974,WR,MIAMI FL,12,12.8,7,63.7,,0,0,0,4.9,3,30,220,0,79.7,74.5,69.8,,72.8,0.0,0,3,55,0.0,0,368,11,58,96.2,354,45.1,166,106.6,91,9,54.9,202,703,293,5.1,12.1,1.99
Laquvionte Gonzalez,47496,WR,KANSAS,12,8.3,26,67.0,,0,0,0,7.6,5,25,198,1,71.1,55.4,63.0,63.9,62.4,0.0,0,5,95,0.2,1,493,1,61,95.9,473,64.3,317,78.6,91,3,35.5,175,711,415,6.8,11.7,1.5
Cody Thompson,48152,WR,TOLEDO,12,14.2,10,65.6,,0,0,0,1.7,1,42,316,1,90.2,50.6,80.4,,83.2,0.0,0,4,78,0.0,0,419,3,59,94.0,394,13.4,56,127.3,90,10,86.6,363,1169,495,8.4,19.8,2.97
James Proche II,48037,WR,SMU,12,9.8,11,65.6,,0,0,2,1.7,1,30,287,0,90.1,84.2,77.5,,79.4,0.0,0,5,54,0.0,0,292,3,59,92.8,271,23.6,69,89.2,90,6,73.6,215,721,337,5.7,12.2,2.66
Damon Hazelton,42194,WR,BALL ST,11,13.0,7,56.7,,0,0,0,7.3,4,32,117,1,60.9,46.1,64.9,,64.0,0.0,0,3,28,0.0,0,357,1,51,95.0,339,2.0,7,73.6,90,4,98.0,350,504,109,2.1,9.9,1.49
Demetris Robertson,38547,WR,CAL,12,15.3,5,55.6,,0,0,0,7.4,4,26,130,0,70.4,75.1,64.9,,65.7,0.5,2,2,61,0.0,0,412,2,50,93.0,383,6.1,25,100.6,90,7,93.2,384,767,303,6.1,15.3,2.0
Drew Morgan,48073,WR,ARKANSAS,12,9.1,10,68.9,,0,0,0,3.1,2,39,111,1,85.8,56.5,78.2,61.0,80.5,0.3,1,2,34,0.3,1,324,1,62,93.5,303,32.4,105,92.5,90,3,66.4,215,672,329,5.3,10.8,2.22
Victor Bolden Jr.,12269,WR,OREGON ST,12,11.3,9,52.8,,0,0,1,13.0,7,23,265,1,47.7,45.5,62.3,,58.7,0.0,0,4,75,0.0,0,390,2,47,94.4,368,86.4,337,60.4,89,2,11.5,45,545,260,5.5,11.6,1.48
Equanimeous St. Brown,47967,WR,NOTRE DAME,12,12.7,8,65.2,,0,0,0,4.9,3,36,258,1,80.2,51.6,78.1,,78.9,0.0,0,4,79,0.0,0,371,3,58,96.2,357,15.9,59,116.4,89,9,84.1,312,961,348,6.0,16.6,2.69
Ricky Jones,48295,WR,INDIANA,12,12.4,8,56.2,,0,0,1,7.4,4,33,190,0,71.0,74.4,77.3,,76.7,0.0,0,4,65,0.0,0,352,1,50,96.6,340,11.6,41,78.1,89,3,88.4,311,783,332,6.6,15.7,2.3
Michael Clark,12107,WR,MARSHALL,12,16.4,3,41.6,,0,0,0,14.0,6,27,214,0,49.7,72.6,66.3,,65.8,0.0,0,4,83,0.0,0,371,1,37,93.8,348,2.4,9,66.3,89,5,97.6,362,632,111,3.0,17.1,1.82
Amara Darboh,11861,WR,MICHIGAN,12,15.4,7,59.1,,0,0,0,8.8,5,35,222,0,66.7,74.0,81.9,,79.9,0.0,0,1,46,0.0,0,320,1,52,97.2,311,7.8,25,112.2,88,7,92.2,295,826,300,5.8,15.9,2.66
Rodney Adams,11925,WR,USF,12,6.9,23,71.3,,0,0,0,3.1,2,25,327,4,80.7,22.3,76.8,,74.0,0.0,0,2,84,0.0,0,303,1,62,96.7,293,81.2,246,107.3,87,5,18.8,57,756,646,10.4,12.2,2.58
Deondre Douglas,47445,WR,TROY,12,8.9,6,62.8,,0,0,0,1.8,1,28,318,1,83.7,56.7,65.7,62.1,64.5,0.3,1,5,46,0.3,1,358,3,54,94.1,337,96.6,346,84.1,86,6,2.8,10,633,277,5.1,11.7,1.88
Doni Dowling,48214,WR,VIRGINIA,12,11.8,9,58.1,,0,0,0,16.7,10,33,335,1,35.6,47.7,63.9,,64.9,0.0,0,2,44,0.0,0,367,4,50,95.6,351,6.0,22,86.7,86,4,94.0,345,626,188,3.8,12.5,1.78
Mitchell Paige,12337,WR,INDIANA,12,9.5,8,62.8,,0,0,0,3.6,2,32,190,1,77.9,48.3,67.5,,68.9,0.0,0,7,42,0.0,0,379,1,54,96.3,365,97.6,370,61.4,86,3,2.4,9,604,324,6.0,11.2,1.65
Tim White,12144,WR,ARIZONA ST,10,9.9,13,65.1,,0,0,0,9.7,6,32,110,0,63.0,55.6,71.8,62.1,71.8,0.3,1,4,44,0.3,1,361,0,56,95.6,345,58.2,210,79.3,86,2,41.6,150,713,458,8.2,12.7,2.07
Nick Westbrook-Ikhine,47861,WR,INDIANA,12,15.7,4,57.0,,0,0,0,10.9,6,35,190,0,59.5,74.1,79.9,,79.3,0.0,0,3,79,0.0,0,311,0,49,96.1,299,11.3,35,98.7,86,5,88.7,276,915,256,5.2,18.7,3.06
Daikiel Shorts,12153,WR,W VIRGINIA,12,11.3,11,68.2,,0,0,0,4.9,3,48,343,0,79.5,74.5,83.4,65.4,83.4,0.3,1,3,53,0.3,1,368,1,58,94.8,349,91.0,335,104.7,85,5,8.7,32,833,272,4.7,14.4,2.39
Curtis Samuel,11795,HB,OHIO STATE,12,9.3,8,76.5,,0,0,0,7.1,5,34,260,0,76.8,77.3,83.4,79.0,85.0,0.3,1,1,79,3.9,12,306,2,65,92.2,282,73.5,225,128.7,85,7,5.6,17,822,427,6.6,12.6,2.91
Jamire Jordan,47514,WR,FRESNO ST,12,10.5,2,56.0,,0,0,0,13.0,7,28,169,0,52.9,78.3,61.3,,63.3,0.0,0,3,85,0.0,0,426,3,47,95.1,405,95.5,407,77.0,84,2,3.5,15,711,325,6.9,15.1,1.76
Dylan Cantrell,47782,WR,TEXAS TECH,10,11.1,6,69.0,,0,0,0,7.9,5,42,315,0,65.7,74.6,77.2,,73.6,0.5,2,0,54,0.0,0,438,2,58,95.4,418,5.0,22,124.9,84,8,94.1,412,675,280,4.8,11.6,1.61
Wyatt Demps,48193,WR,NEVADA,12,13.3,3,63.9,,0,0,0,5.4,3,33,239,0,71.9,74.0,74.6,,74.6,0.0,0,3,45,0.0,0,334,1,53,95.5,319,4.2,14,110.8,83,9,95.8,320,686,165,3.1,12.9,2.15
R.J. Shelton,38941,WR,MICH STATE,12,9.3,9,63.9,,0,0,0,3.6,2,30,223,0,83.8,80.6,77.7,64.4,78.5,0.3,1,2,86,0.3,1,365,0,53,92.9,339,65.5,239,104.9,83,5,34.0,124,789,443,8.4,14.9,2.33
Ronnie Moore,47704,WR,BOWL GREEN,12,11.7,5,50.6,,0,0,0,16.0,8,22,122,0,43.7,76.5,60.3,64.0,58.4,1.0,4,5,48,0.3,1,390,2,42,93.3,364,24.4,95,48.9,83,1,73.8,288,513,194,4.6,12.2,1.41
Cedrick Wilson Jr.,48170,WR,BOISE ST,11,16.0,11,60.2,,0,0,0,7.4,4,39,120,0,70.3,32.7,88.0,,89.3,2.3,6,3,75,0.0,0,263,1,50,97.0,255,7.2,19,128.9,83,10,90.5,238,1041,403,8.1,20.8,4.08
Jimmy Williams,48063,WR,E CAROLINA,12,11.4,7,54.2,,0,0,0,19.6,11,28,156,0,27.5,73.3,56.6,,55.3,0.0,0,3,75,0.0,0,552,0,45,95.8,529,15.0,83,105.4,83,8,85.0,469,818,386,8.6,18.2,1.55
T.L. Ford II,48284,WR,CHARLOTTE,12,14.2,6,43.9,,0,0,0,16.3,7,20,136,0,42.4,72.4,56.0,,54.3,0.0,0,1,39,0.0,0,433,1,36,94.9,411,9.7,42,71.7,82,4,90.3,391,430,119,3.3,11.9,1.05
