player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Charleston Rambo,61569,WR,MIAMI FL,12,12.7,8,66.4,52.2,12,23,0,4.8,4,44,220,1,81.5,55.3,77.5,,78.8,0.0,0,4,60,0.0,0,489,3,79,93.9,459,10.6,52,103.8,119,7,89.4,437,1165,387,4.9,14.7,2.54
Stanley Berryhill III,61128,WR,ARIZONA,12,6.8,19,70.3,60.0,9,15,0,2.4,2,39,109,0,90.4,86.4,70.4,34.1,73.7,0.2,1,8,43,0.4,2,483,4,83,94.0,454,75.8,366,61.6,118,1,21.1,102,746,478,5.8,9.0,1.64
Skyy Moore,97116,WR,W MICHIGAN,11,10.6,26,76.9,61.5,8,13,0,3.2,3,58,347,0,88.4,76.9,91.8,,92.0,0.3,1,2,74,0.0,0,388,0,90,93.6,363,34.3,133,132.2,117,10,65.5,254,1255,512,5.7,13.9,3.46
Khalil Shakir,84140,WR,BOISE ST,12,9.8,14,67.5,44.4,8,18,0,11.5,10,58,120,0,57.5,75.0,86.7,,89.3,0.2,1,1,69,0.0,0,417,1,77,94.7,395,76.7,320,116.0,114,7,22.3,93,1117,468,6.1,14.5,2.83
Keytaon Thompson,60457,WR,VIRGINIA,12,9.8,22,69.6,56.0,14,25,1,8.2,7,52,335,1,69.0,52.9,85.5,79.0,84.0,6.5,27,2,34,1.9,8,416,4,78,93.5,389,68.5,285,95.5,112,2,19.2,80,990,453,5.8,12.7,2.54
Hassan Beydoun,78185,WR,E MICHIGAN,12,7.9,8,75.7,66.7,14,21,0,6.7,6,49,160,1,74.8,65.5,76.9,65.3,78.4,0.5,2,1,64,0.3,1,399,1,84,96.7,386,93.0,371,107.4,111,4,6.5,26,905,442,5.3,10.8,2.34
Tank Dell,78874,WR,HOUSTON,12,12.0,12,64.9,35.3,6,17,0,12.2,10,50,182,1,54.5,57.9,82.6,,82.6,0.0,0,1,55,0.0,0,400,0,72,96.0,384,49.0,196,124.0,111,11,51.0,204,1028,403,5.6,14.3,2.68
Romeo Doubs,84329,WR,NEVADA,11,13.8,10,72.7,60.0,9,15,0,4.8,4,47,239,0,81.9,82.1,81.7,,83.3,0.0,0,2,66,0.0,0,509,2,80,95.1,484,21.4,109,130.6,110,11,78.6,400,1114,320,4.0,13.9,2.3
Jalen Cropper,97273,WR,FRESNO ST,12,7.7,16,70.4,33.3,4,12,0,3.8,3,40,169,6,84.8,17.3,78.2,,77.4,1.0,4,3,86,0.0,0,388,0,76,95.1,369,94.6,367,115.2,108,11,4.4,17,833,527,6.9,11.0,2.26
Zack Kuntz,84084,TE,DOMINION,12,10.0,6,65.7,46.7,7,15,0,5.3,4,32,263,1,74.8,53.2,77.4,63.3,78.7,24.8,81,4,43,4.9,16,326,1,71,91.4,298,68.1,222,82.9,108,5,7.1,23,674,258,3.6,9.5,2.26
Jack Sorenson,41983,WR,MIAMI OH,12,14.3,5,63.6,64.7,11,17,0,4.2,3,53,221,2,82.3,29.7,84.0,65.5,84.9,1.6,7,3,83,0.5,2,435,0,68,94.3,410,30.3,132,123.6,107,10,68.0,296,1260,360,5.3,18.5,3.07
Jake Bobo,77997,WR,DUKE,12,9.4,4,70.5,54.5,12,22,0,2.6,2,43,154,1,88.9,54.9,78.6,,78.9,0.0,0,1,48,0.0,0,393,2,74,94.9,373,17.0,67,91.5,105,1,83.0,326,794,323,4.4,10.7,2.13
Corey Gammage,98735,WR,MARSHALL,12,11.0,17,66.3,38.5,5,13,0,9.2,7,41,214,1,65.8,53.0,72.0,,71.0,0.5,2,5,64,0.0,0,420,2,69,96.4,405,4.8,20,76.9,104,2,94.8,398,828,317,4.6,12.0,2.04
Jacob Cowing,100894,WR,UTEP,12,14.8,14,64.4,38.5,10,26,0,8.2,6,49,330,0,69.2,75.8,91.3,,91.1,0.0,0,3,76,0.0,0,348,1,67,94.3,328,77.3,269,118.3,104,7,22.7,79,1337,471,7.0,20.0,4.08
Dante Cephas,97665,WR,KENT STATE,12,12.3,11,68.9,45.5,10,22,1,9.0,7,41,201,1,66.7,53.5,75.4,,76.9,0.0,0,1,52,0.0,0,398,2,71,91.7,365,9.3,37,122.7,103,8,90.7,361,1022,375,5.3,14.4,2.8
Xavier Hutchinson,122518,WR,IOWA STATE,12,7.6,11,79.6,58.3,7,12,0,3.5,3,47,193,1,86.3,57.6,83.0,,82.9,0.5,2,3,51,0.0,0,409,2,82,94.1,385,22.0,90,109.4,103,5,77.0,315,956,507,6.2,11.7,2.48
Xavier Worthy,144718,WR,TEXAS,12,13.4,14,60.2,50.0,5,10,0,4.6,3,38,311,1,80.8,32.1,79.2,,80.3,0.3,1,6,75,0.0,0,397,1,62,94.7,376,29.5,117,106.5,103,12,70.3,279,981,526,8.5,15.8,2.61
Ryan O'Keefe,101139,WR,UCF,12,6.7,19,77.5,55.6,5,9,0,4.8,4,32,323,1,81.7,60.8,74.8,,73.8,0.8,3,2,53,0.0,0,387,1,79,95.9,371,37.0,143,108.4,102,6,60.7,235,742,563,7.1,9.4,2.0
Garrett Wilson,97405,WR,OHIO STATE,11,11.6,19,68.6,61.5,8,13,0,7.9,6,49,260,0,70.5,82.7,84.1,,84.5,0.0,0,0,77,0.0,0,369,3,70,95.7,353,17.1,63,141.7,102,12,82.9,306,1058,417,6.0,15.1,3.0
Quian Williams,61237,WR,BUFFALO,12,13.5,7,63.7,42.1,8,19,0,7.1,5,40,126,0,72.9,78.1,74.1,,74.8,0.0,0,2,40,0.0,0,398,1,65,92.2,367,7.8,31,88.2,102,2,92.2,367,849,206,3.2,13.1,2.31
Smoke Harris,78918,WR,LA TECH,12,5.6,26,69.6,50.0,4,8,1,4.1,3,36,208,0,75.0,83.6,74.9,,76.1,1.2,5,3,47,0.0,0,431,5,71,95.8,413,95.1,410,97.4,102,6,3.0,13,733,473,6.7,10.3,1.77
Grant DuBose,111276,WR,CHARLOTTE,12,13.6,8,59.8,46.2,12,26,0,7.6,5,41,136,1,71.3,52.0,76.8,,76.6,0.0,0,3,56,0.0,0,409,3,61,92.9,380,10.3,42,95.6,102,6,89.7,367,889,262,4.3,14.6,2.34
Corey Rucker,121539,WR,ARK STATE,12,12.2,15,59.4,17.4,4,23,0,15.5,11,40,113,1,42.7,50.4,65.5,,66.5,0.2,1,2,37,0.0,0,513,0,60,94.9,487,84.6,434,107.6,101,9,14.6,75,837,359,6.0,14.0,1.72
Chris Olave,84355,WR,OHIO STATE,12,14.7,1,64.4,62.5,10,16,0,7.1,5,43,260,0,73.2,75.5,79.3,,79.9,0.2,1,3,61,0.0,0,427,3,65,95.6,408,18.5,79,121.5,101,13,81.3,347,936,276,4.2,14.4,2.29
Kalil Pimpleton,61799,WR,C MICHIGAN,12,13.8,7,59.0,44.4,8,18,1,9.2,6,37,134,0,65.1,86.0,75.9,,77.6,0.5,2,3,72,0.0,0,387,4,59,95.9,371,82.2,318,91.8,100,4,14.7,57,954,464,7.9,16.2,2.57
Ty Fryfogle,61321,WR,INDIANA,12,13.8,2,47.0,31.8,7,22,0,14.5,8,24,190,0,47.6,79.5,64.8,,63.5,0.0,0,3,52,0.0,0,399,1,47,93.5,373,45.4,181,53.3,100,1,54.4,217,508,162,3.4,10.8,1.36
Billy Kemp IV,77037,WR,VIRGINIA,12,5.6,14,74.7,50.0,6,12,3,9.8,8,37,335,1,63.5,72.9,73.8,,75.4,0.0,0,2,32,0.0,0,358,4,74,94.4,338,48.3,173,106.0,99,6,48.9,175,710,364,4.9,9.6,2.1
A.T. Perry,77975,WR,WAKE,12,16.2,7,56.6,30.0,6,20,1,12.5,8,44,339,0,53.2,74.3,81.4,,81.5,0.2,1,2,69,0.0,0,414,2,56,94.9,393,9.4,39,127.3,99,13,90.3,374,1115,278,5.0,19.9,2.84
Jaquarii Roberson,55454,WR,WAKE,12,14.2,5,63.9,53.8,14,26,0,4.6,3,46,339,2,81.3,29.6,82.5,,84.9,0.0,0,0,75,0.0,0,375,1,62,94.9,356,77.6,291,126.8,97,8,22.4,84,1024,260,4.2,16.5,2.88
Tyler Snead,90863,WR,E CAROLINA,12,8.4,10,68.0,58.3,7,12,0,5.7,4,36,156,1,73.2,40.5,71.6,,74.1,0.0,0,2,53,0.0,0,442,1,66,94.3,417,94.6,418,100.6,97,4,5.4,24,854,429,6.5,12.9,2.05
Travell Harris,61810,WR,WASH STATE,12,10.2,6,75.3,55.6,5,9,0,7.6,6,35,341,0,67.5,69.3,70.6,,71.5,0.2,1,2,58,0.0,0,419,3,73,97.4,408,93.8,393,121.4,97,9,6.0,25,798,214,2.9,10.9,1.96
Jaxon Smith-Njigba,129758,WR,OHIO STATE,12,8.8,16,83.3,100.0,7,7,1,7.0,6,57,260,0,73.8,81.1,90.2,,90.2,0.0,0,1,75,0.0,0,369,2,80,95.9,354,90.0,332,135.2,96,6,10.0,37,1259,610,7.6,15.7,3.56
Zakhari Franklin,97620,WR,UTSA,11,10.5,12,68.8,31.3,5,16,0,4.3,3,39,331,0,81.7,75.0,78.3,,81.6,0.0,0,2,75,0.0,0,348,4,66,93.1,324,11.8,41,123.0,96,10,88.2,307,866,383,5.8,13.1,2.67
Konata Mumpfield,145598,WR,AKRON,12,11.2,6,65.6,46.7,7,15,0,6.0,4,40,102,1,72.8,59.3,77.4,,78.2,0.0,0,0,48,0.0,0,469,1,63,95.7,449,28.8,135,117.1,96,8,71.0,333,749,219,3.5,11.9,1.67
Mitchell Tinsley,123470,WR,W KENTUCKY,12,13.2,14,74.5,52.2,12,23,0,1.4,1,51,346,0,88.2,75.4,77.1,,79.0,0.0,0,0,65,0.0,0,507,2,70,94.5,479,3.9,20,149.6,94,10,96.1,487,1127,385,5.5,16.1,2.35
Kyle Philips,84463,WR,UCLA,11,9.8,8,62.8,33.3,3,9,0,9.2,6,36,324,0,65.0,64.1,77.6,,76.6,1.9,7,4,75,0.0,0,373,1,59,93.8,350,92.8,346,104.9,94,10,4.6,17,739,355,6.0,12.5,2.11
Tez Johnson,123709,WR,TROY,12,5.7,11,71.0,33.3,3,9,0,10.8,8,31,318,2,59.7,55.5,70.1,,70.9,0.0,0,1,64,0.0,0,330,0,66,94.8,313,91.2,301,103.0,93,4,8.5,28,712,496,7.5,10.8,2.27
Dontayvion Wicks,99711,WR,VIRGINIA,12,18.5,4,61.3,51.7,15,29,2,8.1,5,49,335,2,58.7,28.1,78.8,,80.4,0.0,0,2,77,0.0,0,390,3,57,94.9,370,17.7,69,128.5,93,9,82.3,321,1201,285,5.0,21.1,3.25
Jameson Williams,101701,WR,ALABAMA,12,15.0,9,65.6,37.5,3,8,0,7.6,5,43,103,2,70.7,32.9,79.9,,83.4,0.0,0,1,94,0.0,0,418,3,61,96.9,405,27.8,116,143.9,93,13,72.0,301,1259,555,9.1,20.6,3.11
Dylan Drummond,78187,WR,E MICHIGAN,12,12.3,2,63.4,32.0,8,25,0,3.3,2,36,160,0,84.9,79.9,71.0,,69.4,0.0,0,2,41,0.0,0,448,0,59,96.9,434,10.7,48,97.3,93,6,89.3,400,665,113,1.9,11.3,1.53
Malachi Corley,66272,WR,W KENTUCKY,12,7.4,10,71.0,27.3,3,11,0,4.3,3,36,346,2,82.0,29.8,64.4,62.1,65.3,0.0,0,3,45,0.2,1,425,2,66,95.1,404,96.9,412,101.7,93,7,3.1,13,643,379,5.7,9.7,1.59
Calvin Jackson Jr.,84508,WR,WASH STATE,12,10.4,4,67.7,53.3,8,15,0,6.0,4,37,341,1,75.9,51.0,72.2,,74.6,0.0,0,2,78,0.0,0,407,0,63,98.0,399,96.8,394,117.0,93,7,3.2,13,946,387,6.1,15.0,2.37
Cole Turner,84330,TE,NEVADA,11,10.2,5,66.7,58.6,17,29,1,4.6,3,36,239,0,80.8,74.9,73.5,82.8,72.6,15.2,74,3,30,1.4,7,488,2,62,92.8,453,58.0,283,110.4,93,10,26.8,131,677,187,3.0,10.9,1.49
Roderic Burns,84334,WR,N TEXAS,12,12.5,9,58.1,37.5,6,16,0,12.9,8,27,251,0,53.4,83.1,68.5,,70.8,0.0,0,3,55,0.0,0,370,2,54,92.4,342,96.8,358,83.7,93,4,3.2,12,721,250,4.6,13.4,2.11
Tay Martin,61811,WR,OKLA STATE,11,14.3,7,66.3,52.9,9,17,0,11.6,8,51,262,0,58.0,75.5,83.1,61.9,83.5,0.0,0,1,38,0.3,1,350,2,61,92.9,325,6.0,21,116.8,92,7,94.0,329,854,174,2.9,14.0,2.63
Chris Pierce,61794,WR,VANDERBILT,12,10.5,13,62.0,31.6,6,19,0,8.1,5,33,333,0,70.0,74.6,70.8,55.0,70.9,1.3,6,3,31,0.2,1,472,1,57,94.9,448,15.9,75,77.0,92,2,82.8,391,654,219,3.8,11.5,1.46
LaJohntay Wester,123616,WR,FAU,12,7.6,5,68.5,50.0,4,8,0,11.3,8,32,165,1,57.9,86.0,68.9,,70.5,0.0,0,2,39,0.0,0,352,6,63,95.7,337,90.6,319,94.8,92,4,9.4,33,668,374,5.9,10.6,1.98
Corey Sutton,61123,WR,APP STATE,12,14.0,12,64.8,36.8,7,19,1,3.3,2,39,108,2,79.5,28.1,81.2,,82.7,0.0,0,2,79,0.0,0,339,3,59,95.6,324,2.4,8,112.6,91,7,97.6,331,873,261,4.4,14.8,2.69
Jayden Reed,78171,WR,MICH STATE,12,13.6,14,58.2,48.0,12,25,0,10.2,6,39,223,0,57.4,84.5,82.6,,82.7,0.0,0,3,85,0.0,0,356,1,53,93.5,333,14.3,51,109.5,91,8,85.7,305,946,346,6.5,17.8,2.84
Bo Melton,61610,WR,RUTGERS,11,10.8,12,61.5,25.0,4,16,0,8.2,5,23,278,2,69.0,37.2,76.8,,75.0,0.0,0,1,57,0.0,0,293,0,56,96.2,282,21.8,64,89.2,91,3,78.2,229,642,354,6.3,11.5,2.28
Mac Hippenhammer,61591,WR,MIAMI OH,12,19.0,2,53.3,41.7,10,24,0,5.9,3,37,221,0,75.9,73.8,76.8,64.5,77.8,0.3,1,2,63,0.3,1,388,3,48,94.1,365,4.4,17,92.4,90,5,95.4,370,791,129,2.7,16.5,2.17
Austin Osborne,84502,WR,BOWL GREEN,12,7.6,4,71.1,61.5,8,13,0,4.5,3,25,122,0,81.4,75.0,64.2,62.1,64.3,0.0,0,2,36,0.2,1,447,1,64,96.2,430,51.5,230,84.8,90,2,48.5,217,546,245,3.8,8.5,1.27
Jayshon Jackson,78041,WR,BALL ST,12,11.4,2,63.3,21.4,3,14,0,9.5,6,31,117,0,64.1,75.7,72.4,,72.0,0.0,0,2,44,0.0,0,361,0,57,94.2,340,37.4,135,92.0,90,4,62.0,224,683,226,4.0,12.0,2.01
Emeka Emezie,61517,WR,NC STATE,12,12.6,2,67.4,52.4,11,21,1,7.7,5,36,248,0,70.3,74.6,73.3,,73.9,0.0,0,0,64,0.0,0,405,3,60,94.8,384,6.4,26,118.3,89,6,93.6,379,802,208,3.5,13.4,2.09
Ali Jennings,145344,WR,DOMINION,12,13.4,4,62.9,56.3,9,16,0,18.8,13,35,263,1,32.1,48.3,72.2,,71.8,0.0,0,3,60,0.0,0,377,1,56,96.0,362,5.3,20,105.5,89,5,94.7,357,988,290,5.2,17.6,2.73
Jaivon Heiligh,84159,WR,COAST CAR,12,13.9,9,66.3,54.5,6,11,0,4.8,3,47,141,0,79.5,84.6,90.2,,90.2,0.0,0,1,66,0.0,0,306,2,59,96.4,295,23.2,71,127.3,89,7,76.8,235,1034,313,5.3,17.5,3.51
Charlie Kolar,60917,TE,IOWA STATE,11,10.7,3,67.0,65.2,15,23,0,3.3,2,43,193,2,85.3,49.8,88.0,64.4,87.4,29.0,108,2,34,6.7,25,372,1,59,88.2,328,57.5,214,102.0,88,5,11.0,41,731,226,3.8,12.4,2.23
Treylon Burks,99218,WR,ARKANSAS,12,9.7,14,73.9,43.8,7,16,0,4.4,3,42,111,0,81.7,77.4,85.8,0.0,91.0,3.0,10,0,91,0.0,0,328,4,65,93.9,308,67.7,222,155.3,88,11,24.1,79,1100,607,9.3,16.9,3.57
Tahj Washington,97288,WR,USC,12,9.7,11,61.4,29.4,5,17,1,6.9,4,32,326,0,73.5,75.4,67.0,,67.7,0.2,1,4,29,0.0,0,439,4,54,93.6,411,6.4,28,66.5,88,1,93.4,410,600,263,4.9,11.1,1.46
Tyquan Thornton,78092,WR,BAYLOR,12,15.4,3,62.5,50.0,7,14,0,5.2,3,41,118,0,77.9,74.3,82.9,,81.9,0.0,0,1,75,0.0,0,335,0,55,96.7,324,4.5,15,120.8,88,8,95.5,320,868,178,3.2,15.8,2.68
Justin Garrett,84486,WR,UTEP,12,13.3,5,55.2,45.5,10,22,0,5.9,3,29,330,0,75.9,83.1,74.3,,75.7,0.0,0,4,44,0.0,0,380,1,48,94.2,358,21.6,82,75.7,87,4,78.4,298,658,137,2.9,13.7,1.84
Nick Mardner,75945,WR,HAWAII,13,18.0,9,52.9,32.1,9,28,0,8.0,4,34,180,0,68.1,73.4,75.6,,76.1,0.0,0,3,79,0.0,0,402,3,46,95.3,383,22.6,91,94.7,87,5,77.4,311,913,279,6.1,19.8,2.38
Jo'quavious Marks,124179,HB,MISS STATE,12,-0.9,14,87.2,50.0,1,2,0,5.1,4,17,227,0,80.2,88.1,75.7,52.3,80.6,0.0,0,1,16,10.6,40,378,0,75,84.9,321,8.2,31,94.1,86,3,0.0,0,427,540,7.2,5.7,1.33
Dontario Drummond,98738,WR,OLE MISS,11,6.4,16,78.8,55.6,5,9,0,8.2,6,46,226,1,69.5,63.3,77.8,51.7,83.6,2.9,11,1,67,0.8,3,384,5,67,93.5,359,64.6,248,138.6,85,8,29.9,115,927,636,9.5,13.8,2.58
Jake Bailey,72158,WR,RICE,11,9.8,5,66.7,57.1,8,14,1,3.4,2,44,275,0,84.3,74.7,78.8,,81.7,0.3,1,4,40,0.0,0,320,5,56,94.4,302,76.6,245,81.2,84,2,21.3,68,714,305,5.4,12.8,2.36
Te'Vailance Hunt,78109,WR,ARK STATE,11,13.0,17,60.7,40.0,8,20,0,10.5,6,31,113,1,60.1,45.7,67.0,,67.0,0.0,0,4,76,0.0,0,415,0,51,94.7,393,10.4,43,93.4,84,6,89.6,372,740,303,5.9,14.5,1.88
Rakim Jarrett,129519,WR,MARYLAND,12,9.3,10,66.7,23.1,3,13,0,9.7,6,31,215,0,64.1,76.4,72.4,63.3,73.2,0.3,1,2,60,0.3,1,395,0,56,94.7,374,57.2,226,105.7,84,5,42.5,168,769,410,7.3,13.7,2.06
Derrick Deese Jr.,84043,TE,S JOSE ST,12,12.7,3,56.6,47.1,8,17,2,7.8,4,31,285,0,69.3,73.6,86.3,78.0,79.3,41.9,163,3,37,4.6,18,389,2,47,90.0,350,56.3,219,86.4,83,4,1.8,7,720,209,4.4,15.3,2.06
Michael Mayer,122906,TE,NOTRE DAME,11,7.8,8,77.1,61.1,11,18,0,3.0,2,39,258,0,86.0,74.8,82.8,71.1,83.6,36.9,143,3,52,5.7,22,388,4,64,90.2,350,50.0,194,109.9,83,5,13.1,51,768,329,5.1,12.0,2.19
Will Sheppard,124360,WR,VANDERBILT,11,11.1,14,51.8,30.4,7,23,0,10.4,5,23,333,0,67.7,73.3,62.2,,62.6,0.0,0,4,56,0.0,0,403,1,43,94.8,382,5.7,23,70.2,83,4,94.3,380,577,226,5.3,13.4,1.51
Xavier Weaver,101130,WR,USF,10,18.2,11,49.4,43.8,7,16,1,4.7,2,34,327,1,79.2,58.5,87.9,,85.8,0.0,0,6,44,0.0,0,248,1,41,93.5,232,15.3,38,57.1,83,2,84.7,210,715,145,3.5,17.4,3.08
Jason Brownlee,121451,WR,SO MISS,12,14.7,6,54.2,39.1,9,23,0,4.3,2,26,296,1,81.1,44.2,74.0,,76.7,0.0,0,5,39,0.0,0,286,1,45,95.1,272,8.7,25,85.8,83,8,91.3,261,628,155,3.4,14.0,2.31
Yo'Heinz Tyler,78181,WR,BALL ST,12,11.3,4,53.7,42.9,9,21,0,4.3,2,26,117,0,79.5,73.3,61.5,,63.1,0.0,0,0,27,0.0,0,375,3,44,95.7,359,29.3,110,93.4,82,6,70.7,265,438,137,3.1,10.0,1.22
Zay Flowers,97268,WR,BOSTON COL,12,15.2,10,53.7,35.7,5,14,1,8.3,4,28,121,0,67.1,48.7,73.0,,74.6,0.0,0,4,49,0.0,0,344,3,44,95.3,328,25.9,89,84.7,82,5,74.1,255,746,326,7.4,17.0,2.27
Justin Hall,61158,WR,BALL ST,11,6.1,12,75.3,36.4,4,11,0,4.7,3,30,117,1,80.4,73.3,73.3,,71.2,0.0,0,1,49,0.0,0,340,2,61,94.1,320,54.7,186,111.4,81,5,43.8,149,606,386,6.3,9.9,1.89
Joshua Cephus,98095,WR,UTSA,12,6.0,17,82.7,35.7,5,14,0,2.9,2,35,331,1,87.0,53.2,73.4,,73.4,0.0,0,0,47,0.0,0,400,0,67,93.0,372,81.8,327,130.2,81,6,18.3,73,756,455,6.8,11.3,2.03
Winston Wright Jr.,99537,WR,W VIRGINIA,12,9.8,13,74.1,38.5,5,13,0,4.8,3,34,343,0,79.7,78.3,73.9,,75.3,0.0,0,1,40,0.0,0,359,1,60,95.5,343,94.7,340,113.8,81,5,3.9,14,672,292,4.9,11.2,1.96
Isaiah Garcia-Castaneda,138481,WR,NEW MEX ST,10,13.4,7,45.7,23.5,4,17,0,7.5,3,21,242,0,69.9,73.6,74.5,,73.6,0.0,0,1,75,0.0,0,306,0,37,94.8,290,16.7,51,81.2,81,4,83.3,255,578,197,5.3,15.6,1.99
Jalen Wayne,61640,WR,S ALABAMA,12,10.7,11,66.3,59.1,13,22,0,5.4,3,24,288,2,77.1,26.8,60.0,,61.6,0.0,0,4,41,0.0,0,454,5,53,96.0,436,19.2,87,77.3,80,2,80.8,367,625,200,3.8,11.8,1.43
Milton Wright,97775,WR,PURDUE,12,11.5,2,72.2,53.8,7,13,0,6.6,4,42,273,0,73.9,74.9,74.3,,74.8,0.3,1,1,53,0.0,0,400,0,57,96.5,386,8.0,32,125.3,79,7,91.8,367,737,192,3.4,12.9,1.91
Rashee Rice,97605,WR,SMU,12,7.3,16,81.0,42.9,3,7,0,1.5,1,33,287,0,91.0,75.2,79.9,,79.8,0.0,0,1,62,0.0,0,340,4,64,96.5,328,93.2,317,135.3,79,9,6.2,21,682,378,5.9,10.7,2.08
Tyrese Chambers,109628,WR,FIU,12,16.0,10,59.0,45.5,10,22,0,4.2,2,31,166,2,80.2,28.5,76.6,,77.9,0.3,1,4,91,0.0,0,377,0,46,95.2,359,25.2,95,120.4,78,9,74.5,281,1069,485,10.5,23.2,2.98
