player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Kalil Pimpleton,61799,WR,C MICHIGAN,12,7.6,10,68.2,58.3,7,12,1,9.9,8,40,134,0,60.4,83.8,73.6,,71.5,0.5,2,3,80,0.0,0,397,3,73,94.7,376,84.1,334,96.2,107,6,14.4,57,776,408,5.6,10.6,2.06
Taysir Mack,41635,WR,PITTSBURGH,11,12.3,1,57.9,53.1,17,32,1,8.8,6,36,268,1,66.6,51.8,68.0,,68.3,0.0,0,2,48,0.0,0,453,1,62,95.6,433,29.1,132,76.4,107,2,70.9,321,709,175,2.8,11.4,1.64
Bryan Edwards,28486,WR,S CAROLINA,10,8.5,15,66.4,46.2,6,13,1,4.1,3,36,289,0,83.5,80.7,77.9,66.7,79.1,0.0,0,0,75,0.3,1,334,5,71,94.6,316,32.3,108,107.8,107,6,67.4,225,816,540,7.6,11.5,2.58
Emeka Emezie,61517,WR,NC STATE,12,12.2,5,52.8,40.6,13,32,0,9.7,6,28,248,0,63.5,74.3,61.2,62.1,61.4,0.2,1,1,37,0.2,1,429,0,56,95.3,409,10.7,46,71.1,106,2,89.0,382,576,146,2.6,10.3,1.41
Trishton Jackson,41247,WR,SYRACUSE,12,14.4,10,61.3,45.0,9,20,0,4.4,3,41,304,0,77.1,75.0,73.9,46.3,74.2,0.2,1,1,85,0.0,0,523,6,65,95.8,501,16.1,84,123.2,106,11,83.7,438,1001,369,5.7,15.4,2.0
Branden Mack,39902,WR,TEMPLE,12,13.6,9,52.8,60.6,20,33,0,11.1,7,39,306,0,58.6,74.4,69.0,,68.6,0.0,0,2,75,0.0,0,461,3,56,95.2,439,10.2,47,95.1,106,7,89.6,413,886,242,4.3,15.8,2.02
Austin Trammell,52195,WR,RICE,12,10.3,9,57.1,40.0,6,15,1,4.8,3,41,275,0,80.5,72.7,78.1,,77.9,0.0,0,1,45,0.0,0,364,1,60,94.8,345,77.2,281,87.2,105,4,22.5,82,726,274,4.6,12.1,2.1
Lucky Jackson,29557,WR,W KENTUCKY,12,9.3,10,74.0,47.8,11,23,0,1.3,1,42,346,1,92.0,56.0,74.0,,73.9,0.0,0,4,69,0.0,0,431,3,77,96.8,417,17.2,74,97.0,104,3,82.8,357,988,384,5.0,12.8,2.37
Tyler Johnson,48054,WR,MINNESOTA,12,11.0,9,72.1,71.4,15,21,0,7.4,6,52,225,2,71.8,33.9,89.6,,90.0,0.0,0,1,73,0.0,0,354,1,75,94.1,333,86.2,305,138.0,104,11,13.8,49,1113,390,5.2,14.8,3.34
Elijah Cooks,61501,WR,NEVADA,12,12.5,13,60.8,57.1,12,21,0,8.8,6,36,239,1,63.0,51.3,71.7,,69.7,0.0,0,2,55,0.0,0,489,2,62,95.1,465,4.9,24,97.2,102,7,95.1,465,729,330,5.3,11.8,1.57
Joe Reed,40221,WR,VIRGINIA,12,8.4,14,69.6,43.8,7,16,0,1.4,1,32,335,1,91.5,61.6,71.5,,72.3,1.7,7,2,43,0.0,0,422,1,71,94.5,399,71.1,300,97.3,102,6,23.0,97,631,400,5.6,8.9,1.58
Jerry Jeudy,61103,WR,ALABAMA,12,10.9,14,70.3,50.0,3,6,0,9.0,7,48,103,1,66.7,53.5,82.8,,83.7,0.0,0,2,44,0.0,0,346,4,71,95.1,329,58.7,203,121.7,101,9,40.8,141,959,487,6.9,13.5,2.91
Kaylon Geiger,102929,WR,TROY,12,7.3,10,76.2,26.3,5,19,1,2.5,2,42,318,0,89.2,62.9,71.6,,74.8,0.2,1,2,57,0.0,0,435,5,77,94.0,409,95.9,417,109.3,101,5,3.0,13,859,515,6.7,11.2,2.1
Cornelius McCoy,84196,WR,GA STATE,12,10.9,9,64.4,44.4,4,9,0,8.5,6,39,175,0,67.9,80.5,71.1,,72.2,0.0,0,2,44,0.0,0,396,4,65,94.4,374,28.0,111,88.6,101,4,71.7,284,676,242,3.7,10.4,1.81
Seth Williams,84137,WR,AUBURN,11,13.3,13,55.0,43.5,10,23,0,8.3,5,38,115,1,67.5,47.4,74.5,,75.1,0.0,0,2,48,0.0,0,325,3,55,95.7,311,12.9,42,99.6,100,8,87.1,283,801,250,4.5,14.6,2.58
JoJo Ward,75940,WR,HAWAII,13,18.0,5,55.0,42.9,6,14,0,15.4,10,39,180,0,44.1,74.6,63.5,,64.4,0.0,0,5,71,0.0,0,540,5,55,95.6,516,1.5,8,101.5,100,11,98.5,532,906,139,2.5,16.5,1.76
Brandon Aiyuk,84109,WR,ARIZONA ST,12,10.1,14,65.7,25.0,2,8,1,8.5,6,40,110,1,67.9,69.7,77.8,,79.2,0.5,2,0,86,0.0,0,411,4,65,95.4,392,16.8,69,133.9,99,8,82.7,340,1192,710,10.9,18.3,3.04
Kendall Hinton,34045,WR,WAKE,10,8.5,19,70.7,63.6,14,22,0,9.1,7,45,339,1,61.3,68.2,78.5,,79.2,0.0,0,2,62,0.0,0,381,0,70,95.8,365,84.0,320,102.8,99,3,16.0,61,953,427,6.1,13.6,2.61
Keylon Stokes,65080,WR,TULSA,12,12.6,11,62.6,50.0,10,20,1,17.3,13,43,320,1,37.3,71.1,68.7,,69.9,0.0,0,1,62,0.0,0,462,1,62,94.8,438,95.0,439,114.0,99,6,4.8,22,1040,389,6.3,16.8,2.37
Denzel Mims,47800,WR,BAYLOR,12,14.8,7,61.6,45.9,17,37,0,9.0,6,48,118,2,62.1,28.8,84.2,,85.7,0.3,1,1,46,0.0,0,373,1,61,94.1,351,5.4,20,125.8,99,11,94.4,352,940,180,3.0,15.4,2.68
Tyler Vaughns,40283,WR,USC,12,12.3,6,68.7,56.5,13,23,0,6.8,5,48,326,1,73.9,59.0,73.0,,73.8,0.0,0,3,49,0.0,0,488,4,68,95.1,464,1.8,9,103.0,99,6,98.2,479,858,200,2.9,12.6,1.85
Bailey Gaither,47904,WR,S JOSE ST,12,17.6,1,53.1,36.0,9,25,0,13.3,8,32,285,0,46.0,77.1,67.1,,68.2,0.0,0,2,80,0.0,0,395,4,52,93.9,371,2.3,9,92.7,98,6,97.7,386,812,166,3.2,15.6,2.19
Whop Philyor,61320,WR,INDIANA,11,10.8,16,69.4,23.1,3,13,0,8.1,6,39,190,1,69.5,54.3,80.5,,81.0,0.0,0,1,56,0.0,0,351,1,68,92.9,326,86.6,304,114.5,98,5,13.4,47,984,498,7.3,14.5,3.02
Chase Claypool,42312,WR,NOTRE DAME,12,12.9,10,60.2,60.0,15,25,1,10.6,7,46,258,0,60.5,74.6,80.6,,79.3,0.0,0,2,47,0.0,0,417,1,59,94.7,395,15.8,66,121.2,98,12,84.2,351,891,306,5.2,15.1,2.26
Ja'Marr Chase,84270,WR,LSU,11,13.3,21,71.4,54.2,13,24,0,5.4,4,55,211,1,78.7,53.0,91.8,,91.9,0.0,0,3,78,0.0,0,383,0,70,96.9,371,16.4,63,140.5,98,17,82.8,317,1457,563,8.0,20.8,3.93
Easop Winston Jr.,61812,WR,WASH STATE,12,8.4,9,82.5,78.6,11,14,0,2.4,2,48,341,2,85.8,37.6,77.5,,77.5,0.3,1,0,39,0.0,0,395,2,80,96.5,381,2.0,8,144.1,97,11,97.7,386,922,367,4.6,11.5,2.42
Jahcour Pearson,42095,WR,W KENTUCKY,12,5.9,18,74.0,54.5,6,11,0,10.1,8,38,346,0,61.5,76.4,77.7,,79.8,0.3,1,2,69,0.0,0,361,0,71,96.1,347,95.3,344,109.6,96,6,3.9,14,777,502,7.1,10.9,2.24
Cody White,61448,WR,MICH STATE,12,11.9,6,60.4,54.5,12,22,1,4.9,3,41,223,1,80.5,40.5,74.1,,75.1,0.0,0,5,49,0.0,0,453,5,58,93.6,424,29.6,134,83.9,96,5,70.4,319,825,227,3.9,14.2,1.95
Jason-Matthew Sharsh,52065,WR,HAWAII,13,9.5,2,76.8,66.7,4,6,0,3.9,3,41,180,0,84.6,76.2,68.5,,69.0,0.0,0,1,30,0.0,0,488,3,73,96.1,469,98.8,482,108.4,95,4,1.2,6,745,237,3.2,10.2,1.59
Justin Jefferson,61398,WR,LSU,12,9.0,19,85.3,88.9,8,9,1,4.7,4,55,211,0,81.9,76.2,84.2,30.8,84.9,0.2,1,2,61,0.2,1,457,1,81,96.1,439,98.7,451,145.4,95,13,0.4,2,1092,516,6.4,13.5,2.49
Tony Nicholson,25653,WR,NEW MEX ST,12,8.9,9,65.3,33.3,2,6,0,8.8,6,30,242,0,66.5,59.4,68.7,,69.2,0.0,0,7,44,0.0,0,412,0,62,96.8,399,13.3,55,75.6,95,6,86.7,357,657,315,5.1,10.6,1.65
Sage Surratt,55450,WR,WAKE,9,13.8,17,68.4,60.0,18,30,0,7.1,5,46,339,0,67.9,81.2,83.4,,83.9,0.0,0,1,70,0.0,0,380,0,65,95.0,361,22.6,86,137.4,95,11,77.1,293,1006,303,4.7,15.5,2.79
C.J. Johnson,104187,WR,E CAROLINA,12,12.1,10,57.9,48.0,12,25,1,5.2,3,41,156,0,74.3,50.2,80.2,,82.1,0.0,0,3,75,0.0,0,373,4,55,91.2,340,6.7,25,91.6,95,4,93.3,348,922,319,5.8,16.8,2.71
Jhamon Ausbon,61718,WR,TEXAS A&M,12,11.2,3,69.1,60.0,15,25,0,9.7,7,43,312,1,64.4,52.1,72.1,,71.3,0.0,0,1,41,0.0,0,469,1,65,94.9,445,19.2,90,107.7,94,4,80.8,379,862,197,3.0,13.3,1.94
Jonathan Adams Jr.,61148,WR,ARK STATE,12,14.3,9,61.7,30.8,8,26,0,4.9,3,34,113,0,74.9,74.6,67.5,65.5,66.7,0.2,1,2,63,0.2,1,483,3,58,93.4,451,4.3,21,93.8,94,4,95.2,460,788,250,4.3,13.6,1.75
Tutu Atwell,77965,WR,LOUISVILLE,12,11.2,7,64.9,26.7,4,15,1,6.2,4,44,210,1,75.1,56.0,90.3,,90.4,0.0,0,5,90,0.0,0,285,1,61,94.4,269,86.0,245,123.4,94,12,14.0,40,1123,701,11.5,18.4,4.17
Tim Jones,61669,WR,SO MISS,12,7.6,18,71.0,46.7,7,15,1,9.6,7,39,296,1,64.0,52.7,75.4,63.1,76.7,1.7,7,4,68,0.2,1,407,4,66,95.3,388,90.2,367,91.6,93,3,7.9,32,838,447,6.8,12.7,2.16
Amon-Ra St. Brown,84470,WR,USC,12,8.9,17,73.1,41.7,5,12,0,6.8,5,37,326,0,74.0,83.8,72.8,,70.6,0.0,0,2,95,0.0,0,512,1,68,95.3,488,87.9,450,114.9,93,6,10.0,51,879,349,5.1,12.9,1.8
Quintin Morris,61182,TE,BOWL GREEN,12,7.2,6,58.1,21.4,3,14,1,10.0,6,34,122,1,63.4,48.3,71.5,69.1,77.7,32.4,104,5,59,3.1,10,321,3,54,93.5,300,53.3,171,71.0,93,4,13.1,42,639,395,7.3,11.8,2.13
Hutch White,41208,WR,TEXAS ST,12,5.7,10,72.0,42.9,6,14,0,6.9,5,30,314,0,73.7,69.9,71.1,,69.9,0.0,0,4,40,0.0,0,411,1,67,95.6,393,97.6,401,79.1,93,2,2.2,9,619,349,5.2,9.2,1.58
Damonte Coxie,61419,WR,MEMPHIS,12,13.2,13,63.4,47.6,10,21,0,9.2,6,40,218,0,70.3,75.2,80.9,,82.0,0.0,0,3,59,0.0,0,372,4,59,94.6,352,4.8,18,117.6,93,9,95.2,354,979,293,5.0,16.6,2.78
Siaosi Mariner,84476,WR,UTAH ST,12,14.9,3,59.8,40.0,10,25,0,9.8,6,35,329,0,59.4,74.4,72.6,,73.8,0.0,0,4,80,0.0,0,448,2,55,95.3,427,11.4,51,101.9,92,8,88.6,397,863,170,3.1,15.7,2.02
Bradley Rozner,98743,WR,RICE,12,13.3,8,59.8,48.3,14,29,0,12.7,8,37,275,1,53.5,47.9,71.2,,70.3,0.0,0,2,55,0.0,0,377,1,55,93.9,354,6.4,24,95.8,92,5,93.6,353,770,203,3.7,14.0,2.18
Tamorrion Terry,61258,WR,FLORIDA ST,12,14.3,7,56.0,41.7,10,24,2,8.9,5,29,167,0,63.0,74.5,74.0,,74.4,0.2,1,3,75,0.0,0,435,2,51,93.3,406,9.4,41,111.1,91,8,90.3,393,1022,539,10.6,20.0,2.52
Cameron Ross,97105,WR,UCONN,11,7.2,7,65.9,20.0,2,10,0,6.3,4,31,146,0,75.6,76.6,72.5,,73.6,0.0,0,2,94,0.0,0,364,1,60,95.9,349,91.8,334,95.6,91,4,8.0,29,722,424,7.1,12.0,2.07
Brandon Arconado,42120,WR,WASH STATE,10,10.5,5,73.6,50.0,5,10,0,5.6,4,51,341,0,78.1,75.2,76.9,,78.8,0.0,0,4,44,0.0,0,396,2,67,95.5,378,98.7,391,110.2,91,6,1.3,5,942,341,5.1,14.1,2.49
Sam Crawford Jr.,78052,WR,TULSA,12,10.1,4,65.6,65.0,13,20,1,4.8,3,32,320,0,79.4,74.5,65.2,,66.2,0.0,0,1,66,0.0,0,479,4,59,94.6,453,3.3,16,106.6,90,5,96.7,463,777,269,4.6,13.2,1.72
Marquez Stevenson,41838,WR,HOUSTON,12,12.2,11,57.8,35.0,7,20,0,7.1,4,33,182,3,72.7,27.0,73.6,,74.2,0.0,0,4,96,0.0,0,339,1,52,92.0,312,92.6,314,106.9,90,9,7.1,24,904,548,10.5,17.4,2.9
Rashod Bateman,84296,WR,MINNESOTA,12,17.1,15,63.3,63.2,12,19,0,8.1,5,51,225,0,69.1,74.4,88.1,,89.4,0.0,0,5,66,0.0,0,340,0,57,94.1,320,21.5,73,123.4,90,11,78.5,267,1170,328,5.8,20.5,3.66
Brycen Hopkins,47338,TE,PURDUE,12,8.6,6,68.5,55.6,10,18,2,11.6,8,39,273,0,56.9,74.7,65.1,69.5,70.4,33.7,178,2,72,9.8,52,528,4,61,86.0,454,61.6,325,115.0,89,7,1.9,10,832,383,6.3,13.6,1.83
Max Borghi,83802,HB,WASH STATE,12,-1.7,26,89.9,,0,0,0,2.4,2,25,341,0,90.0,89.1,76.2,25.7,79.0,0.0,0,1,65,12.2,77,633,2,80,84.4,534,10.1,64,103.3,89,4,0.2,1,562,759,9.5,7.0,1.05
Tyler Snead,90863,WR,E CAROLINA,12,7.3,12,74.2,41.7,5,12,0,1.5,1,36,156,0,86.8,73.6,73.8,,73.8,0.0,0,4,57,0.0,0,382,0,66,92.4,353,95.5,365,99.4,89,5,4.5,17,759,386,5.8,11.5,2.15
Dazz Newsome,61510,WR,N CAROLINA,11,11.1,18,71.9,66.7,6,9,1,11.1,8,46,245,0,58.6,83.0,83.3,76.2,84.8,0.0,0,2,57,0.6,2,354,2,64,95.5,338,99.7,353,126.9,89,8,0.3,1,947,384,6.0,14.8,2.8
Jauan Jennings,48027,WR,TENNESSEE,12,11.2,29,64.8,45.8,11,24,1,6.6,4,41,307,1,71.4,55.7,88.2,,89.1,0.6,2,3,51,0.0,0,314,2,57,94.6,297,86.9,273,116.8,88,8,12.1,38,942,471,8.3,16.5,3.17
Colby Parkinson,52266,TE,STANFORD,12,12.3,3,54.5,42.4,14,33,0,0.0,0,30,300,0,92.1,73.8,67.1,70.2,68.5,31.8,141,4,36,0.9,4,444,5,48,94.8,421,60.8,270,60.3,88,1,7.4,33,589,172,3.6,12.3,1.4
Justin Hall,61158,WR,BALL ST,12,6.6,18,69.3,40.0,6,15,1,6.2,4,29,117,1,75.6,81.1,74.6,,71.8,1.2,4,1,64,0.0,0,347,2,61,94.2,327,70.9,246,110.3,88,6,27.7,96,686,461,7.6,11.2,2.1
Kirk Merritt,35096,WR,ARK STATE,12,10.3,7,73.9,75.0,6,8,0,3.0,2,31,113,0,87.0,57.5,75.0,,74.3,0.0,0,1,45,0.0,0,393,0,65,93.4,367,96.4,379,134.9,88,11,3.3,13,770,357,5.5,11.8,2.1
Jalen Reagor,61697,WR,TCU,12,14.9,5,48.9,42.1,8,19,1,14.0,7,27,305,0,50.5,56.4,69.2,,67.1,0.0,0,4,55,0.0,0,427,2,43,96.3,411,10.5,45,71.7,88,5,88.1,376,611,165,3.8,14.2,1.49
KJ Hamler,61590,WR,PENN STATE,12,14.9,4,62.1,44.4,4,9,0,16.9,11,36,266,0,39.8,75.6,73.7,,72.5,0.0,0,2,58,0.0,0,354,0,54,95.8,339,88.4,313,116.0,87,8,11.3,40,858,345,6.4,15.9,2.53
Kobe Smith,84397,WR,S DIEGO ST,12,11.3,7,65.5,50.0,9,18,0,10.9,7,31,284,0,59.3,74.4,73.2,,73.6,0.0,0,3,42,0.0,0,298,1,57,96.3,287,1.0,3,89.9,87,4,99.0,295,673,161,2.8,11.8,2.34
Tylan Wallace,61577,WR,OKLA STATE,8,11.3,13,60.9,34.8,8,23,0,5.4,3,33,262,0,68.1,74.5,81.4,,82.6,0.0,0,0,90,0.0,0,276,4,53,93.1,257,12.7,35,126.4,87,8,87.0,240,895,522,9.8,16.9,3.48
Deshaunte Jones,47495,WR,IOWA STATE,12,4.6,9,81.6,66.7,8,12,0,2.7,2,41,193,0,87.8,79.7,78.6,64.5,77.8,0.3,1,0,84,0.3,1,373,1,71,92.8,346,88.2,329,113.8,87,2,9.9,37,825,585,8.2,11.6,2.38
OJ Clark,27635,WR,NEW MEX ST,12,6.5,11,67.8,25.0,1,4,1,10.6,7,24,242,0,59.8,81.1,61.1,,60.4,0.3,1,1,20,0.0,0,381,5,59,96.9,369,94.2,359,79.5,87,1,4.5,17,456,227,3.8,7.7,1.24
Kyle Philips,84463,WR,UCLA,12,6.6,12,69.0,41.7,5,12,0,6.3,4,31,324,0,75.1,83.7,72.9,,71.8,0.2,1,1,39,0.0,0,438,0,60,96.8,424,95.4,418,106.5,87,5,4.1,18,681,320,5.3,11.4,1.61
Quez Watkins,61664,WR,SO MISS,10,14.3,8,62.1,48.0,12,25,0,8.5,5,35,296,2,67.5,34.5,75.6,,76.0,0.0,0,4,77,0.0,0,356,0,54,95.8,341,28.1,100,102.6,87,5,71.9,256,1018,491,9.1,18.9,2.99
Shemar Thornton,84180,WR,FIU,12,12.6,7,55.8,39.1,9,23,0,12.7,7,28,166,1,47.8,44.2,66.3,,65.9,0.0,0,0,54,0.0,0,321,4,48,96.3,309,1.9,6,95.8,86,5,98.1,315,575,230,4.8,12.0,1.86
Josh Johnson,61329,WR,TULSA,12,10.6,3,51.2,41.7,5,12,0,21.4,12,22,320,2,26.6,25.4,56.6,,58.2,0.0,0,4,39,0.0,0,320,1,44,94.7,303,97.8,313,53.2,86,1,2.2,7,495,143,3.3,11.3,1.63
Quartney Davis,39931,WR,TEXAS A&M,10,11.4,8,55.8,30.0,6,20,0,11.1,6,31,312,0,54.6,75.7,67.4,,68.9,0.0,0,3,29,0.0,0,382,1,48,94.0,359,78.0,298,77.1,86,4,22.0,84,568,224,4.7,11.8,1.58
Harrison Bryant,26394,TE,FAU,12,10.0,11,71.8,52.4,11,21,1,9.0,6,50,165,1,67.1,51.3,92.8,75.0,93.3,33.2,118,1,57,9.6,34,355,5,61,86.2,306,54.6,194,127.8,85,6,8.5,30,965,387,6.3,15.8,3.15
Dezmon Patmon,48329,WR,WASH STATE,12,9.9,7,65.9,42.1,8,19,1,8.2,5,38,341,1,68.0,47.9,74.1,,74.0,0.0,0,5,48,0.0,0,343,2,56,95.6,328,2.6,9,96.0,85,7,97.4,334,735,296,5.3,13.1,2.24
Randal Grimes,61774,WR,UNLV,11,12.7,9,51.8,68.8,11,16,0,20.0,11,26,325,1,29.4,42.8,62.6,,63.5,0.0,0,4,63,0.0,0,359,2,44,96.1,345,2.2,8,87.2,85,7,97.8,351,696,196,4.5,15.8,2.02
Aaron Fuller,47537,WR,WASHINGTON,11,11.4,2,63.5,30.8,4,13,2,11.5,7,32,340,1,57.6,68.7,72.5,62.1,72.7,0.0,0,3,37,0.3,1,325,4,54,95.1,309,24.9,81,96.8,85,6,75.1,244,673,248,4.6,12.5,2.18
Terrell Jana,62782,WR,VIRGINIA,12,10.7,10,72.6,20.0,3,15,0,1.6,1,36,335,1,90.2,49.8,73.8,,73.6,0.2,1,2,37,0.0,0,402,1,61,94.8,381,35.6,143,91.3,84,1,63.9,257,698,220,3.6,11.4,1.83
DeVonta Smith,61100,WR,ALABAMA,12,9.1,15,76.2,54.5,6,11,1,3.0,2,42,103,1,86.5,51.5,83.1,,84.4,0.3,1,1,85,0.0,0,350,4,64,94.9,332,21.1,74,152.3,84,13,78.6,275,1203,736,11.5,18.8,3.62
Tre Nixon,40445,WR,UCF,12,14.1,5,56.0,27.8,5,18,1,13.0,7,22,323,0,52.8,73.6,60.5,,60.7,0.0,0,3,53,0.0,0,435,4,47,94.5,411,5.5,24,100.1,84,7,94.5,411,776,278,5.9,16.5,1.89
Darnell Mooney,48236,WR,TULANE,12,14.9,9,53.0,52.9,9,17,0,15.4,8,31,319,0,44.4,73.4,72.0,,70.2,0.3,1,1,48,0.0,0,348,2,44,96.8,337,10.3,36,95.1,83,5,89.4,311,673,146,3.3,15.3,2.0
Blake Proehl,61224,WR,E CAROLINA,12,12.3,2,65.1,54.2,13,24,0,1.8,1,35,156,0,88.8,74.1,66.8,,67.9,0.0,0,1,72,0.0,0,476,1,54,92.4,440,6.9,33,100.7,83,4,93.1,443,665,141,2.6,12.3,1.51
Darrell Stewart Jr.,27299,WR,MICH STATE,8,10.5,9,57.8,33.3,5,15,0,20.0,12,31,223,0,29.1,75.3,76.7,,76.1,0.0,0,2,44,0.0,0,261,0,48,93.1,243,78.9,206,90.7,83,4,21.1,55,686,231,4.8,14.3,2.82
Victor Tucker,61203,WR,CHARLOTTE,12,14.5,2,59.8,64.3,9,14,1,3.9,2,40,136,1,81.7,51.5,82.4,,84.3,0.3,1,6,58,0.0,0,334,2,49,93.4,312,31.1,104,88.9,82,6,67.1,224,848,251,5.1,17.3,2.72
