player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Jonathan Adams Jr.,61148,WR,ARK STATE,10,15.3,7,64.5,62.2,23,37,0,12.4,11,58,113,0,53.7,75.8,85.8,,85.8,0.0,0,1,52,0.0,0,437,2,78,93.8,410,8.5,37,123.5,121,12,91.3,399,1106,256,3.3,14.2,2.7
Jaelon Darden,61522,WR,N TEXAS,9,12.9,23,66.1,0.0,0,9,0,8.6,7,46,251,0,67.3,78.1,89.8,,89.9,0.0,0,4,75,0.0,0,283,1,74,97.5,276,85.9,243,126.1,112,19,14.1,40,1190,571,7.7,16.1,4.31
Calvin Austin III,61418,WR,MEMPHIS,10,13.2,13,54.1,34.6,9,26,0,11.8,8,42,218,1,57.5,67.4,75.8,,76.0,0.0,0,2,65,0.0,0,426,1,60,92.0,392,22.3,95,108.1,111,10,77.7,331,1025,354,5.9,17.1,2.61
DeVonta Smith,61100,WR,ALABAMA,10,11.3,8,78.3,52.6,10,19,0,2.4,2,61,103,0,90.4,80.3,94.2,,95.0,0.0,0,2,66,0.0,0,333,1,83,94.6,315,37.2,124,150.5,106,15,62.8,209,1327,693,8.3,16.0,4.21
Jalen Tolbert,61637,WR,S ALABAMA,11,17.1,7,61.0,43.8,14,32,0,7.2,5,43,288,1,71.5,50.8,79.2,,79.2,0.0,0,1,73,0.0,0,444,3,64,94.8,421,1.6,7,117.4,105,8,98.4,437,1085,280,4.4,17.0,2.58
Marlon Williams,55411,WR,UCF,8,10.8,22,68.3,21.4,3,14,0,5.3,4,46,323,0,79.9,77.2,87.4,,88.6,0.0,0,2,85,0.0,0,355,2,71,93.5,332,94.4,335,124.6,104,10,5.4,19,1037,444,6.3,14.6,3.12
Zay Flowers,97268,WR,BOSTON COL,11,14.4,9,53.4,33.3,4,12,0,11.3,7,30,121,1,59.3,53.3,72.7,,74.6,0.5,2,3,77,0.0,0,440,4,55,94.3,415,48.0,211,99.7,103,9,51.6,227,892,368,6.7,16.2,2.15
Taj Harris,77970,WR,SYRACUSE,10,13.0,22,57.4,17.6,3,17,1,9.4,6,30,304,1,65.1,50.6,70.9,,71.7,0.0,0,6,79,0.0,0,367,3,58,95.4,350,12.8,47,71.9,101,5,87.2,320,733,362,6.2,12.6,2.09
Elijah Moore,84302,WR,OLE MISS,8,10.9,18,85.1,73.3,11,15,0,2.3,2,55,226,0,90.9,81.8,91.2,67.9,92.4,0.3,1,4,91,0.3,1,337,3,86,92.0,310,79.8,269,125.8,101,8,15.7,53,1193,505,5.9,13.9,3.85
Billy Kemp IV,77037,WR,VIRGINIA,10,7.5,16,69.1,30.0,3,10,1,6.9,5,34,335,1,72.8,83.6,73.9,65.1,75.8,0.8,3,6,29,0.3,1,364,3,67,94.5,344,24.2,88,65.0,97,1,66.5,242,644,313,4.7,9.6,1.87
Seth Williams,84137,WR,AUBURN,10,13.5,12,46.7,31.0,9,29,0,16.0,8,31,115,1,43.5,41.4,69.8,,69.6,0.0,0,3,58,0.0,0,351,2,42,95.4,335,27.9,98,73.7,90,4,72.1,253,687,232,5.5,16.4,2.05
Hunter Long,60859,TE,BOSTON COL,11,10.1,3,64.0,45.8,11,24,1,5.0,3,35,121,0,79.0,74.4,83.3,54.9,83.2,57.6,272,3,36,11.0,52,472,2,57,83.3,393,32.8,155,92.2,89,5,8.9,42,685,176,3.1,12.0,1.74
Kaylon Geiger,102929,WR,TROY,11,8.3,14,72.7,0.0,0,3,1,7.2,5,32,318,2,72.4,40.7,66.2,,67.7,0.3,1,7,51,0.0,0,378,2,64,95.8,362,95.5,361,76.5,88,3,3.4,13,751,382,6.0,11.7,2.07
Jordan Addison,123000,WR,PITTSBURGH,10,9.0,12,69.0,53.8,7,13,0,14.3,10,31,268,0,47.6,79.7,69.1,,70.5,0.0,0,2,75,0.0,0,356,2,60,93.0,331,82.6,294,97.0,87,4,17.4,62,662,318,5.3,11.0,2.0
Joshua Cephus,98095,WR,UTSA,11,10.5,12,63.5,50.0,8,16,0,1.8,1,33,331,0,89.0,74.5,73.3,,74.9,0.0,0,1,35,0.0,0,346,4,54,94.8,328,16.8,58,91.1,85,4,83.2,288,516,171,3.2,9.6,1.57
Tylan Wallace,61577,WR,OKLA STATE,8,15.5,8,62.4,52.4,11,21,1,7.0,4,40,262,0,72.4,74.5,84.9,,85.3,0.0,0,5,55,0.0,0,270,3,53,94.8,256,13.3,36,96.1,85,6,86.7,234,877,277,5.2,16.5,3.43
Anthony Schwartz,84135,WR,AUBURN,10,8.0,4,63.5,33.3,1,3,0,10.0,6,29,115,1,62.5,50.1,70.9,61.0,71.6,0.0,0,3,91,0.3,1,289,0,54,95.2,275,51.6,149,83.2,85,3,47.8,138,635,488,9.0,11.8,2.31
Jahan Dotson,84375,WR,PENN STATE,9,12.7,6,61.9,43.8,7,16,0,5.5,3,38,266,0,77.5,83.8,78.0,,79.7,0.0,0,3,75,0.0,0,356,1,52,94.4,336,7.3,26,114.4,84,8,92.7,330,884,375,7.2,17.0,2.63
Shi Smith,61643,WR,S CAROLINA,9,7.5,8,67.9,21.4,3,14,0,9.5,6,35,289,0,63.5,77.0,78.0,60.9,80.8,0.4,1,1,36,0.4,1,258,1,57,94.6,244,71.3,184,100.9,84,4,26.7,69,633,353,6.2,11.1,2.59
Romeo Doubs,84329,WR,NEVADA,8,17.7,12,65.5,28.6,4,14,0,8.3,5,38,239,0,67.5,61.7,77.2,,78.7,0.0,0,1,65,0.0,0,340,2,55,94.7,322,10.6,36,135.9,84,9,89.4,304,978,376,6.8,17.8,3.04
Dax Milne,84147,WR,BYU,11,13.9,6,76.8,64.3,9,14,0,3.1,2,47,128,0,86.1,81.9,89.5,,89.3,0.7,2,1,78,0.0,0,306,1,63,93.8,287,19.9,61,145.6,82,8,79.4,243,1118,336,5.3,17.7,3.9
Dyami Brown,77986,WR,N CAROLINA,11,18.4,9,67.1,36.4,8,22,0,5.2,3,46,245,0,74.4,74.6,82.8,,82.9,0.0,0,3,87,0.0,0,378,3,55,93.4,353,1.1,4,127.3,82,8,98.9,374,1099,269,4.9,20.0,3.11
Amari Rodgers,61212,WR,CLEMSON,10,8.2,16,76.3,20.0,1,5,0,9.0,6,37,140,1,67.4,52.3,78.7,,80.3,0.6,2,1,83,0.0,0,321,2,61,94.7,304,84.4,271,129.4,80,6,15.0,48,845,506,8.3,13.9,2.78
Jaylon Robinson,78085,WR,UCF,9,13.5,5,63.8,41.7,5,12,0,15.0,9,34,323,0,41.2,73.9,65.7,,66.5,0.2,1,0,70,0.0,0,429,4,51,93.7,402,12.1,52,124.8,80,5,87.6,376,936,345,6.8,18.4,2.33
David Bell,97989,WR,PURDUE,6,11.7,11,68.8,55.6,10,18,0,3.6,2,30,273,0,72.1,74.1,76.2,,77.4,0.0,0,0,89,0.0,0,297,2,53,93.9,279,10.1,30,127.9,77,8,89.6,266,625,194,3.7,11.8,2.24
Jarrin Pierce,100875,WR,MIDDLE TN,9,6.8,6,76.6,50.0,5,10,0,4.8,3,26,224,0,80.3,74.6,71.8,62.1,71.7,0.0,0,1,44,0.3,1,326,3,59,93.3,304,94.5,308,105.1,77,3,5.5,18,584,309,5.2,9.9,1.92
Jaivon Heiligh,84159,WR,COAST CAR,11,13.8,10,67.5,28.6,4,14,0,10.3,6,39,141,0,61.8,82.0,86.2,,87.4,1.2,3,1,54,0.0,0,258,1,52,94.2,243,31.8,82,136.9,77,10,66.7,172,820,264,5.1,15.8,3.37
Jaden Walley,124189,WR,MISS STATE,10,10.4,17,63.2,33.3,6,18,1,7.7,4,31,227,0,63.7,75.1,64.7,,68.8,0.0,0,5,51,0.0,0,392,3,48,96.7,379,95.9,376,74.0,76,2,3.8,15,691,294,6.1,14.4,1.82
Kadarius Toney,61245,WR,FLORIDA,10,7.4,19,81.6,33.3,2,6,0,3.1,2,40,163,1,85.4,70.6,84.3,,84.4,0.3,1,3,57,0.0,0,346,1,62,94.5,327,87.0,301,134.9,76,9,11.0,38,824,407,6.6,13.3,2.52
Kayshon Boutte,124087,WR,LSU,10,12.8,12,59.2,23.5,4,17,0,11.8,6,30,211,1,57.4,40.6,73.1,,72.4,0.0,0,1,47,0.0,0,320,0,45,96.6,309,6.6,21,108.2,76,5,93.1,298,735,343,7.6,16.3,2.38
Rashee Rice,97605,WR,SMU,10,9.0,11,61.8,56.3,9,16,0,17.5,10,30,287,1,41.8,46.6,67.4,,67.6,0.0,0,3,55,0.0,0,371,4,47,93.8,348,5.4,20,96.4,76,5,94.6,351,681,305,6.5,14.5,1.96
Mike Harley Jr.,61423,WR,MIAMI FL,10,11.8,8,65.3,25.0,2,8,0,9.3,5,31,220,0,64.9,75.3,75.8,62.1,76.8,0.0,0,2,89,0.3,1,326,3,49,92.0,300,81.6,266,112.6,75,6,17.8,58,730,344,7.0,14.9,2.43
Jacob Cowing,100894,WR,UTEP,8,17.3,2,54.7,38.5,5,13,0,16.3,8,29,330,0,41.8,73.0,78.0,,77.8,0.0,0,2,82,0.0,0,252,1,41,93.3,235,68.3,172,88.2,75,3,31.7,80,691,192,4.7,16.9,2.94
Bo Melton,61610,WR,RUTGERS,9,11.9,11,63.5,31.3,5,16,0,11.3,6,28,278,0,64.8,75.4,76.0,,75.8,0.0,0,3,66,0.0,0,330,2,47,93.0,307,18.5,61,101.2,74,6,81.5,269,640,271,5.8,13.6,2.08
Dez Fitzpatrick,42349,WR,LOUISVILLE,11,14.1,9,58.9,41.7,5,12,0,10.4,5,33,210,1,61.3,42.0,74.7,60.9,76.0,0.0,0,3,82,0.3,1,350,3,43,95.4,334,5.4,19,95.2,73,3,94.6,331,831,379,8.8,19.3,2.49
Erik Ezukanma,78148,WR,TEXAS TECH,10,13.1,14,63.9,55.0,11,20,1,9.8,5,28,315,1,63.0,43.7,72.2,,71.6,0.0,0,2,57,0.0,0,341,1,46,95.9,327,11.1,38,114.8,72,6,88.9,303,748,276,6.0,16.3,2.29
Tyler Snead,90863,WR,E CAROLINA,9,6.6,13,73.6,30.0,3,10,0,1.9,1,25,156,0,88.7,84.8,75.6,,73.7,0.0,0,1,46,0.0,0,296,0,53,92.6,274,97.0,287,110.9,72,5,3.0,9,520,241,4.5,9.8,1.9
Tyrice Richie,100193,WR,N ILLINOIS,6,9.8,11,75.0,62.5,10,16,1,8.5,5,31,254,0,66.9,75.4,81.9,,83.6,0.0,0,0,43,0.0,0,245,4,54,93.1,228,11.8,29,117.3,72,4,88.2,216,591,235,4.4,10.9,2.59
Xavier Hutchinson,122518,WR,IOWA STATE,10,11.3,9,70.4,47.4,9,19,0,3.8,2,27,193,0,82.1,73.9,72.5,,72.8,0.0,0,2,65,0.0,0,306,1,50,93.8,287,17.3,53,103.7,71,4,82.7,253,612,257,5.1,12.2,2.13
Tutu Atwell,77965,WR,LOUISVILLE,9,11.6,4,64.8,45.5,5,11,0,4.2,2,27,210,1,80.7,45.4,77.1,,76.6,0.0,0,4,66,0.0,0,268,0,46,95.5,256,81.7,219,102.1,71,7,17.9,48,625,287,6.2,13.6,2.44
Jaquarii Roberson,55454,WR,WAKE,8,9.4,11,76.1,55.6,5,9,0,6.9,4,35,339,0,73.1,74.3,92.4,,92.7,0.5,1,1,80,0.0,0,188,0,54,95.2,179,77.7,146,129.7,71,5,21.8,41,795,386,7.1,14.7,4.44
Marcell Barbee,121958,WR,TEXAS ST,12,13.2,6,56.3,47.4,9,19,0,9.1,4,26,314,0,66.0,73.1,77.1,,76.0,0.0,0,1,43,0.0,0,337,2,40,91.4,308,3.3,11,117.0,71,10,96.7,326,584,204,5.1,14.6,1.9
Kawaan Baker,61639,WR,S ALABAMA,10,8.1,16,72.9,50.0,9,18,0,7.3,4,25,288,0,71.2,62.1,75.0,,74.6,0.0,0,1,80,0.0,0,364,0,51,94.2,343,73.1,266,134.2,70,8,26.9,98,659,355,7.0,12.9,1.92
Josh Ali,61359,WR,KENTUCKY,10,5.5,6,70.0,25.0,1,4,1,5.8,3,20,202,2,75.9,38.1,66.8,,66.6,0.0,0,3,33,0.0,0,230,2,49,93.5,215,75.7,174,74.8,70,1,23.5,54,461,375,7.7,9.4,2.14
Cam Johnson,84497,WR,VANDERBILT,9,6.8,12,81.2,71.4,5,7,0,1.8,1,27,333,1,89.2,61.3,74.6,,76.0,0.8,2,4,40,0.0,0,261,3,56,95.8,250,92.0,240,89.9,69,3,6.1,16,545,298,5.3,9.7,2.18
Reggie Todd,61462,WR,TROY,11,11.5,11,64.7,35.7,5,14,0,6.4,3,28,318,0,73.1,75.9,64.7,,66.7,0.0,0,1,48,0.0,0,382,0,44,95.8,366,3.4,13,111.8,68,6,96.6,369,530,207,4.7,12.0,1.45
Zakhari Franklin,97620,WR,UTSA,9,13.2,2,64.7,33.3,4,12,0,6.4,3,25,331,1,73.1,42.0,70.7,,71.3,0.0,0,1,48,0.0,0,315,1,44,94.6,298,2.9,9,114.7,68,6,97.1,306,578,150,3.4,13.1,1.94
Terrace Marshall Jr.,84271,WR,LSU,7,9.5,7,71.6,81.8,9,11,0,12.7,7,33,211,1,47.7,44.2,78.9,63.9,81.1,0.4,1,2,75,0.4,1,259,2,48,96.9,251,82.2,213,134.4,67,10,17.4,45,731,309,6.4,15.2,2.91
DJ Turner,47663,WR,PITTSBURGH,11,10.3,9,65.7,33.3,5,15,1,13.7,7,26,268,2,51.5,56.9,65.0,,67.0,0.0,0,1,64,0.0,0,335,4,44,93.7,314,41.5,139,104.9,67,3,57.6,193,634,293,6.7,14.4,2.02
Brandon Bowling,42151,WR,ARK STATE,11,12.4,4,58.2,66.7,4,6,0,9.3,4,23,113,0,64.8,75.6,58.7,,60.4,0.0,0,2,47,0.0,0,438,2,39,94.3,413,96.6,423,104.6,67,7,2.7,12,508,226,5.8,13.0,1.23
Whop Philyor,61320,WR,INDIANA,7,10.8,7,54.5,88.9,8,9,0,7.7,3,22,190,0,69.7,72.7,70.6,62.1,72.5,0.0,0,0,63,0.4,1,264,2,36,92.4,244,77.7,205,88.8,66,3,22.3,59,414,171,4.8,11.5,1.7
Khalil Shakir,84140,WR,BOISE ST,6,11.1,9,69.7,50.0,7,14,0,4.2,2,27,120,0,81.2,55.2,86.7,,89.5,1.5,3,2,52,0.0,0,199,1,46,96.0,191,32.7,65,117.9,66,6,59.8,119,634,257,5.6,13.8,3.32
Tahj Washington,97288,WR,MEMPHIS,10,12.6,6,53.0,50.0,6,12,2,7.9,3,26,218,1,69.7,50.5,62.5,,62.3,0.0,0,2,92,0.0,0,412,2,35,93.2,384,15.3,63,103.7,66,6,84.7,349,629,303,8.7,18.0,1.64
Blake Proehl,61224,WR,E CAROLINA,9,11.2,2,72.3,52.6,10,19,0,2.1,1,25,156,0,86.8,73.5,74.0,,74.0,0.0,0,2,75,0.0,0,280,0,47,93.2,261,6.8,19,107.0,65,4,93.2,261,577,168,3.6,12.3,2.21
Anthony Queeley,77976,WR,SYRACUSE,11,11.6,6,56.9,50.0,4,8,0,9.8,4,21,304,0,62.6,72.6,55.7,,54.7,0.0,0,0,32,0.0,0,408,0,37,95.8,391,2.9,12,84.0,65,2,97.1,396,378,116,3.1,10.2,0.97
Treylon Burks,99218,WR,ARKANSAS,9,10.1,9,76.9,66.7,8,12,0,7.4,4,33,111,0,70.2,79.8,82.6,,88.9,0.7,2,0,68,0.0,0,284,1,50,93.0,264,79.9,227,154.1,65,7,11.6,33,811,378,7.6,16.2,3.07
Jo'quavious Marks,124179,HB,MISS STATE,10,-0.5,5,89.2,50.0,2,4,0,4.9,3,11,227,1,79.1,69.4,67.8,48.6,60.8,0.0,0,0,19,10.0,31,311,0,58,88.4,275,9.6,30,82.4,65,0,0.0,0,246,308,5.3,4.2,0.89
Jeremiah Haydel,61719,WR,TEXAS ST,12,8.9,3,61.5,46.2,6,13,0,9.1,4,20,314,1,64.5,66.5,62.1,,61.0,0.0,0,3,75,0.0,0,356,0,40,92.4,329,34.3,122,80.7,65,4,65.7,234,407,246,6.2,10.2,1.24
Sam Pinckney,84197,WR,GA STATE,9,15.3,5,67.2,50.0,9,18,0,2.3,1,27,175,1,86.6,43.2,77.8,,78.6,0.0,0,1,65,0.0,0,270,3,43,95.6,258,2.2,6,131.7,64,6,97.8,264,751,264,6.1,17.5,2.91
Sean Dykes,40468,TE,MEMPHIS,10,9.8,3,73.4,46.2,6,13,1,2.1,1,27,218,0,88.0,73.9,74.5,38.3,80.3,55.7,195,3,48,11.4,40,350,2,47,82.3,288,40.6,142,117.6,64,7,3.4,12,575,245,5.2,12.2,2.0
Thomas Hennigan,61125,WR,APP STATE,11,10.7,9,70.3,36.4,4,11,0,4.3,2,25,108,0,79.9,78.7,71.5,,71.4,0.0,0,1,51,0.0,0,292,0,45,94.2,275,11.0,32,107.0,64,3,88.7,259,571,183,4.1,12.7,2.08
Terrell Jana,62782,WR,VIRGINIA,10,11.0,4,56.3,50.0,3,6,1,10.0,4,21,335,0,63.1,72.9,62.7,60.5,61.9,0.3,1,4,49,0.3,1,356,1,36,94.4,336,68.0,242,55.7,64,1,31.2,111,423,145,4.0,11.8,1.26
Wan'Dale Robinson,101735,WR,NEBRASKA,8,6.2,4,79.7,85.7,6,7,0,1.9,1,18,238,0,88.2,67.1,76.6,2.2,78.9,0.4,1,2,38,0.8,2,241,0,51,96.3,232,71.8,173,88.9,64,1,11.6,28,461,262,5.1,9.0,1.99
Mitchell Tinsley,123470,WR,W KENTUCKY,11,11.0,7,65.6,44.4,4,9,0,6.7,3,22,346,0,78.9,80.7,65.2,67.5,64.2,0.3,1,0,38,0.3,1,362,1,42,97.0,351,42.8,155,101.5,64,4,56.4,204,367,128,3.0,8.7,1.05
Jalon Calhoun,97272,WR,DUKE,11,6.7,13,60.9,10.0,1,10,0,13.3,6,17,154,1,55.3,45.8,62.0,,64.3,0.0,0,3,34,0.0,0,255,2,39,92.9,237,99.6,254,66.2,64,2,0.4,1,345,227,5.8,8.8,1.46
Jalen Wydermyer,99185,TE,TEXAS A&M,9,9.0,7,71.4,45.0,9,20,0,4.3,2,30,312,0,80.2,73.4,86.7,64.3,87.5,54.8,161,0,32,4.1,12,294,4,45,92.9,273,35.0,103,126.6,63,6,10.2,30,502,158,3.5,11.2,1.84
R.J. Sneed II,61166,WR,BAYLOR,9,13.3,3,63.5,50.0,8,16,0,4.8,2,26,118,0,77.9,72.9,67.3,,67.1,0.5,2,2,39,0.0,0,384,0,40,94.8,364,15.9,61,91.0,63,3,83.6,321,504,93,2.3,12.6,1.38
Dazz Newsome,61510,WR,N CAROLINA,11,9.3,12,77.4,75.0,3,4,0,5.9,3,29,245,0,75.5,85.0,72.4,,72.3,0.0,0,0,75,0.0,0,344,2,48,94.8,326,98.8,340,134.9,62,5,0.9,3,616,323,6.7,12.8,1.89
Emeka Emezie,61517,WR,NC STATE,11,14.1,4,67.7,90.0,9,10,0,4.5,2,26,248,0,78.5,73.1,76.3,,76.5,0.0,0,2,55,0.0,0,324,1,42,91.7,297,17.0,55,118.6,62,5,83.0,269,694,183,4.4,16.5,2.34
Ty Fryfogle,61321,WR,INDIANA,7,14.7,4,54.8,50.0,11,22,0,5.6,2,25,190,0,74.5,72.2,82.2,,83.8,0.0,0,2,65,0.0,0,267,3,34,91.8,245,33.7,90,117.6,62,7,66.3,177,679,215,6.3,20.0,2.77
Josh Pederson,39861,TE,LA MONROE,10,11.9,1,52.5,37.5,6,16,0,15.8,6,20,209,0,44.7,72.0,59.7,69.1,59.4,47.5,153,3,26,9.6,31,322,0,32,86.0,277,47.2,152,50.4,61,0,5.3,17,367,92,2.9,11.5,1.32
Cole Turner,84330,TE,NEVADA,8,11.7,4,72.1,65.0,13,20,1,8.3,4,25,239,0,61.9,73.3,72.6,66.3,69.4,0.9,3,0,50,0.6,2,337,4,44,93.5,315,89.9,303,137.7,61,7,9.2,31,545,112,2.5,12.4,1.73
Tony Poljan,40148,TE,VIRGINIA,10,10.7,2,62.3,14.3,2,14,1,9.5,4,23,335,1,56.6,38.1,71.0,55.6,69.6,89.2,315,1,28,12.7,45,353,2,38,81.6,288,7.1,25,108.0,61,6,2.0,7,411,114,3.0,10.8,1.43
Joshua Palmer,62979,WR,TENNESSEE,10,17.1,2,53.3,42.1,8,19,0,5.9,2,23,307,0,73.4,72.0,70.7,63.6,71.9,0.0,0,3,36,0.4,1,285,2,32,94.4,269,23.5,67,80.9,60,4,76.1,217,475,62,1.9,14.8,1.77
Cornell Powell,40689,WR,CLEMSON,10,13.5,6,68.3,40.0,6,15,0,4.7,2,27,140,0,71.6,73.1,72.7,,71.4,0.0,0,1,70,0.0,0,324,4,41,95.7,310,8.0,26,127.4,60,5,92.0,298,684,249,6.1,16.7,2.21
Kwamie Lassiter II,23226,WR,KANSAS,9,8.9,6,71.7,66.7,8,12,0,6.5,3,22,198,0,73.8,82.5,67.7,,66.7,0.0,0,1,48,0.0,0,369,1,43,94.0,347,64.2,237,97.8,60,2,35.8,132,458,136,3.2,10.7,1.32
Osirus Mitchell,42344,WR,MISS STATE,10,8.7,9,76.7,44.4,4,9,0,4.2,2,24,227,0,80.3,73.4,64.7,,64.2,0.0,0,4,43,0.0,0,327,0,46,97.2,318,6.4,21,95.3,60,4,93.6,306,502,227,4.9,10.9,1.58
Malik Williams,61121,WR,APP STATE,10,12.5,1,68.3,33.3,2,6,0,4.7,2,21,108,0,71.6,82.4,67.2,,68.6,0.8,2,2,62,0.0,0,253,0,41,91.7,232,91.3,231,99.0,60,3,7.1,18,536,207,5.0,13.1,2.31
Winston Wright Jr.,99537,WR,W VIRGINIA,9,9.5,2,73.3,50.0,5,10,0,8.3,4,22,343,0,67.0,76.1,71.7,,72.5,0.0,0,0,70,0.0,0,254,0,44,96.1,244,98.0,249,110.3,60,2,1.6,4,518,267,6.1,11.8,2.12
Simi Fehoko,84424,WR,STANFORD,6,12.6,4,62.7,53.8,7,13,0,14.0,6,26,300,0,50.6,73.0,75.8,62.6,75.6,0.0,0,1,47,0.5,1,221,1,37,95.0,210,30.3,67,104.8,59,3,69.7,154,574,198,5.4,15.5,2.73
Jadan Blue,61705,WR,TEMPLE,6,8.2,2,71.2,57.1,4,7,0,6.7,3,20,306,0,66.6,76.0,69.6,61.2,70.4,0.9,2,4,35,0.4,1,233,2,42,94.8,221,86.7,202,87.5,59,5,11.6,27,370,167,4.0,8.8,1.67
Parker Washington,129799,WR,PENN STATE,9,11.3,7,62.1,38.5,5,13,0,7.7,3,25,266,0,68.5,74.9,66.7,,68.7,0.0,0,1,49,0.0,0,337,0,36,93.8,316,97.6,329,116.2,58,6,2.4,8,489,153,4.3,13.6,1.55
Tayvion Robinson,99693,WR,VA TECH,11,10.0,9,65.5,41.7,5,12,0,2.6,1,21,337,1,84.7,59.3,70.8,,72.9,0.0,0,1,60,0.0,0,308,0,38,91.9,283,35.4,109,109.3,58,3,64.6,199,592,289,7.6,15.6,2.09
Justin Garrett,84486,WR,UTEP,8,12.4,4,67.2,53.8,7,13,0,2.5,1,24,330,0,84.2,77.7,72.7,,74.7,0.4,1,2,38,0.0,0,254,2,39,92.9,236,16.9,43,97.8,58,3,82.7,210,513,134,3.4,13.2,2.17
Jalen Cropper,97273,WR,FRESNO ST,6,9.4,7,63.8,40.0,2,5,0,11.9,5,28,169,1,55.8,27.5,73.9,,72.5,0.4,1,1,59,0.0,0,242,0,37,95.0,230,90.9,220,114.2,58,5,8.7,21,520,221,6.0,14.1,2.26
Dillon Stoner,48304,WR,OKLA STATE,10,11.2,2,64.9,50.0,6,12,0,2.6,1,17,262,0,83.4,87.1,68.7,,67.6,0.0,0,1,75,0.0,0,248,0,37,95.2,236,53.6,133,105.2,57,3,46.4,115,530,203,5.5,14.3,2.25
Jason Brownlee,121451,WR,SO MISS,10,12.3,5,59.6,53.8,7,13,0,8.1,3,22,296,0,69.7,38.1,69.5,,68.4,0.0,0,3,88,0.0,0,306,4,34,95.1,291,4.9,15,103.4,57,5,95.1,291,606,257,7.6,17.8,2.08
Branden Mack,39902,WR,TEMPLE,7,11.9,6,45.6,33.3,4,12,0,13.3,4,16,306,0,52.4,72.5,60.9,,59.4,0.8,2,6,41,0.0,0,256,2,26,93.8,240,6.3,16,39.3,57,3,92.2,236,291,116,4.5,11.2,1.21
Kyle Philips,84463,WR,UCLA,7,7.9,9,66.7,55.6,5,9,0,5.0,2,20,324,0,77.1,60.8,73.1,,71.1,7.8,18,4,21,0.0,0,232,1,38,93.5,217,83.6,194,67.1,57,2,8.6,20,370,137,3.6,9.7,1.71
Aron Cruickshank,84516,WR,RUTGERS,9,6.2,5,64.9,37.5,3,8,0,9.8,4,12,278,1,62.5,57.7,57.8,62.1,56.9,0.0,0,2,43,0.4,1,246,1,37,92.7,228,96.3,237,65.0,57,1,3.7,9,241,155,4.2,6.5,1.06
Justin Hall,61158,WR,BALL ST,6,5.2,18,77.2,33.3,1,3,0,6.4,3,24,117,0,74.2,81.7,83.4,,82.0,0.0,0,0,66,0.0,0,214,0,44,94.9,203,57.5,123,129.6,57,3,41.1,88,625,461,10.5,14.2,3.08
Keke Chism,124198,WR,MISSOURI,9,12.1,2,61.4,50.0,7,14,0,7.9,3,23,229,0,69.1,72.6,66.5,,65.9,0.0,0,1,29,0.0,0,308,0,35,94.2,290,18.2,56,85.3,57,1,81.8,252,458,148,4.2,13.1,1.58
Adrian Hardy,42172,WR,LA TECH,7,10.3,12,60.7,18.2,2,11,0,5.6,2,23,208,0,75.8,72.5,70.9,,70.0,0.0,0,1,32,0.0,0,260,0,34,92.7,241,2.7,7,101.9,56,4,97.3,253,442,232,6.8,13.0,1.83
Duece Watts,123237,WR,TULANE,11,14.4,2,55.4,53.3,8,15,0,20.5,8,23,319,0,31.6,72.0,66.1,,66.2,0.0,0,1,52,0.0,0,282,2,31,92.9,262,8.5,24,114.6,56,6,91.5,258,512,163,5.3,16.5,1.95
Ainias Smith,99207,WR,TEXAS A&M,9,9.1,8,66.1,28.6,2,7,0,7.5,3,18,312,1,70.0,61.0,71.6,62.7,70.1,0.4,1,1,47,2.7,7,257,1,37,93.8,241,65.0,167,118.1,56,6,13.6,35,439,223,6.0,11.9,1.82
Kylen Granson,40630,TE,SMU,10,11.1,7,62.5,57.1,4,7,0,12.5,5,24,287,0,54.1,73.1,70.7,70.3,72.5,30.1,110,2,42,7.7,28,366,0,35,87.4,320,60.9,223,108.9,56,5,3.0,11,536,214,6.1,15.3,1.68
John Metchie III,97400,WR,ALABAMA,10,14.7,3,71.4,20.0,2,10,0,11.1,5,26,103,0,59.2,73.3,73.0,,71.0,0.0,0,0,78,0.0,0,311,0,40,93.9,292,23.8,74,149.4,56,6,75.9,236,720,232,5.8,18.0,2.47
Hassan Beydoun,78185,WR,E MICHIGAN,5,10.6,3,72.7,58.3,7,12,0,7.0,3,26,160,0,71.0,74.1,83.8,,83.5,0.0,0,2,66,0.0,0,160,0,40,95.6,153,98.1,157,86.0,55,0,1.9,3,508,209,5.2,12.7,3.32
Jalen Nailor,84292,WR,MICH STATE,7,16.0,3,47.3,33.3,2,6,0,16.1,5,22,223,0,37.1,74.9,62.8,,64.4,0.0,0,6,75,0.0,0,247,2,26,96.0,237,3.6,9,65.2,55,4,96.4,238,515,147,5.7,19.8,2.17
