Player,Pos,School,College,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Player-additional
Jordan Palmer,QB,Texas-El Paso,College Stats,6-6,231,4.98,30.5,,104,7.32,4.58,Washington Redskins / 6th / 205th pick / 2007,PalmJo20
Marcus Paschal,S,Iowa,College Stats,6-0,201,4.59,33.0,15,,7.31,4.72,,PascMa99
Ben Patrick,TE,Duke,College Stats,6-3,252,4.74,34.5,,111,7.21,4.31,Arizona Cardinals / 7th / 215th pick / 2007,PatrBe00
David Patterson,DT,Ohio State,College Stats,6-2,285,5.10,32.5,21,118,7.47,4.43,,-9999
Kevin Payne,S,La-Monroe,College Stats,6-0,220,4.60,35.0,20,106,7.00,4.30,Chicago Bears / 5th / 167th pick / 2007,PaynKe99
Leonard Peters,S,Hawaii,College Stats,6-1,210,4.80,32.5,21,110,7.49,,,-9999
Adrian Peterson,RB,Oklahoma,College Stats,6-1,217,4.40,38.5,,127,7.09,4.40,Minnesota Vikings / 1st / 7th pick / 2007,PeteAd01
Blair Phillips,ILB,Oregon,College Stats,6-1,243,4.84,30.5,23,106,7.01,4.48,,-9999
James Pinkney,QB,East Carolina,College Stats,6-2,208,4.79,34.0,,112,7.35,4.49,,-9999
Sabby Piscitelli,S,Oregon State,College Stats,6-3,224,4.47,34.5,19,122,6.84,3.90,Tampa Bay Buccaneers / 2nd / 64th pick / 2007,PiscSa99
Quinn Pitcock,DT,Ohio State,College Stats,6-2,299,4.93,34.0,,112,,,Indianapolis Colts / 3rd / 98th pick / 2007,PitcQu99
Chase Pittman,DE,LSU,College Stats,6-5,270,5.03,,,,,,Cleveland Browns / 7th / 213th pick / 2007,-9999
Antonio Pittman,RB,Ohio State,College Stats,5-11,207,4.40,35.5,16,123,6.84,4.16,New Orleans Saints / 4th / 107th pick / 2007,PittAn00
Adam Podlesh,P,Maryland,College Stats,5-11,202,4.54,,,,,,Jacksonville Jaguars / 4th / 101st pick / 2007,PodlAd20
Paul Posluszny,OLB,Penn State,College Stats,6-2,238,4.70,37.0,22,116,6.94,4.20,Buffalo Bills / 2nd / 34th pick / 2007,PoluPa99
Anthony Pudewell,TE,Nevada,College Stats,6-4,250,5.07,25.5,15,101,7.31,4.41,,-9999
Brady Quinn,QB,Notre Dame,College Stats,6-4,232,4.73,,24,,,,Cleveland Browns / 1st / 22nd pick / 2007,QuinBr00
Jerard Rabb,WR,Boise State,College Stats,6-2,201,4.58,36.5,,125,6.99,4.19,,-9999
Manny Ramirez,OG,Texas Tech,College Stats,6-3,326,5.24,,40,,,,Detroit Lions / 4th / 117th pick / 2007,RamiMa20
Jared Retkofsky,LS,TCU,College Stats,6-5,265,4.91,,,,,,,RetkJa00
Darrelle Revis,CB,Pittsburgh,College Stats,5-11,204,4.38,,16,,,,New York Jets / 1st / 14th pick / 2007,ReviDa99
Alex Reyes,P,Texas Tech,College Stats,6-1,234,,,,,,,,-9999
Sidney Rice,WR,South Carolina,College Stats,6-3,200,4.51,39.5,,119,7.09,4.34,Minnesota Vikings / 2nd / 44th pick / 2007,RiceSi01
Jay Richardson,DE,Ohio State,College Stats,6-6,279,5.00,33.0,20,112,7.50,4.54,Oakland Raiders / 5th / 138th pick / 2007,RichJa99
Gijon Robinson,FB,Missouri Western State,,6-1,255,4.71,33.0,21,116,7.23,4.43,,RobiGi21
Laurent Robinson,WR,Illinois State,,6-2,199,4.38,39.0,19,127,6.83,4.28,Atlanta Falcons / 3rd / 75th pick / 2007,RobiLa01
Ryne Robinson,WR,Miami (OH),College Stats,5-9,179,4.47,35.0,,123,6.71,4.21,Carolina Panthers / 4th / 118th pick / 2007,RobiRy00
Brian Robison,DE,Texas,College Stats,6-3,259,4.67,40.5,27,121,6.89,4.26,Minnesota Vikings / 4th / 102nd pick / 2007,RobiBr98
Dante Rosario,TE,Oregon,College Stats,6-3,244,4.78,36.0,20,115,6.96,4.47,Carolina Panthers / 5th / 155th pick / 2007,RosaDa00
Aaron Ross,CB,Texas,College Stats,6-0,193,4.44,34.0,17,118,6.67,4.15,New York Giants / 1st / 20th pick / 2007,RossAa99
Aaron Rouse,S,Virginia Tech,College Stats,6-4,223,4.58,35.0,16,,,,Green Bay Packers / 3rd / 89th pick / 2007,RousAa99
Jeff Rowe,QB,Nevada,College Stats,6-5,226,4.91,29.5,,114,7.16,4.42,Cincinnati Bengals / 5th / 151st pick / 2007,RoweJe00
Gary Russell,RB,Minnesota,College Stats,5-10,229,4.77,31.5,9,113,,4.54,,RussGa00
JaMarcus Russell,QB,LSU,College Stats,6-5,265,4.83,,,,,,Oakland Raiders / 1st / 1st pick / 2007,RussJa00
Clifton Ryan,DT,Michigan State,College Stats,6-3,310,5.12,26.5,25,102,7.49,4.69,St. Louis Rams / 5th / 154th pick / 2007,RyanCl99
Dan Santucci,OG,Notre Dame,College Stats,6-3,301,5.13,29.0,23,102,7.47,4.74,Cincinnati Bengals / 7th / 230th pick / 2007,SantDa20
Dallas Sartz,OLB,USC,College Stats,6-5,235,4.71,33.5,20,111,6.85,4.13,Washington Redskins / 5th / 143rd pick / 2007,-9999
Samson Satele,C,Hawaii,College Stats,6-3,300,5.24,33.0,25,101,7.47,4.29,Miami Dolphins / 2nd / 60th pick / 2007,SateSa20
Nic Schmitt,P,Virginia Tech,College Stats,6-2,252,5.05,,,,,,,-9999
Derek Schouman,FB,Boise State,College Stats,6-2,247,4.74,37.5,27,122,7.00,4.27,Buffalo Bills / 7th / 222nd pick / 2007,SchoDe00
Kenny Scott,CB,Georgia Tech,College Stats,6-1,179,4.39,40.0,10,127,,,,-9999
Arron Sears,OG,Tennessee,College Stats,6-3,319,5.09,,21,,,,Tampa Bay Buccaneers / 2nd / 35th pick / 2007,SearAr20
Daniel Sepulveda,P,Baylor,College Stats,6-3,229,4.62,,,,,,Pittsburgh Steelers / 4th / 112th pick / 2007,SepuDa20
Ken Shackleford,OT,Georgia,,6-5,322,5.30,24.5,28,102,8.35,5.05,St. Louis Rams / 6th / 190th pick / 2007,-9999
Brandon Sharp,S,Louisville,College Stats,5-10,194,4.58,37.5,18,,,,,-9999
Tim Shaw,OLB,Penn State,College Stats,6-1,236,4.51,36.5,26,116,7.01,4.12,Carolina Panthers / 5th / 164th pick / 2007,ShawTi99
Brandon Siler,ILB,Florida,College Stats,6-2,241,4.62,30.5,,109,7.34,,San Diego Chargers / 7th / 240th pick / 2007,SileBr99
Juwan Simpson,OLB,Alabama,College Stats,6-2,225,4.55,34.5,15,123,7.22,4.42,,-9999
Mike Sims-Walker,WR,Central Florida,College Stats,6-2,209,4.35,36.5,18,121,6.92,4.39,Jacksonville Jaguars / 3rd / 79th pick / 2007,WalkMi01
Bo Smith,CB,Weber State,,5-10,193,4.44,33.5,14,,,,,-9999
Bret Smith,WR,Tennessee,College Stats,6-2,173,4.55,,,,,,,-9999
Ryan Smith,CB,Florida,College Stats,5-10,174,4.51,,11,,,,Tennessee Titans / 6th / 206th pick / 2007,-9999
Kelvin Smith,ILB,Syracuse,College Stats,6-2,240,4.80,32.0,26,110,7.19,4.42,Miami Dolphins / 7th / 219th pick / 2007,SmitKe97
Kolby Smith,RB,Louisville,College Stats,5-11,220,4.50,38.0,18,114,7.22,4.34,Kansas City Chiefs / 5th / 148th pick / 2007,SmitKo00
Steve Smith,WR,USC,College Stats,6-0,197,4.44,38.0,,120,6.68,4.19,New York Giants / 2nd / 51st pick / 2007,SmitSt02
Troy Smith,QB,Ohio State,College Stats,6-0,225,4.72,,,,,,Baltimore Ravens / 5th / 174th pick / 2007,SmitTr02
Jason Snelling,FB,Virginia,College Stats,5-11,230,4.79,30.0,,111,7.06,4.37,Atlanta Falcons / 7th / 244th pick / 2007,SnelJa00
Paul Soliai,DT,Utah,College Stats,6-4,344,5.10,29.5,,103,7.66,4.69,Miami Dolphins / 4th / 108th pick / 2007,SoliPa99
Matt Spaeth,TE,Minnesota,College Stats,6-7,270,4.83,,,,,,Pittsburgh Steelers / 3rd / 77th pick / 2007,SpaeMa00
Anthony Spencer,DE,Purdue,College Stats,6-3,261,4.70,32.5,30,112,7.14,4.43,Dallas Cowboys / 1st / 26th pick / 2007,SpenAn99
Joe Staley,OT,Central Michigan,College Stats,6-6,306,4.79,,27,,,,San Francisco 49ers / 1st / 28th pick / 2007,StalJo20
Isaiah Stanback,QB,Washington,College Stats,6-2,216,4.60,,22,,,,Dallas Cowboys / 4th / 103rd pick / 2007,StanIs00
Drew Stanton,QB,Michigan State,College Stats,6-3,226,4.75,30.5,,108,6.77,4.41,Detroit Lions / 2nd / 43rd pick / 2007,StanDr00
Scott Stephenson,C,Iowa State,,6-3,297,5.20,29.5,21,99,7.62,4.57,,-9999
Cameron Stephenson,OG,Rutgers,,6-3,306,5.40,28.5,34,101,7.72,4.81,Pittsburgh Steelers / 5th / 156th pick / 2007,-9999
Syndric Steptoe,WR,Arizona,College Stats,5-9,194,4.59,33.0,17,,,,Cleveland Browns / 7th / 234th pick / 2007,StepSy20
John Stocco,QB,Wisconsin,College Stats,6-2,207,5.08,27.0,,104,7.29,4.60,,-9999
Daren Stone,S,Maine,,6-3,218,4.58,39.0,13,132,7.13,4.44,Atlanta Falcons / 6th / 203rd pick / 2007,StonDa99
Chansi Stuckey,WR,Clemson,College Stats,5-11,197,4.56,35.0,,120,6.91,4.14,New York Jets / 7th / 235th pick / 2007,StucCh20
Kasey Studdard,OG,Texas,,6-2,303,5.18,,32,,,,Houston Texans / 6th / 183rd pick / 2007,StudKa20
Palauni Ma Sun,OG,Oregon,,6-5,319,5.86,24.5,22,91,8.70,5.01,,-9999
Jayson Swain,WR,Tennessee,College Stats,6-0,212,4.63,33.0,,,,,,-9999
Josh Swogger,QB,Montana,,6-4,237,5.12,28.5,,107,7.25,4.76,,-9999
Herb Taylor,OT,TCU,,6-4,296,5.19,27.0,26,100,7.78,4.64,,-9999
Ramonce Taylor,RB,Texas College,,5-10,195,4.50,34.0,,125,6.98,4.23,,-9999
Zac Taylor,QB,Nebraska,College Stats,6-2,216,5.06,30.5,,110,7.39,4.60,,-9999
Courtney Taylor,WR,Auburn,College Stats,6-2,204,4.50,36.0,,122,7.22,4.28,Seattle Seahawks / 6th / 197th pick / 2007,TaylCo00
Tony Taylor,OLB,Georgia,College Stats,6-0,236,4.92,32.0,26,108,7.17,4.36,,TaylTo99
Joe Thomas,OT,Wisconsin,College Stats,6-7,311,4.92,33.0,28,110,7.95,4.88,Cleveland Browns / 1st / 3rd pick / 2007,ThomJo28
Marcus Thomas,DT,Florida,College Stats,6-3,314,5.23,,27,,,,Denver Broncos / 4th / 121st pick / 2007,ThomMa99
Paul Thompson,WR,Oklahoma,College Stats,6-4,216,4.62,33.5,,127,6.81,4.11,,-9999
Lawrence Timmons,OLB,Florida State,College Stats,6-1,234,4.66,35.0,25,123,6.89,4.32,Pittsburgh Steelers / 1st / 15th pick / 2007,TimmLa99
Matt Toeaina,DT,Oregon,,6-2,307,5.11,,26,,,,Cincinnati Bengals / 6th / 187th pick / 2007,ToeaMa99
Matt Trannon,WR,Michigan State,College Stats,6-6,216,4.57,36.5,13,118,7.09,4.34,,-9999
Tank Tyler,DT,North Carolina State,,6-2,306,5.18,28.5,42,,,,Kansas City Chiefs / 3rd / 82nd pick / 2007,TyleTa99
Tony Ugoh,OT,Arkansas,College Stats,6-5,301,5.06,32.5,32,117,,,Indianapolis Colts / 2nd / 42nd pick / 2007,UgohTo20
Dane Uperesa,OT,Hawaii,,6-4,309,5.28,,,,,,,-9999
Chad Upshaw,TE,Buffalo,College Stats,6-4,252,4.90,33.5,16,108,7.23,4.58,,-9999
Elliot Vallejo,OT,California-Davis,,6-7,327,5.38,26.0,24,94,7.95,5.14,,-9999
Jonathan Wade,CB,Tennessee,College Stats,5-10,195,4.36,40.5,,126,7.07,4.40,St. Louis Rams / 3rd / 84th pick / 2007,WadeJo99
Darius Walker,RB,Notre Dame,College Stats,5-10,206,4.55,40.5,19,123,7.18,4.39,,WalkDa00
D.J. Ware,RB,Illinois,,6-0,225,4.61,,21,,,,,-9999
Justin Warren,ILB,Texas A&M,College Stats,6-3,245,4.85,29.5,16,115,,,,-9999
Anthony Waters,ILB,Clemson,College Stats,6-3,245,4.59,,25,,,,San Diego Chargers / 3rd / 96th pick / 2007,WateAn00
Eric Weddle,S,Utah,College Stats,5-11,203,4.48,33.5,11,113,6.78,4.12,San Diego Chargers / 2nd / 37th pick / 2007,WeddEr99
John Wendling,S,Wyoming,College Stats,6-1,222,4.48,38.5,22,129,6.96,4.16,Buffalo Bills / 6th / 184th pick / 2007,WendJo99
Marvin White,S,TCU,College Stats,6-1,199,4.54,33.5,17,,,,Cincinnati Bengals / 4th / 114th pick / 2007,WhitMa99
Chaz Williams,CB,La-Monroe,College Stats,5-11,196,4.68,32.5,13,108,,,,-9999
Chandler Williams,WR,Florida International,College Stats,5-11,184,4.42,32.5,,123,6.99,4.29,Minnesota Vikings / 7th / 233rd pick / 2007,-9999
Paul Williams,WR,Fresno State,College Stats,6-1,205,4.45,38.5,,125,7.03,4.24,Tennessee Titans / 3rd / 80th pick / 2007,WillPa00
Patrick Willis,ILB,Mississippi,College Stats,6-1,242,4.51,39.0,22,119,7.23,4.46,San Francisco 49ers / 1st / 11th pick / 2007,WillPa98
Julius Wilson,OT,Ala-Birmingham,,6-4,327,5.43,27.0,,103,8.33,5.00,,-9999
C.J. Wilson,CB,Baylor,College Stats,6-1,195,4.62,37.5,,127,6.81,4.20,Carolina Panthers / 7th / 226th pick / 2007,WilsC.99
Josh Wilson,CB,Maryland,College Stats,5-9,189,4.39,36.5,20,120,7.07,4.43,Seattle Seahawks / 2nd / 55th pick / 2007,WilsJo99
Garrett Wolfe,RB,Northern Illinois,College Stats,5-7,186,4.39,35.5,22,116,6.69,4.08,Chicago Bears / 3rd / 93rd pick / 2007,WolfGa00
LaMarr Woodley,DE,Michigan,College Stats,6-1,266,4.74,,,,,,Pittsburgh Steelers / 2nd / 46th pick / 2007,WoodLa99
D'Juan Woods,WR,Oklahoma State,College Stats,6-0,208,4.58,36.5,,120,6.89,4.34,,WoodDJ20
Abraham Wright,DE,Colorado,College Stats,6-2,242,4.90,31.0,24,111,7.20,4.46,Miami Dolphins / 7th / 238th pick / 2007,-9999
Dwayne Wright,RB,Fresno State,College Stats,5-11,228,4.66,34.0,14,115,7.23,4.43,Buffalo Bills / 4th / 111th pick / 2007,WrigDw01
Eric Wright,CB,UNLV,College Stats,5-11,192,4.36,36.5,16,123,6.93,4.23,Cleveland Browns / 2nd / 53rd pick / 2007,WrigEr99
Mansfield Wrotto,OG,Georgia Tech,College Stats,6-3,317,5.40,,27,92,8.34,4.92,Seattle Seahawks / 4th / 124th pick / 2007,WrotMa20
DeShawn Wynn,RB,Florida,College Stats,5-10,232,4.47,31.5,,115,,,Green Bay Packers / 7th / 228th pick / 2007,WynnDe00
Marshal Yanda,OT,Florida State,College Stats,6-4,307,5.15,,,,,,Baltimore Ravens / 3rd / 86th pick / 2007,YandMa20
C.J. Ah You,DE,Oklahoma,College Stats,6-4,274,4.70,36.5,26,108,7.06,4.40,Buffalo Bills / 7th / 239th pick / 2007,AhYoC.00
Selvin Young,RB,Texas,College Stats,5-11,207,4.58,,,,,,,YounSe00
Jared Zabransky,QB,Boise State,College Stats,6-2,219,4.56,35.5,,111,6.78,4.08,,-9999
