Player,School,College,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle
Russ Hochstein,Nebraska,,6-3,-1.1654677764668733,0.5558895888536346,-0.34407311216175923,-1.7647458604442563,-0.8646316303842408,-0.20926726918038277,-0.46469420980529164
Steve Hutchinson,Michigan,College Stats,6-5,0.03329907932762651,-0.7951398507859224,1.8801809407746406,0.9978369162447331,0.7623057165041432,,-0.2275297008137554
Kevin Jordan,Fresno State,,6-5,-0.5261254533764734,-1.227469271470581,1.244679782792812,-1.0280571199938593,1.6497260875341708,,0.7685612369507002
Michael Keathley,TCU,,6-4,-0.5261254533764734,-0.30876925251568266,1.5624303617837263,0.4453203609069352,,,
Matt Lehr,Virginia Tech,,6-2,-1.964645680329873,-0.09260454217335334,1.244679782792812,0.4453203609069352,1.5018226923624995,-0.9978848181669621,-1.650516754762977
Victor Leyva,Arizona State,College Stats,6-3,-0.12653650144497347,0.17760134575455708,0.7680539143064407,2.102870026920329,0.614402321332472,0.24570439369649133,-0.2749626026120618
Shaun Mason,Michigan State,,6-5,-1.0056321956942733,1.0422601871238744,,,,,
Brent McCaffrey,USC,,6-4,-2.603988003420273,-0.524933962858012,,,,,
Mathias Nkwenti,Temple,,6-3,-1.7248923091709731,1.4745896078085328,2.515682098756469,0.6294925460195345,1.797629482705842,-0.7855647088244204,-2.8837722015189735
Dennis Norman,Princeton,,6-4,-0.7658788245353734,-0.7410986732003413,2.356806809261012,-0.10719619443086267,0.9102091116758145,0.4883559472308238,-0.32239550441037246
Josh Redding,Virginia Tech,,6-4,0.19313466010022648,0.9341778319527072,-0.18519782266630208,0.9978369162447331,-0.5688248400408983,-0.20926726918038277,0.05706770997608727
Ray Redziniak,Illinois,,6-3,-1.4851389380120732,1.0963013647094555,-0.18519782266630208,1.1820091013573324,-1.3083418158992546,0.7613389449569472,-0.08523099541883618
Bernard Robertson,Tulane,,6-3,-0.5261254533764734,-0.30876925251568266,0.7680539143064407,-1.2122293051064585,0.7623057165041432,0.427693058847242,-0.9864561295866748
Omar Smith,Kentucky,,6-2,-1.7248923091709731,0.17760134575455708,0.7680539143064407,-0.8438849348812599,-0.42092144486922695,,
Tim Stuber,Colorado State,,6-5,0.03329907932762651,1.6367131405652762,0.13255275632461216,-0.6597127497686606,-0.7167282352125696,0.427693058847242,-0.180096799015449
Alex Sulfsted,Miami (OH),,6-4,-0.20645429183127345,0.0154778129978089,0.9269292038018978,,-0.7167282352125696,,
Albert Traylor,NW State (LA),,6-3,-0.6060432437627734,0.6639719440247968,-0.18519782266630208,-1.0280571199938593,-0.7167282352125696,1.276973496217403,
Chris Valletta,Texas A&M,,6-3,-1.2453855668531733,0.12356016816897596,1.8801809407746406,-1.3964014902190578,-0.42092144486922695,-0.057610048221422946,-1.2236206385782111
Keydrick Vincent,Mississippi,,6-5,1.0722303543495264,1.6907543181508622,1.5624303617837263,-0.47554056465606126,-1.012535025555912,,
Chad Ward,Washington,,6-4,0.5128058216454264,-0.3628104301012638,1.5624303617837263,0.07697599068173662,-0.2730180496975557,0.18504150531290955,0.531396727959164
Louis Williams,LSU,,6-4,-1.2453855668531733,0.9882190095382931,0.2914280458200693,-0.10719619443086267,0.3185955309891294,-0.17893582498858918,-0.5595600134019086
Pork Chop Womack,Mississippi State,,6-4,2.430832790916626,1.1503425422950366,0.6091786248109835,-0.47554056465606126,-0.5688248400408983,2.611557040656229,0.8159941387490066
Paul Zukauskas,Boston Col.,College Stats,6-5,-0.6060432437627734,0.0154778129978089,,-0.6597127497686606,,,
P.J. Alexander,Syracuse,,6-4,-1.2453855668531733,0.4478072336824675,0.6091786248109835,,0.17069213581745812,-0.057610048221422946,-0.2749626026120618
Kevin Barry,Arizona,,6-4,0.8324769831906264,0.2316425233401382,0.2914280458200693,-0.291368379543462,1.0581125068474857,1.276973496217403,-0.2749626026120618
Martin Bibla,Miami (FL),,6-3,-0.6859610341490734,-1.173428093885,,1.7345256566951304,,,
Pete Campion,North Dakota State,,6-4,-0.6060432437627734,-0.2006868973445204,-0.6618236911526735,0.8136647311321338,-1.8999553965859397,0.12437861692932507,0.10450061177439368
Alonzo Cunningham,Iowa,,6-4,0.1132168697139265,0.8801366543671261,-1.138449559639045,,-0.42092144486922695,1.8229394916696497,-0.2749626026120618
Konrad Dean,Akron,,6-4,1.4718193062810263,1.4745896078085328,-0.026322533170844962,0.8136647311321338,-0.5688248400408983,1.3679678287927757,0.8634270405473131
Howard Duncan,Oklahoma,,6-4,0.7525591928043264,0.7720542991959638,0.2914280458200693,-0.6597127497686606,0.022788740645786856,1.1859791636420305,-0.46469420980529164
Steve Edwards,Central Florida,,6-5,3.230010694779626,1.0963013647094555,-1.4562001386299592,-1.0280571199938593,-1.012535025555912,1.3679678287927757,1.7172192729168494
Toniu Fonoti,Nebraska,,6-4,2.750503952461826,1.0422601871238744,0.2914280458200693,1.1820091013573324,-0.5688248400408983,0.6096817239979874,0.10450061177439368
Jonathan Goodwin,Michigan,,6-3,0.2730524504865265,-0.9032222059570895,,,,,
Andre Gurode,Colorado,College Stats,6-4,0.1132168697139265,0.2316425233401382,0.9269292038018978,,-0.1251146545258844,0.7006760565733654,1.2428902549337728
Eric Heitmann,Stanford,,6-4,-0.7658788245353734,-0.4168516076868497,0.13255275632461216,1.3661812864699316,0.3185955309891294,-1.0888791507423374,-0.8915903259900619
Artis Hicks,Memphis,,6-4,-0.9257144053079733,-1.173428093885,0.6091786248109835,-0.6597127497686606,0.4664989261608007,-0.20926726918038277,-0.7018587187968321
Antwan Kirk-Hughes,Texas,,6-3,0.1132168697139265,0.7180131216103779,-0.18519782266630208,,-0.8646316303842408,1.0949848310666523,0.5788296297574704
Broderick Lancaster,Colorado State,,6-4,-0.3662898726038734,-0.2006868973445204,,-2.133090230669455,,,
Tango McCauley,Arkansas,,6-3,-0.8457966149216734,0.12356016816897596,1.085804493297355,0.6294925460195345,0.4664989261608007,-0.057610048221422946,-0.03779809362052555
Qasim Mitchell,North Carolina A&T,,6-5,1.6316548870536263,-0.09260454217335334,-0.5029484016572163,-0.6597127497686606,,0.4580245030390329,0.7211283351523938
Shannon Money,Arkansas,,6-3,-1.5650567283983732,-0.4168516076868497,1.8801809407746406,-0.10719619443086267,0.9102091116758145,,
Marquise Muldrow,Arizona State,,6-2,0.1132168697139265,0.06951899058339002,-0.6618236911526735,0.6294925460195345,-0.42092144486922695,0.6096817239979874,0.05706770997608727
Melvin Paige,South Carolina,,6-5,-0.046618711058673476,0.2316425233401382,-1.297324849134502,0.8136647311321338,,,
Dwayne Pierce,LSU,,6-2,0.35297024087282647,1.0963013647094555,-0.5029484016572163,,-1.1604384207275833,0.6096817239979874,2.096682487303309
Mike Pucillo,Auburn,,6-4,0.19313466010022648,0.06951899058339002,0.13255275632461216,0.07697599068173662,,,
Victor Rogers,Colorado,,6-6,1.3119837255084263,1.4745896078085328,-0.8206989806481306,-1.0280571199938593,-1.1604384207275833,3.2788488128756446,1.764652174715156
Frank Romero,Oklahoma,,6-4,-1.1654677764668733,0.0154778129978089,-0.026322533170844962,-0.6597127497686606,-1.8999553965859397,-0.8158961530162113,0.009634808177780858
Kendall Simmons,Auburn,,6-3,-0.28637208221757343,0.0154778129978089,0.2914280458200693,-0.291368379543462,-0.42092144486922695,-0.23959871337217367,-0.36982840620867885
Ed Ta'amu,Utah,,6-2,1.6316548870536263,0.0154778129978089,0.4503033353155264,0.4453203609069352,,,
Justin Bates,Colorado,,6-4,-1.1654677764668733,0.4478072336824675,,-1.3964014902190578,,,
Jeremy Bridges,Southern Miss,,6-4,-1.0855499860805733,0.4478072336824675,0.2914280458200693,-0.10719619443086267,-0.7167282352125696,0.6096817239979874,-0.08523099541883618
Anthony Davis,Virginia Tech,,6-4,1.1521481447358264,0.2316425233401382,-0.026322533170844962,,-0.8646316303842408,1.0343219426830705,0.9108599423456237
Enoch DeMar,Indiana,,6-4,1.5517370966673263,1.7988366733220245,-1.6150754281254163,-0.6597127497686606,-1.6041486062425971,1.3073049404091939,1.480054763925309
David Diehl,Illinois,,6-6,-0.3662898726038734,-0.2006868973445204,0.13255275632461216,-0.6597127497686606,-0.7167282352125696,0.5490188356144056,0.8634270405473131
Robbie Doane,Texas,,6-6,-0.28637208221757343,-0.03856336458777222,-0.9795742701435878,,-2.3436655821009533,0.3670301704636549,-0.2749626026120618
Derrick Dockery,Texas,College Stats,6-6,2.590668371689226,1.528630785394114,-0.8206989806481306,,-1.3083418158992546,,
Gus Felder,Penn State,,6-3,0.7525591928043264,2.8796602250336707,-1.297324849134502,,-1.012535025555912,3.6428261431771407,3.5671024430508376
Makoa Freitas,Arizona,,6-4,-0.6060432437627734,-1.335551626641748,-0.9795742701435878,1.9186978418077296,-0.8646316303842408,0.9736590542994887,0.6262625315557768
Montrae Holland,Florida State,,6-1,1.4718193062810263,0.0154778129978089,,0.8136647311321338,,1.6409508265189046,1.6223534693202324
Alex Jackson,Georgia,,6-4,3.309928485165926,0.5558895888536346,,,,,
Jason Jowers,Wisconsin,,6-6,0.35297024087282647,0.7720542991959638,0.6091786248109835,,0.022788740645786856,1.2163106078338213,0.34166512076593414
Josh Kayser,Augustana (SD),,6-3,-0.20645429183127345,2.33924844917785,-0.5029484016572163,-0.8438849348812599,-0.8646316303842408,1.9745967126286097,1.4326218621270026
Sean Mahan,Notre Dame,,6-3,-1.0855499860805733,-0.8491810283715083,0.7680539143064407,0.8136647311321338,0.614402321332472,-0.5125817110982971,-0.08523099541883618
Vince Manuwai,Hawaii,,6-2,-0.8457966149216734,-1.2815104490561668,0.6091786248109835,0.2611481757943359,0.9102091116758145,-0.9978848181669621,-1.8402483619562071
Justin Sands,Kansas,,6-7,0.7525591928043264,-1.335551626641748,1.4035550722882693,0.9978369162447331,0.614402321332472,,
Greg Schindler,Stanford,,6-5,-0.6060432437627734,-1.1193869162994188,0.9269292038018978,-1.3964014902190578,-1.012535025555912,1.9442652684368187,1.6223534693202324
Chad Setterstrom,New Mexico,,6-3,-0.4462076629901734,0.7720542991959638,0.2914280458200693,-1.7647458604442563,-0.2730180496975557,0.03338428435394972,-0.6069929152002151
Ben Sobieski,Iowa,,6-5,-0.6060432437627734,-1.6057575145696585,0.7680539143064407,-1.3964014902190578,1.206015902019157,-0.6642389320572542,-1.413352245771441
Jamil Soriano,Harvard,,6-4,0.19313466010022648,0.9882190095382931,-0.026322533170844962,,0.3185955309891294,1.8836023800532316,1.3851889603286962
Eric Steinbach,Iowa,College Stats,6-6,-1.4052211476257732,-1.8219222249119877,2.6745573882519262,,2.68504985373587,-1.695508034578166,-1.745382558359594
Scott Tercero,California,,6-4,-0.9257144053079733,-0.3628104301012638,0.2914280458200693,-0.10719619443086267,0.3185955309891294,-0.330593045947549,-1.3184864421748281
Tony Terrell,UNLV,,6-3,1.5517370966673263,0.9882190095382931,-0.6618236911526735,-0.10719619443086267,-1.012535025555912,2.126253933587564,1.0057257459422364
Torrin Tucker,Southern Miss,,6-6,1.0722303543495264,0.2856837009257193,0.7680539143064407,,0.3185955309891294,1.4286307171763628,0.8634270405473131
Taylor Whitley,Texas A&M,,6-4,0.5128058216454264,-0.633016318029179,0.7680539143064407,0.4453203609069352,0.7623057165041432,0.09404717273753418,-0.9864561295866748
Jacob Bell,Miami (OH),,6-5,-1.0056321956942733,-0.4168516076868497,,0.07697599068173662,,,
Vernon Carey,Miami (FL),,6-4,1.6316548870536263,0.17760134575455708,,0.8136647311321338,,,
Quinn Christensen,BYU,,6-6,-0.20645429183127345,-1.0653457387138376,,1.1820091013573324,,,
Tyson Clabo,Wake Forest,,6-7,0.03329907932762651,1.1503425422950366,0.7680539143064407,-0.291368379543462,-0.1251146545258844,0.5186873914226147,0.436530924362547
Adrien Clarke,Ohio State,,6-5,1.1521481447358264,1.2043837198806175,-0.5029484016572163,,0.17069213581745812,-0.057610048221422946,-0.2275297008137554
Regis Crawford,Arizona State,,6-2,0.1132168697139265,4.06856613191648,,,,0.336698726271864,0.34166512076593414
Trey Darilek,Texas-El Paso,,6-4,-1.0855499860805733,-0.3628104301012638,0.2914280458200693,-0.6597127497686606,1.3539192971908283,-0.20926726918038277,-0.8441574241917513
Khiawatha Downey,Indiana (PA),,6-4,1.3919015158947263,1.0963013647094555,-0.34407311216175923,-0.8438849348812599,-0.42092144486922695,0.27603583788828223,0.1519335135727043
Antonio Hall,Kentucky,,6-3,0.19313466010022648,1.3124660750517847,-0.34407311216175923,0.2611481757943359,0.022788740645786856,0.6096817239979874,-1.1287548349815983
Joseph Hayes,San Jose State,,6-4,-0.28637208221757343,2.015001383664354,-1.4562001386299592,-1.3964014902190578,-1.012535025555912,1.0039904984912797,1.574920567521926
Anthony Herrera,Tennessee,,6-2,0.03329907932762651,-0.524933962858012,,,,,
Sean Locklear,North Carolina State,College Stats,6-4,-0.5261254533764734,-0.7410986732003413,0.4503033353155264,0.2611481757943359,-0.1251146545258844,-0.20926726918038277,-1.0813219331832917
Stephen Peterman,LSU,College Stats,6-4,-0.20645429183127345,0.8801366543671261,-0.9795742701435878,-0.47554056465606126,-0.8646316303842408,-0.1486043807967983,-0.5121271116036022
Alan Reuber,Texas A&M,,6-6,0.6726414024180264,1.0422601871238744,0.4503033353155264,0.07697599068173662,-0.42092144486922695,0.09404717273753418,0.5788296297574704
Justin Smiley,Alabama,,6-3,-1.3253033572394732,-1.227469271470581,1.4035550722882693,-1.2122293051064585,1.5018226923624995,-0.6035760436736723,-1.7928154601579005
Chris Snee,Boston Col.,,6-3,-0.046618711058673476,-1.0653457387138376,0.9269292038018978,0.6294925460195345,0.4664989261608007,-0.5125817110982971,-0.6069929152002151
Shannon Snell,Florida,,6-4,0.1132168697139265,2.82561904744809,-0.6618236911526735,-0.8438849348812599,-1.1604384207275833,1.398299272984572,0.5788296297574704
Jeb Terry,North Carolina,,6-5,-0.12653650144497347,-0.524933962858012,0.4503033353155264,0.2611481757943359,0.614402321332472,0.336698726271864,0.9108599423456237
David Baas,Michigan,College Stats,6-4,0.35297024087282647,-1.2815104490561668,0.6091786248109835,0.6294925460195345,0.614402321332472,-1.2708678158930853,-1.5556509511663643
C.J. Brooks,Maryland,,6-5,-0.4462076629901734,-0.633016318029179,1.244679782792812,-0.291368379543462,1.0581125068474857,-0.9372219297833776,-1.0813219331832917
Elton Brown,Virginia,College Stats,6-5,1.1521481447358264,-1.9840457576687358,,,,,
Doug Buckles,Mississippi,,6-5,-0.28637208221757343,1.2584248974662036,-1.297324849134502,-1.3964014902190578,-1.7520520014142684,0.7613389449569472,0.05706770997608727
Dan Buenning,Wisconsin,,6-4,0.43288803125912645,0.2856837009257193,0.13255275632461216,0.6294925460195345,1.5018226923624995,-0.057610048221422946,-0.9390232277883684
Jonathan Clinkscale,Wisconsin,,6-2,0.03329907932762651,1.1503425422950366,-0.026322533170844962,,-0.2730180496975557,,
Dylan Gandy,Texas Tech,,6-3,-0.8457966149216734,-0.9572633835426706,0.6091786248109835,,-0.1251146545258844,-0.9068904855915867,-1.3184864421748281
Marcus Johnson,Mississippi,,6-6,0.5128058216454264,0.8260954767815449,-0.026322533170844962,-0.8438849348812599,0.4664989261608007,-0.6339074878654632,-0.36982840620867885
Chris Kemoeatu,Utah,,6-3,2.350915000530326,0.2316425233401382,0.4503033353155264,0.07697599068173662,-0.42092144486922695,-0.5125817110982971,-1.1761877367799047
Logan Mankins,Fresno State,,6-4,-0.6060432437627734,-1.2815104490561668,1.244679782792812,-0.8438849348812599,-0.8646316303842408,-1.2102049275095037,-1.650516754762977
Evan Mathis,Alabama,,6-5,-0.8457966149216734,-2.038086935254317,2.515682098756469,1.7345256566951304,2.3892430633925272,-1.665176590386375,-2.9786380051155863
Chris Myers,Miami (FL),,6-5,-1.1654677764668733,-1.0113045611282516,,-0.10719619443086267,,,
Doug Nienhuis,Oregon State,,6-6,-0.6060432437627734,-0.7951398507859224,0.6091786248109835,-0.6597127497686606,-0.2730180496975557,-1.2708678158930853,-1.508218049368058
Leon Robinson,Georgia Tech,,6-4,-0.046618711058673476,-0.4168516076868497,2.6745573882519262,-0.6597127497686606,1.206015902019157,1.0646533868748616,-0.13266389721714258
