Player,Pos,School,College,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Player-additional
Carl Bradford,OLB,Arizona State,College Stats,6-1,250,4.76,37.5,23,122,7.25,4.30,Green Bay Packers / 4th / 121st pick / 2014,BradCa01
Bashaud Breeland,CB,Clemson,College Stats,5-11,197,4.62,34.5,11,123,7.04,4.33,Washington Redskins / 4th / 102nd pick / 2014,BreeBa00
Teddy Bridgewater,QB,Louisville,College Stats,6-2,214,,30.0,,113,7.17,4.20,Minnesota Vikings / 1st / 32nd pick / 2014,BridTe00
Justin Britt,OT,Missouri,College Stats,6-6,325,5.19,27.5,23,100,8.14,4.69,Seattle Seahawks / 2nd / 64th pick / 2014,BritJu00
Jay Bromley,DT,Syracuse,College Stats,6-3,306,5.06,33.5,26,106,7.92,4.78,New York Giants / 3rd / 74th pick / 2014,BromJa00
Terrence Brooks,S,Florida State,College Stats,5-11,198,4.42,38.0,10,119,7.35,,Baltimore Ravens / 3rd / 79th pick / 2014,BrooTe00
Jonathan Brown,OLB,Illinois,College Stats,6-0,238,5.03,31.0,16,108,7.77,4.56,,BrowJo01
John Brown,WR,Pittsburg State,,5-10,179,4.34,36.5,,119,6.91,4.12,Arizona Cardinals / 3rd / 91st pick / 2014,BrowJo02
Corey Brown,WR,Ohio State,College Stats,5-11,178,4.51,33.0,,116,7.16,4.22,,BrowPh00
Preston Brown,ILB,Louisville,College Stats,6-1,251,4.86,33.0,23,116,6.98,4.26,Buffalo Bills / 3rd / 73rd pick / 2014,BrowPr00
Martavis Bryant,WR,Clemson,College Stats,6-4,211,4.42,39.0,16,124,7.18,4.15,Pittsburgh Steelers / 4th / 118th pick / 2014,BryaMa00
Deone Bucannon,S,Washington State,College Stats,6-1,211,4.49,36.5,19,125,6.96,4.26,Arizona Cardinals / 1st / 27th pick / 2014,BucaDe00
Max Bullough,ILB,Michigan State,College Stats,6-3,249,4.78,31.0,30,112,7.22,4.30,,BullMa00
Isaiah Burse,WR,Fresno State,College Stats,5-10,188,4.58,31.0,16,115,6.74,3.94,,BursIs01
Trey Burton,WR,Florida,College Stats,6-2,224,4.62,30.0,,112,7.14,4.32,,BurtTr01
Michael Campanaro,WR,Wake Forest,College Stats,5-9,192,4.46,39.0,20,122,6.77,4.01,Baltimore Ravens / 7th / 218th pick / 2014,CampMi02
Ka'Deem Carey,RB,Arizona,College Stats,5-9,207,4.69,32.5,19,115,7.08,4.38,Chicago Bears / 4th / 117th pick / 2014,CareKa00
Derek Carr,QB,Fresno State,College Stats,6-2,214,4.69,34.5,,110,,4.20,Oakland Raiders / 2nd / 36th pick / 2014,CarrDe02
Ryan Carrethers,DT,Arkansas State,College Stats,6-1,337,5.47,26.0,32,88,7.89,4.60,San Diego Chargers / 5th / 165th pick / 2014,CarrRy00
Travis Carrie,CB,Ohio,College Stats,6-0,206,4.49,,17,,,,Oakland Raiders / 7th / 219th pick / 2014,CarrTr00
Steven Clark,P,Auburn,College Stats,6-5,231,5.18,,,,,,,ClarSt00
Will Clarke,DE,West Virginia,College Stats,6-6,271,4.77,32.0,22,112,7.26,4.57,Cincinnati Bengals / 3rd / 88th pick / 2014,ClarWi00
Ha Ha Clinton-Dix,S,Alabama,College Stats,6-1,208,4.58,33.0,11,119,7.16,4.16,Green Bay Packers / 1st / 21st pick / 2014,ClinHa00
Jadeveon Clowney,DE,South Carolina,College Stats,6-5,266,4.53,37.5,21,124,7.27,4.43,Houston Texans / 1st / 1st pick / 2014,ClowJa00
Ross Cockrell,CB,Duke,College Stats,6-0,191,4.56,36.5,10,122,7.28,4.32,Buffalo Bills / 4th / 109th pick / 2014,CockRo00
Brandon Coleman,WR,Rutgers,College Stats,6-6,225,4.56,32.5,21,,7.33,4.51,,ColeBr00
Deandre Coleman,DT,California,College Stats,6-5,314,5.12,,24,,,,,ColeDe01
Kain Colter,WR,Northwestern,College Stats,5-10,198,4.71,,,,,,,ColtKa00
Aaron Colvin,CB,Oklahoma,College Stats,5-11,177,4.51,,,,,,Jacksonville Jaguars / 4th / 114th pick / 2014,ColvAa00
Brandin Cooks,WR,Oregon State,College Stats,5-10,189,4.33,36.0,16,120,6.76,3.81,New Orleans Saints / 1st / 20th pick / 2014,CookBr00
Damian Copeland,WR,Louisville,College Stats,5-11,184,4.50,40.0,12,120,6.53,3.90,,CopeDa00
J.C. Copeland,FB,LSU,College Stats,5-11,271,4.95,28.5,23,111,7.68,4.58,,CopeJ.00
Tim Cornett,RB,UNLV,College Stats,6-0,209,4.48,34.5,,125,7.01,4.26,,CornTi00
Scott Crichton,DE,Oregon State,College Stats,6-3,273,4.84,31.5,24,108,7.19,4.29,Minnesota Vikings / 3rd / 72nd pick / 2014,CricSc00
Isaiah Crowell,RB,Arkansas,,5-11,224,4.57,38.0,23,117,,,,CrowIs00
Chris Davis,CB,Auburn,College Stats,5-10,202,4.54,,15,,,,,DaviCh05
Mike Davis,WR,Texas,College Stats,6-0,197,4.52,,10,,,,,DaviMi00
A.D. Denham,TE,Kansas,,6-4,235,4.69,32.5,,,,,,-9999
Darqueze Dennard,CB,Michigan State,College Stats,5-11,199,4.52,,15,,,,Cincinnati Bengals / 1st / 24th pick / 2014,DennDa00
Pierre Desir,CB,Lindenwood,,6-1,198,4.59,35.0,11,133,6.86,4.30,Cleveland Browns / 4th / 127th pick / 2014,DesiPi00
Ahmad Dixon,S,Baylor,College Stats,6-0,212,4.64,32.0,14,111,7.55,4.50,Dallas Cowboys / 7th / 248th pick / 2014,DixoAh00
Brandon Dixon,CB,Northwest Missouri State,,5-11,203,4.41,32.5,17,117,7.15,4.27,New York Jets / 6th / 195th pick / 2014,DixoBr00
Aaron Donald,DT,Pittsburgh,College Stats,6-1,285,4.68,32.0,35,116,7.11,4.39,St. Louis Rams / 1st / 13th pick / 2014,DonaAa00
Jonathan Dowling,S,Western Kentucky,College Stats,6-3,190,4.52,33.5,8,118,7.04,4.24,Oakland Raiders / 7th / 247th pick / 2014,DowlJo00
Dakota Dozier,OG,Furman,,6-4,313,5.42,24.0,23,101,8.14,4.89,New York Jets / 4th / 137th pick / 2014,DoziDa00
Joe Don Duncan,TE,Dixie State,,6-3,268,4.79,,35,,,,,-9999
Kony Ealy,DE,Missouri,College Stats,6-4,273,4.92,31.0,22,114,6.83,4.45,Carolina Panthers / 2nd / 60th pick / 2014,EalyKo00
Dominique Easley,DT,Florida,College Stats,6-2,288,4.93,,26,,,,New England Patriots / 1st / 29th pick / 2014,EaslDo00
Eric Ebron,TE,North Carolina,College Stats,6-4,250,4.60,32.0,24,120,,,Detroit Lions / 1st / 10th pick / 2014,EbroEr00
Kasim Edebali,OLB,Boston Col.,College Stats,6-2,253,4.79,34.5,19,115,7.20,4.35,,EdebKa00
Kadeem Edwards,OG,Tennessee State,,6-4,313,5.25,27.0,26,99,7.95,4.82,Tampa Bay Buccaneers / 5th / 143rd pick / 2014,EdwaKa00
Bruce Ellington,WR,South Carolina,College Stats,5-9,197,4.45,39.5,15,120,6.69,3.95,San Francisco 49ers / 4th / 106th pick / 2014,ElliBr00
Justin Ellis,DT,Louisiana Tech,College Stats,6-1,334,5.27,28.0,25,92,7.81,4.75,Oakland Raiders / 4th / 107th pick / 2014,ElliJu01
I.K. Enemkpali,DE,Louisiana Tech,College Stats,6-1,261,4.86,34.0,28,112,7.67,4.65,New York Jets / 6th / 210th pick / 2014,EnemIK00
Quincy Enunwa,WR,Nebraska,College Stats,6-2,225,4.41,,19,,,,New York Jets / 6th / 209th pick / 2014,EnunQu00
Mike Evans,WR,Texas A&M,College Stats,6-5,231,4.53,37.0,12,,7.08,4.26,Tampa Bay Buccaneers / 1st / 7th pick / 2014,EvanMi00
Shaquelle Evans,WR,UCLA,College Stats,6-1,213,4.51,34.5,13,122,7.07,4.21,New York Jets / 4th / 115th pick / 2014,EvanSh00
Antone Exum,CB,Virginia Tech,College Stats,6-0,213,4.59,35.0,17,117,7.05,4.13,Minnesota Vikings / 6th / 182nd pick / 2014,ExumAn00
David Fales,QB,San Jose State,College Stats,6-2,212,4.99,28.0,,103,7.55,4.50,Chicago Bears / 6th / 183rd pick / 2014,FaleDa00
Matt Feiler,OT,Bloomsburg,,6-6,330,5.37,26.5,36,103,8.13,4.86,,FeilMa00
Anthony Fera,K,Texas,College Stats,6-1,211,4.85,,,,,,,-9999
Ego Ferguson,DT,LSU,College Stats,6-3,315,4.98,,24,,,,Chicago Bears / 2nd / 51st pick / 2014,FergEg00
C.J. Fiedorowicz,TE,Iowa,College Stats,6-5,265,4.76,31.5,25,116,7.10,4.26,Houston Texans / 3rd / 65th pick / 2014,FiedC.00
Tim Flanders,RB,SMU,,5-9,207,4.75,32.0,20,113,7.07,,,-9999
Cameron Fleming,OT,Stanford,College Stats,6-5,323,5.28,23.5,26,97,8.24,5.00,New England Patriots / 4th / 140th pick / 2014,FlemCa00
David Fluellen,RB,Toledo,College Stats,5-11,224,4.72,36.5,,120,6.90,,,FlueDa00
Dee Ford,DE,Auburn,College Stats,6-2,252,,,,,,,Kansas City Chiefs / 1st / 23rd pick / 2014,FordDe00
Khairi Fortt,OLB,California,College Stats,6-2,248,4.70,36.0,30,120,,,New Orleans Saints / 4th / 126th pick / 2014,FortKh00
Bennie Fowler,WR,Michigan State,College Stats,6-1,217,4.52,36.0,,126,7.06,4.18,,FowlBe00
Austin Franklin,WR,New Mexico State,College Stats,5-11,189,4.56,36.0,7,124,7.07,4.33,,FranAu00
Devonta Freeman,RB,Florida State,College Stats,5-8,206,4.58,31.5,,118,7.11,4.26,Atlanta Falcons / 4th / 103rd pick / 2014,FreeDe00
Kyle Fuller,CB,Virginia Tech,College Stats,6-0,190,4.49,38.5,12,128,6.90,4.19,Chicago Bears / 1st / 14th pick / 2014,FullKy00
Zach Fulton,OG,Tennessee,College Stats,6-5,316,5.16,24.5,25,98,7.87,5.16,Kansas City Chiefs / 6th / 193rd pick / 2014,FultZa00
Tyler Gaffney,RB,Stanford,College Stats,5-11,220,4.49,36.5,,116,6.78,4.18,Carolina Panthers / 6th / 204th pick / 2014,GaffTy00
E.J. Gaines,CB,Missouri,College Stats,5-10,190,4.44,,15,,,,St. Louis Rams / 6th / 188th pick / 2014,GainE.00
Phillip Gaines,CB,Rice,College Stats,6-0,193,4.38,36.5,11,122,6.62,4.04,Kansas City Chiefs / 3rd / 87th pick / 2014,GainPh00
Jeremy Gallon,WR,Michigan,College Stats,5-7,185,4.49,,15,,,,New England Patriots / 7th / 244th pick / 2014,GallJe00
Jimmy Garoppolo,QB,East. Illinois,,6-2,226,4.97,30.5,,110,7.04,4.26,New England Patriots / 2nd / 62nd pick / 2014,GaroJi00
James Gayle,DE,Virginia Tech,College Stats,6-4,259,4.70,37.0,26,122,7.19,4.27,,GaylJa00
Jeremiah George,ILB,Iowa State,College Stats,5-11,234,4.91,33.0,28,116,,,New York Jets / 5th / 154th pick / 2014,GeorJe01
Justin Gilbert,CB,Oklahoma State,College Stats,6-0,202,4.37,35.5,20,126,6.92,,Cleveland Browns / 1st / 8th pick / 2014,GilbJu00
Crockett Gillmore,TE,Colorado State,College Stats,6-6,260,4.89,33.5,,120,7.42,4.44,Baltimore Ravens / 3rd / 99th pick / 2014,GillCr00
Demetri Goodson,CB,Baylor,College Stats,5-11,194,4.52,37.0,11,123,6.80,4.34,Green Bay Packers / 6th / 197th pick / 2014,GoodDe00
Ryan Grant,WR,Tulane,College Stats,6-0,199,4.64,35.5,8,119,6.68,4.11,Washington Redskins / 5th / 142nd pick / 2014,GranRy01
Marion Grice,RB,Arizona State,College Stats,6-0,208,4.67,,,,,,San Diego Chargers / 6th / 201st pick / 2014,GricMa00
Xavier Grimble,TE,USC,College Stats,6-4,257,4.76,26.5,,113,,,,GrimXa00
Ryan Groy,OG,Wisconsin,College Stats,6-5,316,5.19,26.5,26,108,7.49,4.47,,GroyRy00
Ra'Shede Hageman,DT,Minnesota,College Stats,6-6,310,4.92,35.5,32,114,7.87,4.50,Atlanta Falcons / 2nd / 37th pick / 2014,HageRa00
Andre Hal,CB,Vanderbilt,College Stats,5-10,188,4.50,35.5,15,119,7.14,4.27,Houston Texans / 7th / 216th pick / 2014,HalxAn00
Jon Halapio,OG,Florida,College Stats,6-3,323,5.34,21.5,,100,8.26,4.83,New England Patriots / 6th / 179th pick / 2014,HalaJo00
Victor Hampton,CB,South Carolina,College Stats,5-9,197,4.69,33.5,20,118,7.01,4.20,,HampVi00
Jonotthan Harrison,C,Florida,College Stats,6-3,304,5.15,27.0,27,113,7.97,4.86,,HarrJo03
Taylor Hart,DE,Oregon,College Stats,6-6,281,4.92,,21,,,,Philadelphia Eagles / 5th / 141st pick / 2014,HartTa00
Matt Hazel,WR,Coastal Carolina,,6-1,198,4.50,36.5,15,118,7.08,4.20,Miami Dolphins / 6th / 190th pick / 2014,HazeMa01
Marcus Heit,LS,Kansas State,,6-3,258,4.91,29.0,,115,,,,-9999
Seantrel Henderson,OT,Miami (FL),College Stats,6-7,331,5.04,24.0,,95,8.15,4.77,Buffalo Bills / 7th / 237th pick / 2014,HendSe00
Robert Herron,WR,Wyoming,College Stats,5-9,193,4.48,35.5,18,125,6.84,4.27,Tampa Bay Buccaneers / 6th / 185th pick / 2014,HerrRo00
Ryan Hewitt,FB,Stanford,College Stats,6-4,246,4.87,33.0,,109,7.04,4.35,,HewiRy00
Jeremy Hill,RB,LSU,College Stats,6-1,233,4.56,29.0,20,113,,,Cincinnati Bengals / 2nd / 55th pick / 2014,HillJe01
Anthony Hitchens,OLB,Iowa,College Stats,6-0,240,4.74,31.5,23,116,7.15,4.45,Dallas Cowboys / 4th / 119th pick / 2014,HitcAn00
Zach Hocker,K,Arkansas,College Stats,6-0,189,4.90,,,,,,Washington Redskins / 7th / 228th pick / 2014,HockZa00
Cody Hoffman,WR,BYU,College Stats,6-4,223,4.65,27.5,13,108,6.89,4.20,,HoffCo00
Tom Hornsey,P,Memphis,College Stats,6-3,221,5.05,,,,,,,HornTo01
Adrian Hubbard,OLB,Alabama,College Stats,6-6,257,4.69,38.5,,117,,,,HubbAd00
Josh Huff,WR,Oregon,College Stats,5-11,206,4.51,35.5,14,116,,,Philadelphia Eagles / 3rd / 86th pick / 2014,HuffJo00
Marqueston Huff,S,Wyoming,College Stats,5-11,196,4.49,35.5,15,118,7.26,4.19,Tennessee Titans / 4th / 122nd pick / 2014,HuffMa00
Allen Hurns,WR,Miami (FL),College Stats,6-1,198,4.55,31.0,14,120,7.23,4.50,,HurnAl01
James Hurst,OT,North Carolina,College Stats,6-5,296,5.59,,,,,,,HursJa00
Carlos Hyde,RB,Ohio State,College Stats,6-0,230,4.62,34.5,19,114,,,San Francisco 49ers / 2nd / 57th pick / 2014,HydeCa00
Kerry Hyder,DT,Texas Tech,College Stats,6-2,290,5.10,29.5,20,108,7.23,4.33,,HydeKe01
Louis Nix III,DT,Notre Dame,College Stats,6-2,331,5.32,25.5,,97,8.29,4.94,Houston Texans / 3rd / 83rd pick / 2014,NixILo00
Gabe Ikard,C,Oklahoma,College Stats,6-4,304,5.13,26.0,22,103,7.30,4.37,,IkarGa00
Andrew Jackson,ILB,Western Kentucky,College Stats,6-1,254,4.90,,,,,,Indianapolis Colts / 6th / 203rd pick / 2014,JackAn02
Bennett Jackson,CB,Notre Dame,College Stats,6-0,195,4.51,38.0,13,128,6.75,4.00,New York Giants / 6th / 187th pick / 2014,JackBe00
Gabe Jackson,OG,Mississippi State,College Stats,6-3,336,5.34,29.0,30,108,8.25,4.78,Oakland Raiders / 3rd / 81st pick / 2014,JackGa00
Nic Jacobs,TE,McNeese State,,6-5,269,4.89,,15,,,,,JacoNi00
Ja'Wuan James,OT,Tennessee,College Stats,6-6,311,5.26,29.0,22,103,7.42,4.56,Miami Dolphins / 1st / 19th pick / 2014,JameJa01
Kendall James,CB,Maine,,5-10,180,4.44,39.0,9,,6.81,4.19,Minnesota Vikings / 6th / 184th pick / 2014,JameKe00
Jeff Janis,WR,Saginaw Valley State,,6-3,219,4.42,37.5,20,123,6.64,3.98,Green Bay Packers / 7th / 236th pick / 2014,JaniJe00
Stanley Jean-Baptiste,CB,Nebraska,College Stats,6-3,218,4.61,41.5,13,128,,4.33,New Orleans Saints / 2nd / 58th pick / 2014,JeanSt00
Jackson Jeffcoat,DE,Texas,College Stats,6-3,247,4.63,36.0,18,123,6.97,4.18,,JeffJa00
Marcel Jensen,TE,Fresno State,College Stats,6-6,259,4.85,35.0,24,115,7.38,4.60,,JensMa01
Timmy Jernigan,DT,Florida State,College Stats,6-2,299,5.06,29.5,27,102,,4.83,Baltimore Ravens / 2nd / 48th pick / 2014,JernTi00
Anthony Johnson,DT,LSU,College Stats,6-2,308,5.24,24.5,20,102,7.93,4.83,,JohnAn04
Dontae Johnson,CB,North Carolina State,College Stats,6-2,200,4.41,38.5,12,124,6.82,4.24,San Francisco 49ers / 4th / 129th pick / 2014,JohnDo02
Storm Johnson,RB,Central Florida,College Stats,6-0,209,4.60,35.5,16,118,,,Jacksonville Jaguars / 7th / 222nd pick / 2014,JohnSt03
Wesley Johnson,C,Vanderbilt,College Stats,6-5,297,5.11,29.0,26,111,7.40,4.64,Pittsburgh Steelers / 5th / 173rd pick / 2014,JohnWe00
Christian Jones,OLB,Florida State,College Stats,6-3,240,4.68,33.5,,115,,,,JoneCh05
DaQuan Jones,DT,Penn State,College Stats,6-4,322,5.35,27.5,25,101,7.73,4.78,Tennessee Titans / 4th / 112th pick / 2014,JoneDa04
Howard Jones,OLB,Shepherd,,6-2,235,4.60,40.5,21,124,7.16,4.41,,JoneHo01
T.J. Jones,WR,Notre Dame,College Stats,6-0,188,4.46,33.0,,119,6.82,4.27,Detroit Lions / 6th / 189th pick / 2014,JoneT.00
Reggie Jordan,FB,Missouri Western State,,6-3,240,4.77,30.0,24,116,7.22,4.30,,JordRe00
Henry Josey,RB,Missouri,College Stats,5-8,194,4.43,34.5,20,118,7.07,4.13,,JoseHe00
Lamarcus Joyner,CB,Florida State,College Stats,5-8,184,4.55,37.5,14,124,7.26,4.40,St. Louis Rams / 2nd / 41st pick / 2014,JoynLa00
Odell Beckham Jr.,WR,LSU,College Stats,5-11,198,4.38,38.5,7,122,6.69,3.94,New York Giants / 1st / 12th pick / 2014,BeckOd00
James Wilder Jr.,RB,Florida State,College Stats,6-3,232,4.65,35.0,18,121,6.92,4.24,,WildJa01
Devon Kennard,OLB,USC,College Stats,6-3,249,4.70,30.0,23,113,7.25,4.32,New York Giants / 5th / 174th pick / 2014,KennDe00
Zach Kerr,DT,Tennessee,,6-1,326,5.06,28.5,28,99,7.93,4.71,,KerrZa00
Christian Kirksey,OLB,Iowa,College Stats,6-2,233,4.72,32.0,16,122,,,Cleveland Browns / 3rd / 71st pick / 2014,KirkCh00
Cyrus Kouandjio,OT,Alabama,College Stats,6-7,322,5.59,27.5,21,96,7.71,4.84,Buffalo Bills / 2nd / 44th pick / 2014,KouaCy00
Kenny Ladler,S,Vanderbilt,College Stats,6-0,207,4.70,36.5,24,127,,,,LadlKe00
Jarvis Landry,WR,LSU,College Stats,5-11,205,4.65,28.5,12,110,,,Miami Dolphins / 2nd / 63rd pick / 2014,LandJa00
Tyler Larsen,C,Utah State,,6-4,313,5.17,23.5,36,102,8.22,4.70,,LarsTy00
Cody Latimer,WR,Indiana,College Stats,6-2,215,4.52,,23,,,,Denver Broncos / 2nd / 56th pick / 2014,LatiCo00
Demarcus Lawrence,DE,Boise State,College Stats,6-3,251,4.80,34.5,20,113,7.46,4.31,Dallas Cowboys / 2nd / 34th pick / 2014,LawrDe00
Nevin Lawson,CB,Utah State,College Stats,5-9,190,4.48,33.0,16,120,7.12,4.40,Detroit Lions / 4th / 133rd pick / 2014,LawsNe00
Marqise Lee,WR,USC,College Stats,6-0,192,4.52,38.0,,127,,4.01,Jacksonville Jaguars / 2nd / 39th pick / 2014,LeexMa00
Charles Leno,OG,Boise State,College Stats,6-4,303,5.25,29.0,21,108,7.57,4.40,Chicago Bears / 7th / 246th pick / 2014,LenoCh00
A.C. Leonard,TE,Tennessee State,,6-2,252,4.50,34.0,20,128,,,,-9999
Richie Leone,P,Houston,College Stats,6-3,211,5.10,,,,,,,LeonRi01
Taylor Lewan,OT,Michigan,College Stats,6-7,309,4.87,30.5,29,117,7.39,4.49,Tennessee Titans / 1st / 11th pick / 2014,LewaTa00
Isaiah Lewis,S,Michigan State,College Stats,5-10,211,4.60,36.5,15,122,7.05,4.47,,LewiIs00
Brandon Linder,OG,Miami (FL),College Stats,6-6,311,5.35,26.5,30,100,,,Jacksonville Jaguars / 3rd / 93rd pick / 2014,LindBr00
Corey Linsley,C,Ohio State,College Stats,6-3,296,5.24,27.0,36,,,,Green Bay Packers / 5th / 161st pick / 2014,LinsCo00
Boseko Lokombo,OLB,Oregon,College Stats,6-2,225,4.66,,,122,7.15,4.30,,LokoBo01
Spencer Long,OG,Nebraska,College Stats,6-5,320,5.16,,,,,,Washington Redskins / 3rd / 78th pick / 2014,LongSp00
Craig Loston,S,LSU,College Stats,6-1,217,4.65,32.5,12,119,7.15,4.35,,LostCr00
Cornelius Lucas,OT,Kansas State,,6-8,316,5.29,,,,,,,LucaCo01
Marcus Lucas,WR,Missouri,College Stats,6-4,218,4.60,36.0,20,124,7.07,4.25,,LucaMa01
Colt Lyerla,TE,Oregon,College Stats,6-4,242,4.61,39.0,15,128,,,,LyerCo00
Aaron Lynch,DE,South Florida,College Stats,6-5,249,4.76,,18,,,,San Francisco 49ers / 5th / 150th pick / 2014,LyncAa00
Arthur Lynch,TE,Georgia,College Stats,6-5,258,4.82,29.5,28,116,7.38,4.35,Miami Dolphins / 5th / 155th pick / 2014,LyncAr00
Jordan Lynch,QB,Northern Illinois,College Stats,6-0,217,4.76,29.5,,109,6.55,4.20,,LyncJo01
Khalil Mack,OLB,Buffalo,College Stats,6-3,251,4.65,40.0,23,128,7.08,4.18,Oakland Raiders / 1st / 5th pick / 2014,MackKh00
Cody Mandell,P,Alabama,College Stats,6-2,216,4.89,27.0,,109,,,,MandCo01
Eathyn Manumaleuna,DT,BYU,College Stats,6-2,296,5.16,28.0,29,101,7.78,4.61,,ManuEa00
Johnny Manziel,QB,Texas A&M,College Stats,6-0,207,4.68,31.5,,113,6.75,4.03,Cleveland Browns / 1st / 22nd pick / 2014,ManzJo00
Cassius Marsh,DE,UCLA,College Stats,6-4,252,4.89,32.0,14,108,7.08,4.25,Seattle Seahawks / 4th / 108th pick / 2014,MarsCa00
Kareem Martin,DE,North Carolina,College Stats,6-6,272,4.72,35.5,22,129,7.20,4.33,Arizona Cardinals / 3rd / 84th pick / 2014,MartKa00
Marcus Martin,C,USC,College Stats,6-3,320,5.38,,23,,,,San Francisco 49ers / 3rd / 70th pick / 2014,MartMa01
Zack Martin,OG,Notre Dame,College Stats,6-4,308,5.22,28.0,29,106,7.65,4.59,Dallas Cowboys / 1st / 16th pick / 2014,MartZa00
Tre Mason,RB,Auburn,College Stats,5-8,207,4.50,38.5,,126,,4.15,St. Louis Rams / 3rd / 75th pick / 2014,MasoTr00
Jeff Mathews,QB,Cornell,,6-4,223,5.26,25.5,,105,7.14,4.36,,-9999
Jake Matthews,OT,Texas A&M,College Stats,6-5,308,5.07,30.5,24,105,7.34,4.47,Atlanta Falcons / 1st / 6th pick / 2014,MattJa00
Jordan Matthews,WR,Vanderbilt,College Stats,6-3,212,4.46,35.5,21,120,6.95,4.18,Philadelphia Eagles / 2nd / 42nd pick / 2014,MattJo00
Josh Mauro,DE,Stanford,College Stats,6-6,271,5.21,32.0,21,116,7.43,4.51,,MaurJo00
