Player,Pos,School,College,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Player-additional
Chad Pugh,DT,TCU,,6-3,321,5.38,25.0,19,98,8.17,4.85,,-9999
Keiwan Ratliff,CB,Florida,College Stats,5-10,194,4.56,,11,,,,Cincinnati Bengals / 2nd / 49th pick / 2004,RatlKe20
Dexter Reid,S,North Carolina,College Stats,5-11,203,4.56,,,,,,New England Patriots / 4th / 113th pick / 2004,ReidDe20
Alan Reuber,OG,Texas A&M,,6-6,323,5.49,29.0,26,98,7.95,4.91,,ReubAl20
Robert Reynolds,ILB,Ohio State,College Stats,6-3,251,4.76,32.5,18,116,7.17,3.94,Tennessee Titans / 5th / 165th pick / 2004,ReynRo20
Lawrence Richardson,CB,Arkansas,College Stats,5-9,194,4.62,31.0,8,112,,,,-9999
Greg Richmond,OLB,Oklahoma State,College Stats,6-1,233,4.73,,17,,,,,-9999
Brian Rimpf,OT,East Carolina,,6-6,319,5.41,28.0,31,105,7.97,4.66,Baltimore Ravens / 7th / 246th pick / 2004,RimpBr20
Scott Rislov,QB,San Jose State,College Stats,6-1,224,4.95,30.0,,119,7.44,4.34,,-9999
Constantin Ritzmann,DE,Tennessee,College Stats,6-3,259,4.97,29.0,24,108,7.39,4.48,,RitzCo20
Philip Rivers,QB,North Carolina State,College Stats,6-5,229,5.08,,,,,,New York Giants / 1st / 4th pick / 2004,RivePh00
Ell Roberson,QB,Kansas State,College Stats,5-11,194,4.60,,,,,,,-9999
Dunta Robinson,CB,South Carolina,College Stats,5-11,186,4.34,36.0,15,120,6.97,3.75,Houston Texans / 1st / 10th pick / 2004,RobiDu20
Ben Roethlisberger,QB,Miami (OH),College Stats,6-5,241,4.75,,,,,,Pittsburgh Steelers / 1st / 11th pick / 2004,RoetBe00
Jacob Rogers,OT,USC,College Stats,6-6,307,5.30,,30,,,,Dallas Cowboys / 2nd / 52nd pick / 2004,RogeJa20
Fred Russell,RB,Iowa,College Stats,5-7,195,4.50,34.0,21,121,7.09,4.30,,-9999
Rod Rutherford,QB,Pittsburgh,College Stats,6-2,240,4.79,30.5,,110,7.66,4.41,,-9999
Sean Ryan,TE,Boston Col.,College Stats,6-4,268,4.97,32.5,22,115,,,Dallas Cowboys / 5th / 144th pick / 2004,RyanSe00
P.K. Sam,WR,Florida State,College Stats,6-3,210,4.54,34.5,,,7.04,,New England Patriots / 5th / 164th pick / 2004,SamxP.20
Stanford Samuels,CB,Florida State,College Stats,5-10,193,4.58,,,,,,,SamuSt01
B.J. Sander,P,Ohio State,College Stats,6-4,219,4.84,,,,,,Green Bay Packers / 3rd / 87th pick / 2004,SandB.20
Bob Sanders,S,Iowa,College Stats,5-8,204,4.35,41.5,15,128,6.70,3.91,Indianapolis Colts / 2nd / 44th pick / 2004,SandBo99
Matt Schaub,QB,Virginia,College Stats,6-6,243,5.04,30.5,,110,7.65,4.62,Atlanta Falcons / 3rd / 90th pick / 2004,SchaMa00
Bo Schobel,DE,TCU,,6-5,271,4.80,32.5,25,109,6.94,4.38,Tennessee Titans / 4th / 103rd pick / 2004,SchoBo20
Stuart Schweigert,S,Purdue,College Stats,6-2,218,4.47,38.0,18,124,6.68,3.89,Oakland Raiders / 3rd / 67th pick / 2004,SchwSt20
Josh Scobee,K,Louisiana Tech,College Stats,6-1,191,4.87,,,,,,Jacksonville Jaguars / 5th / 137th pick / 2004,scobejos01
Darrion Scott,DE,Ohio State,,6-3,289,4.81,36.5,,118,,4.32,Minnesota Vikings / 3rd / 88th pick / 2004,ScotDa20
Guss Scott,S,Florida,College Stats,5-10,204,4.46,39.0,20,124,,,New England Patriots / 3rd / 95th pick / 2004,ScotGu20
Jake Scott,OT,Idaho,,6-5,281,5.06,34.5,24,110,7.96,4.68,Indianapolis Colts / 5th / 141st pick / 2004,ScotJa21
Richard Seigler,ILB,Oregon State,College Stats,6-2,244,4.86,,25,,,,San Francisco 49ers / 4th / 127th pick / 2004,SeigRi20
Nicholas Setta,K,Notre Dame,College Stats,5-11,204,4.80,,,,,,,-9999
Josh Sewell,C,Nebraska,,6-2,301,5.06,30.0,30,99,7.53,4.24,Denver Broncos / 6th / 190th pick / 2004,-9999
Jason Shivers,S,Arizona State,College Stats,6-0,201,4.51,36.0,19,128,,,St. Louis Rams / 5th / 158th pick / 2004,ShivJa20
Jeff Shoate,CB,San Diego State,College Stats,5-10,189,4.62,36.0,12,121,7.00,3.88,Denver Broncos / 5th / 152nd pick / 2004,ShoaJe20
Andrew Shull,DE,Kansas State,College Stats,6-5,265,4.90,30.5,16,107,7.46,4.28,,-9999
Junior Siavii,DT,Oregon,,6-4,344,5.16,24.5,31,93,7.93,4.84,Kansas City Chiefs / 2nd / 36th pick / 2004,SiavJu20
Kurt Sigler,C,East. Washington,,6-5,306,5.84,24.0,,93,8.09,4.63,,-9999
Justin Smiley,OG,Alabama,,6-3,298,5.07,32.0,19,111,7.72,4.41,San Francisco 49ers / 2nd / 46th pick / 2004,SmilJu20
Antonio Smith,DE,Oklahoma State,,6-3,274,5.03,33.0,24,108,,4.75,Arizona Cardinals / 5th / 135th pick / 2004,SmitAn22
Daryl Smith,OLB,Georgia Tech,College Stats,6-2,234,4.67,,24,,,,Jacksonville Jaguars / 2nd / 39th pick / 2004,SmitDa24
Jonathan Smith,WR,Georgia Tech,College Stats,5-10,194,4.78,32.5,,114,,4.35,Buffalo Bills / 7th / 214th pick / 2004,SmitJo00
Keith Smith,CB,McNeese State,,5-11,201,4.48,36.5,12,116,,,Detroit Lions / 3rd / 73rd pick / 2004,SmitKe20
Will Smith,DE,Ohio State,College Stats,6-3,275,4.60,,,,,,New Orleans Saints / 1st / 18th pick / 2004,SmitWi99
Jeff Smoker,QB,Michigan State,College Stats,6-3,223,4.95,26.5,,101,7.65,4.36,St. Louis Rams / 6th / 201st pick / 2004,-9999
Chris Snee,OG,Boston Col.,,6-3,314,5.10,30.5,29,104,7.75,4.66,New York Giants / 2nd / 34th pick / 2004,SneeCh20
Shannon Snell,OG,Florida,,6-4,316,5.82,25.5,21,93,8.38,4.91,,-9999
Isaac Sopoaga,DT,Hawaii,,6-2,317,4.97,30.5,42,99,7.79,4.66,San Francisco 49ers / 4th / 104th pick / 2004,SopoIs20
Cody Spencer,ILB,North Texas,College Stats,6-2,242,4.65,34.5,27,116,6.94,4.08,Oakland Raiders / 6th / 182nd pick / 2004,SpenCo20
John Standeford,WR,Purdue,College Stats,6-3,197,4.60,32.5,,113,6.90,4.08,,StanJo00
Max Starks,OT,Florida,College Stats,6-7,350,5.56,27.5,21,98,7.88,4.65,Pittsburgh Steelers / 3rd / 75th pick / 2004,StarMa21
Randy Starks,DT,Maryland,,6-3,314,5.08,29.5,27,102,,,Tennessee Titans / 3rd / 71st pick / 2004,StarRa20
Kendrick Starling,WR,San Jose State,College Stats,6-1,193,4.49,31.5,,119,6.88,3.87,,StarKe21
Alex Stepanovich,C,Ohio State,,6-3,304,5.29,25.5,,96,7.64,4.44,Arizona Cardinals / 4th / 100th pick / 2004,StepAl20
Larry Stevens,DE,Michigan,,6-2,241,4.86,,,,,,,StevLa20
Derrick Strait,CB,Oklahoma,College Stats,5-11,196,4.52,,,,,,New York Jets / 3rd / 76th pick / 2004,StraDe20
Drew Strojny,OT,Duke,,6-7,327,5.37,29.5,,99,7.98,4.84,New York Giants / 7th / 203rd pick / 2004,-9999
Billy Strother,OLB,New Mexico,College Stats,6-0,241,4.68,33.0,,112,7.41,4.15,,StroBi20
B.J. Symons,QB,Texas Tech,College Stats,6-0,210,4.90,,,,,,Houston Texans / 7th / 248th pick / 2004,-9999
Thomas Tapeh,FB,Minnesota,College Stats,6-1,245,4.80,32.5,23,114,7.65,4.52,Philadelphia Eagles / 5th / 162nd pick / 2004,TapeTh00
Greg Taplin,DE,Michigan State,College Stats,6-5,267,5.09,33.0,,115,,,,-9999
Jamaar Taylor,WR,Texas A&M,College Stats,6-1,197,4.46,,,,,,New York Giants / 6th / 168th pick / 2004,TaylJa00
Sean Taylor,S,Miami (FL),College Stats,6-2,230,4.51,,,,,,Washington Redskins / 1st / 5th pick / 2004,TaylSe20
Craig Terrill,DT,Purdue,College Stats,6-2,290,5.21,26.5,28,100,7.39,4.10,Seattle Seahawks / 6th / 189th pick / 2004,TerrCr20
Jeb Terry,OG,North Carolina,,6-5,313,5.20,29.0,27,105,8.03,4.98,Tampa Bay Buccaneers / 5th / 146th pick / 2004,TerrJe20
Dontarrious Thomas,OLB,Auburn,College Stats,6-2,241,4.57,38.5,26,129,,4.00,Minnesota Vikings / 2nd / 48th pick / 2004,ThomDo21
Joey Thomas,CB,Montana State,,6-1,195,4.44,38.5,17,122,6.82,3.88,Green Bay Packers / 3rd / 70th pick / 2004,ThomJo21
Sloan Thomas,WR,Texas,College Stats,6-1,203,4.50,,,,,,Houston Texans / 7th / 211th pick / 2004,ThomSl00
Chris Thompson,CB,Nicholls State,,6-0,189,4.50,35.0,12,117,7.09,4.14,Jacksonville Jaguars / 5th / 150th pick / 2004,ThomCh24
Bruce Thornton,CB,Georgia,College Stats,5-10,197,4.50,37.5,,122,,,Dallas Cowboys / 4th / 121st pick / 2004,ThorBr21
Andrae Thurman,WR,Arizona,College Stats,5-11,192,4.54,34.5,,121,7.31,4.30,,ThurAn00
Deryck Toles,OLB,Penn State,College Stats,6-0,224,4.58,37.0,24,112,7.12,4.23,,-9999
Reggie Torbor,DE,Auburn,,6-2,254,4.65,34.0,16,120,7.48,4.46,New York Giants / 4th / 97th pick / 2004,TorbRe20
Daryl Towns,OLB,Nevada,College Stats,6-0,224,4.57,37.0,,112,7.15,4.25,,-9999
Ben Troupe,TE,Florida,College Stats,6-4,265,4.65,,,,,,Tennessee Titans / 2nd / 40th pick / 2004,TrouBe00
Marcus Tubbs,DT,Texas,,6-4,321,5.05,32.5,29,105,,,Seattle Seahawks / 1st / 23rd pick / 2004,TubbMa20
Sean Tufts,OLB,Colorado,,6-4,242,4.61,34.5,21,118,6.94,3.94,Carolina Panthers / 6th / 196th pick / 2004,TuftSe20
Michael Turner,RB,Northern Illinois,College Stats,5-10,237,4.49,31.0,22,114,7.50,4.15,San Diego Chargers / 5th / 154th pick / 2004,TurnMi00
Kenechi Udeze,DE,USC,College Stats,6-3,281,4.77,,,,,,Minnesota Vikings / 1st / 20th pick / 2004,UdezKe20
Ben Utecht,TE,Minnesota,College Stats,6-6,249,4.80,,,,,,,UtecBe00
Nathan Vasher,CB,Texas,College Stats,5-10,177,4.49,,,,,,Chicago Bears / 4th / 110th pick / 2004,VashNa99
Khaleed Vaughn,DE,Clemson,College Stats,6-4,281,5.00,31.5,14,113,7.38,4.35,,VaugKh20
Jonathan Vilma,ILB,Miami (FL),College Stats,6-0,233,4.61,,,,,,New York Jets / 1st / 12th pick / 2004,VilmJo99
Michael Waddell,CB,North Carolina,College Stats,5-11,187,4.31,37.5,14,121,6.84,4.03,Tennessee Titans / 4th / 124th pick / 2004,WaddMi20
Alex Wade,FB,Duke,College Stats,6-0,248,4.97,32.5,22,114,7.50,4.41,,-9999
Mike Walker,TE,Minnesota-Morris,,6-4,254,4.84,30.0,19,106,7.51,4.35,,-9999
Matt Ware,S,UCLA,College Stats,6-2,209,4.54,,15,,,,Philadelphia Eagles / 3rd / 89th pick / 2004,WareMa20
Donnell Washington,DT,Clemson,,6-5,332,5.00,31.0,34,109,7.80,4.88,Green Bay Packers / 3rd / 72nd pick / 2004,-9999
Rashad Washington,S,Kansas State,College Stats,6-2,223,4.61,34.0,14,116,7.06,4.02,New York Jets / 7th / 236th pick / 2004,WashRa20
Benjamin Watson,TE,Georgia,College Stats,6-3,258,4.50,35.5,34,123,7.38,4.11,New England Patriots / 1st / 32nd pick / 2004,WatsBe00
Courtney Watson,OLB,Notre Dame,College Stats,6-1,237,4.56,36.5,22,114,7.39,4.35,New Orleans Saints / 2nd / 60th pick / 2004,WatsCo20
Darius Watts,WR,Marshall,College Stats,6-1,188,4.50,,,,,,Denver Broncos / 2nd / 54th pick / 2004,WattDa00
Scott Wells,C,Tennessee,,6-2,300,5.30,31.0,31,109,7.56,4.35,Green Bay Packers / 7th / 251st pick / 2004,WellSc20
Travelle Wharton,OT,South Carolina,,6-4,312,5.14,31.5,,105,8.31,4.58,Carolina Panthers / 3rd / 94th pick / 2004,WharTr20
Huey Whittaker,WR,South Florida,College Stats,6-4,234,4.62,37.0,,121,7.06,4.13,,-9999
Ernest Wilford,WR,Virginia Tech,College Stats,6-4,226,4.79,40.5,,130,,4.17,Jacksonville Jaguars / 4th / 120th pick / 2004,WilfEr00
Vince Wilfork,DT,Miami (FL),College Stats,6-1,323,5.08,,36,,,,New England Patriots / 1st / 21st pick / 2004,WilfVi20
Virgil Williams,S,Washington State,College Stats,6-1,196,4.66,,11,,,,,-9999
Corey Williams,DT,Arkansas State,,6-4,313,5.18,28.0,25,106,7.97,4.55,Green Bay Packers / 6th / 179th pick / 2004,WillCo21
D.J. Williams,OLB,Miami (FL),College Stats,6-1,250,4.55,,,,,,Denver Broncos / 1st / 17th pick / 2004,WillD.20
Demorrio Williams,OLB,Nebraska,College Stats,6-1,232,4.52,37.0,16,125,7.02,4.11,Atlanta Falcons / 4th / 101st pick / 2004,WillDe22
Madieu Williams,S,Maryland,College Stats,6-0,193,4.48,,18,125,,,Cincinnati Bengals / 2nd / 56th pick / 2004,WillMa20
Quintin Williams,S,Wake Forest,College Stats,5-11,207,4.60,37.0,21,122,7.28,4.09,,WillQu20
Reggie Williams,WR,Washington,College Stats,6-4,229,4.56,,,,,,Jacksonville Jaguars / 1st / 9th pick / 2004,WillRe00
Roy Williams,WR,Texas,College Stats,6-2,212,4.48,,,,,,Detroit Lions / 1st / 7th pick / 2004,WillRo04
Shaud Williams,RB,Alabama,College Stats,5-7,193,4.73,34.0,15,114,7.01,4.15,,WillSh01
Keith Willis,TE,Virginia Tech,College Stats,6-6,260,5.03,,21,114,7.33,4.44,,-9999
George Wilson,WR,Arkansas,College Stats,6-0,213,4.63,35.0,,120,7.07,3.98,,WilsGe01
Gibril Wilson,S,Tennessee,College Stats,6-0,197,4.47,,15,120,,,New York Giants / 5th / 136th pick / 2004,WilsGi20
Kris Wilson,TE,Pittsburgh,College Stats,6-2,248,4.62,35.0,24,119,6.88,4.10,Kansas City Chiefs / 2nd / 61st pick / 2004,WilsKr00
Mark Wilson,OT,California,College Stats,6-7,314,5.36,28.5,24,108,7.53,4.49,Washington Redskins / 5th / 151st pick / 2004,WilsMa21
Quincy Wilson,RB,West Virginia,College Stats,5-9,225,4.60,33.5,26,118,7.68,4.36,Atlanta Falcons / 7th / 219th pick / 2004,WilsQu00
Travis Wilson,FB,Kansas State,College Stats,6-3,256,4.89,33.0,25,109,7.56,4.36,Cleveland Browns / 3rd / 78th pick / 2006,WilsTr00
Marcus Winn,S,Arkansas,,6-0,223,4.86,,21,,,,,-9999
Kellen Winslow,TE,Miami (FL),College Stats,6-4,251,4.55,,24,120,,,Cleveland Browns / 1st / 6th pick / 2004,WinsKe01
Jeff Womble,DT,Florida State,College Stats,6-1,313,5.38,28.0,18,,,,,-9999
Rashaun Woods,WR,Oklahoma State,College Stats,6-2,202,4.47,39.0,,125,6.93,3.97,San Francisco 49ers / 1st / 31st pick / 2004,WoodRa00
Renaldo Works,RB,Oklahoma,College Stats,6-0,222,4.70,30.5,21,115,7.25,4.09,,-9999
Carlos Wright,WR,Tennessee State,,6-1,203,4.65,34.0,,122,7.12,4.31,,-9999
Jason Wright,RB,Northwestern,College Stats,5-10,210,4.68,30.0,,111,7.35,4.12,,WrigJa01
Dexter Wynn,CB,Colorado State,College Stats,5-9,175,4.49,39.0,13,123,6.70,3.90,Philadelphia Eagles / 6th / 192nd pick / 2004,WynnDe20
Kirk Yliniemi,K,Oregon State,College Stats,6-0,214,4.69,,,,,,,-9999
Kevin Youngblood,WR,Clemson,College Stats,6-4,213,4.64,34.0,,,,,,YounKe00
