Player,School,College,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle
Zack Martin,Notre Dame,College Stats,6-4,308.0,5.22,28.0,29.0,106.0,7.65,4.59
Cyril Richardson,Baylor,College Stats,6-5,329.0,5.36,25.5,25.0,91.0,7.7,4.83
Anthony Steen,Alabama,College Stats,6-3,314.0,5.33,,,,,
Xavier Su'a-Filo,UCLA,College Stats,6-4,307.0,5.04,25.0,25.0,102.0,7.6,4.44
Brandon Thomas,Clemson,College Stats,6-3,317.0,5.09,29.0,35.0,98.0,8.13,4.83
Trai Turner,LSU,College Stats,6-3,310.0,4.93,27.5,25.0,,,
John Urschel,Penn State,College Stats,6-3,313.0,5.31,29.0,30.0,102.0,7.55,4.47
Chris Watt,Notre Dame,College Stats,6-3,310.0,5.5,,29.0,,,
David Yankey,Stanford,College Stats,6-6,315.0,5.48,28.5,22.0,103.0,7.81,4.86
Al Bond,Memphis,College Stats,6-4,303.0,5.57,23.5,22.0,90.0,7.9,4.65
Brett Boyko,UNLV,College Stats,6-7,301.0,5.6,25.0,,103.0,7.91,4.75
Trenton Brown,Florida,College Stats,6-8,355.0,5.21,23.5,20.0,97.0,8.23,4.78
A.J. Cann,South Carolina,College Stats,6-3,313.0,5.47,,26.0,,,
Jamil Douglas,Arizona State,College Stats,6-4,304.0,5.25,29.0,28.0,99.0,7.99,4.75
Tayo Fabuluje,TCU,College Stats,6-6,353.0,5.55,29.5,,,,4.77
Jon Feliciano,Miami (FL),College Stats,6-4,323.0,5.33,26.5,,97.0,,4.74
Mark Glowinski,West Virginia,College Stats,6-4,307.0,5.2,29.5,31.0,113.0,7.56,4.58
Jarvis Harrison,Texas A&M,College Stats,6-4,330.0,5.19,29.5,26.0,102.0,7.51,4.62
Bobby Hart,Florida State,College Stats,6-5,329.0,5.61,,,,,
Tre Jackson,Florida State,College Stats,6-4,330.0,5.52,25.0,,96.0,,
Arie Kouandjio,Alabama,College Stats,6-5,310.0,5.48,,,,,
Ali Marpet,Hobart & William Smith,,6-4,307.0,4.98,30.5,30.0,108.0,7.33,4.47
Josue Matias,Florida State,,6-5,309.0,5.52,17.5,,84.0,8.19,5.12
John Miller,Louisville,College Stats,6-2,303.0,5.33,27.0,29.0,104.0,8.2,4.75
Mitch Morse,Missouri,College Stats,6-5,305.0,5.14,31.0,36.0,112.0,7.6,4.5
Robert Myers,Tennessee State,,6-5,326.0,5.44,27.5,,94.0,8.1,4.91
Jeremiah Poutasi,Utah,College Stats,6-5,335.0,5.32,26.5,26.0,95.0,8.09,4.89
Adam Shead,Oklahoma,,6-4,338.0,5.74,,26.0,,,
Laken Tomlinson,Duke,College Stats,6-3,323.0,5.33,31.5,25.0,103.0,8.17,4.87
Joseph Cheek,Texas A&M,College Stats,6-6,295.0,5.27,,20.0,,,
Joshua Garnett,Stanford,College Stats,6-4,312.0,5.32,29.0,30.0,99.0,7.62,4.64
Darrell Greene,San Diego State,College Stats,6-3,321.0,5.2,21.5,28.0,98.0,8.07,4.98
Nila Kasitati,Oklahoma,College Stats,6-3,317.0,5.32,27.5,12.0,107.0,8.3,4.83
Connor McGovern,Missouri,College Stats,6-4,306.0,5.11,33.0,33.0,109.0,7.5,4.65
Alex Redmond,UCLA,College Stats,6-5,294.0,5.3,28.0,30.0,111.0,7.75,4.9
Isaac Seumalo,Oregon State,College Stats,6-4,303.0,5.19,26.0,,105.0,7.4,4.52
Sebastian Tretola,Arkansas,College Stats,6-4,314.0,5.45,23.5,22.0,90.0,7.94,5.02
Landon Turner,North Carolina,College Stats,6-4,330.0,5.58,19.0,30.0,88.0,,
Christian Westerman,Arizona State,College Stats,6-3,298.0,5.12,,34.0,98.0,7.69,4.71
Isaac Asiata,Utah,College Stats,6-3,323.0,5.34,25.5,35.0,102.0,7.83,4.93
Erik Austell,Charleston Southern,,6-3,301.0,5.23,27.5,24.0,107.0,8.13,4.9
Zach Banner,USC,College Stats,6-8,353.0,5.58,23.5,22.0,92.0,8.31,5.21
Ben Braden,Michigan,College Stats,6-6,329.0,5.04,28.0,25.0,102.0,7.85,4.9
Aviante Collins,TCU,College Stats,6-4,295.0,4.81,,34.0,,,
Ethan Cooper,Indiana (PA),,6-2,322.0,5.36,24.5,26.0,99.0,8.02,4.88
Dion Dawkins,Temple,College Stats,6-4,314.0,5.11,26.0,26.0,106.0,7.3,4.78
Jessamen Dunker,Tennessee State,,6-4,318.0,4.98,28.5,23.0,108.0,,
Jermaine Eluemunor,Texas A&M,College Stats,6-4,332.0,5.22,,34.0,,,
Dan Feeney,Indiana,College Stats,6-4,305.0,5.24,28.0,26.0,101.0,7.52,4.68
Avery Gennesy,Texas A&M,College Stats,6-3,318.0,5.35,20.0,24.0,91.0,8.08,5.0
Sean Harlow,Oregon State,College Stats,6-4,303.0,5.15,30.5,26.0,105.0,8.16,4.81
Danny Isidora,Miami (FL),College Stats,6-3,306.0,5.03,29.0,26.0,94.0,8.13,4.9
Dorian Johnson,Pittsburgh,College Stats,6-5,300.0,5.27,30.0,21.0,114.0,8.39,5.09
Forrest Lamp,Western Kentucky,College Stats,6-4,309.0,5.0,27.5,34.0,111.0,7.55,4.62
Cameron Lee,Illinois State,,6-5,312.0,5.44,25.5,18.0,100.0,8.02,4.75
Corey Levin,Tenn-Chattanooga,,6-4,307.0,5.16,26.5,26.0,106.0,7.55,4.73
Damien Mama,USC,College Stats,6-3,334.0,5.84,24.5,,96.0,8.51,5.38
Jordan Morgan,Kutztown Pennsylvania,,6-3,309.0,5.36,27.0,21.0,102.0,8.13,4.73
Nico Siragusa,San Diego State,College Stats,6-4,319.0,5.35,32.0,28.0,110.0,7.71,4.56
Nate Theaker,Wayne State (MI),,6-5,315.0,5.41,27.0,23.0,105.0,7.97,4.89
Austin Corbett,Nevada,College Stats,6-4,306.0,5.15,28.0,19.0,106.0,7.87,4.5
Jamil Demby,Maine,,6-4,319.0,5.58,23.5,17.0,98.0,7.86,4.95
Colby Gossett,Appalachian State,College Stats,6-5,311.0,5.2,25.0,32.0,103.0,7.6,4.83
Taylor Hearn,Clemson,College Stats,6-4,320.0,5.45,24.0,18.0,96.0,7.84,4.8
Will Hernandez,Texas-El Paso,College Stats,6-2,327.0,5.15,24.0,37.0,104.0,7.59,4.7
Sam Jones,Arizona State,College Stats,6-5,305.0,5.32,27.0,28.0,101.0,7.92,4.86
K.J. Malone,LSU,College Stats,6-4,303.0,5.34,29.5,15.0,103.0,,
Kc McDermott,Miami (FL),College Stats,6-6,311.0,5.35,23.5,26.0,97.0,7.72,4.82
Quenton Nelson,Notre Dame,College Stats,6-5,325.0,,26.5,35.0,105.0,7.65,4.62
Skyler Phillips,Idaho State,,6-3,318.0,5.1,29.0,,104.0,7.95,4.69
Braden Smith,Auburn,College Stats,6-6,315.0,5.22,33.5,35.0,113.0,,4.77
Wyatt Teller,Virginia Tech,College Stats,6-4,314.0,5.24,29.0,30.0,114.0,7.45,4.84
Salesi Uhatafe,Utah,College Stats,6-5,310.0,5.4,28.0,,109.0,7.7,4.9
Isaiah Wynn,Georgia,College Stats,6-3,313.0,,,,,,
Blaise Andries,Minnesota,,6-6,308.0,5.1,30.5,,106.0,7.84,4.68
Logan Bruss,Wisconsin,College Stats,6-5,309.0,5.32,31.0,,112.0,7.57,4.55
Spencer Burford,Texas-San Antonio,College Stats,6-4,304.0,5.19,27.5,,105.0,,4.73
Ja'Tyre Carter,Southern,,6-3,311.0,5.13,30.0,,108.0,7.84,4.9
William Dunkle,San Diego St.,College Stats,6-5,328.0,5.44,26.0,25.0,95.0,7.97,4.91
Joshua Ezeudu,North Carolina,College Stats,6-4,308.0,5.19,28.5,,105.0,7.83,4.56
Luke Goedeke,Central Michigan,College Stats,6-5,312.0,,,26.0,,,
Kenyon Green,Texas A&M,College Stats,6-4,323.0,5.24,26.0,20.0,102.0,,5.12
Marquis Hayes,Oklahoma,College Stats,6-5,318.0,5.3,23.5,,102.0,,
Ed Ingram,LSU,College Stats,6-3,307.0,5.02,20.5,,102.0,7.81,4.76
Zion Johnson,Boston Col.,College Stats,6-3,312.0,5.18,32.0,32.0,112.0,7.38,4.46
Darian Kinnard,Kentucky,College Stats,6-5,322.0,5.31,25.0,,99.0,8.11,4.96
Cade Mays,Tennessee,College Stats,6-5,311.0,5.24,26.0,,102.0,7.57,4.71
Marcus McKethan,North Carolina,College Stats,6-7,340.0,5.31,27.5,27.0,110.0,7.81,4.99
Dylan Parham,Memphis,College Stats,6-3,311.0,4.93,26.5,,108.0,7.78,4.7
Chris Paul,Tulsa,College Stats,6-4,323.0,4.89,27.0,,109.0,7.74,4.83
Sean Rhyan,UCLA,College Stats,6-5,321.0,5.25,33.5,,110.0,7.55,4.81
Tyrese Robinson,Oklahoma,College Stats,6-3,317.0,5.25,22.5,,100.0,8.35,4.94
Jamaree Salyer,Georgia,College Stats,6-3,321.0,,,31.0,,,
Justin Shaffer,Georgia,College Stats,6-4,314.0,5.14,25.5,,107.0,,
Lecitus Smith,Virginia Tech,College Stats,6-3,314.0,5.18,,23.0,99.0,7.88,4.78
Cole Strange,Tennessee-Chattanooga,,6-5,307.0,5.03,28.0,31.0,120.0,7.44,4.5
Zach Thomas,San Diego St.,,6-5,308.0,4.96,22.5,21.0,107.0,7.4,4.65
Cordell Volson,North Dakota St.,,6-6,315.0,5.27,25.0,25.0,104.0,8.31,4.93
Steve Avila,TCU,,6-4,332.0,5.21,29.5,,98.0,7.85,4.74
Henry Bainivalu,Washington,College Stats,6-6,306.0,5.5,28.0,,101.0,8.34,4.97
TJ Bass,Oregon,,6-4,317.0,5.48,28.5,,109.0,,
Anthony Bradford,LSU,College Stats,6-4,332.0,5.08,30.0,,106.0,7.84,4.8
Nick Broeker,Mississippi,College Stats,6-4,305.0,5.27,,,,7.75,4.7
McClendon Curtis,Tennessee-Chattanooga,,6-6,324.0,5.24,26.5,,105.0,7.7,4.97
Jon Gaines,UCLA,College Stats,6-4,303.0,5.01,32.5,,114.0,7.31,4.45
Jovaughn Gwyn,South Carolina,College Stats,6-2,297.0,5.12,27.5,,109.0,7.9,4.8
Emil Ekiyor Jr.,Alabama,College Stats,6-3,314.0,,,,,,
Jaxson Kirkland,Washington,College Stats,6-7,321.0,,,,,,
Brent Laing,Duluth/University of Minnesota,,6-4,304.0,,,,,,
Tashawn Manning,Kentucky,College Stats,6-3,327.0,5.34,27.5,,102.0,7.9,4.8
Jordan McFadden,Clemson,College Stats,6-2,303.0,4.99,28.5,,,7.7,4.81
Nick Saldiveri,Old Dominion,,6-6,318.0,5.21,31.0,,111.0,,4.69
Sidy Sow,Eastern Michigan,,6-5,323.0,5.07,32.0,,110.0,7.62,4.69
O'Cyrus Torrence,Florida,College Stats,6-5,330.0,5.31,23.5,,101.0,,4.81
Andrew Vorhees,USC,College Stats,6-6,310.0,,29.0,,105.0,,
