Player,Pos,School,College,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Player-additional
Xavier Kelly,DL,Arkansas,College Stats,6-4,306,5.17,27.0,27,99,,,,-9999
Alex Kessman,K,Pittsburgh,College Stats,6-2,189,,,,,,,,-9999
Devon Key,DB,Western Kentucky,College Stats,5-11,208,4.56,38.0,20,123,7.13,4.15,,-9999
Cameron Kinley,CB,Navy,College Stats,6-0,197,4.52,33.0,10,116,7.06,4.25,,KinlCa00
Logan Klusman,LS,Kansas,College Stats,6-0,235,5.16,31.5,,110,7.65,4.65,,-9999
Brenden Knox,RB,Marshall,College Stats,5-10,215,4.67,35.0,23,112,7.19,4.39,,KnoxBr00
Ben Knutson,OL,Tulane,College Stats,6-7,301,5.27,24.0,12,99,8.01,4.85,,-9999
Malcolm Koonce,DE,Buffalo,College Stats,6-2,249,,,,,,,Las Vegas Raiders / 3rd / 79th pick / 2021,KoonMa00
Tommy Kraemer,OL,Notre Dame,College Stats,6-5,309,,,,,,,,KraeTo02
Adam Krumholz,WR,Wisconsin,College Stats,6-0,193,4.60,35.5,11,118,7.03,4.28,,-9999
Bruno Labelle,TE,Cincinnati,College Stats,6-4,247,4.73,36.0,19,123,7.36,4.43,,-9999
Trey Lance,QB,North Dakota St.,College Stats,6-3,224,,,,,,,San Francisco 49ers / 1st / 3rd pick / 2021,LancTr00
Cole Van Lanen,OL,Wisconsin,College Stats,6-4,305,5.11,30.0,22,107,7.34,4.64,Green Bay Packers / 6th / 214th pick / 2021,VanxCo00
Nolan Laufenberg,OL,Air Force,College Stats,6-4,312,5.34,29.5,,105,7.70,4.77,,-9999
Trevor Lawrence,QB,Clemson,College Stats,6-5,213,,,,,,,Jacksonville Jaguars / 1st / 1st pick / 2021,LawrTr00
Alex Leatherwood,OL,Alabama,College Stats,6-5,312,4.96,34.5,,118,,,Las Vegas Raiders / 1st / 17th pick / 2021,LeatAl00
Richard LeCounte,DB,Georgia,College Stats,5-10,196,4.79,32.5,,128,7.44,4.49,Cleveland Browns / 5th / 169th pick / 2021,LeCoRi00
Riley Lees,WR,Northwestern,College Stats,5-11,192,4.47,35.0,7,119,6.78,4.16,,-9999
Deommodore Lenoir,CB,Oregon,College Stats,5-10,199,4.48,34.5,15,121,7.02,4.35,San Francisco 49ers / 5th / 172nd pick / 2021,LenoDe00
Walker Little,OT,Stanford,College Stats,6-7,313,5.30,29.5,24,111,7.44,4.59,Jacksonville Jaguars / 2nd / 45th pick / 2021,LittWa00
Jeremiah Littles,DL,South Alabama,College Stats,6-0,278,5.15,26.0,17,98,7.90,4.87,,-9999
Roy Lopez,DL,Arizona,College Stats,6-1,304,5.19,31.0,36,105,7.39,4.51,,-9999
Isaiahh Loudermilk,DE,Wisconsin,College Stats,6-6,274,5.08,28.5,21,112,7.52,4.55,Pittsburgh Steelers / 5th / 156th pick / 2021,LoudIs00
Blake Lynch,K,Kansas St.,College Stats,5-4,144,,,,,,,,-9999
Artayvious Lynn,TE,TCU,College Stats,6-4,271,,,,,,,,-9999
Branden Mack,WR,Temple,College Stats,6-5,217,4.66,31.0,11,115,7.13,4.37,,MackBr00
CJ Marable,RB,Coastal Carolina,College Stats,5-6,195,4.59,36.0,17,116,7.25,4.39,,MaraCJ00
Jonathan Marshall,DL,Arkansas,College Stats,6-3,310,4.88,32.0,36,114,,,,-9999
Ben Mason,TE,Michigan,College Stats,6-2,246,4.73,37.5,29,117,6.96,4.42,,-9999
Mac McCain,DB,North Carolina A&T,,5-11,186,4.45,35.5,13,123,6.94,4.12,,McCaMa02
Khalil McClain,WR,Troy,College Stats,6-2,214,4.70,32.0,15,114,7.72,4.50,,-9999
Jaylon McClain-Sapp,DB,Marshall,College Stats,5-9,183,4.49,41.0,14,125,7.21,4.46,,-9999
Nick McCloud,CB,Notre Dame,College Stats,6-0,193,4.45,34.0,12,,6.88,4.16,,-9999
Sandon McCoy,RB,Army,College Stats,5-10,215,4.78,32.0,18,114,7.47,4.56,,-9999
Greg McCrae,RB,Central Florida,College Stats,5-9,182,4.57,37.5,,124,6.89,4.34,,McCrGr01
Tre' McKitty,TE,Georgia,College Stats,6-4,247,,,,,,,Los Angeles Chargers / 3rd / 97th pick / 2021,McKiTr00
Romeo McKnight,DE,Charlotte,College Stats,6-4,252,4.98,38.0,,118,7.06,4.20,,McKnRo00
Isaiah McKoy,WR,Kent St.,College Stats,6-2,200,4.68,29.5,12,114,7.09,4.36,,McKoIs00
Racey McMath,WR,LSU,College Stats,6-2,217,4.36,34.0,,124,7.38,4.38,Tennessee Titans / 6th / 205th pick / 2021,McMaRa00
Joshua McMillon,LB,Alabama,College Stats,,,,,,,,,,-9999
Zech McPhearson,DB,Texas Tech,College Stats,5-10,191,4.48,40.5,14,130,6.88,4.00,,-9999
Evan McPherson,K,Florida,College Stats,5-11,185,,,,,,,,-9999
Trae Meadows,DB,Western Kentucky,College Stats,6-0,183,4.65,29.0,6,118,7.30,4.39,,-9999
Quinn Meinerz,OL,Wisconsin–Whitewater,,6-2,320,4.99,32.0,,111,7.54,4.58,Denver Broncos / 3rd / 98th pick / 2021,MeinQu02
Ifeatu Melifonwu,DB,Syracuse,College Stats,6-2,205,4.48,41.5,16,134,7.01,4.34,Detroit Lions / 3rd / 101st pick / 2021,MeliIf00
Jordan Meredith,OL,Western Kentucky,College Stats,6-2,302,5.11,32.0,25,109,7.41,4.62,,-9999
Forrest Merrill,DL,Arkansas St.,College Stats,6-0,322,5.27,26.5,36,101,8.24,4.81,,MerrFo00
Scott Meyer,LS,Vanderbilt,College Stats,6-1,237,,,,102,7.54,4.65,,-9999
Davis Mills,QB,Stanford,College Stats,6-3,217,4.82,32.0,,110,6.95,4.40,Houston Texans / 3rd / 67th pick / 2021,MillDa02
Dedrick Mills,RB,Nebraska,College Stats,5-9,217,4.65,32.5,13,117,7.06,4.35,,MillDe01
Dax Milne,WR,BYU,College Stats,,,4.54,31.0,14,114,,4.19,Washington Football Team / 7th / 258th pick / 2021,MilnDa00
Andre Mintze,LB,Vanderbilt,College Stats,6-2,253,4.59,,18,119,,,,-9999
Elijah Mitchell,RB,Louisiana,College Stats,5-10,201,4.38,37.5,17,128,6.94,4.19,San Francisco 49ers / 6th / 194th pick / 2021,MitcEl00
Trevon Moehrig,S,TCU,College Stats,,,4.50,33.0,,,,4.19,Las Vegas Raiders / 2nd / 43rd pick / 2021,MoehTr00
Elijah Molden,DB,Washington,College Stats,5-9,192,4.62,36.5,13,125,,,Tennessee Titans / 3rd / 100th pick / 2021,MoldEl00
Briley Moore,TE,Kansas St.,College Stats,6-4,240,4.66,37.5,26,123,7.24,4.37,,-9999
Jaylon Moore,OT,West. Michigan,College Stats,6-4,311,5.25,30.0,27,106,7.77,4.67,,-9999
David Moore,QB,Central Michigan,College Stats,6-0,200,4.86,29.5,,112,7.62,4.75,,-9999
Elijah Moore,WR,Mississippi,College Stats,,,4.35,36.0,17,121,6.63,4.07,New York Jets / 2nd / 34th pick / 2021,MoorEl00
Rondale Moore,WR,Purdue,College Stats,5-7,180,4.28,42.5,,,6.65,4.06,Arizona Cardinals / 2nd / 49th pick / 2021,MoorRo02
Quintin Morris,TE,Bowling Green,College Stats,6-2,243,4.60,34.0,22,119,7.12,4.55,,-9999
Jimmy Morrissey,OL,Pittsburgh,College Stats,6-3,303,5.31,31.0,26,105,7.39,4.47,Las Vegas Raiders / 7th / 230th pick / 2021,MorrJi00
E.J. Muhammad,DB,Nevada,College Stats,5-10,184,4.72,31.0,,116,7.35,4.40,,-9999
Israel Mukuamu,DB,South Carolina,College Stats,,,,36.0,34,,,,Dallas Cowboys / 6th / 227th pick / 2021,MukuIs00
Josh Myers,C,Ohio St.,College Stats,6-5,310,,,29,,,,Green Bay Packers / 2nd / 62nd pick / 2021,MyerJo00
Jonathan Nance,WR,Missouri,College Stats,,,,,,,,,,-9999
Hamsah Nasirildeen,DB,Florida St.,College Stats,6-3,215,,32.0,17,,7.05,4.31,New York Jets / 6th / 186th pick / 2021,NasiHa00
Lorenzo Neal,DT,Purdue,College Stats,,318,5.59,,27,,,,,NealLo02
Ryan Neuzil,OL,Appalachian St.,College Stats,6-2,301,5.09,29.0,30,102,7.41,4.53,,-9999
Royce Newman,OL,Mississippi,College Stats,6-5,310,5.14,28.0,23,104,7.91,4.75,,-9999
Jamie Newman,QB,Georgia,College Stats,6-2,234,,,,,,,,NewmJa00
Dazz Newsome,WR,North Carolina,College Stats,5-10,190,4.59,34.0,12,121,7.38,4.38,Chicago Bears / 6th / 221st pick / 2021,NewsDa00
Greg Newsome,DB,Northwestern,College Stats,6-0,192,4.39,40.0,18,123,6.90,4.26,Cleveland Browns / 1st / 26th pick / 2021,NewsGr00
Nick Niemann,LB,Iowa,College Stats,6-3,234,4.45,33.5,,121,6.67,4.14,,-9999
Daviyon Nixon,DT,Iowa,College Stats,6-3,313,4.90,28.5,,106,7.68,4.70,Carolina Panthers / 5th / 158th pick / 2021,NixoDa00
Tre Nixon,WR,Central Florida,College Stats,6-0,187,4.44,35.5,18,125,6.81,4.27,New England Patriots / 7th / 242nd pick / 2021,NixoTr01
Tre Norwood,DB,Oklahoma,College Stats,5-11,192,4.58,33.5,12,123,7.65,4.45,Pittsburgh Steelers / 7th / 245th pick / 2021,NorwTr00
Antonio Nunn,WR,Buffalo,College Stats,5-11,204,4.50,33.5,15,120,7.12,4.32,,NunnAn00
Dayo Odeyingbo,DL,Vanderbilt,College Stats,6-5,276,,,,,,,Indianapolis Colts / 2nd / 54th pick / 2021,OdeyDa00
Nick Oelrich,DB,Florida,College Stats,6-0,203,4.68,33.5,13,117,7.28,4.40,,-9999
Amen Ogbongbemiga,LB,Oklahoma St.,College Stats,6-0,231,4.66,32.0,24,112,7.32,4.28,,OgboAm00
Adetokunbo Ogundeji,DL,Notre Dame,College Stats,6-4,260,4.75,32.0,22,120,7.17,4.64,Atlanta Falcons / 5th / 182nd pick / 2021,OgunAd01
Azeez Ojulari,OLB,Georgia,College Stats,6-2,249,4.63,30.0,26,127,7.27,4.34,New York Giants / 2nd / 50th pick / 2021,OjulAz00
Levi Onwuzurike,DL,Washington,College Stats,6-2,290,4.89,30.0,29,109,,,Detroit Lions / 2nd / 41st pick / 2021,OnwuLe00
Joseph Ossai,LB,Texas,College Stats,6-3,256,4.63,41.5,19,131,,,Cincinnati Bengals / 3rd / 69th pick / 2021,OssaJo00
Jayson Oweh,DE,Penn St.,College Stats,6-5,257,4.36,39.5,21,134,6.83,4.21,Baltimore Ravens / 1st / 31st pick / 2021,OwehJa00
Jeremiah Owusu-Koramoah,LB,Notre Dame,College Stats,6-1,221,,36.5,,124,6.80,4.15,Cleveland Browns / 2nd / 52nd pick / 2021,OwusJe00
JR Pace,DB,Northwestern,College Stats,6-1,205,4.72,35.5,12,120,6.94,4.24,,-9999
AJ Parker,DB,Kansas St.,College Stats,5-11,182,4.53,33.5,10,117,7.02,4.37,,ParkAJ00
Micah Parsons,LB,Penn St.,College Stats,6-3,246,4.39,34.0,19,126,6.89,4.40,Dallas Cowboys / 1st / 12th pick / 2021,ParsMi00
Jarrett Patterson,OL,Notre Dame,College Stats,5-6,195,4.52,,,,,,,-9999
Riley Patterson,K,Memphis,College Stats,5-10,181,,,,,,,,-9999
Jaret Patterson,RB,Buffalo,College Stats,5-6,195,4.59,30.0,19,117,7.03,4.35,,PattJa01
Kwity Paye,DL,Michigan,College Stats,6-2,261,4.52,35.3,36,118,,,Indianapolis Colts / 1st / 21st pick / 2021,PayeKw00
Josh Pederson,TE,La-Monroe,College Stats,6-4,234,4.81,28.5,19,110,7.31,4.43,,-9999
Ronnie Perkins,DE,Oklahoma,College Stats,6-2,253,4.71,32.0,25,115,,4.69,New England Patriots / 3rd / 96th pick / 2021,PerkRo00
Jordyn Peters,DB,Auburn,College Stats,6-0,202,4.70,39.5,7,124,7.14,4.47,,-9999
Jaelan Phillips,DL,Miami (FL),College Stats,6-5,260,4.56,36.0,21,125,,,Miami Dolphins / 1st / 18th pick / 2021,PhilJa02
Whop Philyor,WR,Indiana,College Stats,5-9,184,4.57,31.0,14,120,7.20,4.34,,PhilWh00
Nick Pickett,S,Oregon,College Stats,6-0,201,4.65,35.5,18,119,7.40,4.43,,PickNi00
Jason Pinnock,DB,Pittsburgh,College Stats,6-0,204,4.49,39.5,15,128,6.90,4.10,,-9999
Kyle Pitts,TE,Florida,College Stats,6-5,245,4.44,33.5,22,129,7.12,4.30,Atlanta Falcons / 1st / 4th pick / 2021,PittKy00
Kyle Poland,LS,West Virginia,College Stats,6-1,237,4.97,32.5,12,111,7.47,4.50,,-9999
Elijah Ponder,DT,Cincinnati,College Stats,6-1,268,5.06,30.0,27,101,7.45,4.53,,-9999
Cornell Powell,WR,Clemson,College Stats,6-0,204,4.53,36.5,16,128,7.03,4.21,Kansas City Chiefs / 5th / 181st pick / 2021,PoweCo00
Blake Proehl,WR,East Carolina,College Stats,6-1,186,4.47,36.0,12,126,7.00,4.06,,ProeBl00
Dillon Radunz,OT,North Dakota St.,,6-5,301,5.16,32.0,24,112,7.27,4.57,Tennessee Titans / 2nd / 53rd pick / 2021,RaduDi00
Trey Ragas,RB,Louisiana,,5-10,214,4.60,33.5,23,117,7.19,4.50,,RagaTr00
John Raine,TE,Northwestern,College Stats,6-1,231,5.05,31.0,15,107,7.32,4.54,,-9999
Peyton Ramsey,QB,Northwestern,College Stats,6-1,215,4.77,28.0,,108,7.28,4.41,,RamsPe00
Hamilcar Rashed,OLB,Oregon St.,College Stats,6-2,251,4.58,35.5,25,128,7.51,4.44,,RashHa00
Jon Rhattigan,LB,Army,College Stats,6-0,236,4.77,32.0,22,111,7.41,4.30,,-9999
Monty Rice,LB,Georgia,College Stats,6-0,233,4.58,32.0,,121,7.34,4.33,Tennessee Titans / 3rd / 92nd pick / 2021,RiceMo00
Curtis Robinson,LB,Stanford,College Stats,6-3,236,4.60,37.5,22,117,7.00,4.26,,-9999
Aaron Robinson,DB,Central Florida,College Stats,5-11,186,4.39,37.0,15,123,6.89,4.29,New York Giants / 3rd / 71st pick / 2021,RobiAa00
Quincy Roche,DL,Miami (FL),College Stats,,,,32.5,23,119,,,Pittsburgh Steelers / 6th / 216th pick / 2021,RochQu00
Robert Rochell,DB,Central Arkansas,,5-11,193,4.41,43.0,9,133,6.84,4.08,Los Angeles Rams / 4th / 130th pick / 2021,RochRo00
Amari Rodgers,WR,Clemson,College Stats,5-9,212,4.52,33.0,19,121,7.07,4.31,Green Bay Packers / 3rd / 85th pick / 2021,RodgAm00
Asim Rose,RB,Kentucky,College Stats,6-1,215,4.51,34.0,24,120,7.25,4.62,,RoseAs00
Zach Von Rosenberg,P,LSU,College Stats,6-4,235,,,,,,,,-9999
Larry Rountree,RB,Missouri,College Stats,,,4.62,30.0,,,6.96,,Los Angeles Chargers / 6th / 198th pick / 2021,RounLa00
Gregory Rousseau,DL,Miami (FL),College Stats,6-6,266,4.68,30.0,21,115,,,Buffalo Bills / 1st / 30th pick / 2021,RousGr00
Dionte Ruffin,DB,Western Kentucky,College Stats,5-10,180,4.54,36.5,8,127,7.05,4.27,,-9999
Chris Rumph,DE,Duke,College Stats,6-2,244,,,18,,,,Los Angeles Chargers / 4th / 118th pick / 2021,RumpCh00
K.J. Sails,DB,South Florida,College Stats,5-10,177,4.67,32.5,9,114,7.08,4.44,,-9999
Teton Saltes,OL,New Mexico,College Stats,6-4,300,5.04,30.5,22,105,7.76,4.64,,-9999
Cameron Sample,DE,Tulane,College Stats,6-2,267,4.72,37.0,23,116,7.39,4.48,,-9999
Foster Sarell,OL,Stanford,College Stats,6-6,318,5.54,27.0,26,97,7.63,4.69,,-9999
Mekhi Sargent,RB,Iowa,College Stats,5-8,208,4.62,33.5,,114,7.08,4.39,,SargMe00
Thomas Schaffer,DE,Stanford,College Stats,6-6,302,,,23,,,,,-9999
Ry Schneider,OL,Oklahoma St.,College Stats,6-2,312,5.67,23.5,26,85,8.51,5.37,,-9999
Anthony Schwartz,WR,Auburn,College Stats,6-0,186,4.27,32.0,,123,7.13,4.25,Cleveland Browns / 3rd / 91st pick / 2021,SchwAn00
Jordon Scott,DT,Oregon,College Stats,6-0,311,,,23,,,,,ScotJo01
Stevie Scott,RB,Indiana,College Stats,6-0,225,4.66,31.0,18,119,7.14,4.57,,ScotSt00
Trey Sermon,RB,Ohio St.,College Stats,6-0,215,4.57,37.0,,125,6.83,4.28,San Francisco 49ers / 3rd / 88th pick / 2021,SermTr00
Penei Sewell,OL,Oregon,College Stats,6-4,331,5.13,28.0,30,109,7.76,4.68,Detroit Lions / 1st / 7th pick / 2021,SewePe00
Tyler Shelvin,DT,LSU,College Stats,6-2,350,5.40,28.5,,97,8.15,5.05,Cincinnati Bengals / 4th / 122nd pick / 2021,ShelTy00
William Sherman,OL,Colorado,College Stats,6-3,304,5.19,26.0,23,108,7.71,4.82,New England Patriots / 6th / 197th pick / 2021,SherWi01
Jamien Sherwood,DB,Auburn,College Stats,6-1,216,4.76,36.0,15,123,7.15,4.36,New York Jets / 5th / 146th pick / 2021,SherJa00
Jacob Shoemaker,OL,South Alabama,College Stats,6-3,319,5.49,24.0,20,93,8.20,5.02,,-9999
George Silvanic,DT,Air Force,College Stats,6-5,286,5.21,29.5,,105,7.50,4.60,,-9999
Antjuan Simmons,LB,Michigan St.,College Stats,5-11,218,4.80,,,,,,,SimmAn00
Ben Skowronek,WR,Notre Dame,College Stats,6-2,220,,,13,,,,,-9999
Rashawn Slater,OL,Northwestern,College Stats,6-4,304,4.91,33.0,33,112,7.48,4.45,Los Angeles Chargers / 1st / 13th pick / 2021,SlatRa00
Tedarrell Slaton,DL,Florida,College Stats,6-4,330,5.09,29.0,27,109,7.91,4.81,Green Bay Packers / 5th / 173rd pick / 2021,SlatTe00
Trystan Slinker,LB,Baylor,College Stats,5-10,234,4.84,30.5,20,119,7.59,4.63,,-9999
Shaq Smith,LB,Maryland,College Stats,6-2,237,4.79,30.0,22,110,7.34,4.30,,-9999
D'Ante Smith,OL,East Carolina,College Stats,6-5,305,5.29,29.0,24,113,7.96,4.81,,-9999
DAnte Smith,LB,Arizona,College Stats,6-5,305,5.29,29.0,24,113,7.96,4.81,,-9999
Brandon Smith,WR,Iowa,College Stats,6-1,218,4.62,39.5,,130,,,,SmitBr07
Elerson Smith,DL,Northern Iowa,,,,4.71,41.5,26,127,7.00,4.39,New York Giants / 4th / 116th pick / 2021,SmitEl00
Jordan Smith,OLB,Ala-Birmingham,College Stats,6-5,264,4.80,33.0,16,117,,,Jacksonville Jaguars / 4th / 121st pick / 2021,SmitJo03
Zach Smith,QB,Tulsa,College Stats,6-3,222,5.23,29.5,,111,7.26,4.52,,SmitZa01
Ihmir Smith-Marsette,WR,Iowa,College Stats,6-0,181,4.43,37.0,,124,7.00,4.20,Minnesota Vikings / 5th / 157th pick / 2021,SmitIh00
Benjamin St-Juste,DB,Minnesota,College Stats,6-3,202,4.51,34.5,11,119,6.63,3.96,Washington Football Team / 3rd / 74th pick / 2021,StJuBe00
Caden Sterns,DB,Texas,College Stats,5-11,202,4.41,42.0,14,128,6.96,4.13,Denver Broncos / 5th / 152nd pick / 2021,SterCa00
Jacoby Stevens,S,LSU,College Stats,6-1,212,4.63,42.0,,130,,,Philadelphia Eagles / 6th / 224th pick / 2021,StevJa00
Marquez Stevenson,WR,Houston,College Stats,5-10,180,4.48,33.0,,122,6.76,4.14,Buffalo Bills / 6th / 203rd pick / 2021,StevMa00
Rhamondre Stevenson,RB,Oklahoma,College Stats,5-11,231,4.64,31.5,15,112,7.09,4.15,New England Patriots / 4th / 120th pick / 2021,StevRh00
Brad Stewart,DB,Florida,College Stats,6-0,195,4.59,33.5,11,126,,4.44,,StewBr01
Darius Stills,DL,West Virginia,College Stats,6-0,278,4.98,32.5,23,110,7.18,4.49,,StilDa00
Donovan Stiner,DB,Florida,College Stats,6-1,205,4.56,34.5,15,127,7.08,4.30,,-9999
Eric Stokes,DB,Georgia,College Stats,6-0,194,4.31,38.5,14,128,6.96,4.36,Green Bay Packers / 1st / 29th pick / 2021,StokEr00
Mason Stokke,FB,Wisconsin,College Stats,6-2,242,4.96,30.5,22,112,7.20,4.34,,-9999
Jack Stoll,TE,Nebraska,College Stats,6-3,247,4.60,31.5,16,119,6.86,4.32,,StolJa00
Dillon Stoner,WR,Oklahoma St.,College Stats,6-0,194,4.51,37.0,16,123,6.96,4.13,,StonDi00
Eli Stove,WR,Auburn,College Stats,5-11,194,4.54,30.5,14,119,7.34,4.40,,StovEl00
Corey Straughter,CB,La-Monroe,College Stats,5-10,184,4.62,35.0,11,117,7.37,4.58,,-9999
Elijah Sullivan,LB,Kansas St.,College Stats,6-0,214,4.69,,13,115,7.12,4.31,,-9999
Chazz Surratt,LB,North Carolina,College Stats,6-2,229,4.58,31.0,25,,7.02,4.16,Minnesota Vikings / 3rd / 78th pick / 2021,SurrCh00
Sage Surratt,WR,Wake Forest,College Stats,6-2,209,4.66,,18,,,4.25,,SurrSa00
Patrick Surtain,DB,Alabama,College Stats,6-2,208,4.42,39.0,18,131,,,Denver Broncos / 1st / 9th pick / 2021,SurtPa01
Jovan Swann,DL,Indiana,College Stats,6-2,291,4.90,30.5,34,109,7.74,4.75,,-9999
Tim Tanner-Blair,OL,Bowling Green,College Stats,6-3,288,5.59,21.0,32,93,8.06,4.95,,-9999
Keith Taylor,DB,Washington,College Stats,6-2,187,4.54,33.5,12,127,6.85,4.26,Carolina Panthers / 5th / 166th pick / 2021,TaylKe03
Tamorrion Terry,WR,Florida St.,College Stats,6-2,207,4.44,32.5,15,126,7.00,4.53,,TerrTa00
Kiondre Thomas,DB,Kansas St.,College Stats,5-11,186,4.44,37.5,10,122,6.94,4.35,,-9999
Ambry Thomas,DB,Michigan,College Stats,5-11,191,4.37,38.0,15,122,,,San Francisco 49ers / 3rd / 102nd pick / 2021,ThomAm00
Zac Thomas,QB,Appalachian St.,College Stats,6-0,205,4.59,30.0,,115,7.06,4.28,,ThomZa03
Tyree Thompson,LB,Buffalo,College Stats,6-1,229,5.00,31.0,18,109,7.87,4.96,,ThomTy02
Kevin Thomson,QB,Washington,College Stats,6-0,198,4.75,35.5,21,126,6.98,4.23,,ThomKe05
Tommy Togiai,DT,Ohio St.,College Stats,6-1,296,4.97,32.0,40,105,7.20,4.49,Cleveland Browns / 4th / 132nd pick / 2021,TogiTo00
Jet Toner,K,Stanford,College Stats,6-2,204,,,,,,,,-9999
Kadarius Toney,WR,Florida,College Stats,5-11,193,4.39,39.5,9,136,6.88,4.25,New York Giants / 1st / 20th pick / 2021,ToneKa00
Shaka Toney,DE,Penn St.,College Stats,6-2,242,4.51,39.0,24,128,6.95,4.28,Washington Football Team / 7th / 246th pick / 2021,ToneSh00
Khyiris Tonga,DL,BYU,College Stats,,,,,35,,,,Chicago Bears / 7th / 250th pick / 2021,TongKh00
Kyle Trask,QB,Florida,College Stats,6-5,236,5.10,31.5,,113,7.08,4.60,Tampa Bay Buccaneers / 2nd / 64th pick / 2021,TrasKy00
Tommy Tremble,TE,Notre Dame,College Stats,6-3,241,4.60,36.5,20,122,,,Carolina Panthers / 3rd / 83rd pick / 2021,TremTo00
Harry Trotter,RB,Kansas St.,College Stats,5-8,207,4.63,32.5,22,112,,,,-9999
Joe Tryon,OLB,Washington,College Stats,6-5,259,4.69,35.0,22,116,7.18,4.36,Tampa Bay Buccaneers / 1st / 32nd pick / 2021,TryoJo00
Israel Tucker,RB,Louisiana Tech,College Stats,5-7,194,4.60,38.5,20,123,7.25,4.52,,-9999
Carl Tucker,TE,Alabama,College Stats,,,,,,,,,,TuckCa01
Ethan Tucky,LB,Cincinnati,College Stats,6-1,231,4.62,31.5,21,115,7.08,4.30,,-9999
Jay Tufele,DL,USC,College Stats,6-2,305,5.00,30.0,30,105,7.80,4.88,Jacksonville Jaguars / 4th / 106th pick / 2021,TufeJa00
Syrus Tuitele,OL,Fresno St.,College Stats,6-5,311,5.21,26.0,36,94,8.25,4.89,,TuitSy00
Payton Turner,DL,Houston,College Stats,6-5,268,,35.5,23,,6.98,4.33,New Orleans Saints / 1st / 28th pick / 2021,TurnPa02
Christian Tutt,DB,Auburn,College Stats,5-10,180,4.73,29.5,,110,7.22,4.25,,-9999
Jaylen Twyman,DL,Pittsburgh,College Stats,6-1,301,5.40,32.5,40,104,8.00,,Minnesota Vikings / 6th / 199th pick / 2021,TwymJa00
Evan Tyler,S,Boise St.,College Stats,6-1,199,4.58,33.0,13,117,7.14,4.32,,-9999
Tyler Vaughns,WR,USC,College Stats,6-1,190,4.62,31.5,7,120,7.13,4.36,,VaugTy00
Alijah Vera-Tucker,OL,USC,College Stats,6-4,308,5.05,32.0,36,106,7.67,4.70,New York Jets / 1st / 14th pick / 2021,VeraAl00
Gunnar Vogel,OL,Northwestern,College Stats,6-6,306,5.47,26.0,23,105,7.67,4.92,,-9999
Lamont Wade,S,Penn St.,College Stats,5-9,190,4.47,35.5,16,118,7.14,4.34,,WadeLa00
Shaun Wade,CB,Ohio St.,College Stats,6-0,196,,,,,,,Baltimore Ravens / 5th / 160th pick / 2021,WadeSh00
Tre Walker,WR,San Jose St.,College Stats,5-10,178,4.58,28.0,,113,7.75,4.47,,WalkTr02
Tylan Wallace,WR,Oklahoma St.,College Stats,5-11,194,4.48,33.0,11,112,6.97,4.25,Baltimore Ravens / 4th / 131st pick / 2021,WallTy00
Garret Wallow,LB,TCU,College Stats,,,4.65,32.5,22,122,6.87,4.12,Houston Texans / 5th / 170th pick / 2021,WallGa00
Ar'Darius Washington,S,TCU,College Stats,5-7,178,4.61,37.5,17,127,7.06,4.10,,WashAr00
Jamar Watson,OLB,Kentucky,College Stats,6-1,241,4.78,30.0,19,,7.31,4.58,,WatsJa01
Rashad Weaver,DL,Pittsburgh,College Stats,6-4,259,4.88,32.0,20,114,6.97,4.26,Tennessee Titans / 4th / 135th pick / 2021,WeavRa00
Mark Webb,DB,Georgia,College Stats,6-1,207,4.61,36.5,,136,7.30,4.52,Los Angeles Chargers / 7th / 241st pick / 2021,WebbMa01
Connor Wedington,WR,Stanford,College Stats,6-0,196,4.47,38.5,13,117,6.66,4.07,,-9999
Coby Weiss,K,South Florida,College Stats,5-8,155,,,,,,,,-9999
Pro Wells,TE,TCU,College Stats,,,,,,,,,,WellPr00
Pete Werner,LB,Ohio St.,College Stats,6-2,238,4.58,39.5,20,122,6.95,4.38,New Orleans Saints / 2nd / 60th pick / 2021,WernPe00
Devon Wharton,DE,Western Kentucky,College Stats,6-2,215,5.10,30.5,4,115,8.12,4.70,,-9999
Jarell White,LB,Cincinnati,College Stats,5-8,202,4.58,35.0,22,125,7.21,4.35,,-9999
Brendon White,DB,Rutgers,College Stats,6-1,215,4.66,34.5,19,112,6.82,4.33,,-9999
Brady White,QB,Memphis,College Stats,6-1,210,4.84,29.0,,,6.97,4.33,,WhitBr00
Haydon Whitehead,P,Indiana,College Stats,6-2,202,,,,,,,,-9999
James Wiggins,S,Cincinnati,College Stats,5-11,209,4.40,38.0,22,127,,,Arizona Cardinals / 7th / 243rd pick / 2021,WiggJa00
Rachad Wildgoose,CB,Wisconsin,College Stats,5-11,197,4.53,36.0,11,120,7.09,4.18,Buffalo Bills / 6th / 213th pick / 2021,WildRa00
Drew Wiley,DT,Kansas St.,College Stats,6-4,294,5.24,34.0,24,112,7.34,4.45,,-9999
Adam Williams,P,Memphis,College Stats,6-4,226,,,,,,,,-9999
Carson Williams,OL,Arkansas St.,College Stats,6-4,254,4.79,38.0,18,115,,,,-9999
Avery Williams,CB,Boise St.,College Stats,5-8,187,4.43,33.5,19,121,6.88,4.00,Atlanta Falcons / 5th / 183rd pick / 2021,WillAv02
