player,player_id,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Jake Scott,1862,16,100.0,0,31,76.3,82.4,68.2,1,11,617,100.0,100.0,98.7,3,14,2,1022,0,0,0,1022,643,643,1022,0,379,0
Davin Joseph,2968,16,100.0,0,30,66.5,72.1,58.8,3,21,648,100.0,100.0,97.8,3,26,2,1022,0,0,0,1022,701,701,1022,0,321,0
Kyle Kosier,1208,16,100.0,2,9,70.5,69.2,67.0,4,17,593,100.0,100.0,97.7,3,24,3,1018,0,0,0,1018,618,618,1018,0,400,0
Shawn Lauvao,5616,16,100.0,2,8,67.7,63.4,72.0,3,18,625,100.0,100.0,97.4,11,27,6,1013,0,0,0,1013,662,662,1013,0,351,0
Travelle Wharton,1815,16,100.0,1,5,77.6,62.9,82.5,3,30,587,100.0,100.0,96.7,3,36,3,1000,0,934,66,1000,622,622,0,0,378,0
Chris Kuper,3106,16,100.0,2,10,63.6,73.6,57.7,1,16,482,100.0,100.0,97.8,5,19,2,997,0,0,0,997,518,518,997,0,479,0
Evan Mathis,2296,15,100.0,1,24,92.8,81.8,92.6,3,13,595,100.0,100.0,98.7,4,16,0,996,0,996,0,996,626,626,0,0,370,0
Leroy Harris,3731,16,100.0,0,31,75.1,79.6,70.7,6,8,607,100.0,100.0,98.5,5,16,2,995,0,995,0,995,633,633,0,0,362,0
Daryn Colledge,2992,16,100.0,0,1,71.8,60.9,76.7,4,24,599,100.0,100.0,97.2,5,31,3,990,0,990,0,990,632,632,0,0,358,0
Rex Hadnot,1892,16,100.0,0,1,65.4,63.8,63.9,2,31,596,100.0,100.0,96.7,2,36,3,985,0,0,0,985,629,629,985,0,356,0
Mike Brisiel,3250,15,100.0,0,13,81.7,70.1,85.8,2,15,468,100.0,100.0,97.8,8,19,2,982,0,0,0,982,490,490,982,0,492,0
Kevin Boothe,3121,17,99.9,0,21,61.0,67.0,57.9,3,21,569,99.8,99.8,97.4,2,27,3,979,400,485,2,980,603,604,87,0,376,6
Ramon Foster,5229,16,100.0,0,25,73.5,73.7,69.1,1,17,548,100.0,100.0,97.8,3,21,3,976,0,72,0,976,579,579,904,0,397,0
Adam Snyder,2311,18,99.5,0,28,64.0,46.9,70.3,6,33,489,99.0,99.0,95.6,4,41,2,959,10,9,0,964,517,522,918,0,442,24
Will Rackley,6228,15,100.0,0,15,53.4,44.3,59.3,7,27,491,100.0,100.0,95.3,8,40,6,940,0,938,0,940,515,515,0,0,425,2
Richie Incognito,2298,15,100.0,1,17,74.2,70.0,75.3,5,9,495,100.0,100.0,98.0,8,17,3,928,0,925,0,928,518,518,0,2,410,1
Joe Hawley,5641,15,99.9,0,2,61.9,65.6,60.0,4,11,522,99.8,99.6,97.6,6,20,5,925,264,0,1,926,561,563,656,3,364,1
Ryan Lilja,2105,15,100.0,0,16,72.9,72.6,68.3,3,16,482,100.0,100.0,97.6,1,21,2,925,0,925,0,925,509,509,0,0,416,0
Josh Sitton,4449,15,100.0,1,12,81.8,84.5,77.8,2,6,579,100.0,100.0,99.0,7,10,2,924,0,0,0,924,617,617,924,0,307,0
Chris Spencer,2243,15,100.0,2,6,65.2,58.4,69.2,2,28,485,100.0,100.0,96.9,7,30,0,901,0,0,0,901,510,510,900,1,391,0
Louis Vasquez,5001,14,100.0,0,27,67.8,74.1,60.0,1,14,504,100.0,100.0,98.3,0,16,1,894,0,0,0,894,537,537,894,0,357,0
Steve Hutchinson,787,14,100.0,1,18,81.2,82.0,76.0,1,9,514,100.0,100.0,98.6,4,12,2,889,0,889,0,889,535,535,0,0,354,0
Jeremy Zuttah,4397,14,100.0,1,30,71.8,71.9,70.2,4,17,535,100.0,100.0,97.7,9,23,2,869,73,796,0,869,579,579,0,0,290,0
Chad Rinehart,4410,15,100.0,0,4,74.3,81.4,70.2,2,8,533,100.0,100.0,99.1,4,10,0,853,0,259,0,853,570,570,593,0,283,1
Vernon Carey,1740,15,100.0,0,17,71.5,67.5,69.4,7,15,453,100.0,100.0,96.9,1,25,3,840,0,0,0,840,472,472,839,1,368,0
Ben Grubbs,3645,12,100.0,0,3,74.9,72.7,71.9,3,12,408,100.0,100.0,97.2,2,19,4,794,0,794,0,794,426,426,0,0,368,0
Danny Watkins,6175,12,100.0,0,24,63.6,66.9,64.2,3,23,472,100.0,100.0,97.2,5,26,0,787,0,0,0,787,500,500,787,0,287,0
Robert Gallery,1723,12,100.0,0,29,58.9,64.1,60.0,7,11,408,100.0,100.0,97.1,8,21,3,766,0,766,0,766,432,432,0,0,334,0
Anthony Herrera,2066,12,100.0,0,18,65.7,63.6,63.6,3,17,438,100.0,100.0,97.0,1,23,3,766,0,0,0,766,453,453,766,0,313,0
Chris Kemoeatu,2421,13,100.0,1,25,65.0,58.7,69.9,1,23,441,100.0,100.0,96.6,5,27,3,758,0,758,0,758,467,467,0,0,291,0
Kraig Urbik,5002,13,100.0,0,4,72.8,91.7,63.1,0,3,440,100.0,100.0,99.7,3,3,0,750,316,0,0,750,466,466,434,0,284,0
Jacob Bell,1859,12,100.0,0,26,63.8,64.1,65.7,3,12,421,100.0,100.0,97.3,4,19,4,713,0,713,0,713,442,442,0,0,271,0
Paul McQuistan,3014,11,100.0,0,29,73.3,65.3,78.0,4,11,351,100.0,100.0,96.4,6,20,5,665,0,198,271,665,371,371,190,4,294,2
Montrae Holland,1415,10,100.0,0,9,76.0,75.0,77.2,1,9,345,100.0,100.0,98.0,5,12,2,621,0,621,0,621,361,361,0,0,260,0
Ryan Diem,867,11,100.0,0,14,62.8,58.8,62.4,8,14,346,100.0,100.0,96.2,1,24,2,607,0,0,0,607,358,358,548,59,249,0
Doug Legursky,4860,11,100.0,0,25,63.3,63.6,63.4,4,15,334,100.0,100.0,96.6,2,21,2,595,236,171,0,595,354,354,185,0,241,0
Mike Pollak,4373,12,100.0,0,14,73.1,74.5,70.8,5,6,358,100.0,100.0,98.2,2,12,1,590,6,239,0,590,372,372,345,0,218,0
Bobbie Williams,628,9,100.0,1,7,72.0,69.1,71.6,3,5,304,100.0,100.0,98.4,5,9,1,560,0,0,1,560,324,324,559,0,236,0
Tyronne Green,5057,13,99.8,0,27,58.4,61.3,54.4,6,14,317,99.7,99.7,96.5,0,21,1,555,0,536,0,556,341,342,11,0,214,9
Maurice Hurt,6369,8,100.0,0,32,65.2,46.1,71.2,8,13,319,100.0,100.0,95.8,2,24,3,548,0,548,0,548,340,340,0,0,208,0
Chris Williams,4328,9,100.0,0,6,58.9,68.7,54.8,2,12,308,100.0,100.0,97.4,2,15,1,538,0,538,0,538,325,325,0,0,213,0
Joe Reitz,4789,10,100.0,0,14,64.6,67.3,63.4,6,4,294,100.0,100.0,97.6,3,12,2,530,0,530,0,530,308,308,0,0,222,0
Garrett Reynolds,5080,11,99.8,0,2,50.2,62.2,53.0,4,6,287,99.7,99.7,97.2,5,13,3,510,0,0,0,511,308,309,508,0,202,3
John Moffitt,6227,9,100.0,0,29,52.6,43.9,53.1,6,16,321,100.0,100.0,95.6,2,25,3,502,0,0,0,502,335,335,502,0,167,0
Joe Berger,2424,11,100.0,1,18,83.0,75.1,84.0,1,10,293,100.0,100.0,97.8,3,12,1,493,100,147,0,493,304,304,246,0,189,0
Edwin Williams,5207,10,100.0,0,6,79.5,75.0,77.6,2,11,254,100.0,100.0,97.4,1,13,0,490,0,468,0,490,266,266,22,0,224,0
Andre Gurode,1044,7,100.0,0,3,57.4,44.3,69.1,8,9,234,100.0,100.0,95.9,5,18,1,421,15,366,0,421,250,250,40,0,171,0
Kris Dielman,1599,6,100.0,0,27,81.7,83.5,75.4,1,4,237,100.0,100.0,98.9,0,5,0,419,0,419,0,419,248,248,0,0,171,0
Mike McGlynn,4423,8,100.0,0,7,61.2,56.5,66.3,1,10,235,100.0,100.0,97.2,4,12,1,408,1,0,0,408,250,250,407,0,158,0
Lemuel Jeanpierre,5853,9,100.0,1,29,62.0,54.8,63.7,1,12,212,100.0,100.0,95.5,2,16,3,404,52,0,0,404,225,225,352,0,179,0
John Jerry,5598,9,100.0,0,17,63.9,59.2,64.4,2,11,170,100.0,100.0,95.0,3,15,2,357,0,1,174,357,181,181,173,6,176,0
Trai Essex,2310,14,99.4,0,25,53.8,41.5,60.1,2,11,163,98.8,98.9,94.8,3,15,2,314,49,129,60,316,176,178,41,28,138,7
Evan Smith,5390,8,100.0,1,12,54.4,62.5,53.4,3,3,184,100.0,100.0,96.7,3,9,3,307,24,113,0,307,200,200,170,0,107,0
Kory Lichtensteiger,4422,5,100.0,0,32,80.3,79.3,75.2,0,3,156,100.0,100.0,98.4,0,4,1,285,0,285,0,285,161,161,0,0,124,0
Kyle DeVan,4608,5,100.0,2,24,62.3,48.0,71.8,1,10,174,100.0,100.0,95.7,5,13,2,283,0,0,1,283,181,181,282,0,102,0
Bill Nagy,6404,4,100.0,0,9,60.1,63.0,56.5,1,6,164,100.0,100.0,97.9,0,7,0,274,0,274,0,274,171,171,0,0,103,0
Willie Smith,6439,4,100.0,0,32,60.0,47.3,66.3,10,7,143,100.0,100.0,92.0,0,20,3,270,0,0,270,270,152,152,0,0,118,0
Bryan Mattison,4706,6,100.0,0,26,53.6,47.1,56.9,1,10,141,100.0,100.0,94.7,1,13,2,269,6,0,0,269,151,151,263,0,118,0
Chilo Rachal,4353,14,100.0,0,28,55.6,57.1,58.7,1,3,119,100.0,100.0,96.6,4,6,2,240,0,3,0,240,124,124,231,0,116,6
Ted Larsen,5728,6,99.6,1,30,54.7,47.6,70.9,1,14,161,99.4,99.4,94.7,3,16,1,228,24,202,0,229,172,173,0,0,56,3
Nate Garner,4525,14,93.7,0,17,57.2,26.5,72.0,0,7,92,86.8,86.5,91.8,2,11,4,224,4,97,66,239,96,111,11,1,128,60
Mitch Petrus,5670,6,100.0,0,21,56.3,46.7,62.4,0,10,137,100.0,100.0,95.6,2,11,1,224,0,220,0,224,144,144,4,0,80,0
Antoine Caldwell,5000,7,100.0,0,13,74.8,71.2,76.5,0,1,95,100.0,100.0,97.4,2,3,2,221,0,0,0,221,102,102,221,0,119,0
Mike Tepper,5933,5,100.0,0,14,56.5,59.5,52.5,1,6,140,100.0,100.0,96.1,0,9,2,220,0,132,0,220,143,143,80,8,77,0
Russ Hochstein,890,4,100.0,0,10,54.9,59.8,52.4,0,5,78,100.0,100.0,95.5,0,6,1,199,0,0,0,199,83,83,197,0,116,2
Artis Hicks,1254,6,100.0,1,8,57.3,49.0,75.3,3,11,125,100.0,100.0,94.4,2,14,0,191,0,0,0,191,132,132,0,190,59,1
Eben Britton,4962,4,100.0,0,15,62.6,71.5,57.8,0,5,104,100.0,100.0,97.6,1,5,0,190,0,97,0,190,110,110,0,87,80,6
Erik Cook,5752,4,100.0,0,32,51.6,56.1,56.3,0,5,124,100.0,100.0,97.2,2,6,1,177,176,1,0,177,131,131,0,0,46,0
Clint Boling,6253,5,100.0,0,7,48.1,53.3,45.3,0,5,91,100.0,100.0,97.3,1,5,0,168,0,0,0,168,98,98,168,0,70,0
Steve Schilling,6353,5,100.0,0,27,65.9,74.3,60.3,0,2,71,100.0,100.0,98.6,1,2,0,137,0,96,0,137,74,74,41,0,63,0
Colin Brown,5063,4,100.0,0,4,66.4,76.7,60.8,0,2,83,100.0,100.0,98.8,0,2,0,134,116,0,0,134,88,88,16,0,46,2
Rodney Hudson,6207,5,100.0,0,16,68.3,87.5,58.5,0,0,71,100.0,100.0,100.0,0,0,0,133,0,128,0,133,72,72,2,0,61,3
Derrick Dockery,1396,3,100.0,0,9,57.4,74.7,57.6,1,2,88,100.0,100.0,98.3,2,3,0,130,0,128,0,130,90,90,2,0,40,0
Mackenzy Bernadeau,4564,5,99.2,0,5,78.2,75.0,75.3,1,1,58,100.0,98.4,98.3,0,2,0,122,0,112,1,123,60,61,6,0,62,4
Donald Thomas,4509,7,97.1,0,19,61.9,65.0,59.5,0,2,55,94.8,94.8,96.4,0,3,1,100,0,87,0,103,55,58,4,0,45,0
Tony Moll,3110,3,100.0,0,27,63.3,60.0,61.8,0,3,51,100.0,100.0,97.1,0,3,0,99,0,0,0,99,53,53,99,0,46,0
Oniel Cousins,4413,3,100.0,0,8,41.6,17.6,64.1,3,8,48,100.0,100.0,88.5,0,11,0,92,0,0,0,92,52,52,0,92,40,0
Scott Mruczkowski,2459,2,100.0,0,27,51.3,38.8,56.2,1,4,56,100.0,100.0,93.7,0,6,1,82,0,38,0,82,59,59,44,0,23,0
Jamey Richard,4550,2,100.0,0,14,69.8,74.3,64.9,0,1,43,100.0,100.0,98.8,0,1,0,58,0,57,0,58,44,44,0,0,14,1
John Greco,4379,2,100.0,0,8,77.0,77.6,72.5,1,0,26,100.0,100.0,98.1,0,1,0,51,0,0,0,51,27,27,50,0,24,1
Deuce Lutui,2986,1,100.0,0,1,69.2,54.6,74.2,1,1,32,100.0,100.0,93.7,0,3,1,44,0,0,0,44,34,34,44,0,10,0
Kevin Hughes,6584,2,100.0,1,26,41.7,43.4,49.5,0,1,32,100.0,100.0,89.1,1,4,3,44,0,0,43,44,33,33,0,1,11,0
Thomas Austin,5909,1,100.0,0,13,56.8,48.7,57.8,0,1,19,100.0,100.0,92.1,0,2,1,38,38,0,0,38,21,21,0,0,17,0
Seth Olsen,5056,2,100.0,0,14,40.3,0.0,58.2,2,1,16,100.0,100.0,84.4,0,4,1,31,0,23,0,31,17,17,8,0,14,0
Fernando Velasco,4641,3,100.0,0,31,73.7,81.1,69.2,0,0,11,100.0,100.0,100.0,0,0,0,28,1,27,0,28,11,11,0,0,17,0
Jim Cordle,5826,5,89.3,0,21,41.8,34.5,48.9,0,3,10,76.9,76.9,85.0,0,3,0,25,2,0,1,28,10,13,5,0,15,20
Ryan Cook,2996,3,95.2,0,17,66.9,78.8,65.7,0,0,9,90.0,90.9,100.0,0,0,0,20,15,0,0,21,10,11,1,0,10,5
Caleb Schlauderaff,6331,4,100.0,0,22,59.2,70.7,57.3,0,0,2,100.0,100.0,100.0,0,0,0,12,0,5,0,12,2,2,4,0,10,3
Bruce Campbell,5630,4,100.0,0,23,70.8,69.2,67.0,0,0,1,100.0,100.0,100.0,0,0,0,8,0,2,0,8,1,1,0,0,7,6
Allen Barbre,3735,2,100.0,0,29,58.9,,58.8,0,0,0,,,,0,0,0,5,0,5,0,5,0,0,0,0,5,0
Jason Spitz,3020,1,100.0,0,15,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,1
Bryant Browning,6578,1,100.0,0,5,60.0,70.7,,0,0,1,100.0,100.0,100.0,0,0,0,1,0,0,0,1,1,1,1,0,0,0
Daniel Kilgore,6315,1,100.0,0,28,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,1
Julian Vandervelde,6313,1,100.0,0,24,60.0,,60.0,0,0,0,,,,0,0,0,1,0,1,0,1,0,0,0,0,1,0
Wade Smith,1393,18,100.0,0,13,74.9,67.3,72.9,5,22,668,100.0,100.0,97.7,2,29,2,1270,0,1270,0,1270,697,697,0,0,573,0
Mike McGlynn,4423,17,100.0,0,14,59.8,58.7,58.9,10,35,757,100.0,100.0,96.5,2,49,4,1258,92,0,0,1258,814,814,1166,0,444,0
Zane Beadles,5570,17,100.0,0,10,74.2,71.2,72.1,7,13,656,100.0,100.0,98.3,5,21,1,1236,0,1236,0,1236,700,700,0,0,536,0
Josh Sitton,4449,18,100.0,0,12,77.4,79.6,73.1,2,16,721,100.0,100.0,98.3,7,21,3,1227,0,0,0,1227,779,779,1226,0,448,1
Stephen Peterman,1804,16,100.0,0,11,76.4,62.7,81.2,4,37,783,99.9,99.9,96.7,4,46,5,1199,0,0,0,1199,814,815,1199,0,385,0
Rob Sims,3073,16,100.0,0,11,77.5,79.9,72.5,1,25,783,99.9,99.9,98.3,5,26,0,1199,0,1199,0,1199,814,815,0,0,385,0
Alex Boone,5372,19,100.0,0,28,82.4,73.9,81.8,5,13,610,100.0,100.0,97.9,3,22,4,1195,0,0,47,1195,639,639,1148,0,556,0
Marshal Yanda,3702,18,100.0,1,3,84.2,82.8,82.4,4,10,649,100.0,100.0,98.9,7,14,0,1194,0,0,0,1194,697,697,1194,0,497,0
Justin Blalock,3655,18,100.0,0,2,68.3,71.9,62.8,9,21,743,100.0,99.9,97.8,2,31,1,1189,0,1189,0,1189,777,778,0,0,412,0
Mike Iupati,5542,19,100.0,0,28,81.8,63.2,86.6,7,20,603,100.0,100.0,97.3,9,30,3,1173,0,1172,1,1173,631,631,0,0,542,0
Paul McQuistan,3014,18,100.0,2,29,66.6,63.3,64.5,1,23,559,100.0,100.0,97.5,6,26,2,1130,0,563,0,1130,597,597,567,0,533,0
Evan Mathis,2296,16,100.0,0,24,92.8,82.7,92.9,7,12,705,100.0,100.0,98.5,4,20,1,1124,0,1124,0,1124,746,746,0,0,378,0
T.J. Lang,5032,17,99.9,2,12,67.7,67.1,65.7,5,12,667,99.9,99.9,97.4,6,26,9,1124,0,918,0,1125,721,722,0,206,403,0
Ben Grubbs,3645,16,100.0,0,20,81.6,75.2,80.4,4,16,697,100.0,100.0,98.1,1,23,3,1107,0,1107,0,1107,728,728,0,0,379,0
Jahri Evans,3053,16,100.0,1,20,77.4,79.8,72.1,4,15,695,100.0,100.0,98.6,5,19,0,1105,0,0,0,1105,726,726,1105,0,379,0
Clint Boling,6253,17,100.0,0,7,69.3,73.3,63.8,2,14,636,100.0,100.0,97.8,1,22,6,1104,0,1104,0,1104,672,672,0,0,432,0
Mackenzy Bernadeau,4564,16,100.0,0,9,65.0,57.2,66.3,4,24,700,100.0,100.0,97.0,3,35,7,1101,167,0,0,1101,739,739,934,0,362,0
Kevin Zeitler,7032,17,100.0,0,7,75.4,78.1,70.4,1,11,635,100.0,100.0,98.4,4,16,4,1099,0,0,0,1099,671,671,1099,0,428,0
Nate Livings,3400,16,100.0,3,9,73.7,62.4,78.2,11,15,697,100.0,100.0,97.3,7,32,6,1094,0,1094,0,1094,736,736,0,0,358,0
Charlie Johnson,3144,17,100.0,0,18,63.8,64.7,61.7,8,19,590,100.0,100.0,97.5,6,28,1,1093,0,1093,0,1093,618,618,0,0,475,0
Chris Chester,3001,17,100.0,0,32,76.7,79.1,72.7,5,13,550,100.0,100.0,98.2,3,19,1,1088,0,0,0,1088,577,577,1088,0,511,0
Cooper Carlisle,658,16,100.0,1,23,71.1,74.0,65.8,8,18,660,100.0,100.0,97.9,5,27,1,1076,0,1076,0,1076,701,701,0,0,375,0
Brandon Moore,1284,16,100.0,0,22,80.2,74.8,77.9,4,14,543,100.0,100.0,98.0,4,20,2,1063,0,0,0,1063,583,583,1063,0,480,0
Daryn Colledge,2992,16,100.0,1,1,66.5,77.5,61.6,3,14,676,100.0,100.0,98.2,7,21,4,1052,0,1025,27,1052,707,707,0,0,345,0
Dan Connolly,2540,16,100.0,0,19,71.0,65.2,68.7,9,19,576,100.0,100.0,97.0,1,31,3,1039,0,0,0,1039,615,615,1027,0,424,0
John Jerry,5598,16,100.0,0,17,64.5,71.4,59.2,3,15,551,100.0,100.0,98.0,3,20,2,1034,0,0,0,1034,589,589,1034,0,445,0
Shawn Lauvao,5616,16,100.0,1,8,62.9,65.9,61.8,9,15,617,100.0,100.0,97.6,8,27,3,1031,0,0,0,1031,641,641,1031,0,390,0
Richie Incognito,2298,16,100.0,0,17,73.8,72.9,71.8,5,6,546,100.0,100.0,98.3,6,15,4,1027,0,1027,0,1027,584,584,0,0,443,0
Louis Vasquez,5001,16,100.0,0,27,72.9,80.7,63.7,1,19,582,100.0,100.0,97.9,0,22,2,1020,0,0,0,1020,616,616,1020,0,404,0
Kory Lichtensteiger,4422,17,100.0,0,32,65.7,75.2,64.9,5,14,515,100.0,100.0,98.0,10,20,1,1019,6,1013,0,1019,540,540,0,0,479,0
Jeremy Zuttah,4397,16,100.0,2,30,69.3,78.6,65.7,2,18,582,100.0,100.0,98.3,8,20,0,1018,443,575,0,1018,613,613,0,0,405,0
Kevin Boothe,3121,16,100.0,0,21,80.7,68.2,81.0,7,21,567,100.0,100.0,97.0,0,31,3,1012,3,1008,0,1012,611,611,0,1,401,0
Andy Levitre,4974,16,100.0,1,4,78.6,87.9,71.8,3,7,570,100.0,100.0,98.9,5,11,1,1011,0,1011,0,1011,590,590,0,0,421,0
Ramon Foster,5229,16,100.0,2,25,70.1,79.4,62.4,2,13,581,100.0,100.0,98.4,4,17,2,1010,0,152,0,1010,613,613,828,30,397,0
Jon Asamoah,5593,15,100.0,1,16,83.5,74.8,80.4,2,18,501,100.0,100.0,97.4,3,23,3,989,0,0,0,989,531,531,987,2,458,0
Mike Brisiel,3250,15,100.0,1,23,60.3,63.7,61.1,4,26,595,100.0,100.0,97.3,10,31,1,961,0,0,0,961,629,629,961,0,332,0
Chris Snee,1755,16,100.0,1,21,76.4,70.5,75.9,3,22,539,100.0,100.0,97.3,4,27,2,952,0,0,0,952,583,583,952,0,369,0
Brandon Fusco,6324,17,100.0,0,18,63.2,46.5,66.1,7,24,512,100.0,100.0,96.2,0,35,4,943,0,0,0,943,536,536,943,0,407,0
Uche Nwaneri,3765,15,100.0,0,15,68.5,62.7,69.4,6,18,563,100.0,100.0,97.0,3,29,5,926,0,0,0,926,610,610,926,0,316,0
Harvey Dahl,2553,14,100.0,0,26,72.6,74.6,69.8,3,12,522,100.0,100.0,98.4,3,16,1,915,0,0,0,915,559,559,913,2,356,0
Logan Mankins,2249,12,100.0,0,19,84.9,72.8,88.8,5,12,518,100.0,100.0,98.0,5,19,2,895,0,895,0,895,553,553,0,0,342,0
Amini Silatolu,7044,15,100.0,2,5,59.5,50.9,65.9,8,19,483,100.0,100.0,96.4,8,31,4,882,0,882,0,882,515,515,0,0,367,0
Adam Snyder,2311,14,100.0,0,1,55.2,57.7,51.5,6,17,534,100.0,100.0,97.1,2,27,4,866,176,0,0,866,560,560,690,0,306,0
Jeff Linkenbach,5964,15,100.0,1,14,59.4,57.3,58.1,8,30,498,100.0,100.0,95.4,2,42,4,856,0,488,0,856,533,533,0,355,323,13
Manuel Ramirez,3733,13,100.0,1,10,69.4,75.8,65.2,1,6,443,100.0,100.0,97.9,6,13,6,829,0,0,0,829,473,473,829,0,356,0
Matt Slauson,5117,16,100.0,1,22,72.2,74.3,68.0,4,9,404,100.0,100.0,98.1,2,14,1,820,8,811,0,820,436,436,0,0,384,1
Jeff Allen,7642,14,100.0,1,16,62.8,56.5,63.0,6,14,399,100.0,100.0,96.7,5,23,3,814,0,776,38,814,423,423,0,0,391,0
Peter Konz,7058,16,100.0,0,2,58.1,54.5,57.6,8,16,488,100.0,99.8,96.5,1,29,5,804,13,0,0,804,510,511,788,0,294,2
Jamon Meredith,5086,13,100.0,1,30,63.2,58.5,63.9,7,20,466,100.0,100.0,96.7,3,29,2,795,0,0,0,795,489,489,794,0,306,1
Kraig Urbik,5002,13,100.0,0,4,72.7,80.7,67.7,1,9,433,100.0,100.0,98.4,3,12,2,783,14,0,0,783,450,450,769,0,333,0
Ben Jones,7099,17,100.0,1,13,69.4,55.1,71.8,7,13,411,100.0,100.0,96.6,3,24,4,783,0,7,0,783,434,434,776,0,349,0
Tyronne Green,5057,13,100.0,0,27,66.8,68.5,63.5,0,15,400,100.0,100.0,97.6,3,17,2,735,0,735,0,735,424,424,0,0,311,0
Willie Colon,3076,11,100.0,2,25,68.5,72.6,70.7,2,8,409,100.0,100.0,97.8,12,14,4,711,0,711,0,711,429,429,0,0,282,0
Lance Louis,5170,11,100.0,0,6,63.7,75.7,57.1,2,7,368,100.0,100.0,98.2,2,11,2,692,0,0,0,692,392,392,692,0,300,0
John Greco,4379,13,100.0,0,8,77.6,69.9,82.7,7,7,387,100.0,100.0,97.4,6,17,3,691,0,688,0,691,401,401,0,0,290,3
Steve Hutchinson,787,12,100.0,0,31,66.1,65.4,64.2,3,15,446,100.0,100.0,97.1,2,22,4,686,0,686,0,686,463,463,0,0,223,0
Donald Thomas,4509,14,100.0,0,19,81.6,68.1,82.2,2,9,311,100.0,100.0,97.9,3,12,1,609,0,465,0,609,328,328,144,0,281,0
Garry Williams,5341,13,100.0,0,5,66.4,59.9,67.0,3,18,334,100.0,100.0,96.6,1,22,1,606,0,8,2,606,357,357,443,145,249,8
Jah Reid,6237,9,100.0,0,3,63.3,68.1,64.3,2,13,301,100.0,100.0,97.2,4,16,1,568,0,559,0,568,318,318,5,0,250,4
Mike Brewster,7364,10,100.0,1,15,54.4,39.3,64.3,8,17,339,100.0,100.0,95.7,4,27,2,548,0,536,0,548,367,367,12,0,181,0
Chilo Rachal,4353,8,100.0,1,6,55.6,60.5,58.3,0,10,273,100.0,100.0,97.4,8,12,2,512,0,512,0,512,289,289,0,0,223,0
Deuce Lutui,2986,8,100.0,2,31,65.3,59.0,64.3,2,16,295,100.0,100.0,96.9,4,18,0,501,0,0,0,501,310,310,501,0,191,0
Joe Reitz,4789,9,100.0,1,14,59.7,57.0,58.3,5,13,273,100.0,100.0,96.7,2,18,0,475,0,464,0,475,294,294,0,0,181,11
Jeff Byers,5976,11,100.0,1,5,66.4,45.5,71.0,3,9,247,100.0,100.0,96.8,4,14,2,470,215,1,0,470,270,270,254,0,200,0
Jake Scott,1862,7,100.0,2,24,64.8,55.5,74.9,1,13,299,100.0,100.0,97.0,7,16,2,462,0,0,0,462,314,314,462,0,148,0
John Moffitt,6227,10,100.0,0,29,68.2,67.8,66.2,3,6,208,100.0,100.0,97.8,4,9,0,461,0,248,0,461,225,225,213,0,236,0
Danny Watkins,6175,7,100.0,2,24,62.1,45.8,66.5,6,9,274,100.0,100.0,96.9,2,16,1,448,0,3,0,448,287,287,445,0,161,0
Carl Nicks,4478,7,100.0,0,30,77.4,75.7,73.2,5,3,240,100.0,100.0,98.3,1,8,0,442,0,442,0,442,256,256,0,0,186,0
Leroy Harris,3731,8,100.0,0,31,58.0,44.5,66.8,5,9,283,100.0,100.0,95.8,2,19,5,432,0,0,0,432,293,293,432,0,139,0
Chris Kuper,3106,6,100.0,0,10,63.9,72.2,57.0,4,4,213,100.0,100.0,98.1,4,8,0,404,0,0,0,404,227,227,404,0,177,0
Garrett Reynolds,5080,6,100.0,1,2,63.8,69.6,58.9,3,9,258,100.0,100.0,97.7,2,12,0,394,0,0,0,394,270,270,394,0,124,0
J.R. Sweezy,7209,10,100.0,0,29,50.8,46.4,52.5,1,10,180,100.0,100.0,95.8,3,13,2,376,0,0,0,376,195,195,374,0,181,2
Bobbie Williams,628,8,100.0,0,3,52.8,57.8,53.5,1,7,196,100.0,100.0,96.4,4,11,3,355,0,192,0,355,205,205,163,0,150,0
Antoine Caldwell,5000,11,100.0,0,13,55.5,54.1,56.0,2,8,170,100.0,100.0,95.9,1,12,2,346,0,0,0,346,176,176,346,0,170,0
Chris Spencer,2243,10,100.0,0,6,65.8,36.9,73.1,4,6,172,100.0,100.0,95.3,1,13,3,345,0,171,0,345,186,186,171,0,159,1
Shelley Smith,5710,8,100.0,0,26,56.8,54.1,70.0,4,4,206,100.0,100.0,96.6,6,11,3,344,0,271,0,344,223,223,73,0,121,0
James Carpenter,6177,7,100.0,0,29,56.1,56.8,56.3,1,5,183,100.0,100.0,96.7,1,9,3,343,0,343,0,343,191,191,0,0,152,0
Ramon Harewood,5717,6,100.0,0,3,68.5,49.9,74.4,2,12,203,100.0,100.0,96.1,0,15,1,341,0,340,0,341,222,222,0,0,119,0
