player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Anthony Castonzo,6174,T,IND,19,100.0,1,14,84.2,90.8,66.5,10,24,853,100.0,100.0,97.8,8,36,2,1373,0,0,1352,1373,905,905,0,0,468,21
Nate Solder,6169,T,NE,19,99.9,2,19,74.0,72.2,70.3,10,18,738,99.9,99.9,97.2,8,35,7,1261,0,5,1231,1262,785,786,0,0,476,26
J.R. Sweezy,7209,G,SEA,19,100.0,1,29,73.4,55.9,78.7,7,26,634,100.0,100.0,96.8,7,37,4,1238,0,0,0,1238,662,662,1236,1,576,0
Ryan Kalil,3675,C,CAR,18,100.0,0,5,72.1,69.9,72.7,2,27,675,100.0,100.0,97.4,1,32,3,1231,1231,0,0,1231,720,720,0,0,511,0
Sebastian Vollmer,4981,T,NE,18,100.0,1,19,76.0,77.1,68.1,6,24,712,100.0,100.0,97.3,3,34,4,1229,0,0,0,1229,759,759,0,1226,470,3
Jeremy Zuttah,4397,C,BLT,18,100.0,1,3,76.0,70.1,77.1,0,29,653,100.0,100.0,97.6,6,30,1,1209,1209,0,0,1209,709,709,0,0,500,0
Jack Mewhort,8694,G,IND,17,100.0,0,14,69.2,73.3,64.9,12,25,750,100.0,100.0,97.1,6,40,3,1204,0,1133,0,1204,796,796,0,71,408,0
Marshal Yanda,3702,G,BLT,18,100.0,1,3,92.9,87.6,92.5,5,13,651,100.0,100.0,98.3,5,20,2,1204,0,0,0,1204,706,706,989,215,498,0
Manuel Ramirez,3733,C,DEN,17,100.0,0,10,68.7,69.6,67.2,4,17,669,100.0,100.0,98.3,5,22,1,1203,563,0,0,1203,719,719,640,0,484,0
Louis Vasquez,5001,G,DEN,17,100.0,1,10,75.3,71.4,74.7,9,15,670,100.0,100.0,97.5,6,29,5,1200,0,0,0,1200,720,720,557,642,480,1
Corey Linsley,8796,C,GB,18,100.0,1,12,76.7,83.8,70.7,2,13,668,100.0,100.0,98.6,5,17,2,1194,1194,0,0,1194,713,713,0,0,481,0
Kelvin Beachum,7229,T,PIT,17,100.0,1,25,82.6,90.5,67.5,4,13,697,100.0,100.0,97.8,8,24,7,1192,0,0,1192,1192,746,746,0,0,446,0
David DeCastro,7640,G,PIT,17,100.0,0,25,77.9,80.5,73.1,2,27,697,100.0,100.0,97.5,4,32,3,1192,0,0,0,1192,746,746,1192,0,446,0
Maurkice Pouncey,5543,C,PIT,17,100.0,1,25,76.1,85.4,71.7,2,19,697,100.0,100.0,98.4,5,22,1,1185,1185,0,0,1185,746,746,0,0,439,0
Travis Frederick,7812,C,DAL,18,100.0,0,9,89.1,79.7,88.0,3,12,578,100.0,100.0,98.5,6,16,1,1184,1184,0,0,1184,616,616,0,0,568,0
Tyron Smith,6161,T,DAL,18,100.0,1,9,87.1,90.0,80.3,8,14,578,100.0,100.0,97.6,9,25,3,1184,0,0,1184,1184,616,616,0,0,568,0
Zack Martin,8651,G,DAL,18,100.0,0,9,86.2,90.7,78.6,2,11,577,100.0,100.0,98.7,3,14,1,1178,0,0,0,1178,615,615,1178,0,563,0
Justin Britt,8699,T,SEA,18,100.0,0,29,72.0,55.4,83.5,6,41,598,100.0,100.0,95.2,8,52,5,1171,0,0,0,1171,625,625,0,1171,546,0
Orlando Franklin,6198,G,DEN,17,100.0,0,10,77.7,82.3,76.2,2,8,653,100.0,100.0,99.1,10,11,1,1170,0,1168,1,1170,702,702,0,1,468,0
Byron Bell,6848,T,CAR,17,100.0,0,5,59.7,62.6,55.9,6,43,637,100.0,100.0,94.4,10,60,11,1163,0,0,1139,1163,679,679,0,0,484,24
Rob Sims,3073,G,DET,17,100.0,1,11,73.5,74.8,68.6,6,24,708,100.0,100.0,97.2,4,35,5,1163,0,1163,0,1163,751,751,0,0,412,0
Jason Peters,2148,T,PHI,16,100.0,1,24,92.3,91.4,88.1,4,17,661,100.0,100.0,97.8,8,25,4,1153,0,0,1117,1153,699,699,0,3,454,33
David Bakhtiari,7891,T,GB,18,100.0,1,12,72.2,85.7,54.2,6,20,658,100.0,100.0,97.0,9,33,7,1150,0,0,1150,1150,702,702,0,0,448,0
Jahri Evans,3053,G,NO,16,100.0,1,20,70.6,61.9,70.3,7,34,696,100.0,100.0,96.2,2,47,6,1143,0,0,0,1143,740,740,1143,0,403,0
Josh Sitton,4449,G,GB,18,100.0,0,12,87.0,94.9,77.2,4,6,655,100.0,100.0,99.2,3,10,0,1139,0,1139,0,1139,698,698,0,0,441,0
Ben Grubbs,3645,G,NO,16,100.0,0,20,71.2,76.2,63.6,6,27,692,100.0,100.0,97.5,3,34,1,1137,0,1137,0,1137,736,736,0,0,401,0
John Jerry,5598,G,NYG,16,100.0,1,21,67.2,73.6,62.3,2,23,642,100.0,100.0,97.4,5,29,4,1133,0,0,0,1133,679,679,1118,14,454,0
Ryan Clady,4326,T,DEN,17,100.0,2,10,73.9,72.2,67.5,10,22,646,100.0,100.0,97.1,6,35,3,1132,0,0,1130,1132,693,693,0,1,439,1
Clint Boling,6253,G,CIN,17,100.0,1,7,72.3,67.5,70.0,12,16,586,100.0,100.0,97.1,4,31,3,1129,0,1013,3,1129,626,626,0,112,503,0
Russell Bodine,8746,C,CIN,17,100.0,2,7,65.6,67.8,63.8,3,14,586,100.0,100.0,98.2,7,19,2,1129,1129,0,0,1129,626,626,0,0,503,0
J.D. Walton,5604,C,NYG,16,100.0,0,21,67.5,69.5,66.5,3,16,643,100.0,100.0,98.4,5,20,1,1125,1125,0,0,1125,680,680,0,0,445,0
Will Beatty,4983,T,NYG,16,100.0,0,21,79.9,78.5,73.5,10,19,641,100.0,100.0,97.3,9,32,3,1121,0,0,1119,1121,678,678,0,0,443,2
Bobby Massie,7112,T,ARZ,17,100.0,1,1,70.8,69.4,69.3,8,28,644,100.0,100.0,95.8,6,45,9,1116,0,0,0,1116,696,696,0,1116,420,0
Lyle Sendlein,4062,C,ARZ,17,100.0,0,1,53.8,59.4,49.3,11,19,644,100.0,100.0,97.5,4,31,1,1116,1116,0,0,1116,696,696,0,0,420,0
Jared Veldheer,5594,T,ARZ,17,100.0,2,1,82.9,87.9,72.2,4,22,644,100.0,100.0,97.8,7,27,1,1116,0,0,1115,1116,696,696,0,0,420,1
Ron Leary,7338,G,DAL,17,100.0,0,9,77.9,65.3,79.2,3,26,539,100.0,100.0,96.4,5,34,5,1116,0,1116,0,1116,574,574,0,0,542,0
Derek Newton,6366,T,HST,16,100.0,0,13,78.7,62.5,87.1,6,36,544,100.0,100.0,95.8,5,44,2,1112,0,0,11,1112,586,586,71,1030,526,0
Ryan Wendell,4602,G,NE,17,100.0,1,19,70.2,58.0,74.4,7,23,655,100.0,100.0,97.3,4,33,3,1106,287,57,0,1106,695,695,762,0,411,0
Chris Myers,2417,C,HST,16,100.0,2,13,74.7,66.7,76.3,3,20,543,100.0,100.0,97.7,4,24,1,1106,1106,0,0,1106,585,585,0,0,521,0
Duane Brown,4340,T,HST,16,100.0,1,13,80.2,84.4,72.9,9,14,541,100.0,100.0,97.5,7,25,2,1104,0,0,1097,1104,583,583,0,0,521,7
Ted Larsen,5728,G,ARZ,17,100.0,2,1,63.1,64.2,67.3,12,20,632,100.0,100.0,96.8,11,36,4,1097,0,929,0,1097,684,684,168,0,413,0
Andrew Whitworth,3000,T,CIN,17,100.0,2,7,92.3,93.5,86.5,1,9,573,100.0,100.0,99.1,5,10,0,1096,0,0,1057,1096,613,613,0,0,483,33
Dominic Raiola,820,C,DET,16,100.0,0,11,63.5,74.8,59.3,2,17,663,100.0,100.0,98.0,6,23,4,1093,1093,0,0,1093,705,705,0,0,388,0
Breno Giacomini,4464,T,NYJ,16,100.0,1,22,70.3,73.7,67.1,7,31,585,100.0,100.0,96.2,8,41,3,1091,0,0,0,1091,615,615,0,1091,476,0
T.J. Lang,5032,G,GB,18,100.0,0,12,85.8,86.8,77.9,2,15,615,100.0,100.0,98.1,3,20,3,1091,0,0,1,1091,653,653,1087,3,438,0
D'Brickashaw Ferguson,2949,T,NYJ,16,100.0,0,22,75.3,82.6,61.8,9,27,585,100.0,100.0,96.8,2,37,1,1091,0,2,1076,1091,615,615,0,0,476,13
Willie Colon,3076,G,NYJ,16,100.0,2,22,64.7,83.4,62.2,3,20,579,100.0,100.0,97.8,14,24,1,1083,0,0,0,1083,609,609,1082,0,474,1
Samson Satele,3676,C,MIA,16,100.0,1,17,63.3,63.9,64.3,12,15,643,100.0,100.0,97.4,7,30,3,1083,1081,0,0,1083,684,684,2,0,399,0
Kelechi Osemele,7062,G,BLT,16,100.0,1,3,84.8,78.9,84.2,3,10,594,100.0,100.0,98.6,6,15,2,1076,0,1076,0,1076,641,641,0,0,435,0
Chad Rinehart,4410,G,SD,16,100.0,0,27,62.6,64.0,58.2,6,31,630,100.0,100.0,96.4,3,41,4,1076,0,1076,0,1076,674,674,0,0,402,0
Bryan Bulaga,5548,T,GB,17,100.0,0,12,74.4,80.7,68.1,2,23,586,100.0,100.0,97.2,7,29,4,1070,0,0,0,1070,624,624,3,1067,446,0
King Dunlap,4544,T,SD,16,100.0,0,27,82.4,80.1,75.9,5,35,625,100.0,100.0,96.3,4,43,3,1067,0,0,1067,1067,669,669,0,0,398,0
Kory Lichtensteiger,4422,C,WAS,16,100.0,1,32,73.0,79.9,67.1,1,14,629,100.0,100.0,98.6,3,16,1,1066,1066,0,0,1066,670,670,0,0,396,0
Seantrel Henderson,8871,T,BUF,16,100.0,0,4,57.3,62.7,48.4,12,28,629,100.0,100.0,95.9,4,46,6,1064,0,0,0,1064,663,663,0,1064,401,0
Chris Chester,3001,G,WAS,16,100.0,0,32,70.9,81.3,62.5,3,16,628,100.0,100.0,97.7,3,24,5,1064,2,0,0,1064,669,669,1062,0,395,0
Erik Pears,2737,G,BUF,16,100.0,2,4,64.9,59.4,64.3,6,23,629,100.0,100.0,97.1,5,33,4,1064,0,0,0,1064,663,663,1064,0,401,0
Zach Strief,3155,T,NO,16,100.0,0,20,76.4,76.4,69.8,6,31,653,100.0,100.0,96.7,3,40,3,1062,0,0,0,1062,693,693,0,1062,369,0
Eric Wood,4951,C,BUF,16,100.0,1,4,73.6,75.8,71.7,5,16,629,100.0,100.0,97.9,4,24,3,1061,1061,0,0,1061,663,663,0,0,398,0
Joe Staley,3644,T,SF,16,100.0,4,28,89.5,83.2,90.4,3,22,585,100.0,100.0,97.2,11,29,4,1060,0,0,1046,1060,632,632,0,0,428,13
Joe Thomas,3619,T,CLV,16,100.0,3,8,90.9,92.9,86.6,3,12,549,100.0,100.0,98.3,9,17,2,1059,0,0,1058,1059,584,584,0,0,475,1
Joel Bitonio,8670,G,CLV,16,100.0,1,8,79.3,87.5,72.9,3,11,549,100.0,100.0,98.5,5,15,1,1059,0,1059,0,1059,584,584,0,0,475,0
John Greco,4379,G,CLV,16,100.0,1,8,79.7,77.1,77.5,6,14,549,100.0,100.0,97.8,5,22,2,1059,118,0,0,1059,584,584,941,0,475,0
Mitchell Schwartz,7041,T,CLV,16,100.0,1,8,72.6,75.4,67.8,6,22,549,100.0,100.0,96.2,7,35,7,1059,0,0,0,1059,584,584,0,1059,475,0
Russell Okung,5531,T,SEA,17,100.0,2,29,71.2,80.5,63.7,3,21,551,100.0,100.0,97.5,11,26,2,1057,0,0,1056,1057,573,573,0,0,484,0
Dan Connolly,2540,G,NE,16,100.0,1,19,56.8,48.4,60.0,18,24,614,100.0,100.0,96.4,4,43,1,1056,180,834,0,1056,654,654,42,0,402,0
Ben Jones,7099,G,HST,16,100.0,0,13,70.2,69.8,67.6,5,14,515,100.0,100.0,97.8,5,21,2,1054,8,1046,0,1054,554,554,0,0,500,0
Cordy Glenn,7045,T,BUF,16,100.0,0,4,79.9,84.9,71.1,4,18,625,100.0,100.0,97.0,6,30,8,1047,0,0,1044,1047,658,658,0,0,389,3
Ja'Wuan James,8654,T,MIA,16,100.0,1,17,63.4,63.2,61.4,12,40,610,100.0,100.0,94.8,9,58,6,1046,0,0,481,1046,648,648,0,562,398,0
Austin Howard,5847,G,OAK,16,100.0,0,23,68.6,65.0,66.8,4,24,663,100.0,100.0,97.1,2,33,5,1043,0,1,0,1043,701,701,1042,0,342,0
Weston Richburg,8678,G,NYG,16,100.0,1,21,62.4,69.8,58.6,7,16,583,100.0,100.0,97.7,7,25,2,1042,0,1042,0,1042,620,620,0,0,422,0
Ramon Foster,5229,G,PIT,15,100.0,0,25,69.0,78.4,62.3,5,27,619,100.0,100.0,96.9,3,35,3,1042,0,1042,0,1042,659,659,0,0,383,0
Zane Beadles,5570,G,JAX,16,100.0,0,15,65.0,81.5,54.1,3,12,649,100.0,100.0,98.5,2,17,2,1040,0,1040,0,1040,691,691,0,0,349,0
Matt Kalil,7010,T,MIN,16,100.0,2,18,65.6,65.2,69.0,7,36,603,100.0,100.0,94.4,12,55,12,1036,0,0,1034,1036,642,642,0,0,394,2
Donald Penn,3459,T,OAK,16,99.9,1,23,88.3,90.2,72.5,3,29,653,99.8,99.9,96.9,2,36,4,1030,0,0,1028,1031,690,691,0,1,340,2
D.J. Fluker,7792,T,SD,16,100.0,1,27,72.1,69.7,74.7,5,36,616,100.0,100.0,95.5,9,48,7,1029,0,0,0,1029,659,659,0,1028,370,1
Stefen Wisniewski,6200,C,OAK,16,99.9,1,23,74.2,73.2,75.6,3,12,650,99.8,99.9,98.7,7,16,1,1023,1023,0,0,1024,687,688,0,0,336,1
Rodney Hudson,6207,C,KC,16,99.9,1,16,76.1,86.9,68.3,2,6,579,99.8,99.8,99.0,2,10,2,1012,1012,0,0,1013,612,613,0,0,400,0
Eric Fisher,7783,T,KC,16,100.0,0,16,67.2,66.3,69.8,11,24,579,100.0,100.0,95.8,9,42,7,1012,0,0,1011,1012,612,612,0,0,400,0
Riley Reiff,7029,T,DET,16,100.0,0,11,78.5,78.1,69.2,5,31,612,100.0,100.0,96.6,1,39,3,1011,0,0,1011,1011,647,647,0,0,364,0
Joe Barksdale,6244,T,SL,16,100.0,0,26,72.9,68.2,79.3,4,40,562,100.0,100.0,94.8,6,51,7,1005,0,0,0,1005,604,604,0,987,401,18
Kyle Long,7801,G,CHI,15,100.0,1,6,76.0,85.0,70.3,2,13,629,100.0,100.0,98.8,7,15,0,1004,0,0,0,1004,675,675,1004,0,329,0
Zach Fulton,8828,G,KC,16,100.0,1,16,64.0,70.9,57.5,5,21,570,100.0,100.0,97.2,5,29,3,1003,0,0,0,1003,603,603,1002,0,400,0
James Carpenter,6177,G,SEA,16,100.0,1,29,62.0,71.2,60.0,6,14,521,100.0,100.0,97.9,9,21,1,999,0,998,0,999,543,543,0,0,456,0
Brandon Brooks,7078,G,HST,15,100.0,0,13,85.3,83.1,82.3,2,16,479,100.0,100.0,98.1,5,18,0,989,0,0,0,989,517,517,989,0,472,0
Scott Wells,1965,C,SL,16,99.9,0,26,55.1,55.7,59.4,3,23,549,100.0,100.0,97.4,6,27,1,987,988,0,0,988,590,590,0,0,397,0
Luke Joeckel,7784,T,JAX,16,100.0,1,15,66.8,63.1,63.9,7,29,616,100.0,100.0,95.8,5,44,8,985,0,0,982,985,655,655,0,0,330,1
John Sullivan,4501,C,MIN,16,100.0,1,18,70.0,78.3,65.2,6,12,579,100.0,100.0,98.1,3,20,2,983,983,0,0,983,616,616,0,0,367,0
Justin Blalock,3655,G,ATL,15,100.0,2,2,71.7,79.6,64.6,6,20,614,100.0,100.0,97.4,5,29,3,983,0,983,0,983,648,648,0,0,335,0
Nick Mangold,2974,C,NYJ,15,100.0,1,22,84.6,86.4,81.3,2,4,536,100.0,100.0,99.3,2,7,1,982,982,0,0,982,563,563,0,0,419,0
Demar Dotson,5410,T,TB,16,100.0,1,30,73.5,79.9,67.2,2,20,591,100.0,100.0,97.1,15,28,6,982,0,0,171,982,638,638,0,811,344,0
Andy Levitre,4974,G,TEN,16,100.0,1,31,71.1,71.6,72.6,1,21,590,100.0,100.0,97.1,9,28,6,974,0,974,0,974,626,626,0,0,348,0
Rick Wagner,7950,T,BLT,15,100.0,0,3,80.1,81.7,73.1,1,20,508,100.0,100.0,97.5,2,23,2,974,0,0,0,974,552,552,0,974,422,0
Chance Warmack,7791,G,TEN,16,100.0,0,31,81.0,77.6,80.9,2,25,589,100.0,100.0,97.4,8,29,2,973,0,0,0,973,625,625,973,0,348,0
