player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Tony Jones,9714,T,DEN,1,100.0,0,10,70.2,75.2,65.1,1,1,29,100.0,100.0,96.6,0,2,0,67,0,0,67,67,30,30,0,0,37,0
Harry Swayne,11630,T,DEN,1,100.0,0,10,59.3,60.3,56.7,0,0,29,100.0,100.0,100.0,0,0,0,67,0,0,0,67,30,30,0,67,37,0
Tom Nalen,95,C,DEN,1,100.0,0,10,69.3,85.0,64.8,0,0,29,100.0,100.0,100.0,0,0,0,67,67,0,0,67,30,30,0,0,37,0
Dan Neil,11622,G,DEN,1,100.0,0,10,76.8,60.0,76.1,0,2,29,100.0,100.0,96.6,1,2,0,67,0,0,0,67,30,30,67,0,37,0
Mark Schlereth,11619,G,DEN,1,100.0,0,10,67.0,80.8,61.5,1,0,29,100.0,100.0,98.3,0,1,0,67,0,67,0,67,30,30,0,0,37,0
Bob Whitfield,22,T,ATL,1,100.0,0,2,79.9,85.9,71.0,0,1,40,100.0,100.0,98.7,0,1,0,62,0,0,62,62,42,42,0,0,20,0
Ephraim Salaam,412,T,ATL,1,100.0,0,2,58.7,60.7,53.5,1,3,40,100.0,100.0,95.0,0,4,0,62,0,0,0,62,42,42,0,62,20,0
Gene Williams,11620,G,ATL,1,100.0,0,2,64.4,55.0,66.1,1,3,40,100.0,100.0,95.0,0,4,0,62,0,0,0,62,42,42,62,0,20,0
Calvin Collins,11623,G,ATL,1,100.0,0,2,65.3,74.1,59.4,1,0,40,100.0,100.0,98.7,0,1,0,62,0,62,0,62,42,42,0,0,20,0
Ed McCaffrey,11727,WR,DEN,1,54.5,0,10,81.3,,72.3,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,66,0,30,0,0,36,0
