player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Jeff Saturday,431,C,IND,20,100.0,0,14,90.3,90.3,85.5,1,12,733,100.0,100.0,98.8,1,15,2,1357,1357,0,0,1357,768,768,0,0,589,0
Jake Scott,1862,G,IND,20,100.0,0,14,76.6,85.7,71.7,4,17,733,100.0,100.0,98.4,9,22,1,1357,0,0,0,1357,768,768,1353,4,589,0
Tarik Glenn,239,T,IND,20,100.0,1,14,74.7,81.1,68.8,7,38,732,100.0,100.0,96.7,13,47,2,1354,0,0,1354,1354,767,767,0,0,587,0
Logan Mankins,2249,G,NE,19,100.0,0,19,86.8,91.3,79.7,3,16,691,100.0,100.0,98.5,9,20,1,1303,0,1302,1,1303,726,726,0,0,577,0
Dan Koppen,1471,C,NE,19,100.0,0,19,72.1,83.2,64.3,4,17,689,100.0,100.0,98.5,1,21,0,1300,1300,0,0,1300,724,724,0,0,576,0
Matt Light,818,T,NE,19,100.0,0,19,82.3,79.1,80.6,11,34,683,100.0,100.0,96.0,7,50,5,1291,0,0,1290,1291,718,718,0,0,573,1
Roberto Garza,856,G,CHI,19,100.0,1,6,65.4,69.0,64.1,4,23,634,100.0,100.0,97.4,6,30,3,1288,11,0,0,1288,665,665,1277,0,623,0
Olin Kreutz,369,C,CHI,19,100.0,1,6,71.1,82.1,68.2,1,12,632,100.0,100.0,98.7,8,15,2,1277,1277,0,0,1277,663,663,0,0,614,0
Fred Miller,200,T,CHI,19,100.0,1,6,59.6,64.5,59.0,4,34,629,100.0,100.0,96.3,9,42,4,1261,0,0,0,1261,659,659,0,1260,602,1
Jahri Evans,3053,G,NO,18,100.0,1,20,86.5,81.9,83.8,4,15,695,100.0,100.0,98.5,6,20,1,1240,0,0,0,1240,723,723,1240,0,517,0
Jamar Nesbit,564,G,NO,18,100.0,0,20,78.3,83.1,72.3,1,20,681,100.0,100.0,98.3,3,22,1,1219,0,1219,0,1219,708,708,0,0,511,0
Walter Jones,232,T,SEA,18,100.0,1,29,83.3,88.6,72.9,5,12,650,100.0,100.0,97.9,7,22,5,1217,0,0,1217,1217,683,683,0,0,534,0
Jeff Faine,1337,C,NO,18,100.0,1,20,75.7,84.0,71.2,2,13,676,100.0,100.0,98.9,3,15,0,1213,1213,0,0,1213,703,703,0,0,510,0
Jon Stinchcomb,1353,T,NO,18,100.0,1,20,65.4,67.5,61.2,4,35,676,100.0,100.0,95.9,5,47,8,1211,0,0,0,1211,703,703,0,1211,508,0
Ryan Diem,867,T,IND,19,100.0,0,14,75.7,78.0,70.5,5,28,669,100.0,100.0,97.4,6,34,1,1197,0,0,0,1197,699,699,0,1197,498,0
Ruben Brown,120,G,CHI,19,100.0,1,6,66.9,72.3,63.4,3,22,598,100.0,100.0,97.4,6,28,3,1185,0,1185,0,1185,626,626,0,0,559,0
Jammal Brown,2230,T,NO,17,100.0,1,20,78.4,86.8,67.1,4,14,636,100.0,100.0,98.1,9,21,3,1136,0,0,1136,1136,662,662,0,0,474,0
Jamaal Jackson,1635,C,PHI,18,100.0,0,24,75.1,77.9,74.3,6,20,671,100.0,100.0,97.6,6,29,3,1129,1075,54,0,1129,697,697,0,0,432,0
Todd Herremans,2343,G,PHI,18,100.0,1,24,78.9,71.8,78.5,7,31,670,100.0,100.0,96.9,3,40,2,1127,0,1073,54,1127,696,696,0,0,431,0
Marco Rivera,207,G,DAL,17,100.0,1,9,76.1,73.6,74.8,2,21,594,100.0,100.0,97.6,8,26,3,1122,0,0,0,1122,642,642,1122,0,480,0
Kyle Kosier,1208,G,DAL,17,100.0,0,9,80.0,77.0,78.7,5,19,594,100.0,100.0,97.3,6,28,4,1122,0,1122,0,1122,642,642,0,0,480,0
D'Brickashaw Ferguson,2949,T,NYJ,17,100.0,1,22,66.0,76.5,50.5,8,24,586,99.8,99.8,95.9,3,40,8,1120,0,0,1118,1120,626,627,0,0,494,1
Anthony Clement,352,T,NYJ,17,100.0,2,22,67.6,74.8,56.9,2,21,586,99.8,99.8,96.7,4,31,8,1120,0,0,0,1120,626,627,0,1117,494,2
Nick Mangold,2974,C,NYJ,17,100.0,0,22,82.6,94.0,74.9,1,3,586,99.8,99.8,99.7,3,4,0,1119,1119,0,0,1119,626,627,0,0,493,0
Brandon Moore,1284,G,NYJ,17,100.0,0,22,68.9,82.2,64.7,1,14,585,99.8,99.8,98.5,9,16,1,1116,0,0,0,1116,625,626,1116,0,491,0
Flozell Adams,354,T,DAL,17,100.0,0,9,78.8,84.8,71.0,6,21,593,100.0,100.0,96.9,7,32,5,1116,0,0,1115,1116,641,641,0,0,475,1
David Diehl,1468,G,NYG,17,100.0,0,21,65.5,66.8,67.8,2,31,579,100.0,100.0,96.3,8,38,5,1113,0,970,114,1113,613,613,0,29,500,0
Scott Wells,1965,C,GB,16,100.0,0,12,82.0,90.4,81.0,2,7,656,100.0,100.0,99.3,5,9,0,1113,1113,0,0,1113,686,686,0,0,427,0
Marc Colombo,1036,T,DAL,17,100.0,0,9,67.8,71.1,61.8,2,28,588,100.0,100.0,96.9,6,33,3,1112,0,0,0,1112,636,636,0,1112,476,0
John Tait,448,T,CHI,17,100.0,0,6,66.9,74.0,58.8,6,25,536,100.0,100.0,96.4,5,35,4,1111,0,0,1110,1111,563,563,0,0,548,1
Tony Pashos,1478,T,BLT,17,100.0,3,3,68.6,76.8,61.7,5,16,588,100.0,100.0,97.9,8,23,2,1106,0,0,0,1106,622,622,0,1106,484,0
Shawn Andrews,1737,G,PHI,18,100.0,1,24,93.4,90.3,91.9,3,16,656,100.0,100.0,98.6,5,19,0,1105,0,0,0,1105,680,680,1051,54,425,0
Chris Gray,52,G,SEA,17,100.0,1,29,69.0,66.4,69.7,3,29,608,100.0,100.0,96.7,6,36,4,1104,0,0,0,1104,639,639,1104,0,465,0
Mike Goff,375,G,SD,17,100.0,0,27,87.7,84.4,82.2,1,15,540,100.0,100.0,98.5,2,16,0,1102,0,0,0,1102,558,558,1102,0,544,0
