player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Orlando Pace,229,T,SL,1,100.0,0,26,74.5,85.1,59.2,0,1,47,100.0,100.0,98.9,0,1,0,73,0,0,68,73,51,51,0,0,22,5
Andy McCollum,107,C,SL,1,100.0,0,26,70.2,70.7,69.5,0,1,47,100.0,100.0,98.9,0,1,0,73,73,0,0,73,51,51,0,0,22,0
Tom Nutten,143,G,SL,1,100.0,0,26,72.7,77.9,67.3,0,1,47,100.0,100.0,98.9,0,1,0,73,0,73,0,73,51,51,0,0,22,0
Adam Timmerman,144,G,SL,1,100.0,0,26,67.3,69.5,63.4,0,0,47,100.0,100.0,97.9,0,1,1,73,0,0,0,73,51,51,73,0,22,0
Mike Compton,43,G,NE,1,100.0,0,19,69.9,67.8,68.3,0,0,28,100.0,100.0,100.0,1,0,0,56,13,43,0,56,32,32,0,0,24,0
Joe Andruzzi,296,G,NE,1,100.0,0,19,76.6,74.5,73.1,0,0,28,100.0,100.0,96.4,0,1,1,56,0,0,0,56,32,32,56,0,24,0
Greg Randall,665,T,NE,1,100.0,0,19,51.1,42.6,54.4,1,3,28,100.0,100.0,89.3,0,5,1,56,0,0,0,56,32,32,0,56,24,0
Damien Woody,451,C,NE,1,100.0,0,19,69.7,88.1,63.6,0,0,28,100.0,100.0,100.0,0,0,0,56,43,13,0,56,32,32,0,0,24,0
Ryan Tucker,273,T,SL,1,100.0,0,26,71.1,65.6,74.7,1,3,33,100.0,100.0,93.9,0,4,0,52,0,0,0,52,36,36,0,52,16,0
Grant Williams,228,T,NE,1,100.0,0,19,61.2,49.1,67.3,1,0,19,100.0,100.0,92.1,0,2,1,33,0,0,33,33,21,21,0,0,12,0
Jermaine Wiggins,576,TE,NE,1,59.2,0,19,47.2,74.8,58.0,0,0,4,18.2,20.0,100.0,0,0,0,29,0,0,0,49,5,25,0,0,24,34
Ernie Conwell,180,TE,SL,1,60.0,0,26,64.9,59.2,79.8,0,0,11,40.7,41.9,100.0,2,0,0,27,0,0,5,45,13,31,0,0,14,33
Tom Brady,698,QB,NE,1,44.6,0,19,52.2,60.9,60.0,0,0,1,3.6,3.1,100.0,0,0,0,25,0,0,0,56,1,32,0,0,24,0
Troy Brown,56,WR,NE,1,42.9,0,19,81.9,,74.1,0,0,0,0.0,0.0,,0,0,0,24,0,0,0,56,0,32,0,0,24,0
Matt Light,818,T,NE,1,100.0,0,19,57.1,45.5,59.6,0,2,9,100.0,100.0,88.9,0,2,0,23,0,0,23,23,11,11,0,0,12,0
Rod Jones,11629,T,SL,1,100.0,0,26,71.6,29.8,93.7,1,1,14,100.0,100.0,92.9,0,2,0,21,0,0,0,21,15,15,0,21,6,0
James Hodgins,554,FB,SL,1,77.8,0,26,79.1,83.6,73.9,0,0,8,61.5,64.3,100.0,0,0,0,21,0,0,0,27,9,14,0,0,12,1
Isaac Bruce,80,WR,SL,1,29.2,0,26,65.5,,54.7,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,72,0,51,0,0,21,0
Kurt Warner,112,QB,SL,1,26.0,0,26,66.6,,60.0,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,73,0,51,0,0,19,0
Rod Rutledge,11719,TE,NE,1,94.7,0,19,79.7,75.5,72.6,0,0,3,75.0,83.3,100.0,0,0,0,18,0,0,0,19,5,6,0,0,13,19
Torry Holt,441,WR,SL,1,26.5,0,26,55.4,,53.8,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,68,0,50,0,0,18,0
Marc Edwards,253,FB,NE,1,54.8,0,19,72.7,,78.7,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,31,0,12,0,0,17,8
David Patten,221,WR,NE,1,30.2,0,19,67.1,,60.9,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,43,0,29,0,0,13,0
Ricky Proehl,11,WR,SL,1,30.0,0,26,79.8,65.8,54.1,0,0,1,4.5,4.5,100.0,0,0,0,9,0,0,0,30,1,22,0,0,8,2
Marshall Faulk,70,HB,SL,1,12.3,0,26,59.3,80.8,59.6,0,0,4,8.5,7.8,100.0,0,0,0,9,0,0,0,73,4,51,0,0,5,0
Az-Zahir Hakim,383,WR,SL,1,24.2,0,26,90.0,,79.4,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,33,0,24,0,0,8,0
Antowain Smith,241,HB,NE,1,18.8,0,19,84.5,76.4,60.0,0,0,3,27.3,27.3,100.0,0,0,0,6,0,0,0,32,3,11,0,0,3,0
Jeff Robinson,50,TE,SL,1,28.6,0,26,60.0,,59.3,0,0,0,0.0,0.0,,1,0,0,4,0,0,0,14,0,10,0,0,4,9
J.R. Redmond,636,HB,NE,1,17.6,0,19,65.5,78.3,,0,0,3,23.1,18.8,100.0,0,0,0,3,0,0,0,17,3,16,0,0,0,0
Charles Johnson,11734,WR,NE,1,9.1,0,19,53.5,,80.9,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,22,0,20,0,0,2,0
Brandon Manumaleuna,876,TE,SL,1,100.0,0,26,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,1
