player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Casey Wiegmann,227,C,DEN,16,100.0,1,10,65.9,78.0,62.7,1,14,602,100.0,100.0,98.6,6,16,1,1071,1071,0,0,1071,631,631,0,0,440,0
Jeff Backus,788,T,DET,16,100.0,0,11,85.6,80.3,84.9,6,25,652,100.0,100.0,96.4,5,39,8,1071,0,0,1071,1071,689,689,0,0,382,0
Dominic Raiola,820,C,DET,16,100.0,0,11,78.3,82.7,77.3,6,9,652,100.0,100.0,98.5,5,17,2,1071,1071,0,0,1071,689,689,0,0,382,0
Winston Justice,2984,T,PHI,17,99.9,0,24,75.7,75.5,71.6,4,22,652,99.8,99.9,97.1,6,32,6,1069,0,0,0,1070,691,692,0,1068,378,2
Eric Winston,3011,T,HST,16,100.0,0,13,80.0,73.4,80.4,7,19,632,100.0,100.0,97.2,3,31,5,1064,0,0,0,1064,653,653,0,1064,411,0
Chris Myers,2417,C,HST,16,100.0,0,13,87.0,82.1,85.3,4,13,632,100.0,100.0,98.5,1,18,1,1063,1063,0,0,1063,653,653,0,0,410,0
Willie Colon,3076,T,PIT,16,100.0,2,25,83.9,82.1,81.6,4,6,596,100.0,100.0,98.2,9,16,6,1062,0,0,0,1062,635,635,0,1062,427,0
Justin Hartwig,1170,C,PIT,16,100.0,0,25,59.3,56.4,57.9,4,15,596,100.0,100.0,97.2,3,26,7,1062,1062,0,0,1062,635,635,0,0,427,0
Shaun O'Hara,758,C,NYG,16,100.0,1,21,84.2,83.9,81.0,4,10,582,100.0,100.0,98.6,5,15,1,1061,1061,0,0,1061,619,619,0,0,442,0
Max Starks,1796,T,PIT,16,100.0,1,25,78.1,74.0,74.5,8,16,595,100.0,100.0,96.6,7,32,8,1060,0,0,1060,1060,634,634,0,0,426,0
Trai Essex,2310,G,PIT,16,100.0,0,25,63.9,62.3,64.4,7,27,594,100.0,100.0,97.0,4,35,1,1058,0,0,2,1058,633,633,1056,0,425,0
Todd McClure,536,C,ATL,16,100.0,0,2,77.0,84.9,72.5,6,7,584,100.0,100.0,98.7,3,14,1,1058,1058,0,0,1058,626,626,0,0,432,0
Keydrick Vincent,998,G,CAR,16,100.0,2,5,73.5,64.7,72.4,5,19,502,100.0,100.0,96.8,5,28,4,1052,0,0,0,1052,530,530,1052,0,522,0
Travelle Wharton,1815,G,CAR,16,100.0,0,5,77.5,69.6,75.7,2,19,502,100.0,100.0,96.5,3,28,7,1052,0,556,496,1052,530,530,0,0,522,0
Ryan Kalil,3675,C,CAR,16,100.0,1,5,86.3,85.4,84.6,2,6,502,100.0,100.0,98.8,4,10,2,1052,1052,0,0,1052,530,530,0,0,522,0
Scott Wells,1965,C,GB,16,100.0,0,12,76.8,82.2,74.6,2,10,626,100.0,100.0,98.7,5,14,2,1049,1049,0,0,1049,669,669,0,0,380,0
David Diehl,1468,T,NYG,16,100.0,1,21,67.5,70.6,65.0,12,25,576,100.0,100.0,95.6,6,44,7,1038,0,0,1036,1038,613,613,0,0,425,2
Duane Brown,4340,T,HST,16,100.0,1,13,73.3,66.5,79.9,11,36,615,100.0,100.0,95.0,8,54,7,1035,0,0,1035,1035,635,635,0,0,400,0
Chris Snee,1755,G,NYG,16,100.0,0,21,90.2,76.8,90.5,3,12,567,100.0,100.0,98.0,3,19,4,1031,0,0,0,1031,604,604,1031,0,427,0
Brad Meester,627,C,JAX,16,100.0,1,15,63.3,71.8,57.4,9,14,590,100.0,100.0,97.9,3,24,1,1030,1030,0,0,1030,616,616,0,0,414,0
Vince Manuwai,1387,G,JAX,16,100.0,1,15,72.1,66.2,74.0,11,11,583,100.0,100.0,97.3,3,27,5,1030,0,1030,0,1030,609,609,0,0,421,0
Jake Scott,1862,G,TEN,16,100.0,0,31,82.6,70.1,85.7,5,20,522,100.0,100.0,97.2,5,27,2,1017,0,0,0,1017,540,540,1017,0,477,0
Michael Roos,2258,T,TEN,16,100.0,0,31,77.5,75.8,76.5,6,23,522,100.0,100.0,96.5,6,33,4,1017,0,0,1017,1017,540,540,0,0,477,0
Kevin Mawae,81,C,TEN,16,100.0,0,31,63.7,81.2,58.7,0,13,522,100.0,100.0,98.6,2,14,1,1017,1017,0,0,1017,540,540,0,0,477,0
Chris Kuper,3106,G,DEN,15,100.0,0,10,73.9,75.1,70.7,3,15,570,100.0,100.0,97.7,4,22,4,1017,0,0,0,1017,597,597,1017,0,420,0
Rudy Niswanger,3442,C,KC,16,100.0,2,16,62.0,74.4,56.6,3,11,576,100.0,99.8,98.6,5,15,1,1010,1010,0,0,1010,619,620,0,0,391,0
Nick Cole,3567,G,PHI,17,100.0,0,24,69.3,80.0,66.4,3,12,619,100.0,100.0,98.5,3,17,2,1007,167,438,0,1007,656,656,402,0,351,0
Olin Kreutz,369,C,CHI,16,100.0,0,6,73.2,88.3,69.8,1,6,611,100.0,100.0,99.1,6,9,2,1003,1003,0,0,1003,644,644,0,0,359,0
Chris Williams,4328,T,CHI,16,100.0,0,6,70.5,65.1,79.2,9,34,611,100.0,100.0,95.3,9,50,7,1003,0,0,315,1003,644,644,0,688,359,0
Roberto Garza,856,G,CHI,16,100.0,0,6,75.5,81.2,72.2,2,15,611,100.0,100.0,98.4,3,18,1,1003,0,0,0,1003,644,644,1003,0,359,0
Kris Dielman,1599,G,SD,17,100.0,0,27,75.1,68.1,76.4,9,11,564,100.0,100.0,97.5,4,24,4,1002,0,1002,0,1002,592,592,0,0,410,0
Davin Joseph,2968,G,TB,16,100.0,0,30,67.8,72.0,60.8,6,16,594,100.0,100.0,97.3,4,27,5,996,0,0,0,996,629,629,996,0,367,0
Casey Rabach,852,C,WAS,16,100.0,1,32,75.1,77.2,73.7,4,12,602,100.0,100.0,98.5,6,17,1,996,996,0,0,996,627,627,0,0,369,0
Derrick Dockery,1396,G,WAS,16,100.0,0,32,77.9,80.6,74.2,4,11,602,100.0,100.0,98.4,4,17,2,996,0,996,0,996,627,627,0,0,369,0
Alex Mack,4944,C,CLV,16,100.0,0,8,83.7,81.2,82.8,2,10,477,100.0,100.0,98.5,1,13,1,991,991,0,0,991,494,494,0,0,497,0
Joe Thomas,3619,T,CLV,16,99.9,1,8,92.9,89.3,92.1,5,7,476,99.8,99.8,98.1,7,15,3,990,0,0,983,991,493,494,0,0,497,8
Marcus McNeill,2995,T,SD,17,99.9,0,27,72.7,77.6,63.1,8,23,563,99.8,99.8,96.2,6,37,6,989,0,0,975,990,591,592,0,11,398,4
Jeremy Zuttah,4397,G,TB,16,100.0,0,30,67.2,62.4,69.0,7,25,589,100.0,100.0,96.9,6,34,2,989,0,980,9,989,623,623,0,0,366,0
Eric Steinbach,1349,G,CLV,16,99.7,0,8,62.9,61.6,63.3,7,20,474,99.4,99.4,96.9,3,28,1,988,0,987,0,991,491,494,0,0,497,4
Donald Penn,3459,T,TB,16,100.0,2,30,73.9,70.6,71.9,9,32,587,100.0,100.0,95.7,10,46,5,987,0,0,987,987,622,622,0,0,365,0
Cooper Carlisle,658,G,OAK,16,100.0,0,23,80.4,68.4,82.1,5,15,552,100.0,100.0,97.5,4,24,4,987,0,0,0,987,591,591,987,0,396,0
Alex Barron,2236,T,SL,16,99.4,3,26,67.5,66.8,67.3,15,24,573,99.0,99.0,95.5,14,45,6,986,0,0,979,992,603,609,0,0,383,13
Mario Henderson,3707,T,OAK,16,100.0,2,23,63.8,60.2,62.8,17,38,550,100.0,100.0,93.5,5,63,8,983,0,0,983,983,589,589,0,0,394,0
Jeremy Trueblood,3004,T,TB,16,100.0,1,30,63.4,63.3,72.6,9,35,581,100.0,100.0,94.8,12,52,8,981,0,0,0,981,615,615,0,981,366,0
Brian Waters,575,G,KC,15,100.0,0,16,73.9,75.9,72.3,9,10,558,100.0,99.8,98.1,8,20,1,981,0,981,0,981,600,601,0,0,381,0
Jason Brown,2341,C,SL,16,100.0,1,26,66.9,90.8,62.1,1,5,562,100.0,100.0,99.3,4,7,1,980,980,0,0,980,590,590,0,0,390,0
Charlie Johnson,3144,T,IND,15,100.0,0,14,71.1,69.5,69.0,9,35,597,100.0,100.0,95.8,1,47,3,971,0,0,970,971,625,625,0,0,346,1
Eric Heitmann,1201,C,SF,16,100.0,0,28,77.0,80.5,72.1,1,10,584,100.0,100.0,98.7,2,13,2,971,971,0,0,971,612,612,0,0,359,0
Kasey Studdard,3799,G,HST,15,100.0,0,13,73.5,64.1,73.2,7,20,566,100.0,100.0,96.9,1,31,4,968,0,968,0,968,585,585,0,0,383,0
David Stewart,2330,T,TEN,15,100.0,1,31,82.3,77.6,83.7,3,18,500,100.0,100.0,97.7,5,22,1,962,0,0,0,962,518,518,0,962,444,0
Eugene Amano,1953,G,TEN,15,100.0,1,31,80.6,67.4,78.3,6,22,482,100.0,100.0,97.1,6,28,0,948,0,948,0,948,500,500,0,0,448,0
Geoff Hangartner,2386,C,BUF,16,100.0,0,4,67.6,58.1,69.9,2,16,514,100.0,100.0,97.7,4,21,3,947,947,0,0,947,535,535,0,0,412,0
Stephon Heyer,3961,T,WAS,16,100.0,1,32,63.5,58.1,68.5,10,34,566,100.0,100.0,94.7,9,52,8,947,0,0,189,947,590,590,0,758,357,0
Gosder Cherilus,4331,T,DET,15,100.0,1,11,72.3,66.0,76.2,7,24,572,100.0,100.0,95.7,6,40,9,945,0,0,0,945,604,604,0,945,341,0
Chilo Rachal,4353,G,SF,16,100.0,0,28,77.7,76.4,73.8,6,9,562,100.0,100.0,98.0,2,19,4,937,0,0,0,937,587,587,937,0,350,0
Nick Kaczur,2317,T,NE,15,99.9,0,19,77.4,67.4,80.3,10,19,536,99.8,99.8,96.5,0,33,4,935,0,0,0,936,567,568,0,928,368,8
Kyle DeVan,4608,G,IND,17,100.0,0,14,74.1,66.4,75.5,5,20,572,100.0,100.0,97.6,3,26,1,935,0,0,1,935,602,602,934,0,333,0
Andy Levitre,4974,G,BUF,16,100.0,0,4,65.2,75.9,59.4,9,11,510,100.0,100.0,97.8,5,21,1,933,0,871,62,933,531,531,0,0,402,0
Eben Britton,4962,T,JAX,15,99.8,0,15,72.6,62.3,79.4,8,39,534,99.6,99.6,94.5,1,53,6,929,0,0,0,931,557,559,0,929,372,2
David Baas,2250,G,SF,16,100.0,0,28,72.8,71.9,69.6,4,13,546,100.0,100.0,97.7,3,21,4,921,0,921,0,921,573,573,0,0,348,0
Uche Nwaneri,3765,G,JAX,15,99.9,0,15,71.8,76.4,64.8,4,15,520,99.8,99.8,98.0,0,20,1,921,13,13,0,922,545,546,894,0,376,1
Adam Goldberg,1612,T,SL,16,99.9,0,26,76.1,68.6,82.6,8,18,528,99.8,99.8,96.0,6,34,8,916,0,38,3,917,554,555,197,678,362,1
Donald Thomas,4509,G,MIA,16,100.0,0,17,73.1,68.0,72.9,8,10,460,100.0,100.0,97.0,3,23,5,914,0,0,0,914,485,485,914,0,429,0
Jamaal Jackson,1635,C,PHI,15,100.0,0,24,82.5,82.6,79.6,0,8,535,100.0,100.0,98.9,1,10,2,904,904,0,0,904,567,567,0,0,337,0
Louis Vasquez,5001,G,SD,15,100.0,1,27,78.5,67.3,77.5,1,19,488,100.0,100.0,97.1,1,24,4,893,0,0,0,893,510,510,893,0,383,0
Branden Albert,4329,T,KC,14,100.0,1,16,69.2,73.5,71.8,9,16,512,100.0,99.8,96.2,12,32,7,893,0,0,893,893,548,549,0,0,345,0
Justin Smiley,1767,G,MIA,15,100.0,0,17,77.0,77.3,72.5,5,8,465,100.0,100.0,98.0,1,16,3,885,0,885,0,885,487,487,0,0,398,0
Eugene Monroe,4931,T,JAX,15,100.0,1,15,70.5,61.8,73.9,8,27,491,100.0,100.0,94.6,4,44,9,878,0,0,876,878,511,511,0,0,367,2
Jason Peters,2148,T,PHI,16,99.9,1,24,72.4,80.1,68.8,5,14,519,99.8,99.8,96.8,12,26,7,877,0,0,876,878,550,551,0,0,327,2
Rob Sims,3073,G,SEA,14,100.0,1,29,83.4,83.4,77.2,1,10,543,100.0,100.0,98.8,2,12,1,877,0,877,0,877,563,563,0,0,314,0
Stephen Neal,972,G,NE,13,100.0,0,19,91.3,80.3,91.8,1,9,505,100.0,100.0,98.6,6,12,2,859,0,0,0,859,537,537,859,0,322,0
Rich Seubert,986,G,NYG,14,100.0,0,21,81.1,75.8,80.4,1,16,463,100.0,100.0,97.7,5,19,2,852,0,852,0,852,495,495,0,0,357,0
Chris Spencer,2243,C,SEA,14,100.0,0,29,73.8,82.2,70.8,1,7,532,100.0,100.0,98.9,4,10,2,851,732,0,0,851,553,553,119,0,298,0
Jeff Otah,4333,T,CAR,13,100.0,0,5,74.7,68.3,81.3,4,18,416,100.0,100.0,96.2,7,27,5,840,0,0,0,840,439,439,0,840,401,0
Scott Mruczkowski,2459,C,SD,14,100.0,1,27,81.9,84.6,79.1,1,9,461,100.0,100.0,98.7,3,11,1,838,828,0,0,838,483,483,10,0,355,0
Sam Baker,4335,T,ATL,14,99.8,0,2,72.0,68.6,71.4,3,28,456,99.6,99.6,95.5,5,36,5,833,0,0,822,835,486,488,3,1,347,9
Jacob Bell,1859,G,SL,13,100.0,1,26,75.2,76.2,70.8,3,11,474,100.0,100.0,98.1,4,16,2,822,0,822,0,822,501,501,0,0,321,0
Adam Snyder,2311,T,SF,16,100.0,1,28,69.3,59.4,80.2,8,30,487,100.0,100.0,94.0,4,48,10,819,0,0,1,819,509,509,33,785,310,0
Jared Gaither,4279,T,BLT,13,100.0,1,3,88.3,85.0,86.0,3,6,408,100.0,100.0,97.9,10,13,4,809,0,0,806,809,434,434,0,0,375,3
Ryan O'Callaghan,3081,T,KC,12,100.0,0,16,63.3,60.0,63.9,6,23,472,100.0,99.8,95.2,2,37,8,809,0,0,0,809,507,508,0,807,302,2
John St. Clair,649,T,CLV,14,100.0,0,8,78.5,70.5,82.6,8,12,432,100.0,100.0,96.3,5,26,6,805,0,0,2,805,448,448,0,803,357,0
Chad Clifton,614,T,GB,13,100.0,0,12,72.9,81.1,62.2,4,16,468,100.0,100.0,97.2,9,23,3,776,0,0,776,776,502,502,0,0,274,0
Chris Chester,3001,G,BLT,18,96.5,0,3,67.8,65.3,70.6,1,13,383,93.6,93.5,97.1,3,18,4,768,23,0,2,796,401,429,654,18,367,99
Mike Gandy,834,T,ARZ,12,100.0,0,1,66.9,56.4,76.6,10,27,462,100.0,100.0,94.0,8,46,9,757,0,0,757,757,493,493,0,0,264,0
Todd Herremans,2343,G,PHI,12,100.0,0,24,77.6,66.3,82.7,7,20,446,100.0,100.0,96.5,8,29,2,750,0,621,128,750,478,478,0,1,272,0
Manuel Ramirez,3733,G,DET,13,100.0,1,11,63.9,64.4,64.1,9,20,453,100.0,100.0,96.8,4,29,0,750,0,750,0,750,482,482,0,0,268,0
Matt Light,818,T,NE,12,99.9,0,19,75.4,73.2,70.4,6,17,407,99.8,99.8,96.4,2,26,3,740,0,0,729,741,436,437,0,4,304,8
Samson Satele,3676,C,OAK,15,100.0,1,23,72.6,68.7,72.2,4,11,423,100.0,100.0,97.8,2,17,2,737,729,8,0,737,449,449,0,0,288,0
Cornell Green,551,T,OAK,12,100.0,1,23,69.7,69.3,77.4,6,18,415,100.0,100.0,95.9,13,29,5,737,0,0,0,737,451,451,0,737,286,0
Dennis Roland,3485,T,CIN,17,96.5,2,7,74.9,64.2,86.2,3,12,327,92.9,92.8,95.6,7,22,7,737,0,0,31,764,350,377,0,627,387,105
Chris Kemoeatu,2421,G,PIT,12,100.0,2,25,74.0,70.0,75.1,3,9,419,100.0,100.0,97.6,6,16,4,735,0,735,0,735,440,440,0,0,295,0
Jeff Faine,1337,C,TB,12,100.0,0,30,64.1,60.4,63.5,4,12,416,100.0,100.0,97.8,1,17,1,735,735,0,0,735,438,438,0,0,297,0
Frank Omiyale,2380,G,CHI,13,100.0,0,6,69.1,68.9,73.5,4,12,434,100.0,100.0,97.7,8,18,2,727,0,727,0,727,457,457,0,0,270,0
Kareem McKenzie,840,T,NYG,12,100.0,1,21,85.5,69.7,92.4,1,22,370,100.0,100.0,96.4,3,25,2,706,0,0,0,706,396,396,0,702,310,4
Chris Morris,3159,G,OAK,12,100.0,2,23,52.7,51.2,55.2,10,12,403,100.0,100.0,96.8,8,24,2,706,258,448,0,706,429,429,0,0,277,0
Marshal Yanda,3702,G,BLT,16,99.4,0,3,81.7,72.2,82.9,6,7,348,98.9,98.9,97.3,4,16,3,702,0,0,1,706,370,374,520,161,332,24
Harvey Dahl,2553,G,ATL,11,100.0,2,2,77.6,69.9,78.1,1,10,378,100.0,100.0,97.8,4,14,3,686,0,0,0,686,405,405,686,0,281,0
Richie Incognito,2298,G,BUF,12,100.0,1,4,77.2,75.8,82.4,1,4,370,100.0,100.0,98.5,10,8,3,684,0,0,0,684,390,390,684,0,294,0
Jake Grove,1766,C,MIA,12,100.0,0,17,86.2,86.9,85.1,1,5,334,100.0,100.0,99.1,6,6,0,679,679,0,0,679,354,354,0,0,325,0
Marc Colombo,1036,T,DAL,11,100.0,0,9,71.7,63.3,81.2,6,22,372,100.0,100.0,95.2,6,32,4,672,0,0,0,672,392,392,0,662,280,10
Sebastian Vollmer,4981,T,NE,14,99.4,0,19,91.0,79.4,92.6,1,11,352,99.4,99.0,98.0,4,13,1,664,0,0,407,668,377,381,0,256,287,5
Tyler Polumbus,4581,T,DEN,11,100.0,0,10,72.3,63.5,77.7,4,22,385,100.0,100.0,95.3,0,31,5,656,0,0,0,656,403,403,0,656,253,0
Brandyn Dombrowski,4736,T,SD,14,99.7,0,27,57.9,57.3,66.5,4,25,355,99.7,99.5,95.1,9,32,3,655,0,0,80,657,373,375,165,396,282,16
Orlando Pace,229,T,CHI,11,100.0,0,6,61.4,63.5,57.9,6,36,415,100.0,100.0,94.7,5,43,1,652,0,0,652,652,439,439,0,0,213,0
Wade Smith,1393,G,KC,12,99.7,0,16,67.9,60.3,69.6,1,14,366,99.7,99.5,96.6,2,20,5,640,57,3,117,642,390,392,463,0,250,2
Evan Mathis,2296,G,CIN,14,100.0,0,7,90.6,80.2,90.5,5,3,336,100.0,100.0,98.8,3,8,0,623,0,623,0,623,360,360,0,0,263,0
Sean Locklear,1805,T,SEA,10,100.0,0,29,73.7,74.7,69.2,9,16,370,100.0,100.0,96.4,5,26,1,622,0,0,622,622,384,384,0,0,238,0
Russ Hochstein,890,G,DEN,15,98.6,0,10,74.6,68.5,76.1,3,9,314,97.5,97.3,97.5,2,14,2,620,0,542,0,629,327,336,54,0,293,25
Stephen Peterman,1804,G,DET,9,100.0,0,11,79.3,78.9,77.1,0,5,354,100.0,100.0,98.7,2,7,2,601,0,0,0,601,375,375,601,0,226,0
Todd Heap,801,TE,BLT,18,55.1,0,3,80.6,80.4,79.3,0,1,115,20.2,19.7,98.7,4,2,1,594,0,0,8,1078,119,603,0,49,475,646
Mark Sanchez,4928,QB,NYJ,18,53.4,0,22,54.6,72.6,61.6,0,0,1,0.2,0.4,100.0,9,0,0,592,0,0,0,1109,2,496,0,0,590,0
Doug Free,3738,T,DAL,11,99.3,0,9,75.3,72.0,77.2,3,15,328,98.8,98.9,97.0,4,19,1,590,0,0,57,594,346,350,0,521,244,16
Floyd Womack,875,G,CLV,13,100.0,0,8,68.7,59.1,72.3,2,13,278,100.0,100.0,96.2,1,18,3,588,0,0,0,588,288,288,402,186,300,0
Eric Wood,4951,G,BUF,10,100.0,2,4,65.5,69.4,65.9,2,11,329,100.0,100.0,97.1,7,16,3,586,0,0,0,586,342,342,586,0,244,0
