player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Levi Jones,1018,T,CIN,10,99.8,1,7,67.2,68.7,64.8,7,16,383,99.7,99.8,95.4,4,29,6,610,0,0,601,611,403,404,0,0,207,10
Nick Leckey,1885,C,SL,10,100.0,1,26,72.8,82.0,69.6,1,5,348,100.0,100.0,98.9,5,7,1,599,599,0,0,599,365,365,0,0,234,0
Andrew Whitworth,3000,G,CIN,10,100.0,1,7,69.3,70.1,67.5,2,9,373,100.0,100.0,97.5,2,15,4,594,0,559,35,594,393,393,0,0,201,0
Anthony Fasano,2998,TE,MIA,17,60.0,0,17,82.8,75.0,92.7,1,1,139,26.5,26.5,97.8,3,4,2,594,0,0,52,990,143,539,0,0,451,689
Sean Locklear,1805,T,SEA,12,99.5,0,29,74.4,63.6,81.4,6,24,339,99.1,99.2,94.4,2,34,4,586,0,0,116,589,351,354,0,459,235,14
Kwame Harris,1342,T,OAK,12,100.0,2,23,50.8,57.6,62.9,7,16,312,100.0,100.0,94.1,17,30,7,573,0,0,572,573,329,329,0,0,244,1
Jamey Richard,4550,G,IND,11,100.0,0,14,62.4,59.5,64.3,1,16,340,100.0,100.0,97.5,2,17,0,573,345,193,0,573,358,358,35,0,215,0
Derrick Mason,271,WR,BLT,19,50.9,0,3,89.0,,70.5,0,0,0,0.0,0.0,,3,0,0,571,0,0,0,1122,0,550,0,0,571,1
Geoff Hangartner,2386,G,CAR,16,99.6,0,5,74.0,71.1,71.8,5,2,265,99.3,99.3,97.5,0,10,3,568,287,208,0,570,279,281,68,0,289,7
Heath Miller,2247,TE,PIT,17,54.9,1,25,83.1,68.7,84.7,2,3,93,17.3,17.3,96.2,6,6,1,565,0,0,0,1029,97,561,0,0,468,761
Kevin Boss,3769,TE,NYG,16,60.7,0,21,83.5,61.2,90.9,3,1,74,17.8,19.9,95.9,5,5,1,554,0,0,1,913,89,448,0,0,465,775
Mike Wahle,329,G,SEA,10,100.0,0,29,69.6,57.5,77.1,5,14,301,100.0,100.0,95.8,6,22,3,552,0,552,0,552,315,315,0,0,237,0
Jeff King,3100,TE,CAR,17,68.5,0,5,78.2,54.1,93.8,0,3,71,22.8,23.1,96.5,6,4,1,550,0,0,0,803,76,329,0,0,474,670
Nick Cole,3567,G,PHI,13,100.0,0,24,68.4,76.4,59.5,1,9,307,100.0,100.0,98.4,1,10,0,541,0,22,0,541,319,319,518,0,222,1
Mark Clayton,2239,WR,BLT,19,49.4,1,3,69.8,68.4,69.0,0,0,2,0.4,0.4,100.0,2,0,0,538,0,0,0,1088,2,545,0,0,536,5
Barry Sims,322,T,SF,10,100.0,0,28,69.9,53.5,89.3,5,21,329,100.0,100.0,93.0,4,36,10,531,0,0,0,531,351,351,0,531,180,0
Matt Ryan,4317,QB,ATL,17,47.8,0,2,78.8,,60.5,0,0,0,0.0,0.0,,2,0,0,529,0,0,0,1107,0,544,0,0,529,0
Zach Miller,3654,TE,OAK,16,57.6,0,23,81.3,62.4,81.0,1,5,85,18.5,18.9,96.5,4,6,0,529,0,0,0,919,91,481,0,0,438,783
Adam Terry,2281,T,BLT,15,96.9,0,3,76.1,63.1,83.8,4,9,186,92.5,92.5,94.9,5,16,3,499,0,0,14,515,198,214,5,354,301,140
Eli Manning,1722,QB,NYG,17,45.4,0,21,64.3,,60.0,0,0,0,0.0,0.0,,7,0,0,494,0,0,0,1089,0,578,0,0,494,0
Jake Delhomme,303,QB,CAR,17,48.8,0,5,76.8,,61.3,0,0,0,0.0,0.0,,3,0,0,488,0,0,0,999,0,496,0,0,488,0
Benjamin Watson,1753,TE,NE,14,55.7,0,19,64.7,64.8,89.6,0,2,79,17.7,17.8,97.5,3,3,1,481,0,0,0,863,83,465,0,0,398,577
Chris Cooley,1802,TE,WAS,16,49.5,0,32,81.6,56.5,73.5,0,3,60,11.6,11.2,97.5,4,3,0,477,0,0,0,963,61,547,0,0,416,804
Ben Roethlisberger,1732,QB,PIT,19,41.4,0,25,69.3,,60.1,0,0,0,0.0,0.0,,6,0,0,476,0,0,0,1151,0,656,0,0,476,0
Jim Kleinsasser,469,TE,MIN,17,75.9,0,18,90.4,74.8,93.0,1,1,101,41.2,40.8,98.0,2,3,1,475,0,0,0,626,104,255,0,0,371,579
Stephon Heyer,3961,T,WAS,8,100.0,0,32,70.4,70.2,76.0,0,12,245,100.0,100.0,95.9,6,16,4,472,0,0,282,472,265,265,0,190,207,0
Brett Romberg,1692,C,SL,8,100.0,0,26,77.9,81.0,74.4,2,4,267,100.0,100.0,98.9,0,6,0,470,419,3,0,470,280,280,48,0,190,0
Owen Daniels,3043,TE,HST,16,46.7,0,13,78.8,66.2,74.7,0,3,71,12.2,12.6,96.5,3,4,1,470,0,0,0,1006,77,613,0,0,393,890
Tony Moll,3110,G,GB,9,100.0,0,12,64.4,69.5,68.4,1,13,271,100.0,100.0,96.3,8,17,3,465,0,0,0,465,285,285,186,279,180,0
Justin Peelle,1104,TE,ATL,17,66.8,0,2,77.2,54.8,90.0,1,2,45,17.0,16.6,94.4,4,4,1,465,0,0,2,696,46,277,0,2,419,527
Kerry Collins,115,QB,TEN,17,47.4,0,31,66.3,,60.0,0,0,0,0.0,0.0,,5,0,0,464,0,0,0,978,0,496,0,0,464,0
Daniel Graham,1028,TE,DEN,16,49.9,0,10,68.3,60.7,89.3,1,4,122,22.0,21.6,97.1,3,6,1,463,0,0,0,927,128,592,0,1,335,778
Alge Crumpler,805,TE,TEN,16,62.5,0,31,72.1,68.8,87.9,0,1,32,10.9,11.1,95.3,1,2,1,454,0,0,0,726,34,306,0,0,420,674
Vernon Davis,2951,TE,SF,16,59.6,0,28,65.3,64.1,85.7,1,3,118,29.0,29.6,94.9,7,8,4,451,0,0,12,757,128,433,0,0,323,660
Roddy White,2244,WR,ATL,17,45.8,2,2,88.3,,91.7,0,0,0,0.0,0.0,,8,0,0,449,0,0,0,981,0,530,0,0,449,1
Jason Campbell,2242,QB,WAS,16,41.8,0,32,73.2,76.5,60.0,0,0,3,0.5,0.5,100.0,2,0,0,447,0,0,0,1070,3,607,0,0,444,0
Reggie Kelly,468,TE,CIN,16,56.9,1,7,61.0,63.3,84.5,0,1,80,19.8,20.2,98.1,2,2,1,444,0,0,2,780,85,421,0,0,359,568
Adam Goldberg,1612,T,SL,11,99.6,0,26,61.8,62.4,66.8,5,9,247,99.2,99.2,96.0,5,17,3,444,0,120,185,446,257,259,71,60,187,10
Philip Rivers,1725,QB,SD,18,40.7,0,27,81.2,,60.0,0,0,0,0.0,0.0,,10,0,0,442,0,0,0,1086,0,624,0,0,442,0
Marcedes Lewis,2973,TE,JAX,16,46.5,0,15,63.5,63.6,86.5,1,5,66,12.1,12.1,95.5,8,6,0,438,0,0,0,941,69,572,0,0,369,755
Matt Spaeth,3693,TE,PIT,19,69.9,0,25,65.6,62.9,76.0,2,1,43,18.8,20.6,96.5,0,3,0,438,0,0,0,627,49,238,0,0,389,563
Chad Pennington,596,QB,MIA,17,42.5,0,17,74.4,61.2,66.6,0,0,1,0.2,0.2,100.0,1,0,0,434,0,0,0,1021,1,569,0,0,433,0
Matt Cassel,2447,QB,NE,16,39.5,0,19,62.5,,60.1,0,0,0,0.0,0.0,,1,0,0,428,0,0,0,1083,0,622,0,0,428,0
Brandon Manumaleuna,876,TE,SD,18,67.4,0,27,81.2,29.3,93.3,1,13,95,32.6,32.5,89.5,1,17,3,426,0,0,0,632,99,305,0,6,327,442
Kurt Warner,112,QB,ARZ,20,34.0,0,1,73.3,60.9,60.2,0,0,1,0.1,0.1,100.0,12,0,0,424,0,0,0,1248,1,804,0,0,423,0
Jeremy Zuttah,4397,G,TB,11,99.5,0,30,76.9,75.8,80.2,1,6,230,99.6,99.2,98.5,3,7,0,422,0,115,0,424,246,248,295,0,176,12
Vincent Jackson,2278,WR,SD,18,40.7,0,27,80.9,,89.8,0,0,0,0.0,0.0,,2,0,0,422,0,0,0,1037,0,611,0,0,422,7
Bobby Wade,1448,WR,MIN,17,46.1,0,18,66.5,,88.6,0,0,0,0.0,0.0,,5,0,0,420,0,0,0,912,0,492,0,0,420,8
Wade Smith,1393,G,KC,8,99.8,1,16,88.9,85.5,86.1,0,3,272,99.6,99.6,99.1,1,4,1,420,67,0,0,421,281,282,352,0,139,2
Andy Alleman,3704,G,MIA,11,100.0,0,17,61.9,72.1,60.8,3,4,219,100.0,100.0,97.5,3,9,2,418,0,342,0,418,226,226,73,0,192,3
Larry Fitzgerald,1724,WR,ARZ,20,33.4,0,1,87.7,68.4,79.3,0,0,2,0.3,0.2,100.0,1,0,0,417,0,0,0,1248,2,833,0,0,415,13
Bo Scaife,2396,TE,TEN,17,50.1,1,31,73.8,60.9,81.5,1,1,31,7.4,7.4,96.8,5,2,0,414,0,0,0,826,33,445,0,0,381,561
Antonio Gates,1609,TE,SD,18,42.8,0,27,74.6,78.4,72.2,0,0,15,2.8,2.8,100.0,2,0,0,412,0,0,0,963,16,567,0,2,396,539
Dallas Clark,1340,TE,IND,16,44.9,0,14,81.3,72.6,79.3,0,3,62,11.4,11.5,97.6,1,3,0,410,0,0,0,913,65,567,0,0,345,592
Donovan McNabb,438,QB,PHI,19,34.2,0,24,74.0,,60.5,0,0,0,0.0,0.0,,8,0,0,409,0,0,0,1195,0,767,0,0,409,0
Jason Witten,1384,TE,DAL,16,45.4,1,9,90.8,70.5,88.4,0,0,49,9.4,9.1,98.0,7,1,1,408,0,0,0,899,49,540,0,0,359,685
Jeremy Bridges,1488,T,CAR,10,100.0,0,5,73.8,80.2,67.5,4,2,183,100.0,100.0,98.4,1,6,0,407,0,0,0,407,190,190,121,286,217,0
Santana Moss,786,WR,WAS,16,42.3,1,32,73.2,,84.0,0,0,0,0.0,0.0,,4,0,0,407,0,0,0,963,0,555,0,0,407,0
Chilo Rachal,4353,G,SF,8,100.0,0,28,74.5,69.6,68.6,3,7,238,100.0,100.0,97.5,0,11,1,406,0,0,0,406,251,251,402,0,155,4
Steve Smith,837,WR,CAR,15,48.5,0,5,91.3,65.7,76.5,0,0,1,0.2,0.2,100.0,3,0,0,400,0,0,0,824,1,420,0,0,399,0
Donald Lee,1465,TE,GB,16,50.5,0,12,60.3,72.5,72.5,0,0,53,12.6,13.1,100.0,1,0,0,398,0,0,0,788,59,450,0,0,339,529
JaMarcus Russell,3617,QB,OAK,15,47.7,0,23,53.2,80.0,61.1,0,0,2,0.5,0.7,100.0,4,0,0,398,0,0,0,834,3,433,0,0,395,0
Muhsin Muhammad,173,WR,CAR,17,46.2,1,5,79.8,66.1,95.3,0,0,1,0.2,0.2,100.0,4,0,0,397,0,0,0,860,1,464,0,0,396,2
Visanthe Shiancoe,1406,TE,MIN,17,50.1,0,18,83.2,69.6,84.6,0,0,26,6.6,6.8,100.0,1,0,0,396,0,0,0,791,29,424,0,0,367,666
Brett Favre,14,QB,NYJ,16,39.2,0,22,62.4,,60.9,0,0,0,0.0,0.0,,5,0,0,394,0,0,0,1004,0,599,0,0,394,0
Aaron Rodgers,2241,QB,GB,16,37.6,0,12,79.1,,60.0,0,0,0,0.0,0.0,,6,0,0,391,0,0,0,1039,0,627,0,0,391,0
Desmond Clark,529,TE,CHI,16,49.4,0,6,70.8,72.5,86.6,0,0,40,9.3,10.1,100.0,0,0,0,391,0,0,0,791,45,445,0,0,346,645
Brad Hoover,740,FB,CAR,17,76.2,0,5,80.5,86.5,83.7,0,0,38,26.6,25.3,100.0,1,0,0,388,0,0,0,509,38,150,0,0,350,1
Lee Evans,1734,WR,BUF,16,41.1,0,4,74.0,,81.4,0,0,0,0.0,0.0,,2,0,0,386,0,0,0,940,0,553,0,0,386,3
Braylon Edwards,2220,WR,CLV,16,41.3,2,8,60.4,,80.6,0,0,0,0.0,0.0,,10,0,0,382,0,0,0,926,0,544,0,0,382,0
Drew Brees,802,QB,NO,16,35.4,0,20,81.9,61.3,60.0,0,0,1,0.2,0.1,100.0,4,0,0,381,0,0,0,1075,1,682,0,0,380,0
Randy Moss,342,WR,NE,16,38.6,0,19,70.0,,75.2,0,0,0,0.0,0.0,,1,0,0,380,0,0,0,985,0,603,0,0,380,0
Bernard Berrian,1799,WR,MIN,17,40.6,1,18,71.2,,68.5,0,0,0,0.0,0.0,,2,0,0,379,0,0,0,933,0,550,0,0,379,1
Hines Ward,380,WR,PIT,19,37.0,0,25,80.7,67.5,88.0,0,0,2,0.3,0.3,100.0,6,0,0,378,0,0,0,1021,2,644,0,0,376,1
Amani Toomer,169,WR,NYG,17,41.7,0,21,59.0,,67.6,0,0,0,0.0,0.0,,2,0,0,377,0,0,0,904,0,527,0,0,377,0
Andre Johnson,1319,WR,HST,16,38.4,0,13,88.2,,84.4,0,0,0,0.0,0.0,,0,0,0,376,0,0,0,979,0,603,0,0,376,3
Antwaan Randle El,1069,WR,WAS,16,40.1,0,32,63.2,,77.6,0,0,0,0.0,0.0,,3,0,0,375,0,0,0,934,0,558,0,0,375,0
Madison Hedgecock,2468,FB,NYG,17,75.9,0,21,60.9,51.4,77.1,0,0,27,19.4,19.7,92.6,1,2,2,374,0,0,0,493,29,147,0,0,345,6
Terrell Owens,188,WR,DAL,16,37.9,0,9,70.6,,77.8,0,0,0,0.0,0.0,,2,0,0,373,0,0,0,984,0,604,0,0,373,0
Billy Yates,1721,G,NE,7,100.0,0,19,66.6,64.1,65.9,1,5,207,100.0,100.0,96.6,1,10,4,372,0,0,0,372,212,212,372,0,160,0
Anthony Collins,4426,T,CIN,8,100.0,0,7,69.6,67.7,67.3,2,11,199,100.0,100.0,95.2,3,16,3,371,0,0,371,371,204,204,0,0,167,0
Santonio Holmes,2970,WR,PIT,18,37.1,0,25,74.9,,78.6,0,0,0,0.0,0.0,,2,0,0,371,0,0,0,1000,0,625,0,0,371,0
Nate Livings,3400,G,CIN,6,100.0,0,7,65.6,75.4,60.8,3,2,199,100.0,100.0,98.2,0,6,1,366,0,366,0,366,204,204,0,0,162,0
Kyle Orton,2323,QB,CHI,15,40.5,1,6,60.1,,60.6,0,0,0,0.0,0.0,,3,0,0,364,0,0,0,898,0,519,0,0,364,0
Reggie Wayne,800,WR,IND,17,36.2,0,14,84.4,,88.9,0,0,0,0.0,0.0,,1,0,0,363,0,0,0,1002,0,639,0,0,363,3
Mario Henderson,3707,T,OAK,10,100.0,0,23,67.1,58.6,67.1,6,9,153,100.0,100.0,94.4,0,16,1,360,0,0,352,360,159,159,0,7,201,1
David Garrard,1109,QB,JAX,16,34.4,0,15,76.3,,60.0,0,0,0,0.0,0.0,,3,0,0,357,0,0,0,1038,0,647,0,0,357,0
Sam Baker,4335,T,ATL,9,100.0,0,2,73.8,72.0,71.1,1,6,147,100.0,100.0,96.3,0,9,2,356,0,0,353,356,157,157,0,0,199,3
Peyton Manning,327,QB,IND,17,35.0,0,14,90.2,,60.0,0,0,0,0.0,0.0,,4,0,0,354,0,0,0,1012,0,641,0,0,354,0
Lorenzo Neal,47,FB,BLT,19,82.5,0,3,71.5,36.0,82.8,1,4,53,47.7,47.9,91.5,3,7,2,353,0,0,0,428,56,117,0,0,297,33
Marc Bulger,684,QB,SL,15,40.4,0,26,56.1,72.6,60.8,0,0,2,0.4,0.4,100.0,1,0,0,352,0,0,0,872,2,515,0,0,350,0
Brent Celek,3778,TE,PHI,19,55.0,0,24,70.9,69.9,67.0,0,5,86,23.8,23.6,95.9,0,6,1,349,0,0,0,634,88,373,0,0,261,540
Tony Gonzalez,237,TE,KC,16,36.6,0,16,86.9,60.0,85.4,0,1,13,2.2,2.7,96.2,4,1,0,347,0,0,0,949,17,619,0,0,330,282
Le'Ron McClain,3753,HB,BLT,19,43.6,1,3,43.3,79.3,69.8,1,3,106,38.5,37.9,97.2,3,5,1,345,0,0,2,792,110,290,0,0,235,58
Greg Olsen,3647,TE,CHI,16,44.5,0,6,70.5,67.4,72.9,0,1,31,6.9,6.9,98.4,1,1,0,344,0,0,0,773,32,461,0,0,312,426
Isaac Bruce,80,WR,SF,16,35.6,1,28,68.0,,63.8,0,0,0,0.0,0.0,,2,0,0,344,0,0,0,967,0,621,0,0,344,0
Anthony Becht,602,TE,SL,16,71.4,0,26,62.7,53.2,79.3,1,3,83,39.9,39.3,94.0,1,7,3,340,0,0,6,476,88,224,0,0,252,367
David Martin,916,TE,MIA,17,57.0,0,17,85.6,57.9,92.5,1,0,24,8.6,8.9,93.7,0,2,1,340,0,0,0,597,25,282,0,0,315,303
Marshal Yanda,3702,G,BLT,5,100.0,1,3,84.4,74.1,84.8,1,5,148,100.0,100.0,98.0,2,6,0,339,0,0,0,339,156,156,339,0,183,0
Dante Rosario,3771,TE,CAR,17,55.1,0,5,61.9,79.2,80.8,0,0,27,9.3,8.9,100.0,7,0,0,338,0,0,0,613,27,302,0,0,311,401
Jay Cutler,2956,QB,DEN,16,31.8,0,10,79.2,60.9,60.0,0,0,1,0.2,0.1,100.0,4,0,0,337,0,0,0,1060,1,693,0,0,336,0
Michael Jenkins,1750,WR,ATL,17,43.1,0,2,77.4,77.0,83.1,0,0,4,0.9,0.9,100.0,1,0,0,336,0,0,0,780,4,448,0,0,332,17
Artis Hicks,1254,T,MIN,6,100.0,0,18,70.2,63.0,72.6,7,2,167,100.0,100.0,94.9,3,13,4,336,0,0,239,336,177,177,0,97,159,0
Ovie Mughelli,1445,FB,ATL,17,77.2,0,2,77.1,69.4,77.9,0,1,19,17.6,18.3,97.4,2,1,0,336,0,0,0,435,21,115,0,0,315,10
John Gilmore,1176,TE,TB,16,70.3,0,30,85.0,77.2,87.1,0,0,34,19.9,19.8,100.0,2,0,0,336,0,0,0,478,35,177,0,0,301,433
Chris Baker,1091,TE,NYJ,15,59.8,0,22,73.7,36.5,88.2,0,1,29,12.3,12.5,94.8,4,2,1,335,0,0,0,560,32,257,0,0,303,475
Jerricho Cotchery,1829,WR,NYJ,16,36.5,1,22,70.1,68.2,75.7,0,0,1,0.2,0.2,100.0,2,0,0,335,0,0,0,917,1,581,0,0,334,4
Trent Edwards,3708,QB,BUF,14,42.5,0,4,77.3,,61.1,0,0,0,0.0,0.0,,2,0,0,332,0,0,0,782,0,434,0,0,332,0
John Carlson,4352,TE,SEA,16,47.7,0,29,81.5,27.4,79.1,2,5,27,7.1,7.9,83.3,2,8,1,331,0,0,0,694,31,394,0,0,300,596
T.J. Houshmandzadeh,921,WR,CIN,15,36.4,0,7,74.5,,83.8,0,0,0,0.0,0.0,,3,0,0,330,0,0,0,906,0,575,0,0,330,2
Kevin Walter,1549,WR,HST,16,38.2,2,13,74.4,74.6,86.4,0,0,8,1.6,1.5,100.0,6,0,0,328,0,0,0,859,8,536,0,0,320,54
Ben Hartsock,1789,TE,ATL,11,74.5,0,2,76.6,45.1,87.2,0,1,24,18.3,18.8,93.7,2,2,1,327,0,0,2,439,26,138,0,14,301,404
Marvin Harrison,162,WR,IND,16,34.3,0,14,65.4,,76.8,0,0,0,0.0,0.0,,2,0,0,325,0,0,0,947,0,622,0,0,325,1
Vonta Leach,2100,FB,HST,16,64.5,0,13,78.4,55.7,89.0,1,0,42,19.6,19.8,96.4,1,2,1,325,0,0,0,504,44,222,0,0,281,0
Steve Vallos,3848,C,SEA,7,100.0,0,29,83.5,64.2,88.3,1,5,179,100.0,100.0,97.8,1,7,1,324,320,0,0,324,182,182,0,0,142,4
Justin Gage,1452,WR,TEN,13,44.5,0,31,76.3,,81.1,0,0,0,0.0,0.0,,1,0,0,319,0,0,0,717,0,398,0,0,319,0
Michael Clayton,1736,WR,TB,15,40.3,0,30,63.4,68.2,94.9,0,0,1,0.2,0.2,100.0,4,0,0,319,0,0,0,792,1,472,0,0,318,7
Dwayne Bowe,3639,WR,KC,16,33.7,1,16,70.2,,74.6,0,0,0,0.0,0.0,,4,0,0,318,0,0,0,944,0,626,0,0,318,0
L.J. Smith,1376,TE,PHI,15,48.5,1,24,60.8,58.3,66.2,0,3,60,15.7,15.3,95.8,3,4,1,318,0,0,0,655,61,398,0,0,257,562
Steve Heiden,481,TE,CLV,14,56.6,0,8,80.9,73.7,94.0,1,0,52,18.3,18.5,99.0,0,1,0,317,0,0,10,560,55,298,0,6,262,391
Torry Holt,441,WR,SL,16,38.1,0,26,68.6,,73.0,0,0,0,0.0,0.0,,5,0,0,317,0,0,0,831,0,514,0,0,317,0
Michael Sellers,432,FB,WAS,16,71.2,0,32,76.9,70.9,83.2,0,0,56,33.3,32.4,98.2,2,1,1,317,0,0,0,445,58,179,0,0,259,22
Gus Frerotte,93,QB,MIN,11,45.9,0,18,57.4,,60.0,0,0,0,0.0,0.0,,2,0,0,316,0,0,0,688,0,358,0,0,316,0
Kirk Chambers,1894,T,BUF,12,99.7,1,4,62.5,64.8,57.1,2,9,153,99.4,99.4,95.1,1,13,2,313,0,0,167,314,160,161,59,85,153,3
Tony Romo,1693,QB,DAL,13,37.7,0,9,65.6,60.9,60.0,0,0,1,0.2,0.2,100.0,7,0,0,312,0,0,0,827,1,499,0,0,311,0
Melvin Fowler,1081,C,BUF,7,100.0,0,4,53.6,51.2,55.5,4,3,167,100.0,100.0,96.7,1,9,2,312,312,0,0,312,176,176,0,0,136,0
Marvel Smith,609,T,PIT,5,100.0,0,25,58.6,61.0,57.8,1,11,160,100.0,100.0,93.1,1,17,5,305,0,0,305,305,166,166,0,0,139,0
Gijon Robinson,4056,TE,IND,16,66.7,0,14,70.6,35.0,82.6,3,4,75,33.3,34.8,92.7,2,9,2,304,0,0,0,456,81,233,0,0,223,429
Calvin Johnson,3618,WR,DET,16,34.1,1,11,73.9,,79.6,0,0,0,0.0,0.0,,3,0,0,301,0,0,0,882,0,578,0,0,301,2
Tony Richardson,110,FB,NYJ,16,70.1,0,22,74.2,69.0,85.7,1,0,27,19.3,19.2,98.1,0,1,0,300,0,0,0,428,28,146,0,0,272,1
Laveranues Coles,638,WR,NYJ,16,34.3,0,22,65.3,,85.5,0,0,0,0.0,0.0,,4,0,0,296,0,0,0,864,0,566,0,0,296,0
Dave Thomas,3031,TE,NE,15,61.1,0,19,61.2,39.7,76.1,0,2,28,13.3,13.0,92.9,2,3,1,295,0,0,0,483,28,216,0,0,267,385
Mark LeVoir,3395,T,NE,8,100.0,0,19,82.8,75.2,81.7,0,6,148,100.0,100.0,97.3,0,7,1,295,0,0,102,295,152,152,0,191,143,2
Joe Klopfenstein,2991,TE,SL,16,58.4,0,26,54.4,75.2,71.6,0,3,67,25.3,24.5,97.8,2,3,0,294,0,0,1,503,68,277,0,0,226,389
Jeff Garcia,550,QB,TB,12,39.5,0,30,79.3,,60.3,0,0,0,0.0,0.0,,3,0,0,293,0,0,0,742,0,442,0,0,293,0
Brandon Marshall,3064,WR,DEN,15,31.5,1,10,78.0,,94.4,0,0,0,0.0,0.0,,6,0,0,292,0,0,0,928,0,634,0,0,292,1
Antonio Bryant,1070,WR,TB,16,33.3,2,30,82.9,,78.9,0,0,0,0.0,0.0,,5,0,0,288,0,0,0,864,0,574,0,0,288,0
Derek Schouman,3838,TE,BUF,16,64.1,0,4,65.3,57.5,70.5,0,1,22,12.3,13.4,97.7,1,1,0,287,0,0,2,448,25,186,0,0,262,326
Justin McCareins,872,WR,TEN,15,43.2,0,31,59.0,,83.3,0,0,0,0.0,0.0,,2,0,0,287,0,0,0,664,0,375,0,0,287,5
Daniel Federkeil,3308,T,IND,8,99.7,0,14,72.2,62.2,78.3,3,8,183,99.5,99.5,97.0,1,11,0,285,0,0,0,286,191,192,215,64,94,7
Ahmard Hall,3336,FB,TEN,17,72.8,0,31,57.3,66.2,62.7,1,0,22,19.3,19.0,97.7,1,1,0,284,0,0,0,390,23,121,0,0,261,0
Brandon Jones,2313,WR,TEN,17,42.6,1,31,67.9,25.7,81.9,0,0,0,0.0,0.0,,4,0,0,284,0,0,0,666,0,380,0,0,284,0
Michael Gaines,1946,TE,DET,16,57.1,0,11,50.1,43.3,66.2,3,2,61,23.6,23.9,94.3,4,6,1,280,0,0,0,490,66,276,0,0,214,422
Rashied Davis,2554,WR,CHI,16,41.4,0,6,60.7,,73.6,0,0,0,0.0,0.0,,3,0,0,277,0,0,0,669,0,389,0,0,277,0
Nate Washington,2832,WR,PIT,19,32.9,0,25,66.8,,86.3,0,0,0,0.0,0.0,,2,0,0,276,0,0,0,838,0,556,0,0,276,0
Greg Jennings,2997,WR,GB,16,31.9,0,12,75.5,,64.8,0,0,0,0.0,0.0,,0,0,0,275,0,0,0,861,0,587,0,0,275,0
Andy McCollum,107,C,DET,7,100.0,1,11,56.5,23.9,73.0,1,7,161,100.0,100.0,93.8,2,14,6,274,234,23,0,274,172,172,17,0,102,0
Josh Reed,1043,WR,BUF,13,40.2,0,4,74.8,,88.8,0,0,0,0.0,0.0,,0,0,0,272,0,0,0,676,0,404,0,0,272,5
Leonard Pope,3017,TE,ARZ,16,64.5,0,1,59.5,52.7,73.2,2,2,51,26.0,26.5,94.1,3,5,1,272,0,0,0,422,54,204,0,0,218,359
Jeremy Newberry,366,C,SD,5,100.0,0,27,72.0,73.4,69.0,1,2,145,100.0,100.0,99.0,1,3,0,271,271,0,0,271,156,156,0,0,115,0
Tutan Reyes,668,G,JAX,6,100.0,0,15,79.4,80.1,74.1,1,2,173,100.0,100.0,99.1,1,3,0,271,0,4,0,271,179,179,267,0,92,0
Jeremy Shockey,1021,TE,NO,12,47.2,0,20,73.0,71.2,80.6,0,1,45,13.7,13.3,98.9,1,1,0,268,0,0,0,568,46,346,0,0,222,385
Wes Welker,2204,WR,NE,16,31.7,0,19,74.9,,68.0,0,0,0,0.0,0.0,,2,0,0,266,0,0,0,838,0,568,0,0,266,0
Matt Schaub,1811,QB,HST,11,37.1,0,13,71.1,,60.0,0,0,0,0.0,0.0,,5,0,0,264,0,0,0,711,0,432,0,0,264,0
Hank Baskett,3220,WR,PHI,18,42.6,1,24,62.8,69.3,79.1,0,0,1,0.3,0.6,100.0,2,0,0,261,0,0,0,612,2,353,0,0,259,25
Naufahu Tahi,3526,FB,MIN,17,71.2,0,18,64.9,57.4,76.9,2,0,15,12.9,13.2,93.3,0,2,0,260,0,0,0,365,16,121,0,0,244,3
Chris Chambers,821,WR,SD,16,34.1,0,27,67.4,,65.1,0,0,0,0.0,0.0,,3,0,0,258,0,0,0,756,0,497,0,0,258,0
Matt Lehr,880,C,NO,6,99.2,0,20,65.5,79.8,62.2,1,1,164,98.8,98.9,99.4,3,2,0,256,254,0,0,258,173,175,0,0,83,4
Ryan Fitzpatrick,2467,QB,CIN,13,34.6,0,7,53.9,,60.3,0,0,0,0.0,0.0,,1,0,0,256,0,0,0,740,0,462,0,0,256,0
Devery Henderson,1771,WR,NO,16,31.5,0,20,60.3,,74.6,0,0,0,0.0,0.0,,2,0,0,256,0,0,0,813,0,553,0,0,256,4
Anquan Boldin,1369,WR,ARZ,15,29.5,0,1,77.0,30.2,89.9,0,0,2,0.4,0.3,100.0,4,0,0,254,0,0,0,861,2,600,0,0,252,2
Michael Matthews,4218,TE,NYG,17,74.7,0,21,62.5,59.5,67.1,0,0,23,22.1,21.8,100.0,2,0,0,254,0,0,0,340,24,110,0,0,230,296
Mansfield Wrotto,3740,G,SEA,4,100.0,1,29,74.7,54.7,80.1,1,9,131,100.0,100.0,96.2,5,10,0,252,0,0,0,252,134,134,252,0,118,0
Steve Breaston,3758,WR,ARZ,20,25.6,0,1,69.9,69.3,80.9,0,0,2,0.3,0.3,100.0,2,0,0,251,0,0,0,981,2,729,0,0,249,1
