player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Tra Thomas,335,T,PHI,19,100.0,1,24,75.3,77.7,64.1,12,28,770,100.0,100.0,96.9,5,44,4,1242,0,0,1242,1242,797,797,0,0,445,0
Willie Colon,3076,T,PIT,19,100.0,2,25,81.9,77.2,88.4,1,20,667,100.0,100.0,97.4,16,28,7,1241,0,0,0,1241,699,699,0,1241,542,0
Jared Gaither,4279,T,BLT,19,99.7,2,3,87.0,82.8,88.9,2,23,541,99.3,99.3,97.3,15,27,2,1230,0,0,1213,1234,572,576,0,0,658,21
David Diehl,1468,T,NYG,17,100.0,0,21,76.4,73.0,74.4,5,24,554,100.0,100.0,96.3,5,35,6,1137,0,0,1136,1137,595,595,0,0,542,1
Steve Hutchinson,787,G,MIN,17,100.0,0,18,90.0,79.3,86.9,3,8,548,100.0,100.0,97.9,0,17,6,1129,0,1129,0,1129,584,584,0,0,545,0
Matt Birk,404,C,MIN,17,100.0,1,18,78.7,79.5,77.2,1,14,548,100.0,100.0,98.4,5,16,1,1129,1129,0,0,1129,584,584,0,0,545,0
Anthony Herrera,2066,G,MIN,17,100.0,0,18,73.0,55.1,74.7,4,22,548,100.0,100.0,96.4,3,33,7,1129,0,0,0,1129,584,584,1129,0,545,0
Logan Mankins,2249,G,NE,16,100.0,2,19,94.2,69.0,94.9,8,14,618,100.0,100.0,97.4,4,27,5,1121,0,1121,0,1121,640,640,0,0,481,0
Chris Snee,1755,G,NYG,17,100.0,0,21,92.0,76.0,91.6,5,11,550,100.0,100.0,98.4,3,17,1,1120,0,0,0,1120,591,591,1120,0,529,0
Rich Seubert,986,G,NYG,17,100.0,0,21,89.8,77.0,88.3,4,9,542,100.0,100.0,98.2,4,16,3,1118,0,1118,0,1118,583,583,0,0,535,0
Harvey Dahl,2553,G,ATL,17,100.0,1,2,81.3,77.4,78.7,7,8,515,100.0,100.0,98.3,7,16,1,1114,0,1,0,1114,544,544,1113,0,570,0
Justin Blalock,3655,G,ATL,17,100.0,0,2,66.2,64.9,67.2,5,16,515,100.0,100.0,97.4,8,24,3,1114,0,1113,1,1114,544,544,0,0,570,0
Dan Koppen,1471,C,NE,16,100.0,0,19,76.5,66.2,78.7,7,13,608,100.0,100.0,97.4,2,26,6,1110,1110,0,0,1110,630,630,0,0,480,0
Todd McClure,536,C,ATL,17,100.0,1,2,77.2,88.6,72.0,2,4,514,100.0,100.0,99.4,3,6,0,1109,1109,0,0,1109,543,543,0,0,566,0
Shaun O'Hara,758,C,NYG,17,100.0,0,21,79.4,74.0,78.8,6,10,540,100.0,100.0,98.3,3,17,1,1108,1108,0,0,1108,581,581,0,0,527,0
Tyson Clabo,2011,T,ATL,17,100.0,0,2,81.5,74.5,82.4,0,22,509,100.0,100.0,96.9,4,27,5,1098,0,0,18,1098,538,538,1,1078,560,1
Mike Goff,375,G,SD,18,100.0,0,27,84.9,59.0,90.6,8,25,594,100.0,100.0,96.7,4,36,3,1086,0,0,0,1086,624,624,1086,0,462,0
Jeromey Clary,3132,T,SD,18,100.0,2,27,77.7,65.7,87.4,4,32,594,100.0,100.0,95.3,8,46,10,1086,0,0,0,1086,624,624,0,1073,462,13
Jeff Faine,1337,C,TB,16,100.0,0,30,71.8,82.4,67.0,2,9,618,100.0,100.0,98.9,3,12,1,1084,1084,0,0,1084,649,649,0,0,435,0
Donald Penn,3459,T,TB,16,100.0,1,30,85.0,78.1,87.0,8,21,618,100.0,100.0,96.4,6,37,8,1084,0,0,1084,1084,649,649,0,0,435,0
Jeremy Trueblood,3004,T,TB,16,100.0,1,30,83.0,75.8,91.4,3,18,618,100.0,100.0,97.5,10,26,5,1082,0,0,0,1082,648,648,0,1082,434,0
Jahri Evans,3053,G,NO,16,100.0,0,20,90.2,76.6,91.1,6,14,646,100.0,100.0,98.1,5,22,2,1079,0,0,0,1079,680,680,1079,0,399,0
Jake Scott,1862,G,TEN,17,100.0,0,31,79.4,81.8,78.8,3,11,520,100.0,100.0,98.7,6,14,0,1076,0,0,0,1076,548,548,1076,0,528,0
David Stewart,2330,T,TEN,17,100.0,1,31,90.7,81.6,90.9,0,11,520,100.0,100.0,98.4,4,14,3,1076,0,0,0,1076,548,548,0,1076,528,0
Randy Thomas,475,G,WAS,16,100.0,0,32,78.9,71.0,76.2,9,12,573,100.0,100.0,97.6,0,24,3,1070,0,0,0,1070,607,607,1070,0,463,0
Casey Rabach,852,C,WAS,16,100.0,1,32,71.7,65.4,71.5,6,10,573,100.0,100.0,97.7,4,21,5,1070,1070,0,0,1070,607,607,0,0,463,0
Pete Kendall,163,G,WAS,16,100.0,1,32,87.3,79.6,86.0,4,9,573,100.0,100.0,98.7,3,14,1,1070,0,1070,0,1070,607,607,0,0,463,0
Charlie Johnson,3144,G,IND,17,100.0,0,14,75.5,60.7,82.5,10,35,645,100.0,100.0,96.5,2,45,0,1068,0,782,285,1068,672,672,0,1,396,0
Ryan Clady,4326,T,DEN,16,100.0,0,10,79.0,73.3,78.7,7,37,653,100.0,100.0,96.6,4,44,0,1064,0,0,1064,1064,697,697,0,0,367,0
Casey Wiegmann,227,C,DEN,16,100.0,0,10,91.1,90.5,90.2,0,5,653,100.0,100.0,99.3,3,7,2,1064,1064,0,0,1064,697,697,0,0,367,0
Ryan Harris,3686,T,DEN,16,100.0,0,10,77.7,69.8,81.3,6,35,653,100.0,100.0,96.4,3,44,3,1064,0,0,0,1064,697,697,0,1063,367,1
Ben Hamilton,864,G,DEN,16,100.0,1,10,87.2,75.6,88.8,1,11,653,100.0,100.0,98.6,6,15,3,1064,0,1064,0,1064,697,697,0,0,367,0
Michael Roos,2258,T,TEN,17,100.0,0,31,90.3,87.5,89.2,2,12,513,100.0,100.0,98.4,4,15,1,1056,0,0,1056,1056,540,540,0,0,516,0
Chris Kuper,3106,G,DEN,16,100.0,1,10,83.3,66.6,87.0,0,33,647,100.0,100.0,97.4,5,33,0,1054,0,0,0,1054,691,691,1054,0,363,0
Daryn Colledge,2992,G,GB,16,100.0,0,12,87.9,74.3,90.8,6,13,600,100.0,99.8,97.6,6,24,5,1049,0,888,116,1049,631,632,8,37,418,0
Samson Satele,3676,C,MIA,17,100.0,0,17,57.5,64.3,55.6,8,14,567,100.0,100.0,97.4,4,26,4,1047,1039,0,0,1047,582,582,8,0,465,0
Khalif Barnes,2269,T,JAX,16,100.0,2,15,63.0,66.1,58.3,8,34,616,100.0,100.0,95.3,11,50,8,1046,0,0,1046,1046,649,649,0,0,397,0
Chris Myers,2417,C,HST,16,100.0,0,13,85.0,77.6,87.2,1,12,598,100.0,100.0,98.6,4,15,2,1046,1046,0,0,1046,627,627,0,0,419,0
Eric Winston,3011,T,HST,16,100.0,0,13,78.6,68.6,84.7,12,23,598,100.0,100.0,95.6,3,44,9,1046,0,0,0,1046,627,627,0,1046,419,0
Vernon Carey,1740,T,MIA,17,100.0,0,17,86.6,76.1,89.9,5,14,566,100.0,100.0,97.1,2,26,7,1046,0,0,0,1046,581,581,0,1045,465,1
Tony Pashos,1478,T,JAX,16,100.0,1,15,83.2,61.9,95.5,15,28,616,100.0,100.0,95.0,11,52,9,1046,0,0,0,1046,649,649,0,1046,397,0
Mike Brisiel,3250,G,HST,16,100.0,0,13,80.6,59.0,87.9,12,26,598,100.0,100.0,96.7,6,39,1,1046,0,0,0,1046,627,627,1046,0,419,0
Chester Pitts,1057,G,HST,16,100.0,1,13,76.6,84.4,68.4,1,8,597,100.0,100.0,98.9,3,11,2,1045,0,1044,1,1045,626,626,0,0,419,0
Jason Spitz,3020,G,GB,16,100.0,1,12,89.8,81.5,90.3,4,13,597,100.0,99.8,98.2,3,19,2,1043,242,105,0,1043,628,629,696,0,415,0
Jon Stinchcomb,1353,T,NO,16,100.0,0,20,85.1,67.7,93.2,10,37,616,100.0,100.0,96.0,3,48,1,1038,0,0,0,1038,648,648,0,1038,390,0
Darnell Stapleton,4073,G,PIT,17,100.0,2,25,57.7,50.3,63.4,4,29,563,100.0,100.0,95.6,9,41,8,1036,2,0,0,1036,593,593,1034,0,443,0
Ryan Cook,2996,T,MIN,16,100.0,1,18,69.2,62.5,79.4,7,30,506,100.0,100.0,95.0,11,44,7,1032,0,0,2,1032,539,539,0,1030,493,0
Brandon Moore,1284,G,NYJ,16,100.0,0,22,88.3,77.0,90.0,3,13,561,100.0,100.0,98.4,6,17,1,1026,0,0,0,1026,604,604,1026,0,422,0
D'Brickashaw Ferguson,2949,T,NYJ,16,100.0,0,22,90.4,84.1,88.9,3,15,561,100.0,100.0,97.5,4,23,5,1026,0,0,1026,1026,604,604,0,0,422,0
Jake Long,4315,T,MIA,17,99.0,0,17,88.4,80.9,88.8,9,15,547,98.2,98.3,97.4,7,26,2,1025,0,0,976,1035,562,572,0,0,463,59
Nick Mangold,2974,C,NYJ,16,100.0,0,22,93.7,84.3,92.8,2,6,560,100.0,100.0,98.9,4,10,2,1024,1024,0,0,1024,603,603,0,0,421,0
Uche Nwaneri,3765,G,JAX,16,100.0,1,15,65.4,59.4,68.3,11,20,606,100.0,100.0,96.5,3,37,6,1024,0,1008,0,1024,637,637,16,0,387,0
Matt Light,818,T,NE,16,100.0,2,19,92.4,80.6,93.2,3,18,580,100.0,100.0,96.6,3,30,9,1019,0,0,1019,1019,600,600,0,0,419,0
Kareem McKenzie,840,T,NYG,17,100.0,0,21,86.6,74.8,89.3,1,17,493,100.0,100.0,97.2,1,23,5,1018,0,0,0,1018,532,532,0,1018,486,0
John Tait,448,T,CHI,16,100.0,0,6,71.6,62.3,76.5,12,29,563,100.0,100.0,95.1,3,48,7,1013,0,0,0,1013,584,584,0,1013,429,0
Marc Colombo,1036,T,DAL,16,100.0,0,9,73.6,67.3,80.3,6,33,588,100.0,100.0,95.5,7,46,7,1013,0,0,0,1013,611,611,0,1013,402,0
Andre Gurode,1044,C,DAL,16,100.0,1,9,73.5,72.4,74.7,7,11,588,100.0,100.0,97.8,5,22,4,1013,1013,0,0,1013,611,611,0,0,402,0
Flozell Adams,354,T,DAL,16,100.0,1,9,69.3,69.4,73.8,15,27,588,100.0,100.0,95.4,14,48,6,1013,0,0,1013,1013,611,611,0,0,402,0
Roberto Garza,856,G,CHI,16,100.0,0,6,75.9,67.1,77.5,3,19,563,100.0,100.0,97.5,5,25,3,1013,0,74,0,1013,584,584,939,0,429,0
Leonard Davis,774,G,DAL,16,100.0,2,9,78.4,69.3,80.1,4,18,587,100.0,100.0,97.4,8,26,4,1010,0,0,0,1010,610,610,1010,0,400,0
Bobbie Williams,628,G,CIN,16,100.0,0,7,89.6,78.3,88.5,2,12,603,100.0,100.0,98.2,1,18,4,1010,0,0,0,1010,628,628,1010,0,382,0
John St. Clair,649,T,CHI,16,100.0,0,6,64.3,58.8,66.1,14,33,563,100.0,100.0,93.9,3,58,11,1010,0,5,1005,1010,584,584,0,0,426,0
Alan Faneca,346,G,NYJ,16,100.0,2,22,75.4,64.2,80.1,10,14,561,100.0,100.0,96.6,6,31,7,1010,0,1010,0,1010,604,604,0,0,406,0
Josh Beekman,3746,G,CHI,16,100.0,0,6,70.9,73.1,69.2,4,13,560,100.0,100.0,98.1,6,19,2,1008,0,934,0,1008,581,581,74,0,427,0
Olin Kreutz,369,C,CHI,16,100.0,1,6,78.3,92.5,70.9,1,4,562,100.0,100.0,99.6,4,5,0,1008,1008,0,0,1008,583,583,0,0,425,0
Joe Staley,3644,T,SF,16,99.7,1,28,75.1,75.4,71.2,5,24,591,99.5,99.5,96.0,7,38,9,1005,0,0,996,1008,634,637,0,0,371,12
Ryan Diem,867,T,IND,17,100.0,1,14,70.2,67.9,72.8,8,29,609,100.0,100.0,96.6,8,39,2,1003,0,0,0,1003,636,636,0,1003,367,0
Eugene Amano,1953,G,TEN,16,100.0,1,31,74.3,67.1,73.9,5,15,483,100.0,100.0,97.5,6,22,2,1003,0,1003,0,1003,506,506,0,0,497,0
Damien Woody,451,T,NYJ,16,100.0,0,22,92.2,81.4,93.8,3,9,557,100.0,100.0,97.7,5,19,7,1000,0,0,0,1000,600,600,0,1000,400,0
Eric Ghiaciuc,2336,C,CIN,16,100.0,0,7,73.5,73.3,73.8,5,11,595,100.0,100.0,98.2,2,19,3,999,999,0,0,999,620,620,0,0,379,0
Brian Waters,575,G,KC,16,100.0,0,16,89.9,90.0,83.1,2,5,615,100.0,100.0,99.3,2,8,1,990,0,990,0,990,643,643,0,0,347,0
Eric Heitmann,1201,C,SF,16,100.0,0,28,72.2,78.0,69.6,4,13,588,100.0,100.0,98.2,2,19,2,990,990,0,0,990,631,631,0,0,359,0
Derrick Dockery,1396,G,BUF,16,100.0,1,4,76.9,69.0,77.0,10,10,537,100.0,100.0,97.0,6,26,6,985,0,985,0,985,564,564,0,0,421,0
Langston Walker,1060,T,BUF,16,100.0,0,4,67.7,68.9,61.8,8,32,533,100.0,100.0,95.9,5,42,2,974,0,0,74,974,560,560,0,897,414,3
Kris Dielman,1599,G,SD,17,100.0,1,27,82.3,79.1,83.6,1,11,514,100.0,100.0,98.6,7,13,1,971,0,971,0,971,538,538,0,0,433,0
Arron Sears,3651,G,TB,15,100.0,1,30,73.6,57.7,79.2,14,13,562,100.0,100.0,97.1,6,30,3,969,0,969,0,969,589,589,0,0,380,0
Damion McIntosh,642,T,KC,16,100.0,0,16,75.6,63.5,87.1,6,36,596,100.0,100.0,95.3,3,49,7,962,0,0,0,962,624,624,1,961,338,0
Marcus McNeill,2995,T,SD,16,100.0,0,27,76.2,72.9,75.1,4,28,525,100.0,100.0,95.8,5,38,6,961,0,0,961,961,551,551,0,0,410,0
Hank Fraley,725,C,CLV,16,100.0,0,8,68.1,78.6,63.6,4,5,527,100.0,100.0,98.4,2,13,4,959,959,0,0,959,553,553,0,0,406,0
Jeff Backus,788,T,DET,16,100.0,1,11,76.0,68.3,82.0,9,31,573,100.0,100.0,94.8,11,50,10,958,0,0,958,958,613,613,0,0,345,0
Alex Barron,2236,T,SL,16,100.0,2,26,71.3,72.8,74.5,2,21,549,100.0,100.0,96.4,11,31,8,958,0,0,0,958,576,576,0,958,382,0
Joe Thomas,3619,T,CLV,16,99.6,0,8,88.1,84.3,86.6,8,10,523,99.2,99.3,97.1,5,24,6,955,0,0,931,959,549,553,0,1,406,27
Max Starks,1796,T,PIT,17,100.0,0,25,83.2,72.1,83.8,10,23,509,100.0,100.0,95.4,2,40,7,946,0,0,939,946,535,535,0,0,411,7
Kevin Mawae,81,C,TEN,15,100.0,2,31,78.6,81.2,76.3,2,7,452,100.0,100.0,99.0,4,9,0,944,944,0,0,944,478,478,0,0,466,0
Robert Gallery,1723,G,OAK,16,100.0,0,23,81.1,81.2,78.1,2,9,470,100.0,100.0,98.4,3,13,2,942,0,942,0,942,493,493,0,0,449,0
Cornell Green,551,T,OAK,16,100.0,1,23,75.9,68.8,81.8,5,19,467,100.0,100.0,95.7,9,32,8,938,0,0,0,938,490,490,0,937,448,1
Chad Clifton,614,T,GB,15,100.0,2,12,78.9,73.9,79.2,7,15,527,100.0,99.8,96.2,9,31,9,933,0,0,933,933,553,554,0,0,380,0
Stacy Andrews,1844,T,CIN,15,100.0,1,7,76.8,72.7,78.1,2,17,568,100.0,100.0,96.6,4,29,10,931,0,0,0,931,592,592,0,930,339,1
Chris Chester,3001,G,BLT,17,100.0,0,3,73.7,69.6,70.7,4,17,410,100.0,100.0,97.0,4,23,2,930,0,0,0,930,435,435,927,1,495,2
Nick Kaczur,2317,T,NE,14,100.0,1,19,74.3,68.5,77.6,8,24,508,100.0,100.0,96.1,5,36,4,930,0,0,0,930,528,528,0,930,402,0
Rudy Niswanger,3442,C,KC,15,100.0,1,16,62.9,78.9,53.0,1,10,578,100.0,100.0,98.5,4,14,3,923,923,0,0,923,603,603,0,0,320,0
Rex Hadnot,1892,G,CLV,15,100.0,0,8,76.7,72.6,78.1,6,13,499,100.0,100.0,97.9,5,20,1,912,0,0,0,912,523,523,912,0,389,0
Dennis Norman,928,G,JAX,14,100.0,0,15,77.7,63.5,81.6,7,12,522,100.0,100.0,97.0,7,25,6,907,381,0,0,907,553,553,526,0,354,0
Branden Albert,4329,T,KC,15,100.0,0,16,80.6,72.7,80.8,8,30,562,100.0,100.0,95.7,1,43,5,904,0,0,904,904,589,589,0,0,315,0
Jammal Brown,2230,T,NO,15,100.0,1,20,77.7,67.1,83.1,15,27,540,100.0,100.0,95.6,10,45,3,898,0,0,898,898,570,570,0,0,328,0
Carl Nicks,4478,G,NO,15,99.9,0,20,85.8,78.8,87.0,4,12,534,100.0,99.8,98.3,4,17,1,890,0,885,0,891,561,562,0,0,329,6
Jordan Gross,1324,T,CAR,16,100.0,0,5,76.7,80.0,73.8,8,8,424,100.0,100.0,96.9,10,21,5,885,0,0,862,885,444,444,0,23,441,0
Cooper Carlisle,658,G,OAK,15,100.0,0,23,81.7,80.7,78.5,1,9,427,100.0,100.0,97.9,2,14,4,874,0,0,0,874,447,447,874,0,427,0
Kevin Shaffer,1206,T,CLV,15,100.0,0,8,78.8,68.9,82.5,9,22,486,100.0,100.0,96.0,1,35,4,871,0,0,9,871,510,510,0,862,361,0
Willie Anderson,158,T,BLT,17,98.9,2,3,90.2,81.2,90.1,1,6,377,97.4,97.6,98.0,5,11,4,868,0,0,0,878,400,410,0,792,468,86
Travelle Wharton,1815,G,CAR,15,100.0,1,5,80.0,79.3,74.0,0,9,393,100.0,100.0,98.3,3,11,2,867,0,808,59,867,409,409,0,0,458,0
Richie Incognito,2298,G,SL,15,100.0,1,26,71.8,69.8,76.0,2,10,475,100.0,100.0,97.7,11,17,5,861,0,0,0,861,501,501,861,0,360,0
Ike Ndukwe,2720,G,MIA,17,100.0,0,17,69.9,61.2,72.8,5,18,445,100.0,100.0,97.0,6,25,2,849,0,0,12,849,456,456,836,1,393,0
Bryant McKinnie,1015,T,MIN,13,100.0,1,18,83.5,82.0,79.3,6,12,398,100.0,100.0,97.0,3,21,3,848,0,0,848,848,423,423,0,0,425,0
Duane Brown,4340,T,HST,16,100.0,2,13,66.8,56.0,75.9,13,25,475,100.0,100.0,93.7,6,49,11,835,0,0,835,835,498,498,0,0,337,0
Jonathan Goodwin,1146,C,NO,13,100.0,0,20,78.5,81.1,77.7,4,7,484,100.0,100.0,98.9,3,11,0,827,827,0,0,827,509,509,0,0,318,0
Keydrick Vincent,998,G,CAR,14,100.0,0,5,83.4,62.0,87.6,3,16,393,100.0,100.0,96.8,3,22,3,827,0,0,0,827,411,411,827,0,416,0
Orlando Pace,229,T,SL,14,100.0,2,26,80.1,79.4,74.0,5,17,455,100.0,100.0,97.4,4,23,1,826,0,0,826,826,481,481,0,0,345,0
Stephen Peterman,1804,G,DET,14,100.0,1,11,59.3,61.1,57.7,5,24,482,100.0,100.0,96.6,2,31,2,817,0,0,0,817,517,517,817,0,300,0
Nick Hardwick,1787,C,SD,14,100.0,0,27,74.2,71.4,75.2,1,10,449,100.0,100.0,97.9,2,15,4,815,815,0,0,815,468,468,0,0,347,0
Floyd Womack,875,G,SEA,14,100.0,1,29,74.7,65.2,76.0,2,11,440,100.0,100.0,97.6,5,17,4,812,0,401,0,812,454,454,411,0,358,0
Scott Wells,1965,C,GB,13,100.0,1,12,88.0,79.1,88.5,0,8,461,100.0,99.8,98.5,2,11,3,807,807,0,0,807,480,481,0,0,327,0
Eric Steinbach,1349,G,CLV,14,100.0,0,8,67.1,70.5,66.0,4,15,424,100.0,100.0,97.3,2,21,2,800,0,800,0,800,446,446,0,0,354,0
Todd Heap,801,TE,BLT,19,64.5,0,3,71.0,72.6,79.9,0,5,131,24.2,24.1,97.3,5,6,1,791,0,0,13,1226,138,573,0,54,653,847
Gosder Cherilus,4331,T,DET,14,100.0,2,11,68.8,68.2,71.5,8,23,473,100.0,100.0,95.7,10,36,5,787,0,0,0,787,502,502,0,787,285,0
Adam Snyder,2311,T,SF,14,100.0,0,28,53.5,44.8,59.2,8,36,448,100.0,100.0,93.3,2,52,8,787,0,391,0,787,484,484,0,396,303,0
Davin Joseph,2968,G,TB,12,100.0,0,30,68.0,62.8,68.4,6,14,443,100.0,100.0,97.3,4,22,2,787,0,0,0,787,462,462,787,0,325,0
Tony Ugoh,3658,T,IND,13,100.0,0,14,66.3,64.1,72.7,11,29,476,100.0,100.0,95.4,8,42,2,783,0,0,783,783,491,491,0,0,292,0
Chris Samuels,581,T,WAS,12,100.0,2,32,88.1,72.3,92.1,4,19,422,100.0,100.0,96.1,7,28,5,779,0,0,779,779,444,444,0,0,335,0
Brad Butler,3088,G,BUF,13,100.0,0,4,66.0,51.7,69.2,5,21,414,100.0,100.0,96.1,3,29,3,762,0,0,0,762,433,433,762,0,329,0
Jacob Bell,1859,G,SL,13,100.0,0,26,74.7,74.6,71.6,4,7,427,100.0,100.0,97.8,5,15,4,762,0,762,0,762,449,449,0,0,313,0
Mike Pollak,4373,G,IND,13,100.0,0,14,69.1,63.3,68.6,6,18,446,100.0,100.0,96.9,4,26,2,760,0,0,0,760,464,464,760,0,296,0
Jason Peters,2148,T,BUF,13,100.0,1,4,76.0,69.6,82.8,4,11,419,100.0,100.0,95.1,8,28,13,744,0,0,742,744,441,441,0,0,303,2
Jon Jansen,464,T,WAS,12,100.0,0,32,63.0,59.1,67.3,3,27,395,100.0,100.0,94.4,5,37,7,735,0,0,0,735,416,416,0,735,319,0
Mark Tauscher,705,T,GB,13,100.0,1,12,73.8,66.3,76.2,8,30,412,100.0,99.8,95.1,2,39,1,733,0,0,0,733,439,440,0,733,294,0
Ryan Kalil,3675,C,CAR,13,100.0,0,5,72.7,81.4,68.3,1,6,339,100.0,100.0,99.0,1,7,0,729,729,0,0,729,356,356,0,0,373,0
Stephen Neal,972,G,NE,11,100.0,0,19,82.8,74.1,83.0,4,7,404,100.0,100.0,98.1,2,13,2,726,0,0,0,726,421,421,726,0,305,0
Dominic Raiola,820,C,DET,12,100.0,0,11,82.5,90.5,77.0,2,2,444,100.0,100.0,99.1,1,6,2,724,724,0,0,724,475,475,0,0,249,0
Jeff Saturday,431,C,IND,13,100.0,0,14,73.2,72.8,71.7,1,9,436,100.0,100.0,98.4,1,12,2,723,723,0,0,723,455,455,0,0,268,0
Todd Weiner,361,T,ATL,16,99.0,0,2,70.1,65.4,70.5,9,14,342,98.3,98.1,95.2,2,28,5,718,0,0,671,725,359,366,0,18,359,36
Cory Procter,2748,G,DAL,14,100.0,1,9,62.7,41.2,72.2,6,20,421,100.0,100.0,95.7,3,31,5,717,0,717,0,717,440,440,0,0,277,0
Ray Willis,2322,T,SEA,15,100.0,0,29,75.1,60.1,83.6,4,28,393,100.0,100.0,95.4,4,34,2,715,0,0,0,715,405,405,221,493,310,1
Jeff Otah,4333,T,CAR,13,100.0,0,5,82.5,73.8,89.5,1,12,342,100.0,100.0,96.6,6,18,5,707,0,0,0,707,359,359,0,707,348,0
Walter Jones,232,T,SEA,12,100.0,0,29,86.9,82.2,83.2,4,12,399,100.0,100.0,97.2,0,19,3,698,0,0,698,698,415,415,0,0,283,0
Justin Smiley,1767,G,MIA,12,100.0,1,17,68.9,80.6,62.8,2,7,382,100.0,100.0,98.6,3,10,1,685,0,685,0,685,392,392,0,0,293,0
Duke Preston,2339,C,BUF,12,100.0,0,4,63.6,65.4,65.3,6,8,376,100.0,100.0,97.9,4,15,1,681,673,0,0,681,394,394,8,0,287,0
Jake Grove,1766,C,OAK,12,100.0,2,23,77.4,65.0,83.7,2,9,340,100.0,100.0,97.2,5,15,4,674,674,0,0,674,353,353,0,0,321,0
Brad Meester,627,C,JAX,10,100.0,0,15,75.5,87.7,69.1,2,4,402,100.0,100.0,99.3,0,6,0,665,665,0,0,665,425,425,0,0,240,0
Max Jean-Gilles,3044,G,PHI,12,100.0,0,24,77.8,73.5,76.2,5,7,424,100.0,100.0,98.3,1,13,1,664,0,0,0,664,438,438,664,0,226,0
Edwin Mulitalo,508,G,DET,11,100.0,0,11,72.5,66.9,77.6,2,14,378,100.0,100.0,97.4,4,18,2,641,0,641,0,641,407,407,0,0,234,0
Adrian Jones,1853,G,KC,10,100.0,0,16,69.4,68.4,66.8,2,14,376,100.0,100.0,97.6,2,17,1,633,0,0,0,633,398,398,632,0,235,1
Chris Spencer,2243,C,SEA,11,100.0,0,29,70.8,56.3,72.8,7,11,352,100.0,100.0,96.6,0,21,3,633,633,0,0,633,368,368,0,0,265,0
David Baas,2250,G,SF,14,100.0,0,28,76.6,76.3,74.3,1,8,370,100.0,100.0,98.2,3,11,2,631,0,617,0,631,393,393,11,0,238,3
Joe Flacco,4332,QB,BLT,19,49.4,1,3,65.2,,61.6,0,0,0,0.0,0.0,,4,0,0,621,0,0,0,1258,0,590,0,0,621,0
Tony Wragge,1315,G,SF,12,99.8,0,28,70.0,58.9,77.8,0,21,357,99.7,99.7,96.2,4,24,3,615,18,0,0,616,387,388,595,0,228,3
